key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	typeStatus	identifiedBy
1322943732	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:11.765+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-64.2333	-62.5767	84.0	14.0	ANTARCTICA	{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1982.0	3.0	24.0	1982-03-24	83.0	83.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:43:00.000+00:00	2024-07-02T12:38:11.765+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fe043404-eb5f-4dd4-a83d-9e67997157de'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	G. Hendler & Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3fe043404-eb5f-4dd4-a83d-9e67997157de	urn:lsid:biocol.org:col:34871	24 MAR 1982	unknown, from legacy	Antarctic Peninsula, Palmer Archipelago, Brabant Island, Minot Point	Degrees Minutes Seconds	USARP/HE/824/28-1/SOSC-H	IZ	1322943732	http://n2t.net/ark:/65665/3fe043404-eb5f-4dd4-a83d-9e67997157de	USNM 1122812	USNM	28-1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1317590160	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:55.358+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-67.82	-68.97	21.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1973.0	2.0	26.0	1973-02-26	57.0	57.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:43:00.000+00:00	2024-07-02T12:36:55.358+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31126a43e-3960-4573-838b-daea6a1fc2c8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Maine	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/31126a43e-3960-4573-838b-daea6a1fc2c8	urn:lsid:biocol.org:col:34871	26 FEB 1973	unknown, from legacy	Antarctic Peninsula, Adelaide Island, south of island	Degrees Minutes Seconds	USARP/HE/731/1853/UME	IZ	1317590160	http://n2t.net/ark:/65665/31126a43e-3960-4573-838b-daea6a1fc2c8	USNM 1122811	USNM	1853	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1320319877	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:24.015+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.9517	-60.8233	109.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1972.0	1.0	8.0	1972-01-08	8.0	8.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:43:00.000+00:00	2024-07-02T12:39:24.015+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/389eb9333-7376-4a1d-9057-a1bcdcdb3e44'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of California at Davis & Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/389eb9333-7376-4a1d-9057-a1bcdcdb3e44	urn:lsid:biocol.org:col:34871	08 JAN 1972	unknown, from legacy	South Shetland Islands, Deception Island, Outside Island	Degrees Minutes Seconds	USARP/HE/721/777/UCD-SOSC	IZ	1320319877	http://n2t.net/ark:/65665/389eb9333-7376-4a1d-9057-a1bcdcdb3e44	USNM 1122813	USNM	777	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1318257292	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:06.644+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.433	-62.133	91.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:29:00.000+00:00	2024-07-02T12:39:06.644+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32ea545a2-52c9-4902-985f-99f162c09540'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=21030'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/32ea545a2-52c9-4902-985f-99f162c09540	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/28/SOSC	IZ	1318257292	http://n2t.net/ark:/65665/32ea545a2-52c9-4902-985f-99f162c09540	USNM 234603	USNM	28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	HOLOTYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
1318560142	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:42.624+00:00	395	{}	PRESERVED_SPECIMEN	13.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.433	-62.133	91.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:29:00.000+00:00	2024-07-02T12:38:42.624+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33c0931ef-0e05-4e24-b3be-a8389a0b0c17'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/33c0931ef-0e05-4e24-b3be-a8389a0b0c17	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/28/SOSC	IZ	1318560142	http://n2t.net/ark:/65665/33c0931ef-0e05-4e24-b3be-a8389a0b0c17	USNM 234629	USNM	28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		PARATYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
1318700454	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:26.293+00:00	395	{}	PRESERVED_SPECIMEN	13.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.433	-62.133	91.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:29:00.000+00:00	2024-07-02T12:37:26.293+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3423fcd6f-63f3-4bd2-ab51-96735a34fd90'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3423fcd6f-63f3-4bd2-ab51-96735a34fd90	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/28/SOSC	IZ	1318700454	http://n2t.net/ark:/65665/3423fcd6f-63f3-4bd2-ab51-96735a34fd90	USNM 234604	USNM	28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		PARATYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
1319811532	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.578+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.433	-62.133	91.0	0.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:29:00.000+00:00	2024-07-02T12:39:16.578+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3736a53d9-6a1d-4c40-9b5e-6bd5701fd340'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3736a53d9-6a1d-4c40-9b5e-6bd5701fd340	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/28/SOSC	IZ	1319811532	http://n2t.net/ark:/65665/3736a53d9-6a1d-4c40-9b5e-6bd5701fd340	USNM 234628	USNM	28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	HOLOTYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
1321197025	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:52.069+00:00	395	{}	PRESERVED_SPECIMEN	51.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.4	-62.217	93.0	2.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:24:00.000+00:00	2024-07-02T12:37:52.069+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b0a825f7-187f-4290-8c04-e5ded29df277'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3b0a825f7-187f-4290-8c04-e5ded29df277	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/27/SOSC	IZ	1321197025	http://n2t.net/ark:/65665/3b0a825f7-187f-4290-8c04-e5ded29df277	USNM 234605	USNM	27	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		PARATYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
1321371067	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:39.098+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-62.9393	-60.7972	105.0	32.0	ANTARCTICA	{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	13.0	1969-02-13	44.0	44.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T13:44:00.000+00:00	2024-07-02T12:39:39.098+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b85f30ff-a603-4420-97ab-c1a3c4f29c3f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3b85f30ff-a603-4420-97ab-c1a3c4f29c3f	urn:lsid:biocol.org:col:34871	13 FEB 1969	unknown, from legacy	South Shetland Islands, Deception Island	Degrees Minutes Seconds	USARP/HE/691/32/SOSC	IZ	1321371067	http://n2t.net/ark:/65665/3b85f30ff-a603-4420-97ab-c1a3c4f29c3f	USNM 1122810	USNM	32	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			
1321819040	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:42.069+00:00	395	{}	PRESERVED_SPECIMEN	53.0	PRESENT	2117953	1	54	354	9477065	6314	2117918	2117953	2117953	Austrodecus crenatum Child, 1994	Austrodecus crenatum Child, 1994	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus crenatum	Austrodecus	crenatum	SPECIES	ACCEPTED	NE	-63.4	-62.217	93.0	2.0		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1969.0	2.0	10.0	1969-02-10	41.0	41.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-08-23T14:24:00.000+00:00	2024-07-02T12:38:42.069+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3cc348c61-e59a-40c0-9f76-04766e1670a5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3cc348c61-e59a-40c0-9f76-04766e1670a5	urn:lsid:biocol.org:col:34871	10 FEB 1969	unknown, from legacy	South Shetland Islands, Low Island	Degrees Minutes Seconds	USARP/HE/691/27/SOSC	IZ	1321819040	http://n2t.net/ark:/65665/3cc348c61-e59a-40c0-9f76-04766e1670a5	USNM 234630	USNM	27	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		PARATYPE	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History
