key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	municipality	locality	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	http://unknown.org/canonicalName	networkKeys	waterBody	higherGeography	typeStatus	modified	institutionKey	collectionKey	datasetName	recordedBy	identifiedBy	preparations	catalogNumber	institutionID	institutionCode	locationID	collectionCode	higherClassification	collectionID	verbatimDepth	verbatimEventDate	depth	depthAccuracy	sex	fieldNumber	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	lifeStage	datasetID	scientificNameID	bibliographicCitation	occurrenceRemarks	projectId	coordinateUncertaintyInMeters	elevation	elevationAccuracy	rightsHolder	acceptedNameUsage	habitat	dynamicProperties	namePublishedInYear	ownerInstitutionCode	nameAccordingTo	parentNameUsage	identificationID
3045071311	e1daacda-87e9-479f-abeb-2431532b98d2	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-05T06:33:43.686+00:00	2024-01-25T01:20:51.304+00:00	91	{}	MATERIAL_CITATION	4.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	22.885834	-109.91056	NORTH_AMERICA	Baja California Sur	{}	2013.0	1.0	7.0	2013-01-07	7.0	7.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-25T01:20:51.304+00:00	http://treatment.plazi.org/id/038087FFFFC3C659B6A084915039FEAB	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '038087FFFFC3C659B6A084915039FEAB.mc.3B413CB4FFC3C65DB7B185605136FE22'}]	[]	[]	[]	False	WGS84	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	EUROPE	038087FFFFC3C659B6A084915039FEAB.mc.3B413CB4FFC3C65DB7B185605136FE22	Child	Ammothella symbia Child, 1979	Baja	Sur	3045071311	038087FFFFC3C659B6A084915039FEAB.mc.3B413CB4FFC3C65DB7B185605136FE22	4 specimens: 1 ³, (UANL-FCB-PYCNO- 0058), FONATUR marine, Santa Rosalía, Baja California Sur, Mexico, 27 ° 20´13 ´´ N, - 112 ° 15´47 ´´ W, 01 / 11 / 2013; 2 ³, (UANL-FCB-PYCNO- 0059); same sampling location, 11 / 15 / 2013; 1 ³, (UANL-FCB-PYCNO- 0060), Cabo San Lucas Marine, Cabo San Lucas, Baja California Sur, Mexico, 22 ° 53´09 ´´ N, - 109 ° 54´38 ´´ W, 7 / 01 / 2013 (Fig. 1)	038087FFFFC3C659B6A084915039FEAB.taxon	1979	Ammothella symbia																																													
1317439284	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:46.302+00:00	395	{}	PRESERVED_SPECIMEN	9.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.97	-79.5	NORTH_AMERICA		{}	1978.0	10.0	29.0	1978-10-29	302.0	302.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:46.302+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30a7ad7bd-d8b2-4647-a012-e9a3591e5db9'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/30a7ad7bd-d8b2-4647-a012-e9a3591e5db9				Panama Bay, Punta Paitilla	1317439284	http://n2t.net/ark:/65665/30a7ad7bd-d8b2-4647-a012-e9a3591e5db9					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	PARATYPE	2016-09-30T11:21:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171948	urn:lsid:biocol.org:col:34871	USNM	3	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal																										
1320005825	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:06.677+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.97	-79.5	NORTH_AMERICA		{}	1978.0	10.0	29.0	1978-10-29	302.0	302.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:06.677+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/37c015960-466c-4c75-bfbd-0a33b96a715e'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/37c015960-466c-4c75-bfbd-0a33b96a715e				Panama Bay, Punta Paitilla	1320005825	http://n2t.net/ark:/65665/37c015960-466c-4c75-bfbd-0a33b96a715e					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	PARATYPE	2016-09-30T11:21:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171949	urn:lsid:biocol.org:col:34871	USNM	4	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal																										
1319284516	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.026+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.92	-79.53	NORTH_AMERICA	Canal Zone	{}	1976.0	3.0		1976-03			['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:38.026+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35c1b937a-f904-4516-8694-3992c77252c1'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/35c1b937a-f904-4516-8694-3992c77252c1				Panama Bay, Fort Amador, Pilot Pier Float	1319284516	http://n2t.net/ark:/65665/35c1b937a-f904-4516-8694-3992c77252c1					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	PARATYPE	2016-09-30T11:23:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	P. Glynn	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171953	urn:lsid:biocol.org:col:34871	USNM		IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal	-- MAR 1976																									
1318232842	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:53.526+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.78	-79.53	NORTH_AMERICA		{}	1975.0	5.0	15.0	1975-05-15	135.0	135.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:53.526+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32d917f9c-6254-455f-b9fb-c63b11c56e71'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/32d917f9c-6254-455f-b9fb-c63b11c56e71				Panama Bay, Taboguilla Island, Settling Plate	1318232842	http://n2t.net/ark:/65665/32d917f9c-6254-455f-b9fb-c63b11c56e71					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	PARATYPE	2016-09-30T11:21:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171952	urn:lsid:biocol.org:col:34871	USNM	57	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		15 MAY 1975	9.5	1.5																							
1320357919	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:13.483+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.97	-79.5	NORTH_AMERICA		{}	1973.0	4.0	1.0	1973-04-01	91.0	91.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:13.483+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38b9897af-eceb-47d8-98a4-8337b3bd9dc1'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/38b9897af-eceb-47d8-98a4-8337b3bd9dc1				Panama Bay, Panama City, Paitilla Point	1320357919	http://n2t.net/ark:/65665/38b9897af-eceb-47d8-98a4-8337b3bd9dc1					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	PARATYPE	2016-09-30T11:20:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. L. Jones	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171963	urn:lsid:biocol.org:col:34871	USNM	129- 1-2	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal	01 APR 1973			MALE	1-2																					
1320878815	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:25.785+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.8792	-79.5958	NORTH_AMERICA	Canal Zone	{}	1972.0	4.0	15.0	1972-04-15	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:25.785+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a29bfb47-ae37-4527-8185-c9d1f8d81f14'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3a29bfb47-ae37-4527-8185-c9d1f8d81f14				Panama Bay, Venado Island	1320878815	http://n2t.net/ark:/65665/3a29bfb47-ae37-4527-8185-c9d1f8d81f14					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	PARATYPE	2016-08-18T13:52:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	D. Pawson, W. Byas, C. Dawson, M. L. Jones & R. Turner	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171960	urn:lsid:biocol.org:col:34871	USNM	86- 1-4	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Intertidal	15 APR 1972			MALE	1-4																					
1320928166	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:09.656+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.97	-79.52	NORTH_AMERICA	Canal Zone	{}	1972.0	4.0	13.0	1972-04-13	104.0	104.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:09.656+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a4cc9632-50d6-4b37-80a6-880c7f1a43b4'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3a4cc9632-50d6-4b37-80a6-880c7f1a43b4				Panama Bay, Paitilla Point	1320928166	http://n2t.net/ark:/65665/3a4cc9632-50d6-4b37-80a6-880c7f1a43b4					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	PARATYPE	2014-10-20T14:28:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. L. Jones, W. Byas & D. Pawson	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171959	urn:lsid:biocol.org:col:34871	USNM	84-B	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		13 APR 1972			FEMALE		unknown, from legacy	approximate	Degrees Minutes Seconds																		
1322623991	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:57.702+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	8.9186	-79.5378	NORTH_AMERICA	Canal Zone	{}	1972.0	4.0	18.0	1972-04-18	109.0	109.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:57.702+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3efd49529-c995-40a8-9ff2-b0f8a961772e'}]	[]	[]	[]	True	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3efd49529-c995-40a8-9ff2-b0f8a961772e				Panama Bay, Naos Island, pilot pier, on floats	1322623991	http://n2t.net/ark:/65665/3efd49529-c995-40a8-9ff2-b0f8a961772e					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	PARATYPE	2014-10-20T14:28:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	M. L. Jones, W. Byas, C. Dawson & D. Pawson	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	USNM 171961	urn:lsid:biocol.org:col:34871	USNM	91	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		18 APR 1972					unknown, from legacy		Degrees Minutes Seconds	Juvenile																	
4055739459	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:15.575+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2118199	1	54	354	9477065	6313	2118169	2118199	2118199	Ammothella symbia Child, 1979	Ammothella symbia Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella symbia	Ammothella	symbia	SPECIES	ACCEPTED	NE	10.56	-85.72	NORTH_AMERICA		{}	1972.0	8.0	11.0	1972-08-11	224.0	224.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:15.575+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1552	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1552'}]	[]	[]	[]	True	WGS84	Pycnogonida	CR	[]	[]	LATIN_AMERICA	Costa Rica	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1552				Pacific Ocean	4055739459	WoRMS Editorial Board:WoRMS type localities:sm_id_1552					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			HOLOTYPE	2007-06-20T15:52:33.000+00:00							sm_id_1552		WoRMS Editorial Board		WoRMS type localities					0.4	0.4							https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240416	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella symbia</i> Child, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240416														
