key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	catalogNumber	institutionCode	gbifID	collectionCode
318006140	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.899+00:00	124	{}	OCCURRENCE	PRESENT	4338352	1	54	354	9477065	2012	2117538	4338352	4338352	Colossendeis insolitus Pushkin, 1993	Colossendeis insolitus Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis insolitus	Colossendeis	insolitus	SPECIES	ACCEPTED	NE	-47.2833	-59.9	750.0	0.0	{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.899+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38173'}]	[]	[]	[]	False	WGS84	Pycnogonida	[]	[]	EUROPE	38173	BAS	318006140	SOMBASE Pycnogonids
318006144	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:20.899+00:00	124	{}	OCCURRENCE	PRESENT	4338352	1	54	354	9477065	2012	2117538	4338352	4338352	Colossendeis insolitus Pushkin, 1993	Colossendeis insolitus Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis insolitus	Colossendeis	insolitus	SPECIES	ACCEPTED	NE	-46.45	-60.3166	145.0	0.0	{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:20.899+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38181'}]	[]	[]	[]	False	WGS84	Pycnogonida	[]	[]	EUROPE	38181	BAS	318006144	SOMBASE Pycnogonids
