key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	depthAccuracy	sex	higherGeography	modified	datasetName	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	islandGroup	typeStatus	otherCatalogNumbers	dynamicProperties
4444205664	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.863+00:00	69	{}	PRESERVED_SPECIMEN	11.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-60.6998336	-41.2333105	{}	Atlantic Ocean	1989.0	3.0	5.0	1989-03-05	64.0	64.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.863+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9ae06e1e-8959-41ab-8d26-f783da8fc2f1'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Dmitry Mendeleev_cruise 43_st.4093	9ae06e1e-8959-41ab-8d26-f783da8fc2f1	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Orkney Through, Antarctic	4093	OBFc	4444205664	9ae06e1e-8959-41ab-8d26-f783da8fc2f1	3700.0 - 3970.0 m	INV0002877	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2															
4444205826	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.909+00:00	69	{}	PRESERVED_SPECIMEN	38.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-41.750308	-41.583362	{}	Atlantic Ocean	1989.0	4.0	12.0	1989-04-12	102.0	102.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.909+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '55b82590-0d90-4761-87bb-9017812249b5'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Dmitry Mendeleev_cruise 43_st.4107	55b82590-0d90-4761-87bb-9017812249b5	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantic, Argentina Basin	4107	OBFc	4444205826	55b82590-0d90-4761-87bb-9017812249b5	5180.0 - 5190.0 m	INV0002868	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2															
4444205859	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.918+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-38.6504047	-48.1665849	{}	Atlantic Ocean	1989.0	4.0	14.0	1989-04-14	104.0	104.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.918+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd724083f-4884-452d-ae55-ccfcfa848222'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Dmitry Mendeleev_cruise 43_st.4109	d724083f-4884-452d-ae55-ccfcfa848222	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantic	4109	OBFc	4444205859	d724083f-4884-452d-ae55-ccfcfa848222	5225.0 m	INV0002862	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2															
4444205526	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.804+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-36.2004698	-49.1499098	{}	Atlantic Ocean	1985.0	12.0	26.0	1985-12-26	360.0	360.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.804+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '62f3e293-78db-4aef-8849-162b38d6d2e9'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Kurchatov_cruise 43_st.4893	62f3e293-78db-4aef-8849-162b38d6d2e9	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	West South Atlantic	4893	OBFc	4444205526	62f3e293-78db-4aef-8849-162b38d6d2e9	4630.0 - 4620.0 m	INV0002861	IORAS	IORAS	cruise 43	fd699988-ab5d-4737-9443-9085cea191d2															
201119547	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:50.610+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-33.375	2.5983	{}		1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:50.610+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '201119547'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		Biocean	201119547	201119547		17803	Ifremer				4550.0	0.0													
811996124	96309e26-f762-11e1-a439-00145eb45e9a	61e40671-1a75-4bcd-9a0d-63515057d39d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	791e3715-7452-4dd0-a906-db21a3852427	5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	FR	EML	2023-12-11T15:23:37.871+00:00	2024-01-24T22:32:51.375+00:00	258	{}	PRESERVED_SPECIMEN		PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-33.375	2.5983	{}		1978.0	12.0	1.0	1978-12-01	335.0	335.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-01-24T22:32:51.375+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '811996124'}]	[]	[]	[]			False	SIBUET Myriam	STOCK Jan			WGS84	Pycnogonida		[]	[]			EUROPE				Ride Walvis		bio_dba	811996124	811996124		17803	Ifremer				4550.0	0.0													
4399690384	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.723+00:00	69	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-43.6013543	144.0505505	{}	Pacific Ocean	1976.0	2.0	21.0	1976-02-21	52.0	52.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.723+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '62f10102-7c2d-47c3-9cff-90338db98711'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Dmitry Mendeleev	Turpaeva, Elena	EtOH 75%	Galathea Trawl	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE	RV Dmitry Mendeleev_cruise 16_st.1349	62f10102-7c2d-47c3-9cff-90338db98711	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Pacific	1349	OBFc	4399690384	62f10102-7c2d-47c3-9cff-90338db98711	4464.0 m	INV0000956	IORAS	IORAS	cruise 16	fd699988-ab5d-4737-9443-9085cea191d2															
1322831581	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:36.448+00:00	395	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	50.0783	-15.7467	{}	North Atlantic Ocean	1972.0	8.0	23.0	1972-08-23	236.0	236.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:36.448+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f90cc248-450d-44b2-bfbe-aaa3e1133058'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida		[]	[]			NORTH_AMERICA		http://n2t.net/ark:/65665/3f90cc248-450d-44b2-bfbe-aaa3e1133058	urn:lsid:biocol.org:col:34871	West European Basin, SW Of Ireland		IZ	1322831581	http://n2t.net/ark:/65665/3f90cc248-450d-44b2-bfbe-aaa3e1133058		USNM 181085	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	4430.5	4.5	FEMALE	North Atlantic Ocean	2014-10-20T15:09:00.000+00:00	NMNH Extant Biology	23 AUG 1972	unknown, from legacy	Degrees Minutes Seconds	106-328	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae				
4444205339	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.037+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-53.2817185	-54.8929894	{}	Atlantic Ocean	1971.0	12.0	16.0	1971-12-16	350.0	350.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.037+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b5995e10-2325-49f7-af38-64d78a155424'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	EUROPE	RV Akademik Kurchatov_cruise 11_st.925	b5995e10-2325-49f7-af38-64d78a155424	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	South Atlantic	925	OBFc	4444205339	b5995e10-2325-49f7-af38-64d78a155424	2980.0 - 2960.0 m	INV0002865	IORAS	IORAS	cruise 11	fd699988-ab5d-4737-9443-9085cea191d2															
4444205796	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.173+00:00	69	{}	PRESERVED_SPECIMEN	10.0	PRESENT	2117764	1	54	354	9477065	2013	2117630	2117764	2117764	Nymphon procerum Hoek, 1881	Nymphon procerum Hoek, 1881	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon procerum	Nymphon	procerum	SPECIES	ACCEPTED	NE	-56.8666139	-24.983746	{}	Atlantic Ocean	1971.0	12.0	5.0	1971-12-05	339.0	339.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.173+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f4a0b0df-7599-406e-ad5b-0c0ac27ec8f0'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Kurchatov	Turpaeva, Elena	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	EUROPE	RV Akademik Kurchatov_cruise 11_st.896	f4a0b0df-7599-406e-ad5b-0c0ac27ec8f0	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Subantarctic, South-Sandvich Trench	896	OBFc	4444205796	f4a0b0df-7599-406e-ad5b-0c0ac27ec8f0	5651.0 - 5530.0 m	INV0002874	IORAS	IORAS	cruise 11	fd699988-ab5d-4737-9443-9085cea191d2												South Sandwich Islands			
