key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	otherCatalogNumbers	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	acceptedNameUsage	institutionID	institutionCode	locality	eventRemarks	gbifID	occurrenceRemarks	collectionCode	occurrenceID	sex	rightsHolder	nomenclaturalCode	higherClassification
2012925831	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:17:32.838+00:00	275	{'http://rs.gbif.org/terms/1.0/Reference': [{'http://purl.org/dc/terms/creator': 'Stock, J.', 'http://purl.org/dc/terms/date': '1956', 'http://purl.org/dc/terms/source': 'Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening', 'http://purl.org/dc/terms/title': 'Tropical and subtropical Pycnogonida, chiefly from South Africa'}], 'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'holotype', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': 'b031ef1b-4a32-b82e-3293-dd86f4bd4a82', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphon nugax Stock, 1966'}]}	PRESERVED_SPECIMEN	PRESENT	2117814	1	54	354	9477065	2013	2117630	2117814	2117814	Nymphon nugax Stock, 1966	Nymphon nugax Stock, 1966	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon nugax	Nymphon	nugax	SPECIES	ACCEPTED	NE	10.366667	-16.366667	{}	Tropical East Atlantic	1945.0	12.0	17.0	1945-12-17	351.0	351.0	HOLOTYPE	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID']	2016-07-28T00:00:00.000+00:00	2024-07-21T10:17:32.838+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '325f8861-79f8-42c7-b9f8-83e38b1a1fa5'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	e4cac6b7-41e4-404d-b9b2-ea507703f671	True	Natural History Museum Denmark Invertebrate Zoology	PYC-007570	various	WGS84	Pycnogonida	GW	[]	[]	AFRICA	Guinea-Bissau	EUROPE	325f8861-79f8-42c7-b9f8-83e38b1a1fa5	NHMD110692	Nymphon nugax	http://grbio.org/cool/mci8-ehqk	NHMD	Guinea	2 samples; Gear: sledge trawl, dredge trawl, Otter trawl	2012925831	MKB05: The locality data are from the description. Type status checked 2003-2011, but may need reconfirmation. Atlantide Report 9: 45-57. Labelled with correct number Mar. 2012.	IV	325f8861-79f8-42c7-b9f8-83e38b1a1fa5				
2434361508	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.775+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1292/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1292_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1292/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2117814	1	54	354	9477065	2013	2117630	2117814	2117814	Nymphon nugax Stock, 1966	Nymphon nugax Stock, 1966	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon nugax	Nymphon	nugax	SPECIES	ACCEPTED	NE			{}								HOLOTYPE	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:35.775+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1292@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1292_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1292/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		True			WholeOrganism (microscopic slide)		Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1292@CRS	ZMA.PYC.P.1292		Naturalis Biodiversity Center				2434361508		Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1292	MALE	Naturalis Biodiversity Center	ICZN	Animalia
