key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	coordinateUncertaintyInMeters	stateProvince	modified	locationID	fieldNotes	municipality	county	associatedReferences	datasetID	elevation	organismQuantity	organismQuantityType	continent	occurrenceRemarks	dateIdentified	habitat	otherCatalogNumbers	dynamicProperties	higherClassification	rightsHolder	verbatimEventDate	language	type	bibliographicCitation	recordNumber	projectId	higherGeography	acceptedNameUsage	locationRemarks	typeStatus	taxonID	verbatimIdentification	georeferenceRemarks	lifeStage	nomenclaturalCode	verbatimLocality	disposition	parentNameUsage	materialEntityID	establishmentMeans
3756611215	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.077+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0323529411764706', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '198210006001025', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	74.997732	15.697952	497.825	3.045000000000016	{}	Norwegian Sea	2019.0	4.0	12.0	2019-04-12T13:11Z/2019-04-12T13:17Z	102.0	102.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.077+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '198210006001025'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2019106 Sample: 6	198210006001025	198210006001025	urn:lsid:marinespecies.org:taxname:134679	IMR	LINESTRING(15.697952 74.997732,15.702494 74.995412)	13:11Z/13:17Z	MAREANO Reference Station: 1982	catchId: 25	3756611215	IMRMarbunnBenthos	198210006001025																																																			
4851017379	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.820+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	76.7817289	125.8225759			{}	Laptev Sea	2018.0	8.0	26.0	2018-08-26	238.0	238.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.820+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '484d240b-81aa-49f6-a68e-108b94f32f55'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_72_st.5947	484d240b-81aa-49f6-a68e-108b94f32f55	INV0003683		IORAS			Seep C-15	5947	4851017379	OBFc	484d240b-81aa-49f6-a68e-108b94f32f55	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	72.0 - 72.0 m	IORAS	cruise 72	fd699988-ab5d-4737-9443-9085cea191d2																																								
4851017325	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.098+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	77.2490139	125.8192477			{}	Laptev Sea	2018.0	8.0	27.0	2018-08-27	239.0	239.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.098+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b5ed1037-ff63-4431-a9a7-50ea837835b3'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_72_st.5950	b5ed1037-ff63-4431-a9a7-50ea837835b3	INV0003696		IORAS			Laptev Sea	5950	4851017325	OBFc	b5ed1037-ff63-4431-a9a7-50ea837835b3	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1042.0 - 1086.0 m	IORAS	cruise 72	fd699988-ab5d-4737-9443-9085cea191d2																																								
4851017413	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.115+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	76.8986738	127.8299048			{}	Kara Sea	2018.0	8.0	28.0	2018-08-28	240.0	240.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.115+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'e44ce57e-e6d8-4771-bb57-b16d9624e1fa'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_72_st.5953	e44ce57e-e6d8-4771-bb57-b16d9624e1fa	INV0003712		IORAS			Novaya Zemlya, Kara Sea	5953	4851017413	OBFc	e44ce57e-e6d8-4771-bb57-b16d9624e1fa	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	6.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	64.0 - 64.0 m	IORAS	cruise 72	fd699988-ab5d-4737-9443-9085cea191d2																																								
4851017358	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.239+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	78.3136211	113.9272353			{}	Laptev sea	2018.0	9.0	3.0	2018-09-03	246.0	246.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.239+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '28fd6eaf-c23a-4fd0-82f2-e3af8e9847e3'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_72_st.5967	28fd6eaf-c23a-4fd0-82f2-e3af8e9847e3	INV0003693		IORAS			Laptev sea	5967	4851017358	OBFc	28fd6eaf-c23a-4fd0-82f2-e3af8e9847e3	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	422.0 - 416.0 m	IORAS	cruise 72	fd699988-ab5d-4737-9443-9085cea191d2																																								
2147657144	b124e1e0-4755-430f-9eab-894f25a9b59c	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T15:06:03.789+00:00	2024-07-23T18:33:04.370+00:00	361	{}	HUMAN_OBSERVATION	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	80.205351	10.136203			{}		2017.0	8.0	13.0	2017-08-13	225.0	225.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84']	2024-07-23T18:33:04.370+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:uuid:ff8d9647-d10d-4ac9-94f2-472a1c7f5558'}]	[]	[]	[]		False			WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE		urn:uuid:ff8d9647-d10d-4ac9-94f2-472a1c7f5558	21230872		nef			Rijpfjorden indre, Utenfor kommuner, Sv		2147657144	so2-bugs	urn:uuid:ff8d9647-d10d-4ac9-94f2-472a1c7f5558				Fredrik Broms								1000.0	Svalbard med sjøområder	2019-09-04T10:12:16.000+00:00	1121612	Tatt med bunntrål i indre del av Rijpfjorden fra RV Helmer Hansen, UNIS-forskningstokt Marine Benthic Fauna of Svalbard..	Utenfor kommuner	Svalbard med sjøområder	https://www.artsobservasjoner.no/Sighting/21230872																																
4851017384	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.249+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	75.4111969	115.4325174			{}	Laptev Sea	2017.0	9.0	18.0	2017-09-18	261.0	261.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.249+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3be88164-05d4-4073-aec8-724fbef01b64'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise_69_st.5591/2	3be88164-05d4-4073-aec8-724fbef01b64	INV0003707		IORAS			Laptev Sea	5591/2	4851017384	OBFc	3be88164-05d4-4073-aec8-724fbef01b64	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	4.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	46.0 m	IORAS	cruise 69	fd699988-ab5d-4737-9443-9085cea191d2																																								
4851017354	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.165+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	76.7761617	125.8254649			{}	Laptev Sea	2017.0	9.0	16.0	2017-09-16	259.0	259.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.165+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3dce923e-5b95-4d9d-9dae-611d6b4c50b4'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akadimik Mstislav Keldysh_cruise_69_st.5625	3dce923e-5b95-4d9d-9dae-611d6b4c50b4	INV0003694		IORAS			Laptev Sea	5625	4851017354	OBFc	3dce923e-5b95-4d9d-9dae-611d6b4c50b4	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akadimik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	70.6 - 70.8 m	IORAS	cruise 69	fd699988-ab5d-4737-9443-9085cea191d2																																								
4851017309	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.037+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	76.8342833	126.6632594			{}	Laptev Sea	2017.0	9.0	15.0	2017-09-15	258.0	258.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.037+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c64a685a-2899-41ba-a43f-80e4a5b12a5d'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akadimik Mstislav Keldysh_cruise_69_st.5624	c64a685a-2899-41ba-a43f-80e4a5b12a5d	INV0003709		IORAS			Laptev Sea	5624	4851017309	OBFc	c64a685a-2899-41ba-a43f-80e4a5b12a5d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akadimik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	69.5 - 70.1 m	IORAS	cruise 69	fd699988-ab5d-4737-9443-9085cea191d2																																								
3756613800	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.913+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '14', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '164910018001007', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2.380832244766', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '164910018001007', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	74.997	25.9995	208.005	0.4449999999999932	{}	Barents Sea	2016.0	9.0	28.0	2016-09-28T00:41Z/2016-09-28T00:46Z	272.0	272.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '164910018001007'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2016113 Sample: 18	164910018001007	164910018001007	urn:lsid:marinespecies.org:taxname:134679	IMR	LINESTRING(25.9995 74.997,25.9995 74.994833)	00:41Z/00:46Z	MAREANO Reference Station: 1649	catchId: 7	3756613800	IMRMarbunnBenthos	164910018001007																																																			
