key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	coordinateUncertaintyInMeters	stateProvince	modified	locationID	fieldNotes	municipality	county	associatedReferences	datasetID	elevation	organismQuantity	organismQuantityType	continent	occurrenceRemarks	dateIdentified	habitat	otherCatalogNumbers	dynamicProperties	higherClassification	rightsHolder	verbatimEventDate	language	type	bibliographicCitation	recordNumber	projectId	higherGeography	acceptedNameUsage	locationRemarks	typeStatus	taxonID	verbatimIdentification	georeferenceRemarks	lifeStage	nomenclaturalCode	verbatimLocality	disposition	parentNameUsage	materialEntityID	establishmentMeans
4444205695	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.869+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	74.4002188	58.8827002			{}	Kara Sea	2005.0	9.0	17.0	2005-09-17	260.0	260.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.869+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '17db2fe2-fa02-478b-ae6d-21593106f1ce'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Small Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise 73_st.32	17db2fe2-fa02-478b-ae6d-21593106f1ce	INV0002825		IORAS			Tsivolki Bay, Novaya Zemlya	32	4444205695	OBFc	17db2fe2-fa02-478b-ae6d-21593106f1ce	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Raiskiy, Alexey	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	72.9 m	IORAS	cruise 73	fd699988-ab5d-4737-9443-9085cea191d2													EUROPE																											
4444205706	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.151+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	74.4174504	58.6969669			{}	Kara Sea	2005.0	9.0	16.0	2005-09-16	259.0	259.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.151+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7d2f60c3-6572-4d6b-9948-0340fff2fffe'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Small Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise 73_st.21	7d2f60c3-6572-4d6b-9948-0340fff2fffe	INV0002823		IORAS			Tsivolki Bay, Novaya Zemlya	21	4444205706	OBFc	7d2f60c3-6572-4d6b-9948-0340fff2fffe	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Raiskiy, Alexey	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	261.0 m	IORAS	cruise 73	fd699988-ab5d-4737-9443-9085cea191d2													EUROPE																											
4399690510	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.067+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	64.6414599	4.4976094			{}	Norwegian Sea	1998.0	7.0	2.0	1998-07-02	183.0	183.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.067+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6b766400-67ff-480f-8ec7-dc8d7b9bcfd2'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		MIR-1	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	RV Akademik Mstislav Keldysh_cruise 40_st.3712	6b766400-67ff-480f-8ec7-dc8d7b9bcfd2	INV0001106		IORAS			Voring Plato	3712	4399690510	OBFc	6b766400-67ff-480f-8ec7-dc8d7b9bcfd2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1290.0 m	IORAS	cruise 40	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690989	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.154+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	64.7484129	4.7831502			{}	Norwegian Sea	1998.0	7.0	6.0	1998-07-06	187.0	187.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.154+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c3049368-0219-44e9-94e6-d2166619605c'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		MIR-2	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	RV Akademik Mstislav Keldysh_cruise 40_st.3730	c3049368-0219-44e9-94e6-d2166619605c	INV0001107		IORAS			Voring Plato	3730	4399690989	OBFc	c3049368-0219-44e9-94e6-d2166619605c	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	800.0 m	IORAS	cruise 40	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690776	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.831+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	73.1924533	40.9270531			{}	Barents Sea	1998.0	9.0	12.0	1998-09-12	255.0	255.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.831+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '36d7cfef-46cb-4dc2-98ba-f89b7733d073'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1190	36d7cfef-46cb-4dc2-98ba-f89b7733d073	INV0001130		IORAS			Barents Sea	1190	4399690776	OBFc	36d7cfef-46cb-4dc2-98ba-f89b7733d073	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	6.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	318.0 - 325.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690610	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.086+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	75.0968806	53.3317829			{}	Barents Sea	1998.0	9.0	30.0	1998-09-30	273.0	273.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.086+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '4fe9d24f-e465-4c1a-9224-f269f8628049'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1310	4fe9d24f-e465-4c1a-9224-f269f8628049	INV0001133		IORAS			Barents Sea	1310	4399690610	OBFc	4fe9d24f-e465-4c1a-9224-f269f8628049	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	217.0 - 230.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690437	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.060+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	75.9190388	42.67539			{}	Barents Sea	1998.0	9.0	18.0	1998-09-18	261.0	261.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.060+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9e35189c-c3cf-4c88-b389-94ff0a67af4c'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1229	9e35189c-c3cf-4c88-b389-94ff0a67af4c	INV0001136		IORAS			Barents Sea	1229	4399690437	OBFc	9e35189c-c3cf-4c88-b389-94ff0a67af4c	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	342.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690598	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.785+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	75.7538507	46.1210604			{}	Barents Sea	1998.0	9.0	20.0	1998-09-20	263.0	263.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:58.785+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'ac199599-bec7-4e2f-be93-f7d07c68f631'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1255	ac199599-bec7-4e2f-be93-f7d07c68f631	INV0001132		IORAS			Barents Sea	1255	4399690598	OBFc	ac199599-bec7-4e2f-be93-f7d07c68f631	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	308.0 - 310.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690721	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.108+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	75.3836601	49.8331476			{}	Barents Sea	1998.0	9.0	30.0	1998-09-30	273.0	273.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.108+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f37a95ac-c0c5-4729-80ea-1608f74e00c4'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1306	f37a95ac-c0c5-4729-80ea-1608f74e00c4	INV0001134		IORAS			Barents Sea	1306	4399690721	OBFc	f37a95ac-c0c5-4729-80ea-1608f74e00c4	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	250.0 - 247.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690687	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.102+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	74.9954885	40.9890852			{}	Barents Sea	1998.0	9.0	13.0	1998-09-13	256.0	256.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.102+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f79d264d-56ef-4fa8-826c-ddd21b9ce30c'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida		[]	[]			EUROPE	RV Akademik Sergey Vavilov_cruise 14_st.1197	f79d264d-56ef-4fa8-826c-ddd21b9ce30c	INV0001135		IORAS			Barents Sea	1197	4399690687	OBFc	f79d264d-56ef-4fa8-826c-ddd21b9ce30c	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Sergey Vavilov	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	193.0 - 194.0 m	IORAS	cruise 14	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690912	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.142+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	77.502833	139.994833			{}	Laptev Sea	1995.0	7.0	30.0	1995-07-30	211.0	211.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.142+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '7117960a-47f8-40b4-9361-13f47c1e919e'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Agassiz Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Polarstern_cruise ARK XI/1_st.36/010a	7117960a-47f8-40b4-9361-13f47c1e919e	INV0001123		IORAS			Laptev Sea	36/010a	4399690912	OBFc	7117960a-47f8-40b4-9361-13f47c1e919e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Polarstern	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	40.3 m	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399691294	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.207+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	4338527	1	54	354	9477065	2013	2117890	2117893	2117893	Nymphon robustum Bell, 1855	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Nymphon	robustum	SPECIES	SYNONYM	NE	73.6628651	13.6326791			{}	Norwegian Sea	1995.0	7.0	17.0	1995-07-17	198.0	198.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.207+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '85a87f1e-b172-4b6e-b47e-1b6e59f18864'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	RV Akademik Mstislav Keldysh_cruise 36_st.3555	85a87f1e-b172-4b6e-b47e-1b6e59f18864	INV0001071		IORAS			Lofoten Basin, Komsomolets polygon	3555	4399691294	OBFc	85a87f1e-b172-4b6e-b47e-1b6e59f18864	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	3.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1505.0 - 1563.0 m	IORAS	cruise 36	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399691333	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.948+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	73.550032	13.7048798			{}	Norwegian Sea	1995.0	7.0	8.0	1995-07-08	189.0	189.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.948+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '8b135a38-0876-4019-a153-f04defb8b2f9'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	RV Akademik Mstislav Keldysh_cruise 36_st.3500	8b135a38-0876-4019-a153-f04defb8b2f9	INV0001109		IORAS			Lofoten Basin, Komsomolets polygon	3500	4399691333	OBFc	8b135a38-0876-4019-a153-f04defb8b2f9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	17.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1381.0 - 1412.0 m	IORAS	cruise 36	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399690465	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.062+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	73.550032	13.7048798			{}	Norwegian Sea	1995.0	7.0	8.0	1995-07-08	189.0	189.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.062+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'a1e565d0-3466-407b-baf1-59d1b9e1e65d'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	RV Akademik Mstislav Keldysh_cruise 36_st.3500	a1e565d0-3466-407b-baf1-59d1b9e1e65d	INV0001128		IORAS			Lofoten Basin, Komsomolets polygon	3500	4399690465	OBFc	a1e565d0-3466-407b-baf1-59d1b9e1e65d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	35.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1381.0 - 1412.0 m	IORAS	cruise 36	fd699988-ab5d-4737-9443-9085cea191d2																																								
4399691376	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.221+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	2117893	1	54	354	9477065	2013	2117890	2117893	2117893	Boreonymphon robustum (Bell, 1855)	Boreonymphon robustum (Bell, 1855)	Animalia	Arthropoda	Pantopoda	Nymphonidae	Boreonymphon	Boreonymphon robustum	Boreonymphon	robustum	SPECIES	ACCEPTED	NE	73.6628651	13.6326791			{}	Norwegian Sea	1995.0	7.0	17.0	1995-07-17	198.0	198.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.221+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'edb97991-6cda-4e49-896e-a30f05917380'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	RV Akademik Mstislav Keldysh_cruise 36_st.3555	edb97991-6cda-4e49-896e-a30f05917380	INV0001108		IORAS			Lofoten Basin, Komsomolets polygon	3555	4399691376	OBFc	edb97991-6cda-4e49-896e-a30f05917380	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	4.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	1505.0 - 1563.0 m	IORAS	cruise 36	fd699988-ab5d-4737-9443-9085cea191d2																																								
