key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	verbatimEventDate	institutionCode	locality	gbifID	collectionCode	occurrenceID	higherClassification	collectionID	decimalLatitude	decimalLongitude	references	datasetID	geodeticDatum	scientificNameID	bibliographicCitation
1317738003	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:04.609+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118144	1	54	354	9477065	2011	2118112	2118144	2118144	Callipallene bullata Nakamura & Child, 1991	Callipallene bullata Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene bullata	Callipallene	bullata	SPECIES	ACCEPTED	NE	39.0	2.0	{}	North Pacific Ocean	North Pacific Ocean, Japan	1982	7	27	1982-07-27	208	208	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:23:00.000+00:00	2024-07-02T12:37:04.609+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/317acdf2b-4057-4c28-98d7-174aa81321f0'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/317acdf2b-4057-4c28-98d7-174aa81321f0	USNM 234482	urn:lsid:biocol.org:col:34871	27 JUL 1982	USNM	Honshu Island, Sagami Bay	1317738003	IZ	http://n2t.net/ark:/65665/317acdf2b-4057-4c28-98d7-174aa81321f0	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
4055738320	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:03.118+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118144	1	54	354	9477065	2011	2118112	2118144	2118144	Callipallene bullata Nakamura & Child, 1991	Callipallene bullata Nakamura & Child, 1991	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene bullata	Callipallene	bullata	SPECIES	ACCEPTED	NE	39.0	2.0	{}			1982	7	27	1982-07-27	208	208	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:03.118+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1793'}]	[]	[]	[]			True				Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1793	sm_id_1793			WoRMS Editorial Board	Pacific Ocean	4055738320	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1793			35.25	139.42	http://www.marinespecies.org/aphia.php?p=specdetails&id=1793	https://marineinfo.org/id/dataset/5184	WGS84	urn:lsid:marinespecies.org:taxname:240343	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Callipallene bullata</i> Nakamura & Child, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240343
