key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	otherCatalogNumbers	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	scientificNameID	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimIdentification	disposition	catalogNumber	locationRemarks	institutionCode	locationID	higherClassification	collectionID	dateIdentified	stateProvince	modified	references	rightsHolder	http://unknown.org/nick	verbatimEventDate	verbatimLocality	taxonID	identificationRemarks	http://unknown.org/captive	identificationID	basionymAuthors	verbatimScientificName	basionymYear	http://unknown.org/verbatimLabel	http://unknown.org/canonicalName	establishmentMeans	higherGeography	georeferenceVerificationStatus	language	type	accessRights	habitat	nomenclaturalCode	georeferenceProtocol	county	eventRemarks	eventTime	occurrenceRemarks	verbatimDepth	islandGroup	island	sex	lifeStage	recordNumber	bibliographicCitation	dynamicProperties	verbatimCoordinateSystem	typeStatus	georeferenceRemarks	elevation	elevationAccuracy	datasetID	acceptedNameUsage	namePublishedInYear	ownerInstitutionCode	nameAccordingTo	parentNameUsage	associatedSequences	taxonConceptID
4853683830	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:24.952+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.433333	-120.45				NORTH_AMERICA	{}		1977.0	1.0	17.0	1977-01-17	17.0	17.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:24.952+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '57cbbb87-a948-4cf9-81d6-ba5122ab89f4'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		1 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	57cbbb87-a948-4cf9-81d6-ba5122ab89f4			Santa Barbara County, California, USA		IZ	4853683830	57cbbb87-a948-4cf9-81d6-ba5122ab89f4			715869		SBMNH					California					1/17/1977	San Clemente Island																			Santa Barbara County				depth unknown																				
4853682808	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:29.090+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.0	-119.383333				NORTH_AMERICA	{}		1977.0	11.0	13.0	1977-11-13	317.0	317.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:29.090+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '6e9ae762-53a5-4ecd-81e6-e1f19af4a8e3'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		1 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	6e9ae762-53a5-4ecd-81e6-e1f19af4a8e3			Ventura County, California, USA		IZ	4853682808	6e9ae762-53a5-4ecd-81e6-e1f19af4a8e3			715880		SBMNH					California					11/13/1977	Anacapa Island																			Ventura County				depth unknown	Channel Islands	Anacapa Island																		
4853683191	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:33.929+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.016667	-119.716667				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.42_1', 'name': 'Santa Barbara'}}		1977.0	11.0	11.0	1977-11-11	315.0	315.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:33.929+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'c5bdfb11-20c4-4d8f-a08e-a523ae17ff3b'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		15 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	c5bdfb11-20c4-4d8f-a08e-a523ae17ff3b			Santa Barbara County, California, USA		IZ	4853683191	c5bdfb11-20c4-4d8f-a08e-a523ae17ff3b			715873		SBMNH					California					11/11/1977	Santa Cruz Island																			Santa Barbara County				depth unknown	Channel Islands	Santa Cruz Island																		
4853685308	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:32.476+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	33.593037	-117.875374				NORTH_AMERICA	{}		1977.0	12.0	12.0	1977-12-12	346.0	346.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:32.476+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b6e5c076-7622-486b-ab68-825ea62db945'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		2 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	b6e5c076-7622-486b-ab68-825ea62db945			Orange County, California, USA		IZ	4853685308	b6e5c076-7622-486b-ab68-825ea62db945			715908		SBMNH					California					12/12/1977	Corona Del Mar, BLM Mussels																			Orange County				depth unknown																				
4853685587	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:40:52.123+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	33.233333	-119.483333				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.56_1', 'name': 'Ventura'}}		1977.0			1977			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:40:52.123+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0353c5ad-b67a-4540-803f-e5dc8c792d59'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		2 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	0353c5ad-b67a-4540-803f-e5dc8c792d59			Ventura County, California, USA		IZ	4853685587	0353c5ad-b67a-4540-803f-e5dc8c792d59			715899		SBMNH					California					1977	San Nicolas Island																			Ventura County				depth unknown	Channel Islands	San Nicolas Island																		
4853685643	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:17.675+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.0	-119.383333				NORTH_AMERICA	{}		1977.0			1977			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:17.675+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1043ba4e-9d33-478f-938f-0bd6d10a3566'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		1 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	1043ba4e-9d33-478f-938f-0bd6d10a3566			Ventura County, California, USA		IZ	4853685643	1043ba4e-9d33-478f-938f-0bd6d10a3566			715879		SBMNH					California					1977	Anacapa Island																			Ventura County				depth unknown	Channel Islands	Anacapa Island																		
4455099372	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:19.581+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	32.823889	-118.379167				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.19_1', 'name': 'Los Angeles'}}		1977.0			1977			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:19.581+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '129821ca-4e08-4681-8eb5-12cd58b4b696'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		20 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	129821ca-4e08-4681-8eb5-12cd58b4b696			Los Angeles County, California, USA		IZ	4455099372	129821ca-4e08-4681-8eb5-12cd58b4b696			711194		SBMNH					California					1977	San Clemente Island																			Los Angeles County				intertidal	Channel Islands	San Clemente Island																		
4853683841	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:25.368+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	32.7	-117.15				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.37_1', 'name': 'San Diego'}}		1977.0			1977			['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:25.368+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5c3005df-adc6-4f2c-8efc-27a0494e4061'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		1 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	5c3005df-adc6-4f2c-8efc-27a0494e4061			San Diego County, California, USA		IZ	4853683841	5c3005df-adc6-4f2c-8efc-27a0494e4061			715870		SBMNH					California					1977	San Diego																			San Diego County				depth unknown																				
4853685553	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:35.570+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	32.971944	-118.573333				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.19_1', 'name': 'Los Angeles'}}		1977.0			1977			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:35.570+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f988e892-6451-4c54-a63c-9b0acf73efcb'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		30 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	f988e892-6451-4c54-a63c-9b0acf73efcb			Los Angeles County, California, USA		IZ	4853685553	f988e892-6451-4c54-a63c-9b0acf73efcb			715897		SBMNH					California					1977	San Clemente Island																			Los Angeles County				depth unknown	Channel Islands	San Clemente Island																		
4854178359	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:35.618+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.016667	-119.716667				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.42_1', 'name': 'Santa Barbara'}}		1976.0	1.0	13.0	1976-01-13	13.0	13.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:35.618+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'dcfb4e76-7bd9-4b63-8e09-fdbbebfca0b4'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		15 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	dcfb4e76-7bd9-4b63-8e09-fdbbebfca0b4			Santa Barbara County, California, USA		IZ	4854178359	dcfb4e76-7bd9-4b63-8e09-fdbbebfca0b4			716432		SBMNH					California					1/13/1976	Santa Cruz Island																			Santa Barbara County				depth unknown	Channel Islands	Santa Cruz Island																		
609460723	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:05.069+00:00	380		{}	PRESERVED_SPECIMEN		PRESENT	4302738	1	54	354	9477065	6316	2117290	2117406	2117406	Halosoma viridintestinalis Cole, 1904	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Halosoma	viridintestinalis	SPECIES	SYNONYM	NE						NORTH_AMERICA	{}		1976.0	6.0	15.0	1976-06-15	167.0	167.0	['TAXON_MATCH_FUZZY']	2024-07-22T23:00:05.069+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:163196'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False			D. Gotshall, CF&G		Fluid-75% EtOH(1)			Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:163196		http://grscicoll.org/institution/california-academy-sciences	Diablo Canyon Cove	065226	IZ	609460723	urn:catalog:CAS:IZ:163196			163196		CAS	059e204b-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Phoxichilidiidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470		California					15 Jun 1976												North America, United States, California		en	Physical Object			ICZN		San Luis Obispo County	Unable to figure out sta. code for specific locality and  habitat info.		male																					
4103795310	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:24.060+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	34.403167	-119.841167				NORTH_AMERICA	{}		1976.0	7.0		1976-07			['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:24.060+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '41de2bf1-e378-4362-9910-100e7dcde207'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			R. Kanter		1 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	41de2bf1-e378-4362-9910-100e7dcde207			Santa Barbara County, California, USA		IZ	4103795310	41de2bf1-e378-4362-9910-100e7dcde207			469720		SBMNH					California					1976-07	Goleta Point; API; station GP1A19876; environmental survey collection																			Santa Barbara County				depth unknown																				
4853684617	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:19.332+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	33.593037	-117.875374				NORTH_AMERICA	{}		1976.0	8.0	28.0	1976-08-28	241.0	241.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:19.332+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1027deac-edd4-4cf7-8208-105acc01184f'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		7 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	1027deac-edd4-4cf7-8208-105acc01184f			Orange County, California, USA		IZ	4853684617	1027deac-edd4-4cf7-8208-105acc01184f			713539		SBMNH					California					8/28/1976	Corona Del Mar, BLM Mussels																			Orange County				depth unknown																				
4853682435	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:20.304+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	33.583333	-117.866667				NORTH_AMERICA	{}		1976.0	8.0	28.0	1976-08-28	241.0	241.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:20.304+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1c32db70-b614-4f53-ba03-8b26f4f752e9'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		25 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	1c32db70-b614-4f53-ba03-8b26f4f752e9			Orange County, California, USA		IZ	4853682435	1c32db70-b614-4f53-ba03-8b26f4f752e9			715890		SBMNH					California					8/28/1976	Corona del Mar																			Orange County				depth unknown																				
4853684110	a004778c-d113-479e-a77f-990041283a51	78678140-1815-11da-9544-b8a03c50a862		c6c9f784-8af9-4631-9912-dde88e38fafb	a86e9e36-12ec-49a4-a94c-c0c981fffb71	US	EML	2024-05-10T21:35:21.339+00:00	2024-05-10T21:41:30.733+00:00	57		{}	PRESERVED_SPECIMEN		PRESENT	2117406	1	54	354	9477065	6316	2117290	2117406	2117406	Anoplodactylus viridintestinalis (Cole, 1904)	Anoplodactylus viridintestinalis (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus viridintestinalis	Anoplodactylus	viridintestinalis	SPECIES	ACCEPTED	NE	32.766667	-117.233333				NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.37_1', 'name': 'San Diego'}}		1976.0	8.0	13.0	1976-08-13	226.0	226.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-05-10T21:41:30.733+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9a434847-2978-41e8-b246-07cdfc862474'}]	[]	[]	[]	e329699d-6a66-4a0b-bd6a-8089f2eb2aa1		False			Dale Straughan		200 Fluid		WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	9a434847-2978-41e8-b246-07cdfc862474			San Diego County, California, USA		IZ	4853684110	9a434847-2978-41e8-b246-07cdfc862474			715022		SBMNH					California					8/13/1976	San Diego, BLM Mussels																			San Diego County				depth unknown																				
