key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	identifier	catalogNumber	locality	gbifID	occurrenceRemarks	occurrenceID	georeferenceSources	verbatimDepth	networkKeys	sex	modified	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	collectionCode	higherClassification	collectionKey	institutionCode	collectionID
1275071325	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.371+00:00	111	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE	-31.988333	29.375	{}	1979.0	6.0	27.0	1979-06-27T00:00	178.0	178.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:01.371+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071325'}]	[]	[]	[]	False	R/V Meiring Naude	CA.Child	Heavy Dredge	WGS84	Pycnogonida	ZA	[]	[]	AFRICA	South Africa	AFRICA	SM250	urn:catalog:IZIKO:SAM-A-19596	SAM-A-19596	31°59,3'S 29°22,5'E	1275071325	2male	urn:catalog:IZIKO:SAM-A-19596	Catalogue	150-200 m													
1275071233	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:01.218+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}	1953.0	6.0	10.0	1953-06-10T00:00	161.0	161.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:01.218+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071233'}]	[]	[]	[]	False	UCT Ecological Survey	KH.Barnard			Pycnogonida		[]	[]			AFRICA	FAL 172 U	urn:catalog:IZIKO:SAM-A-10214	SAM-A-10214	SW.Face of Big Rock,Oatland Pt.False bay.	1275071233		urn:catalog:IZIKO:SAM-A-10214		4-5 m													
2434364523	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:19.985+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1521/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1521_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1521/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}	1948.0	9.0	9.0	1948-09-09	253.0	253.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:19.985+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1521@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1521_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1521/format/large'}]	[]	[]	False					Pycnogonida		[]	[]			EUROPE		ZMA.PYC.P.1521@CRS	ZMA.PYC.P.1521	Agulhas Bank	2434364523		https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1521			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	FEMALE	2020-04-03T00:00:00.000+00:00	0e919a55-08d3-4bd2-aec1-200858fafd92	WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	Chelicerata and Myriapoda	Animalia			
1275071110	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.379+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}	1904.0	9.0	13.0	1904-09-13T00:00	257.0	257.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:04.379+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071110'}]	[]	[]	[]	False	SS.Pieter Faure		Large Trawl over mud.		Pycnogonida		[]	[]			AFRICA	PF.18555	urn:catalog:IZIKO:SAM-A-10096	SAM-A-10096	Cape St. Blaize N.5 miles.	1275071110		urn:catalog:IZIKO:SAM-A-10096		0-34 fms													
1275071092	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:03.784+00:00	111	{}	PRESERVED_SPECIMEN	0.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}	1901.0	9.0	23.0	1901-09-23T00:00	266.0	266.0	['OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD']	2024-01-24T17:25:03.784+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071092'}]	[]	[]	[]	False	SS.Pieter Faure		Dredge on sand or shells.		Pycnogonida		[]	[]			AFRICA	PF.13912	urn:catalog:IZIKO:SAM-A-10095	SAM-A-10095	Namaquas Peak N.¾ W. 21 ½ miles	1275071092	Sev	urn:catalog:IZIKO:SAM-A-10095		0-63 fms													
1275071152	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.465+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}	1900.0	6.0	8.0	1900-06-08T00:00	159.0	159.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:04.465+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071152'}]	[]	[]	[]	False	SS.Pieter Faure		Large Dredge		Pycnogonida		[]	[]			AFRICA	PF.A5008	urn:catalog:IZIKO:SAM-A-10133	SAM-A-10133	False Bay.Rockland Point NW ¼ N. 2 ½ miles.	1275071152	Female	urn:catalog:IZIKO:SAM-A-10133		0-23 fms													
1275071114	379156c8-c268-4537-aea4-83d94cc785f5	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e	c5f7ef70-e233-11d9-a4d6-b8a03c50a862	ZA	EML	2023-01-07T13:47:43.557+00:00	2024-01-24T17:25:04.368+00:00	111	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T17:25:04.368+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1275071114'}]	[]	[]	[]	False					Pycnogonida		[]	[]			AFRICA		urn:catalog:IZIKO:SAM-A-10118	SAM-A-10118	South Coast	1275071114	Male	urn:catalog:IZIKO:SAM-A-10118		34-63 fms													
1019678634	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.053+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1946', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'K.H. Barnard, 1946', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220504', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'thermophilum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25343', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum thermophilum K.H. Barnard, 1946'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:42.053+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5006'}]	[]	[]	[]	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5006	2009-5006		1019678634		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5006			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2016-06-29T17:13:01.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80					IU		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	10.15468/qgvvhd
1019678657	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.054+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1946', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'K.H. Barnard, 1946', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220505', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'thermophilum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25343', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum thermophilum K.H. Barnard, 1946'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:42.054+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5007'}]	[]	[]	[]	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5007	2009-5007		1019678657		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5007			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2016-06-29T17:13:23.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80					IU		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	10.15468/qgvvhd
1019678683	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.053+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1946', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'K.H. Barnard, 1946', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|220506', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'thermophilum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25343', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum thermophilum K.H. Barnard, 1946'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118249	1	54	354	9477065	6313	2118237	2118249	2118249	Tanystylum thermophilum (Barnard, 1946)	Tanystylum thermophilum (Barnard, 1946)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum thermophilum	Tanystylum	thermophilum	SPECIES	ACCEPTED	NE			{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:42.053+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5008'}]	[]	[]	[]	False		Arnaud F.			Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5008	2009-5008		1019678683		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5008			['17abcf75-2f1e-46dd-bf75-a5b21dd02655']		2016-06-29T17:13:30.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80					IU		0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	MNHN	10.15468/qgvvhd
