key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	scientificNameID	institutionCode	locality	gbifID	collectionCode	bibliographicCitation	occurrenceID	sex	depthAccuracy	higherGeography	institutionKey	vernacularName	institutionID	language	type	higherClassification	collectionID
4055769128	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:09.981+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT	2118174	1	54	354	9477065	6313	2118169	2118174	2118174	Ammothella monotuberculata Hong & Kim, 1987	Ammothella monotuberculata Hong & Kim, 1987	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella monotuberculata	Ammothella	monotuberculata	SPECIES	ACCEPTED	NE	35.51	129.39	20.0	ASIA	{}	1984	2	13	1984-02-13	44	44	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:09.981+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=692	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_692'}]	[]	[]	[]	False	https://marineinfo.org/id/dataset/5184	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_692	sm_id_692	urn:lsid:marinespecies.org:taxname:240050	WoRMS Editorial Board	Sea of Japan	4055769128	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella monotuberculata</i> Hong & Kim, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240050	WoRMS Editorial Board:WoRMS type localities:sm_id_692										
296151515	86939734-f762-11e1-a439-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-12T19:58:14.444+00:00	2024-01-24T21:32:54.011+00:00	273	{}	PRESERVED_SPECIMEN	PRESENT	2118174	1	54	354	9477065	6313	2118169	2118174	2118174	Ammothella monotuberculata Hong & Kim, 1987	Ammothella monotuberculata Hong & Kim, 1987	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothella	Ammothella monotuberculata	Ammothella	monotuberculata	SPECIES	ACCEPTED	NE			153.0		{}	1979	6	16	1979-06-16	167	167		['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2022-02-17T00:00:00.000+00:00	2024-01-24T21:32:54.011+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a62b70f6-f8a4-11e6-a7b5-70e2840fc270'}]	[]	[]	[]	False			Pycnogonida	JP	[]	[]	ASIA	Japan	ASIA	a62b70f6-f8a4-11e6-a7b5-70e2840fc270	7622		OMNH		296151515	Ar		a62b70f6-f8a4-11e6-a7b5-70e2840fc270	FEMALE	5.0	Japan	876d009e-4933-421a-8441-369637d21128	クダトゲイソウミグモ属の一種（和名不明）	institutionID	en	text	Animalia|ARTHROPODA|PYCNOGONIDEA|PANTOPODA|Ammotheidae|Ammothella|monotuberculata	collectionID
