key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	occurrenceRemarks	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1321276414	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:02.143+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117650	1	54	354	9477065	2013	2117630	2117650	2117650	Nymphon hedgpethi Stock, 1953	Nymphon hedgpethi Stock, 1953	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hedgpethi	Nymphon	hedgpethi	SPECIES	ACCEPTED	NE	10.9625	118.638	686.0	0.0	Palawan	{}	North Pacific Ocean	North Pacific Ocean, Philippines, Palawan	1908	12	27	1908-12-27	362	362	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2023-02-09T09:47:00.000+00:00	2024-07-02T12:38:02.143+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3b42c93b0-187a-4dae-a9bd-94c821f7c5d7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	United States Fish Commission	Stock, Jan H., Zoological Museum Amsterdam	Alcohol (Ethanol); Slide	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA	http://n2t.net/ark:/65665/3b42c93b0-187a-4dae-a9bd-94c821f7c5d7	urn:lsid:biocol.org:col:34871	Palawan Island, off NW coast	Degrees Minutes Seconds	USFC/A5348	IZ	1321276414	http://n2t.net/ark:/65665/3b42c93b0-187a-4dae-a9bd-94c821f7c5d7	USNM 93552	USNM	5348	Small Vial Contains Left Chela; Slides labeled Faure's liquid but no apparent seal. mountant discoloration, loss, cracking and cavities.	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055770757	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:23.234+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117650	1	54	354	9477065	2013	2117630	2117650	2117650	Nymphon hedgpethi Stock, 1953	Nymphon hedgpethi Stock, 1953	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hedgpethi	Nymphon	hedgpethi	SPECIES	ACCEPTED	NE	10.96	118.64	686.0			{}			1908	12	17	1908-12-17	352	352	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:23.234+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2002'}]	[]	[]	[]			True					WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2002		South China Sea			WoRMS type localities	4055770757	WoRMS Editorial Board:WoRMS type localities:sm_id_2002	sm_id_2002	WoRMS Editorial Board					http://www.marinespecies.org/aphia.php?p=specdetails&id=2002	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239623	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon hedgpethi</i> Stock, 1953. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239623
