key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	gbifID	collectionCode	occurrenceID	higherClassification	decimalLatitude	decimalLongitude	typeStatus	modified	references	datasetID	geodeticDatum	scientificNameID	bibliographicCitation
1056357688	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:56.355+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 194', 'http://purl.org/dc/terms/created': '1187779631000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/0b9cf529-ec4d-44a2-98ae-3b46b9c0279b'}]}	PRESERVED_SPECIMEN	PRESENT	MALE	2117871	1	54	354	9477065	2013	2117630	2117871	2117871	Nymphon maldivense Clark, 1961	Nymphon maldivense Clark, 1961	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon maldivense	Nymphon	maldivense	SPECIES	ACCEPTED	NE	30.0	ASIA	{}	Asia; Maldives	1958	4	8	1958-04-08	98	98	['MODIFIED_DATE_INVALID', 'TYPE_STATUS_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:56.355+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1250204'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 194', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/0b9cf529-ec4d-44a2-98ae-3b46b9c0279b'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:1250204	S A. Gerlach	Pycnogonida	MV	[]	[]	ASIA	Maldives	EUROPE	1250204	1959.10.19.2-3	NHMUK	"{""associatedMediaCount"": 1, ""barcode"": ""011147792"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1296150624000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Nymphon maldivense Clark, 1861"", ""determinationTypes"": null, ""donorName"": ""Rothamsted Experimental Station"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056357688"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Wadewara Island, Fodiffollu Atoll (?Faadhippolhu Atoll)	1056357688	ZOO	f4f214b7-55ef-4be7-8581-f4d6196072e1	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae									
4055770367	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.636+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT		2117871	1	54	354	9477065	2013	2117630	2117871	2117871	Nymphon maldivense Clark, 1961	Nymphon maldivense Clark, 1961	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon maldivense	Nymphon	maldivense	SPECIES	ACCEPTED	NE		ASIA	{}		1958	4	12	1958-04-12	102	102	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:20.636+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2026'}]	[]	[]	[]		False			Pycnogonida	MV	[]	[]	ASIA	Maldives	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2026	sm_id_2026	WoRMS Editorial Board		Indian Ocean	4055770367	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_2026		5.38	73.48	HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2026	https://marineinfo.org/id/dataset/5184	WGS84	urn:lsid:marinespecies.org:taxname:239446	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon maldivense</i> Clark, 1961. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239446
