key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	depth	depthAccuracy	continent	stateProvince	higherGeography	modified	datasetName	countryCode	gbifRegion	country	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	sex	lifeStage	vernacularName	county	language	type	rightsHolder	nomenclaturalCode
723290337	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.406+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	Pacific	1960.0	8.0		1960-08-23/1960-08-24	236.0	237.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.406+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '206'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False						Pycnogonida	[]	[]	ASIA		206		Nouchi, Aomori Bay		Art	723290337	9a6b5d28-f8b6-11e6-bbd8-70e2840fc270		9066	SMBL							Aomori	Pacific|Japan|Aomori|Aomori-shi|Nouchi, Aomori Bay	2011-12-01T05:00:52.000+00:00		JP	ASIA	Japan					Animalia|Arthropoda|Pycnogonida|Pantopoda|Phoxichilidiidae|Anoplodactylus|gestiens			ソコウミグモ	Aomori-shi	en	text		
723290344	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:02.512+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	Pacific	1956.0	2.0		1956-02-01/1956-02-29	32.0	60.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:02.512+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '213'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False						Pycnogonida	[]	[]	ASIA		213		Mihara Bay		Art	723290344	9a6c868a-f8b6-11e6-b310-70e2840fc270		9074	SMBL							Hiroshima	Pacific|Japan|Hiroshima|Mihara Bay	2011-12-01T05:00:54.000+00:00		JP	ASIA	Japan					Animalia|Arthropoda|Pycnogonida|Pantopoda|Phoxichilidiidae|Anoplodactylus|gestiens			ソコウミグモ		en	text		
723290326	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.995+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	Pacific	1952.0	11.0	12.0	1952-11-12	317.0	317.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.995+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '195'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False						Pycnogonida	[]	[]	ASIA		195		Owase		Art	723290326	9a698db8-f8b6-11e6-9d17-70e2840fc270		9055	SMBL							Mie	Pacific|Japan|Mie|Owase-shi|Owase	2011-12-01T05:00:50.000+00:00		JP	ASIA	Japan					Animalia|Arthropoda|Pycnogonida|Pantopoda|Phoxichilidiidae|Anoplodactylus|gestiens			ソコウミグモ	Owase-shi	en	text		
723290290	534abda8-18f5-11e2-98fb-00145eb45e9a	4fd82480-ea1c-11da-8db4-b8a03c50a862		82d6992a-b20b-4e74-b6ac-6b971b2c485d	4fd82480-ea1c-11da-8db4-b8a03c50a862	JP	EML	2023-10-14T04:19:14.400+00:00	2024-01-24T18:21:03.559+00:00	301	{}	PRESERVED_SPECIMEN		PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	Pacific	1950.0			1950-01-01/1950-12-31	1.0	365.0	['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T18:21:03.559+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '159'}]	[]	[]	[]	ade773d3-c637-4fd1-be56-c1ebecb4908f		False						Pycnogonida	[]	[]	ASIA		159		Onagawa Bay		Art	723290290	9a63d6de-f8b6-11e6-9d67-70e2840fc270		9019	SMBL				2.5	2.5		Miyagi	Pacific|Japan|Miyagi|Onagawa Bay	2011-12-01T05:00:41.000+00:00		JP	ASIA	Japan					Animalia|Arthropoda|Pycnogonida|Pantopoda|Phoxichilidiidae|Anoplodactylus|cf. gestiens			ソコウミグモ		en	text		
1318314262	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:05.375+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	North Pacific Ocean	1900.0	5.0	11.0	1900-05-11	131.0	131.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:05.375+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3312bb49d-83a5-49e7-81ae-a1d02536d895'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)			Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3312bb49d-83a5-49e7-81ae-a1d02536d895	urn:lsid:biocol.org:col:34871	Honshu Island, Suruga Bay, Ose Zaki	USFC/A3715	IZ	1318314262	http://n2t.net/ark:/65665/3312bb49d-83a5-49e7-81ae-a1d02536d895		USNM 80534	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	121.5	2.5		Shizuoka	North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:40:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan				3715	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	FEMALE							
1321748638	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.358+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	North Pacific Ocean	1900.0	5.0	17.0	1900-05-17	137.0	137.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:36.358+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c911b415-4d6d-4d1e-b5b7-fa1422efb18a'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)			Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3c911b415-4d6d-4d1e-b5b7-fa1422efb18a	urn:lsid:biocol.org:col:34871	Honshu Island, Suruga Bay, Ose Zaki	USFC/A3739	IZ	1321748638	http://n2t.net/ark:/65665/3c911b415-4d6d-4d1e-b5b7-fa1422efb18a		USNM 80536	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	110.0	9.0		Shizuoka	North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:41:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan				3739	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	MALE							
1322499633	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:56.669+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}	North Pacific Ocean	1900.0	5.0	8.0	1900-05-08	128.0	128.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:56.669+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ea52222d-ea99-4113-8c14-af7101948e55'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	United States Fish Commission	Hedgpeth, J. W.	Alcohol (Ethanol)			Pycnogonida	[]	[]	NORTH_AMERICA		http://n2t.net/ark:/65665/3ea52222d-ea99-4113-8c14-af7101948e55	urn:lsid:biocol.org:col:34871	Honshu Island, Suruga Bay, Ose Zaki	USFC/A3707	IZ	1322499633	http://n2t.net/ark:/65665/3ea52222d-ea99-4113-8c14-af7101948e55	Multiple depths recorded: 63, 70, 75	USNM 80531	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				Shizuoka	North Pacific Ocean, Japan, Shizuoka	2020-11-06T11:40:00.000+00:00	NMNH Extant Biology	JP	ASIA	Japan				3707	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	FEMALE							
4444205925	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.943+00:00	69	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}								[]	2024-06-18T12:44:58.943+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'd3042441-6efe-4646-8516-148b565b90fd'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False		Turpaeva, Elena	EtOH 75%			Pycnogonida	[]	[]	EUROPE		d3042441-6efe-4646-8516-148b565b90fd	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86			OBFc	4444205925	d3042441-6efe-4646-8516-148b565b90fd		INV0002627	IORAS	IORAS		fd699988-ab5d-4737-9443-9085cea191d2																							
1019678954	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.781+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1890', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Anoplodactylus;Phoxichilidiidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Ortmann, 1890)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|234067', 'http://rs.tdwg.org/dwc/terms/family': 'Phoxichilidiidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Anoplodactylus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'gestiens', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25970', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Anoplodactylus gestiens (Ortmann, 1890)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:42.781+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5601'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.				Pycnogonida	[]	[]	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5601				IU	1019678954	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5601		2009-5601	MNHN			10.15468/qgvvhd						2016-06-29T17:13:43.000+00:00																	
2434518068	0102d2af-7f21-4238-b1fa-cbbeeee60423	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	85ccfd1a-a837-48d6-9a87-96c99f6fe012	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:22.873+00:00	2024-07-23T00:36:13.385+00:00	358	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6010/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.CRUS.P.6010_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6010/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117353	1	54	354	9477065	6316	2117290	2117353	2117353	Anoplodactylus gestiens (Ortmann, 1890)	Anoplodactylus gestiens (Ortmann, 1890)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus gestiens	Anoplodactylus	gestiens	SPECIES	ACCEPTED	NE			{}								['INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T00:36:13.385+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.CRUS.P.6010@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.CRUS.P.6010_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.CRUS.P.6010/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False			(microscopic slide)			Pycnogonida	[]	[]	EUROPE		ZMA.CRUS.P.6010@CRS	Naturalis Biodiversity Center			Crustacea	2434518068	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.P.6010		ZMA.CRUS.P.6010										2015-09-15T00:00:00.000+00:00		JP	ASIA	Japan					Animalia							Naturalis Biodiversity Center	ICZN
