key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	depth	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	habitat	scientificNameID	institutionID	institutionCode	locality	eventRemarks	fieldNumber	gbifID	occurrenceID	individualCount	sex	depthAccuracy	continent	waterBody	higherGeography	modified	collectionKey	datasetName	catalogNumber	verbatimEventDate	collectionCode	higherClassification	collectionID	stateProvince	verbatimDepth	locationID	typeStatus	georeferenceProtocol	verbatimCoordinateSystem	rightsHolder	nomenclaturalCode
3305420137	054cfdf9-ccff-4eb3-a815-ee934cf11e04	1e9400fa-ce73-4737-9eaa-f25df148945c	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	b68add0c-c5b6-451a-818c-203a0253bac9	1e9400fa-ce73-4737-9eaa-f25df148945c	VE	EML	2024-01-23T21:59:25.716+00:00	2024-01-26T11:21:48.388+00:00	54	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE	2020-10-30T00:00:00	21.346917	-90.147611	7.0	{}	2019.0	2.0	18.0	2019-02-18	49.0	49.0	['COORDINATE_ROUNDED', 'CONTINENT_INVALID', 'COLLECTION_MATCH_NONE']	2024-01-26T11:21:48.388+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'B10-02-2019-0351'}]	[]	[]	[]	0bfbef89-d317-4483-ab7b-3c51e43d6078	False	Lilian Palomino-Alvarez	Magdalena García	Ethanol 70%	ARMS	WGS84	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	LATIN_AMERICA	ARMS-PILOTO-B10-02-2019	B10-02-2019-0351	Coral reef	urn:lsid:marinespecies.org:taxname:240028	http://grbio.org/institution/universidad-nacional-autonoma-de-mexico-facultad-de-ciencias	FCMM	B10 Reef, Gulf of Mexico	ARMS-1	B10_PLTO_ARM1_FEB19	3305420137	B10-02-2019-0351																						
1322714473	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:31.508+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE				0.5	{}	1974.0	5.0	2.0	1974-05-02	122.0	122.0	['CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COUNTRY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:31.508+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f3d89a85-187c-4137-9f64-f0bcbe1148a8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	K. Ruetzler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)			Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA		http://n2t.net/ark:/65665/3f3d89a85-187c-4137-9f64-f0bcbe1148a8			urn:lsid:biocol.org:col:34871	USNM	Carrie Bow Cay, Tidal Flats			1322714473	http://n2t.net/ark:/65665/3f3d89a85-187c-4137-9f64-f0bcbe1148a8	2.0	MALE	0.0	NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	2020-12-07T17:11:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 171126	02 MAY 1974	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								
1318054178	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:54.032+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	3.0	14.0	1973-03-14	73.0	73.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:54.032+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/325a69612-c8bd-47c4-aee8-798b159a851e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/325a69612-c8bd-47c4-aee8-798b159a851e	Coralline zone		urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flat			1318054178	http://n2t.net/ark:/65665/325a69612-c8bd-47c4-aee8-798b159a851e	3.0			NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:23:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154459	14 MAR 1973	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	25					
1318809112	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:22.473+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	3.0	13.0	1973-03-13	72.0	72.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:22.473+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3470c1e01-60b4-49ed-adc7-fbbd4b4f239e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3470c1e01-60b4-49ed-adc7-fbbd4b4f239e	Coralline zone		urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flat			1318809112	http://n2t.net/ark:/65665/3470c1e01-60b4-49ed-adc7-fbbd4b4f239e	1.0	FEMALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:23:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154458	13 MAR 1973	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	24					
1321024100	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:07.212+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1973.0	4.0	26.0	1973-04-26	116.0	116.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:07.212+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3a90469c8-2d65-4947-9f82-eaf5102e452b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3a90469c8-2d65-4947-9f82-eaf5102e452b			urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flat By Lab			1321024100	http://n2t.net/ark:/65665/3a90469c8-2d65-4947-9f82-eaf5102e452b	1.0	MALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:21:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154445	26 APR 1973	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	18					
1319570398	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:00.628+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	2.0	16.0	1972-02-16	47.0	47.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:00.628+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/368bda513-e24f-47fa-a023-58e0d20d90ee'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/368bda513-e24f-47fa-a023-58e0d20d90ee			urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flat			1319570398	http://n2t.net/ark:/65665/368bda513-e24f-47fa-a023-58e0d20d90ee	1.0	MALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-10-26T15:08:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154448	16 FEB 1972	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	15 A-B					
1319867776	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:40.063+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	2.0	14.0	1972-02-14	45.0	45.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:40.063+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/375e761c2-f876-496c-969b-843a63591f68'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/375e761c2-f876-496c-969b-843a63591f68			urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flat			1319867776	http://n2t.net/ark:/65665/375e761c2-f876-496c-969b-843a63591f68	2.0			NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:23:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154447	14 FEB 1972	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	14 A-B					
1322124091	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:41.345+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	3.0	21.0	1972-03-21	81.0	81.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:41.345+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d9b92960-5145-4540-bb30-bebaded68741'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3d9b92960-5145-4540-bb30-bebaded68741			urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Oil Spill Study			1322124091	http://n2t.net/ark:/65665/3d9b92960-5145-4540-bb30-bebaded68741	1.0	FEMALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:21:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154441	21 MAR 1972	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	35					
1321735983	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:48.550+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	5.0	22.0	1972-05-22	143.0	143.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:48.550+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3c882c323-d802-40ff-9fa6-aeb49a164e2c'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3c882c323-d802-40ff-9fa6-aeb49a164e2c	Coralline zone		urn:lsid:biocol.org:col:34871	USNM	Galeta Island, Reef Flats			1321735983	http://n2t.net/ark:/65665/3c882c323-d802-40ff-9fa6-aeb49a164e2c	1.0	FEMALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:23:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154455	22 MAY 1972	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	17					
1321166300	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:00.550+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2117347	1	54	354	9477065	6316	2117290	2117347	2117347	Anoplodactylus jonesi Child, 1974	Anoplodactylus jonesi Child, 1974	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus jonesi	Anoplodactylus	jonesi	SPECIES	ACCEPTED	NE		9.4	-79.87		{'level0': {'gid': 'PAN', 'name': 'Panama'}, 'level1': {'gid': 'PAN.4_1', 'name': 'Colón'}, 'level2': {'gid': 'PAN.4.2_1', 'name': 'Colón'}, 'level3': {'gid': 'PAN.4.2.6_1', 'name': 'Cristóbal'}}	1972.0	6.0	13.0	1972-06-13	165.0	165.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:00.550+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3af4c3025-c1bf-4119-a4a9-5af405aa5311'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA		http://n2t.net/ark:/65665/3af4c3025-c1bf-4119-a4a9-5af405aa5311	Coralline zone		urn:lsid:biocol.org:col:34871	USNM	Galeta Island			1321166300	http://n2t.net/ark:/65665/3af4c3025-c1bf-4119-a4a9-5af405aa5311	2.0	MALE		NORTH_AMERICA	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama, Canal Zone	2016-09-30T11:19:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	USNM 154457	13 JUN 1972	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Canal Zone	Intertidal	20-A					
