key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1317325494	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.771+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118275	1	54	354	9477065	6313	2118237	2118275	2118275	Tanystylum cinctum Child, 1992	Tanystylum cinctum Child, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum cinctum	Tanystylum	cinctum	SPECIES	ACCEPTED	NE	-2.22	-80.9	3.0	0.0	SOUTH_AMERICA	{'level0': {'gid': 'ECU', 'name': 'Ecuador'}, 'level1': {'gid': 'ECU.20_1', 'name': 'Santa Elena'}, 'level2': {'gid': 'ECU.20.1_1', 'name': 'La Libertad'}, 'level3': {'gid': 'ECU.20.1.1_1', 'name': 'La Libertad'}}	South Pacific Ocean	South Pacific Ocean, Ecuador	1966	5	8	1966-05-08	128	128	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-04-06T10:43:00.000+00:00	2024-07-02T12:38:45.771+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3056f673a-2c9c-4982-963b-b0fc46ce9c1b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	NORTH_AMERICA	http://n2t.net/ark:/65665/3056f673a-2c9c-4982-963b-b0fc46ce9c1b	urn:lsid:biocol.org:col:34871	08 MAY 1966	unknown, from legacy	Santa Helena Peninsula, N Side Of	Degrees Minutes Seconds	IZ	1317325494	http://n2t.net/ark:/65665/3056f673a-2c9c-4982-963b-b0fc46ce9c1b	USNM 234566	USNM	66-71	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
1320220695	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:04.424+00:00	395	{}	PRESERVED_SPECIMEN	5.0	PRESENT		2118275	1	54	354	9477065	6313	2118237	2118275	2118275	Tanystylum cinctum Child, 1992	Tanystylum cinctum Child, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum cinctum	Tanystylum	cinctum	SPECIES	ACCEPTED	NE	-2.22	-80.9	3.0	0.0	SOUTH_AMERICA	{'level0': {'gid': 'ECU', 'name': 'Ecuador'}, 'level1': {'gid': 'ECU.20_1', 'name': 'Santa Elena'}, 'level2': {'gid': 'ECU.20.1_1', 'name': 'La Libertad'}, 'level3': {'gid': 'ECU.20.1.1_1', 'name': 'La Libertad'}}	South Pacific Ocean	South Pacific Ocean, Ecuador	1966	5	8	1966-05-08	128	128	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-04-06T10:43:00.000+00:00	2024-07-02T12:39:04.424+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3857b7eb8-7cc4-4bd6-acba-e77c42bbf8e7'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Bowman, Thomas E., Smithsonian Institution, National Museum of Natural History	Alcohol (Ethanol)	WGS84	Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	NORTH_AMERICA	http://n2t.net/ark:/65665/3857b7eb8-7cc4-4bd6-acba-e77c42bbf8e7	urn:lsid:biocol.org:col:34871	08 MAY 1966	unknown, from legacy	Santa Helena Peninsula, N Side Of	Degrees Minutes Seconds	IZ	1320220695	http://n2t.net/ark:/65665/3857b7eb8-7cc4-4bd6-acba-e77c42bbf8e7	USNM 234567	USNM	66-71	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055757162	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:10:16.481+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118275	1	54	354	9477065	6313	2118237	2118275	2118275	Tanystylum cinctum Child, 1992	Tanystylum cinctum Child, 1992	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum cinctum	Tanystylum	cinctum	SPECIES	ACCEPTED	NE	-2.22	-80.91	3.0		SOUTH_AMERICA	{}			1966	5	8	1966-05-08	128	128	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:10:16.481+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2312'}]	[]	[]	[]			True				WGS84	Pycnogonida	EC	[]	[]	LATIN_AMERICA	Ecuador	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2312				Pacific Ocean		WoRMS type localities	4055757162	WoRMS Editorial Board:WoRMS type localities:sm_id_2312	sm_id_2312	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=2312	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239821	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Tanystylum cinctum</i> Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239821
