key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	gbifID	collectionCode	occurrenceID	higherClassification	modified	references	datasetID	scientificNameID	bibliographicCitation
1055532557	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.952+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117528	1	54	354	9477065	2012	2117523	2117528	2117528	Rhopalorhynchus cinclus Bamber, 2001	Rhopalorhynchus cinclus Bamber, 2001	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus cinclus	Rhopalorhynchus	cinclus	SPECIES	ACCEPTED	NE	4.57	118.73	20.0	ASIA	{}	1999	10	7	1999-10-07	280	280	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.952+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3672555'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	True	NHMUK:ecatalogue:3672555	F Dipper	Dr Roger Bamber	WGS84	Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	3672555	2000.2754	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""011069115"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305291000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Rhopalorhynchus cinclus Bamber, 2001"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055532557"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Semporna Islands; Bodgaya Southern Rim Reef, off  Sabah.	1055532557	ZOO	877b2043-eb7e-49b4-bd20-cca105b29550	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Colossendeidoidea; Colossendeidae; Hedgpethiinae					
4055757356	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:10:17.999+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117528	1	54	354	9477065	2012	2117523	2117528	2117528	Rhopalorhynchus cinclus Bamber, 2001	Rhopalorhynchus cinclus Bamber, 2001	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus cinclus	Rhopalorhynchus	cinclus	SPECIES	ACCEPTED	NE	4.6	118.74	20.0	ASIA	{'level0': {'gid': 'MYS', 'name': 'Malaysia'}, 'level1': {'gid': 'MYS.13_1', 'name': 'Sabah'}, 'level2': {'gid': 'MYS.13.19_1', 'name': 'Semporna'}}	1999	10	7	1999-10-07	280	280	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:10:17.999+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2250'}]	[]	[]	[]		True				WGS84	Pycnogonida	MY	[]	[]	ASIA	Malaysia	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2250	sm_id_2250	WoRMS Editorial Board		Celebes Sea	4055757356	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_2250		2012-03-17T10:36:52.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=2250	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239820	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Rhopalorhynchus cinclus</i> Bamber, 2001. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239820
