key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	habitat	institutionID	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	typeStatus	verbatimEventDate	georeferenceProtocol	fieldNumber
1320639343	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:52.125+00:00	395	{}	PRESERVED_SPECIMEN	6	PRESENT	4338278	1	54	354	9477065	6316	2117290	4338278	4338278	Anoplodactylus ampullaceus Child, 2004	Anoplodactylus ampullaceus Child, 2004	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus ampullaceus	Anoplodactylus	ampullaceus	SPECIES	ACCEPTED	NE	9.78	-75.83	0.5	0.5	SOUTH_AMERICA	{}	North Atlantic Ocean, Caribbean Sea, Gulf of Morrosquillo	North Atlantic Ocean, Caribbean Sea, Gulf of Morrosquillo, Colombia	1997	3	7	1997-03-07	66	66	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2015-02-26T13:58:00.000+00:00	2024-07-02T12:37:52.125+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3980b4273-f376-471c-be6b-dfbe14361505'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	B. Kensley	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	NORTH_AMERICA	http://n2t.net/ark:/65665/3980b4273-f376-471c-be6b-dfbe14361505	in algae, sponges, hydroids on mangrove roots	urn:lsid:biocol.org:col:34871	San Barnardo Island	Degrees Minutes Seconds	IZ	1320639343	http://n2t.net/ark:/65665/3980b4273-f376-471c-be6b-dfbe14361505	USNM 1273431	USNM	K-COL-28	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6					
1317348346	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:47.559+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	4338278	1	54	354	9477065	6316	2117290	4338278	4338278	Anoplodactylus ampullaceus Child, 2004	Anoplodactylus ampullaceus Child, 2004	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus ampullaceus	Anoplodactylus	ampullaceus	SPECIES	ACCEPTED	NE	8.9117	-77.6833			NORTH_AMERICA	{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Panama	1977	6	29	1977-06-29	180	180	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-10-03T14:08:00.000+00:00	2024-07-02T12:36:47.559+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3067396c5-3c8d-4a45-80e6-1f117b0999f6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/3067396c5-3c8d-4a45-80e6-1f117b0999f6		urn:lsid:biocol.org:col:34871	Caledonia Harbor, Oro Island, 800 Ms E Of Isle De Oro In The Sasardi Island Group	Degrees Minutes Seconds	IZ	1317348346	http://n2t.net/ark:/65665/3067396c5-3c8d-4a45-80e6-1f117b0999f6	USNM 234733	USNM	22	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Phoxichilidiidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	HOLOTYPE	29 JUN 1977	unknown, from legacy	22-2000
