key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	elevation	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	combinationAuthors	verbatimScientificName	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	combinationYear	canonicalName	locality	networkKeys	depth	depthAccuracy	modified	institutionKey	collectionKey	identifiedBy	catalogNumber	institutionCode	fieldNumber	verbatimLocality	collectionCode	collectionID	typeStatus	coordinateUncertaintyInMeters	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	elevationAccuracy	associatedSequences	taxonConceptID	occurrenceRemarks
4012366641	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:54.156+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.455	-60.925	15.0	NORTH_AMERICA	{}	2016.0	9.0	10.0	2016-09-10	254.0	254.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:54.156+00:00	https://treatment.plazi.org/id/03A95E063E3CFF92FDE90031008CB994#3B68E54D3E3CFF92FC68060A0579BB3C	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FC68060A0579BB3C'}]	[]	[]	[]	True	Ste-Luce	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FC68060A0579BB3C	Muller & Krapp	Tanystylum tayronae Müller & Krapp, 2009	4012366641	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FC68060A0579BB3C	1 ♂; Ste-Luce; 14 ° 27.3 ʹ N, 60 ° 55.5 ʹ W; depth 15 m; 10 Sep. 2016; st. AB 062; MNHN-IU- 2016 - 1300 / MK 411097	03A95E063E3CFF92FDE90031008CB994.taxon	2009	Tanystylum tayronae																														
4012366407	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.251+00:00	84	{}	MATERIAL_CITATION	3.0	PRESENT	MALE	6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.741667	-60.891666		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.3_1', 'name': 'Le Trinité'}, 'level2': {'gid': 'MTQ.3.4_1', 'name': 'La Trinité'}}	2016.0	9.0	17.0	2016-09-17	261.0	261.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.251+00:00	https://treatment.plazi.org/id/03A95E063E3CFF92FDE90031008CB994#3B68E54D3E3CFF92FD98062D0212BB61	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FD98062D0212BB61'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FD98062D0212BB61	Muller & Krapp	Tanystylum tayronae Müller & Krapp, 2009	4012366407	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FD98062D0212BB61	3 ♂♂; Presqu’Île de la Caravelle; 14 ° 44.5 ʹ N, 60 ° 53.5 ʹ W; depth 5 – 12 m; 17 Sep. 2016; st. AD 241; MNHN-IU- 2016 - 1292	03A95E063E3CFF92FDE90031008CB994.taxon	2009	Tanystylum tayronae																														
4012366549	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.874+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT	MALE	6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.56	-60.828335	2.0	NORTH_AMERICA	{}	2016.0	9.0	12.0	2016-09-12	256.0	256.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-19T16:28:53.874+00:00	https://treatment.plazi.org/id/03A95E063E3CFF92FDE90031008CB994#3B68E54D3E3CFF92FF4001F00322BB43	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF4001F00322BB43'}]	[]	[]	[]	False	Pointe du Vauclin	WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF4001F00322BB43	Muller & Krapp	Tanystylum tayronae Müller & Krapp, 2009	4012366549	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF4001F00322BB43	MARTINIQUE • 1 ♂; Pointe du Vauclin; 14 ° 33.6 ʹ N, 60 ° 49.7 ʹ W; depth 2 m; 12 Sep. 2016; st. AD 230; MNHN-IU- 2016 - 858 / MK 411171	03A95E063E3CFF92FDE90031008CB994.taxon	2009	Tanystylum tayronae	MARTINIQUE																													
1945782484	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:51.123+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2009', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Müller & Krapp, 2009', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414549', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tayronae', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52223', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum tayronae Müller & Krapp, 2009'}]}	PRESERVED_SPECIMEN	3.0	PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.741945	-60.891946		NORTH_AMERICA	{}	2016.0	9.0	17.0	2016-09-17	261.0	261.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:51.123+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1292'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1292			1945782484	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1292					Presqu'Île de la Caravelle	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	8.5	3.5	2014-03-18T17:09:06.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-1292	MNHN	MADIBENTHOS/AD241	Baie de Grand-Jean	IU	10.15468/qgvvhd																
1945782517	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:51.210+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2009', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Müller & Krapp, 2009', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414557', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tayronae', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52223', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum tayronae Müller & Krapp, 2009'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.455	-60.925279		NORTH_AMERICA	{}	2016.0	9.0	10.0	2016-09-10	254.0	254.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:51.210+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1300'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1300			1945782517	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-1300					Ste-Luce	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	15.0		2018-11-26T11:44:11.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-1300	MNHN	MADIBENTHOS/AB062	Grand Caye	IU	10.15468/qgvvhd																
1945782815	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:53.789+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '2009', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Tanystylum;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Müller & Krapp, 2009', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|414738', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Tanystylum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tayronae', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|52223', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Tanystylum tayronae Müller & Krapp, 2009'}]}	PRESERVED_SPECIMEN	1.0	PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.560556	-60.828888		NORTH_AMERICA	{}	2016.0	9.0	12.0	2016-09-12	256.0	256.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:53.789+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-858'}]	[]	[]	[]	True		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-858			1945782815	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-858					Pointe du Vauclin	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	2.0		2015-06-19T19:23:01.000+00:00	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	2016-858	MNHN	MADIBENTHOS/AD230	Anse Maroquet	IU	10.15468/qgvvhd																
4012366423	c70e23de-1f95-46fb-899b-9754b6145d52	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2024-07-19T16:27:31.836+00:00	2024-07-19T16:28:53.328+00:00	84	{}	MATERIAL_CITATION	1.0	PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE					{}							['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'AMBIGUOUS_INSTITUTION']	2024-07-19T16:28:53.328+00:00	https://treatment.plazi.org/id/03A95E063E3CFF92FDE90031008CB994#3B68E54D3E3CFF92FF40016B005DBCDF	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF40016B005DBCDF'}]	[]	[]	[]	True	Punta el Diamante		Pycnogonida	CO	[]	[]	LATIN_AMERICA	Colombia	EUROPE	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF40016B005DBCDF	Muller & Krapp	Tanystylum tayronae Müller & Krapp, 2009	4012366423	03A95E063E3CFF92FDE90031008CB994.mc.3B68E54D3E3CFF92FF40016B005DBCDF	Holotype: SMF 1111 (not examined). Type locality: Arreçifes near Punta el Diamante, Santa Marta, Colombia.	03A95E063E3CFF92FDE90031008CB994.taxon	2009	Tanystylum tayronae	Colombia								SMF1111	SMF					HOLOTYPE															
4547755288	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:27.188+00:00	57	{}	HUMAN_OBSERVATION		PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.65485	-61.01929		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.1_1', 'name': 'Fort-de-France'}, 'level2': {'gid': 'MTQ.1.3_1', 'name': 'Saint-Joseph'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:27.188+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '76807bc5-d28a-43f1-b34e-b1349d58dcd9'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	76807bc5-d28a-43f1-b34e-b1349d58dcd9			4547755288	76807bc5-d28a-43f1-b34e-b1349d58dcd9		928378																		26983.0	275.37364700437337	EB6380B5-80AF-5935-E053-0514A8C08744	76807bc5-d28a-43f1-b34e-b1349d58dcd9	fr | en	Tanystylum tayronae Müller & Krapp, 2009	Martinique	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.					
3847011900	6ed43f52-25d1-4d56-a821-63a8564b81f6	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-23T18:06:52.356+00:00	2024-01-26T10:23:26.407+00:00	20	{}	HUMAN_OBSERVATION		PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.65485	-61.01929		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.1_1', 'name': 'Fort-de-France'}, 'level2': {'gid': 'MTQ.1.3_1', 'name': 'Saint-Joseph'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:23:26.407+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '8b061567-734f-4e3f-87b2-af480388514f'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	8b061567-734f-4e3f-87b2-af480388514f			3847011900	8b061567-734f-4e3f-87b2-af480388514f		928378																		26983.0	275.37364700437337	B6BB40E7-FCE6-5E23-E053-5014A8C0B867	8b061567-734f-4e3f-87b2-af480388514f		Tanystylum tayronae Müller & Krapp, 2009	Martinique		Invalid	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.					
3935035502	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.259+00:00	10	{}	HUMAN_OBSERVATION		PRESENT		6471639	1	54	354	9477065	6313	2118237	6471639	6471639	Tanystylum tayronae Müller & Krapp, 2009	Tanystylum tayronae Müller & Krapp, 2009	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum tayronae	Tanystylum	tayronae	SPECIES	ACCEPTED	NE	14.65485	-61.01929		NORTH_AMERICA	{'level0': {'gid': 'MTQ', 'name': 'Martinique'}, 'level1': {'gid': 'MTQ.1_1', 'name': 'Fort-de-France'}, 'level2': {'gid': 'MTQ.1.3_1', 'name': 'Saint-Joseph'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:38.259+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'a93d31ed-4e5a-4e53-8717-b72720f0b9d0'}]	[]	[]	[]	False		WGS84	Pycnogonida	MQ	[]	[]	LATIN_AMERICA	Martinique	EUROPE	a93d31ed-4e5a-4e53-8717-b72720f0b9d0			3935035502	a93d31ed-4e5a-4e53-8717-b72720f0b9d0		928378																		26983.0	275.37364700437337	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	a93d31ed-4e5a-4e53-8717-b72720f0b9d0		Tanystylum tayronae Müller & Krapp, 2009	Martinique	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	Pantopoda				
