key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	eventTime	http://unknown.org/species	nameAccordingTo	individualCount	depth	depthAccuracy	modified	organismQuantity	organismQuantityType	scientificNameID	footprintWKT	locality	fieldNumber	occurrenceRemarks	identifiedBy	identificationRemarks	recordNumber	bibliographicCitation	continent	preparations	verbatimElevation	type	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification
1100783577	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:15.271+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	2009-01-01T00:00:00	-35.35461	117.2186	1e-05	10000.0	Western Australia	{}	2005	11	22.0	2005-11-22	326.0	326.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:15.271+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4bc82289-43f4-4003-9408-65e71561b66b'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	True	ecatalogue.irn:1192695|urn:catalog:AM:Invertebrates - Marine & Other:P.72758	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Sherman sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1087980	4bc82289-43f4-4003-9408-65e71561b66b	Parapallene haddoni Carpenter, 1892	7000	{dcterms:type:PhysicalObject,dcterms:modified:2014/4/10,verbatimUncertainty:1km-10km}	Point Hillier	Invertebrates - Marine & Other	1100783577	4bc82289-43f4-4003-9408-65e71561b66b	P.72758	ecatalogue.LocCollectionEventLocal: [SS10/2005/021] Australia, Western Australia, Point Hillier (35° 21' 24 S, 117° 13' 01 E) 22/11/2005 - 22/11/2005, Berents, Dr Penelope Blackburne - Australian Museum - Marine Invertebrates(Participant), Sherman sled, Field Collected - Aquatic, Voyage o;	AM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab	11:56	Parapallene haddoni	Carpenter, 1892																								
1100783506	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:54.231+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	2009-01-01T00:00:00	-35.17949	118.62199	1e-05	10000.0	Western Australia	{}	2005	11	24.0	2005-11-24	328.0	328.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:54.231+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ba8dc86b-7f22-4d14-a384-a3e8f8f020f2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	True	ecatalogue.irn:1192701|urn:catalog:AM:Invertebrates - Marine & Other:P.72801	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Sherman sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1087987	ba8dc86b-7f22-4d14-a384-a3e8f8f020f2	Parapallene haddoni Carpenter, 1892	7000	{dcterms:type:PhysicalObject,dcterms:modified:2014/4/10,verbatimUncertainty:1km-10km}	Bald Island	Invertebrates - Marine & Other	1100783506	ba8dc86b-7f22-4d14-a384-a3e8f8f020f2	P.72801	ecatalogue.LocCollectionEventLocal: [SS10/2005/039] Australia, Western Australia, Bald Island (35° 10' 45 S, 118° 37' 23 E) 24/11/2005 - 24/11/2005, Berents, Dr Penelope Blackburne - Australian Museum - Marine Invertebrates(Participant), Sherman sled, Field Collected - Aquatic, Voyage of;	AM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab	21:36	Parapallene haddoni	Carpenter, 1892																								
3908334226	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:41:01.720+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-21-661067-33011020-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-21-661067-33011020', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-21-661067-33011020-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-21-661067-33011020', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	PRESENT		2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE		-35.3546	117.2185		500.0		{}	2005	11	22.0	2005-11-22T03:56:40Z	326.0	326.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2024-07-02T09:41:01.720+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-21-661067-33011020'}]	[]	[]	[]		True				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SS200510:21	CC-SS200510-21-661067-33011020					CMAR_WA_2005	3908334226	CC-SS200510-21-661067-33011020			CSIRO, Australia					1.0	92.5	3.5	2022-08-24T00:40:42.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239413	LINE (117.2170  -35.3566, 117.2200  -35.3526)	Survey area	SS200510:21	Occurrence Type: Catch composition Catch method: Catch													
3908337686	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:41:01.996+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-39-661085-33011020-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-39-661085-33011020', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-39-661085-33011020-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-39-661085-33011020', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	PRESENT		2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE		-35.1795	118.622		500.0		{}	2005	11	24.0	2005-11-24T13:36:20Z	328.0	328.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2024-07-02T09:41:01.996+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-39-661085-33011020'}]	[]	[]	[]		True				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SS200510:39	CC-SS200510-39-661085-33011020					CMAR_WA_2005	3908337686	CC-SS200510-39-661085-33011020			CSIRO, Australia					1.0	98.0	1.0	2022-08-24T00:41:12.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239413	LINE (118.6230  -35.1791, 118.6210  -35.1799)	Survey area	SS200510:39	Occurrence Type: Catch composition Catch method: Catch													
3908337774	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:41:02.117+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-102-660993-33011020-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-102-660993-33011020', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-102-660993-33011020-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.001', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-102-660993-33011020', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	PRESENT		2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE		-27.81585	113.3115		500.0		{}	2005	12	4.0	2005-12-04T23:47:50Z	338.0	338.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2024-07-02T09:41:02.117+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-102-660993-33011020'}]	[]	[]	[]		False				WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	SS200510:102	CC-SS200510-102-660993-33011020					CMAR_WA_2005	3908337774	CC-SS200510-102-660993-33011020			CSIRO, Australia					1.0	97.0	1.0	2022-08-24T00:42:41.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239413	LINE (113.3110  -27.8134, 113.3120  -27.8183)	Survey area	SS200510:102	Occurrence Type: Catch composition Catch method: Catch													
1100783678	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:13.312+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	2006-07-01T00:00:00	-27.81586	113.3115	1e-05	10000.0	Western Australia	{}	2005	12	5.0	2005-12-05	339.0	339.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:13.312+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f8454fd2-3885-4ad4-8197-de7337078713'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1193361|urn:catalog:AM:Invertebrates - Marine & Other:P.73010	Keable, Stephen John|Australian Museum|Invertebrates, Marine	Sled-Sherman	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1088037	f8454fd2-3885-4ad4-8197-de7337078713	Parapallene haddoni Carpenter, 1892	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:1km-10km}	Kalbarri	Invertebrates - Marine & Other	1100783678	f8454fd2-3885-4ad4-8197-de7337078713	P.73010	ecatalogue.LocCollectionEventLocal: [SS10/2005/102] Australia, Western Australia, Kalbarri (27° 48' 48 S, 113° 18' 40 E) 05/12/2005 - 05/12/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Participant), Sled-Sherman, Field Collected - Aquatic, Voyage of Discovery;	AM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab	7:47	Parapallene haddoni	Carpenter, 1892												Arango, Dr Claudia	ecatalogue.IdeComments: 1 leg sent as gift for DNA analysis to Wheeler AMNH;											
4147429586	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.546+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:239413', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04771', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04771', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene haddoni'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:239413', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011020-SS200510-102-100-Parapallene-haddoni.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Parapallene haddoni [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04771"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011020-SS200510-102-100-Parapallene-haddoni.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene haddoni'}]}"	PRESERVED_SPECIMEN	PRESENT		2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE		-27.8134	113.311		200.0		{}	2005	12	6.0	2005-12-06T00:00	340.0	340.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-25T00:29:26.546+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04771'}]	"[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Parapallene haddoni [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04771"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011020-SS200510-102-100-Parapallene-haddoni.jpg'}, {'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04771'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False		Karen Gowlett-Holmes		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:csiro:MIIC:MIIC-04771					MIIC	4147429586	urn:csiro:MIIC:MIIC-04771	MIIC-04771		CSIRO						98.0	0.0	2023-07-11T05:57:33.000+00:00	1.0	individuals	urn:lsid:marinespecies.org:taxname:239413	POINT (113.31100 -27.81340)		SS200510-102		Karen Gowlett-Holmes		SS200510_102_100	CSIRO Marine Invertebrate Image Collection (MIIC)									
500815056	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:59.128+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-33.904722	122.0075			Western Australia	{}	2003	2	19.0	2003-02-19	50.0	50.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:14:59.128+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2a395189-19a5-4899-a7d3-c7582719931c'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False		Hendrick, G.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2a395189-19a5-4899-a7d3-c7582719931c		7000			ARACH	500815056	2a395189-19a5-4899-a7d3-c7582719931c	58899	Esperance Bay	WAM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab		Parapallene haddoni		1.0											Bamber, R.N.				OCEANIA	wet (in ethanol or some other preservative)	-28m	PhysicalObject					
1100787626	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:11.106+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT		2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-30.02499	153.27499	1e-05	1000.0	New South Wales	{}	1992	6	25.0	1992-06-25	177.0	177.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:11.106+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f113aa61-1f88-4929-bbc0-ead9462dc594'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253694|urn:catalog:AM:Invertebrates - Marine & Other:P.77983	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1062518	f113aa61-1f88-4929-bbc0-ead9462dc594	Parapallene haddoni Carpenter, 1892	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:100m-1km}	Manta Reef, North West Solitary Island	Invertebrates - Marine & Other	1100787626	f113aa61-1f88-4929-bbc0-ead9462dc594	P.77983	ecatalogue.LocCollectionEventLocal: [NSW 461] Australia, New South Wales, Manta Reef, North West Solitary Island (30° 01' 30 S, 153° 16' 30 E) 25/06/1992 - 25/06/1992;	AM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab		Parapallene haddoni	Carpenter, 1892												Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig				OCEANIA								
500769312	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:28.252+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2118038	1	54	354	9477065	2011	2118026	2118038	2118038	Parapallene haddoni Carpenter, 1892	Parapallene haddoni Carpenter, 1892	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene haddoni	Parapallene	haddoni	SPECIES	ACCEPTED	NE	1995-01-01T00:00:00	-35.05	118.03333			Western Australia	{}	1986	10	27.0	1986-10-27	300.0	300.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T17:15:28.252+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e894e193-9ec9-41aa-b772-f200dd8c1460'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	False	86/700	Watson, J.E.		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		e894e193-9ec9-41aa-b772-f200dd8c1460		7000			ARACH	500769312	e894e193-9ec9-41aa-b772-f200dd8c1460	17644	Michaelmas Island, Albany	WAM	https://biodiversity.org.au/afd/taxa/546ac4a9-5754-4b65-b6a9-b742f1cff0ab		Parapallene haddoni		1.0			1996-03-07T00:00:00.000+00:00								Staples, D.A.				OCEANIA	wet (in ethanol or some other preservative)		PhysicalObject					
