key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionID	institutionCode	ownerInstitutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	verbatimDepth	sex	higherGeography	modified	datasetName	recordedBy	verbatimEventDate	locationID	higherClassification	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	rightsHolder	nomenclaturalCode
4399691252	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.934+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117532	1	54	354	9477065	2012	2117523	2117532	2117532	Rhopalorhynchus pedunculatus Stock J.H., 1957	Rhopalorhynchus pedunculatus Stock J.H., 1957	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus pedunculatus	Rhopalorhynchus	pedunculatus	SPECIES	ACCEPTED	NE	12.2111585	109.2310585	ASIA	{}	South China Sea	2009	5	23	2009-05-23	143	143	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.934+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '5e3f28e1-f377-4020-aa19-df881dc74ed5'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	VN	[]	[]	ASIA	Viet Nam	EUROPE	5e3f28e1-f377-4020-aa19-df881dc74ed5	INV0000970	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	IORAS	IORAS	Nha Trang Bay	NA	4399691252	OBFc	5e3f28e1-f377-4020-aa19-df881dc74ed5	fd699988-ab5d-4737-9443-9085cea191d2	15.0 - 20.0 m															
1319523014	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:11.957+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117532	1	54	354	9477065	2012	2117523	2117532	2117532	Rhopalorhynchus pedunculatus Stock J.H., 1957	Rhopalorhynchus pedunculatus Stock J.H., 1957	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus pedunculatus	Rhopalorhynchus	pedunculatus	SPECIES	ACCEPTED	NE				{}	Indian Ocean, Red Sea	1967	6	27	1967-06-27	178	178	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:11.957+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/366a44c73-8a59-4c3a-a97f-b3e80e29e38f'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)		Pycnogonida		[]	[]			NORTH_AMERICA	http://n2t.net/ark:/65665/366a44c73-8a59-4c3a-a97f-b3e80e29e38f	USNM 173688	urn:lsid:biocol.org:col:34871	USNM				1319523014	IZ	http://n2t.net/ark:/65665/366a44c73-8a59-4c3a-a97f-b3e80e29e38f	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		FEMALE	Indian Ocean, Red Sea	2020-03-02T14:00:00.000+00:00	NMNH Extant Biology	Hebrew University of Jerusalem	27 JUN 1967	SLRL-9-36	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae							
4055736405	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:39.716+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117532	1	54	354	9477065	2012	2117523	2117532	2117532	Rhopalorhynchus pedunculatus Stock J.H., 1957	Rhopalorhynchus pedunculatus Stock J.H., 1957	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus pedunculatus	Rhopalorhynchus	pedunculatus	SPECIES	ACCEPTED	NE	29.88	32.54	AFRICA	{}		1928	5	20	1928-05-20	141	141	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:06:39.716+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1391'}]	[]	[]	[]			True			WGS84	Pycnogonida	EG	[]	[]	AFRICA	Egypt	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1391	sm_id_1391		WoRMS Editorial Board		Suez canal		4055736405	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1391					2007-06-20T15:52:33.000+00:00						HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1391	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239628	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Rhopalorhynchus pedunculatum</i> Stock, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239628		
2434364517	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:39.116+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1462/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1462_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1462/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117532	1	54	354	9477065	2012	2117523	2117532	2117532	Rhopalorhynchus pedunculatus Stock J.H., 1957	Rhopalorhynchus pedunculatus Stock J.H., 1957	Animalia	Arthropoda	Pantopoda	Colossendeidae	Rhopalorhynchus	Rhopalorhynchus pedunculatus	Rhopalorhynchus	pedunculatus	SPECIES	ACCEPTED	NE				{}		1928	5	20	1928-05-20	141	141	['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:39.116+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1462@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1462_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1462/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		True		WholeOrganism (microscopic slide)		Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1462@CRS	ZMA.PYC.P.1462	Naturalis Biodiversity Center			Suez		2434364517	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1462			MALE		2020-04-03T00:00:00.000+00:00			20.V.1928		Animalia	HOLOTYPE					Naturalis Biodiversity Center	ICZN
