key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	verbatimLocality	coordinateUncertaintyInMeters	stateProvince	eventID	locationRemarks	taxonConceptID	http://unknown.org/rightsHolder	identificationVerificationStatus	taxonID	datasetID	http://unknown.org/language	http://unknown.org/modified	footprintWKT	originalNameUsage	county	nameAccordingTo	http://unknown.org/license	georeferenceVerificationStatus	verbatimDepth	informationWithheld	organismQuantity	organismQuantityType	recordNumber	habitat	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	sex	otherCatalogNumbers	dynamicProperties	waterBody	higherGeography	datasetName
3055262967	11ddb6e5-7bc8-4478-9e80-5c85c1a08ae2	db20bedc-20f1-42dd-9051-a445139f8e51		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:45.878+00:00	2024-07-20T20:52:03.303+00:00	166	{}	HUMAN_OBSERVATION	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	54.85935	-5.742311			EUROPE	{}	2010.0	1.0	26.0	2010-01-26	26.0	26.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T20:52:03.303+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '05941f95-4ef3-4cad-b252-e491b52011d7'}]	[]	[]	[]			False	Unicomarine		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	05941f95-4ef3-4cad-b252-e491b52011d7		CEDaR	Station 54		3055262967	MRUMU100000000CD	T-MRUMU1000004855B			70.7	Northern Ireland	MRUMU1000000122D.001	Sublittoral	NBNSYS0000175124	Centre for Environmental Data and Recording	Accepted - considered correct	NBNSYS0000175124									Accepted	Unknown																	
3055264278	11ddb6e5-7bc8-4478-9e80-5c85c1a08ae2	db20bedc-20f1-42dd-9051-a445139f8e51		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:45.878+00:00	2024-07-20T20:52:03.751+00:00	166	{}	HUMAN_OBSERVATION	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	54.86043	-5.744469			EUROPE	{}	2010.0	1.0	26.0	2010-01-26	26.0	26.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T20:52:03.751+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '064f4b64-32b8-4f26-a4af-2d57bd67870e'}]	[]	[]	[]			False	Unicomarine		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	064f4b64-32b8-4f26-a4af-2d57bd67870e		CEDaR	Station 43		3055264278	MRUMU100000000CD	T-MRUMU1000004836F			70.7	Northern Ireland	MRUMU1000000122E.001	Sublittoral	NBNSYS0000175124	Centre for Environmental Data and Recording	Accepted - considered correct	NBNSYS0000175124									Accepted	Unknown																	
2916714771	edd017b6-bf00-4b00-93ad-9789c42a36b1	98ba8467-5081-4d15-b168-32d893e18b76		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T13:42:35.229+00:00	2024-07-07T13:46:54.116+00:00	324	{}	HUMAN_OBSERVATION	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	56.514075	-6.392113			EUROPE	{}	2007.0	8.0	9.0	2007-08-09	221.0	221.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T13:46:54.116+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '396cc7be-e067-409f-8cc0-ecf934fb96dc'}]	[]	[]	[]			False	Moore, C. Colin		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	396cc7be-e067-409f-8cc0-ecf934fb96dc		NatureScot	Fladda N subtidal		2916714771	MRSNH00800000003	T-MRSNH0080000079F			7.1	Scotland	MRSNH0080000000A.07	Sublittoral	NBNSYS0000175124	NatureScot	Unconfirmed	NBNSYS0000175124				POLYGON((-6.39219 56.51403,-6.39219 56.51412,-6.39204 56.51412,-6.39204 56.51403,-6.39219 56.51403))					Accepted	-17.5 to -17.5 m	OSGB Grid Reference NM29914442																
3979413977	e142db13-5b0e-4f15-b652-6e72537b4337	598eb93d-a844-4289-8adb-0f8583dac91e		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.791+00:00	2024-07-07T15:15:19.333+00:00	324	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	50.359609	-4.179758			EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.1_1', 'name': 'England'}, 'level2': {'gid': 'GBR.1.20_1', 'name': 'Cornwall'}, 'level3': {'gid': 'GBR.1.20.1_1', 'name': 'Cornwall'}}	1998.0	12.0		1998-12-09/1998-12-11	343.0	345.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:19.333+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '26ba466b-5f48-4db9-b2e7-6f07c7146094'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	26ba466b-5f48-4db9-b2e7-6f07c7146094			Plym98_T11 Torpoint Torpoint (Plymouth Sound)		3979413977	JNCCMNCR20000921	T-JNCCMNCR20742844			70.7	England	JNCCMNCR20000921-SAMPLE	Sublittoral	NBNSYS0000175124	Natural England	Accepted	NBNSYS0000175124				POLYGON((-4.18044 50.35915,-4.18044 50.36007,-4.17908 50.36007,-4.17908 50.35915,-4.18044 50.35915))					Accepted	-11.7  m	OSGB Grid Reference SX450533	1.0															
3979416781	e142db13-5b0e-4f15-b652-6e72537b4337	598eb93d-a844-4289-8adb-0f8583dac91e		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-07T15:14:04.791+00:00	2024-07-07T15:15:19.610+00:00	324	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	49.968732	-6.243063			EUROPE	{}	1997.0	10.0	22.0	1997-10-22	295.0	295.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-07T15:15:19.610+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e9b0432b-3ba2-4c1d-97d7-6762618bcace'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	e9b0432b-3ba2-4c1d-97d7-6762618bcace			Station 5, Eastern Isles (Isles of Scilly)		3979416781	JNCCMNCR20000807	T-JNCCMNCR20734217			70.7	England	JNCCMNCR20000807-SAMPLE	Sublittoral	NBNSYS0000175124	Natural England	Accepted	NBNSYS0000175124				POLYGON((-6.24372 49.96826,-6.24372 49.96921,-6.24241 49.96921,-6.24241 49.96826,-6.24372 49.96826))					Accepted	Unknown	OSGB Grid Reference SV958162	1.0															
4006496814	520237b3-b0b3-47b5-90e1-af12098d6128	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:32.795+00:00	2024-07-15T18:25:12.401+00:00	301	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.950191	-5.181693			EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.4_1', 'name': 'Wales'}, 'level2': {'gid': 'GBR.4.16_1', 'name': 'Pembrokeshire'}, 'level3': {'gid': 'GBR.4.16.1_1', 'name': 'Pembrokeshire'}}	1996.0	3.0	3.0	1996-03-03	63.0	63.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:25:12.401+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fff6b090-a6c5-41a9-9f54-5683c152e259'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	fff6b090-a6c5-41a9-9f54-5683c152e259			Porthgain		4006496814	MRCCW10000000093	T-MRCCW10000066169			70.7	Wales	R89*10		NBNSYS0000175124	Natural Resources Wales	Accepted	NBNSYS0000175124				POLYGON((-5.18239 51.94972,-5.18239 51.95066,-5.181 51.95066,-5.181 51.94972,-5.18239 51.94972))							OSGB Grid Reference SM814327		SACFOR														
4006467450	520237b3-b0b3-47b5-90e1-af12098d6128	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:32.795+00:00	2024-07-15T18:25:07.168+00:00	301	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.738129	-5.272518			EUROPE	{}	1995.0	6.0	21.0	1995-06-21	172.0	172.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:25:07.168+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '4135d9c9-ebae-426b-9c05-b7255b24f984'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	4135d9c9-ebae-426b-9c05-b7255b24f984			The Neck		4006467450	MRCCW10000000059	T-MRCCW10000046643			70.7	Wales	S87*2		NBNSYS0000175124	Natural Resources Wales	Accepted	NBNSYS0000175124				POLYGON((-5.27321 51.73766,-5.27321 51.7386,-5.27183 51.7386,-5.27183 51.73766,-5.27321 51.73766))							OSGB Grid Reference SM741094																
4006497254	520237b3-b0b3-47b5-90e1-af12098d6128	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:32.795+00:00	2024-07-15T18:25:12.473+00:00	301	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.714014	-5.167972			EUROPE	{}	1994.0	11.0	3.0	1994-11-03	307.0	307.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:25:12.473+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '155a39f2-0900-4f73-9319-9dbc438be832'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	155a39f2-0900-4f73-9319-9dbc438be832			Dale Flats C		4006497254	MRCCW10000000001	T-MRCCW10000000977			70.7	Wales	M84*23		NBNSYS0000175124	Natural Resources Wales	Accepted	NBNSYS0000175124				POLYGON((-5.16866 51.71355,-5.16866 51.71448,-5.16728 51.71448,-5.16728 51.71355,-5.16866 51.71355))							OSGB Grid Reference SM812064		SACFOR														
4006465154	520237b3-b0b3-47b5-90e1-af12098d6128	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:32.795+00:00	2024-07-15T18:25:06.685+00:00	301	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.74299	-5.291705			EUROPE	{'level0': {'gid': 'GBR', 'name': 'United Kingdom'}, 'level1': {'gid': 'GBR.4_1', 'name': 'Wales'}, 'level2': {'gid': 'GBR.4.16_1', 'name': 'Pembrokeshire'}, 'level3': {'gid': 'GBR.4.16.1_1', 'name': 'Pembrokeshire'}}	1993.0	10.0	19.0	1993-10-19	292.0	292.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:25:06.685+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0dbc0ec6-4bff-45b0-a8c5-957d28f77ad0'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	0dbc0ec6-4bff-45b0-a8c5-957d28f77ad0			SK13		4006465154	MRCCW10000000058	T-MRCCW10000046277			70.7	Wales	S83*13		NBNSYS0000175124	Natural Resources Wales	Accepted	NBNSYS0000175124				POLYGON((-5.2924 51.74252,-5.2924 51.74346,-5.29101 51.74346,-5.29101 51.74252,-5.2924 51.74252))							OSGB Grid Reference SM728100		SACFOR														
2934811767	139a966c-22d5-486b-bff2-cfcbccd6fdfc	bb108780-00da-49a7-ba12-40a25192a626		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-21T16:38:02.564+00:00	2024-07-21T16:47:00.248+00:00	326	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.740005	-5.269756			EUROPE	{}	1993.0	10.0	19.0	1993-10-19	292.0	292.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-21T16:47:00.248+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e441e3f1-0e3f-4e3f-ad64-1ee93d85940e'}]	[]	[]	[]			False	May, S. Steve		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	e441e3f1-0e3f-4e3f-ad64-1ee93d85940e			East of Skomer Island (Skomer)		2934811767	JNCCMNCR10000657	18726256			70.7	Wales	NBN-GA000190-JNCCMNCR10000657-2147325		NBNSYS0000175124	Joint Nature Conservation Committee	Accepted	NBNSYS0000175124				POLYGON((-5.27045 51.73954,-5.27045 51.74047,-5.26907 51.74047,-5.26907 51.73954,-5.27045 51.73954))						-17 to -17 m	OSGB Grid Reference SM743096	2.0		T-JNCCMNCR10704032	Sublittoral												
2934988883	139a966c-22d5-486b-bff2-cfcbccd6fdfc	bb108780-00da-49a7-ba12-40a25192a626		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-21T16:38:02.564+00:00	2024-07-21T16:47:00.648+00:00	326	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.740005	-5.269756			EUROPE	{}	1993.0	10.0	19.0	1993-10-19	292.0	292.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-21T16:47:00.648+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e8f1d3ce-094b-4292-8bf9-8d6047704f3e'}]	[]	[]	[]			False	May, S. Steve		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	e8f1d3ce-094b-4292-8bf9-8d6047704f3e			East of Skomer Island (Skomer)		2934988883	JNCCMNCR10000657	18726255			70.7	Wales	NBN-GA000190-JNCCMNCR10000657-2147325		NBNSYS0000175124	Joint Nature Conservation Committee	Accepted	NBNSYS0000175124				POLYGON((-5.27045 51.73954,-5.27045 51.74047,-5.26907 51.74047,-5.26907 51.73954,-5.27045 51.73954))						-17 to -17 m	OSGB Grid Reference SM743096	2.0		T-JNCCMNCR10703967	Sublittoral												
2933699465	139a966c-22d5-486b-bff2-cfcbccd6fdfc	bb108780-00da-49a7-ba12-40a25192a626		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-21T16:38:02.564+00:00	2024-07-21T16:46:59.703+00:00	326	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	58.021296	-6.703893			EUROPE	{}	1988.0	7.0	28.0	1988-07-28	210.0	210.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-21T16:46:59.703+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd4e81791-8600-4439-b623-0d4c6356de5e'}]	[]	[]	[]			False	Davies, M. Mark		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	d4e81791-8600-4439-b623-0d4c6356de5e			N of shielings (Loch Seaforth, Lewis)		2933699465	JNCCMNCR10000021	18834353			70.7	Scotland	NBN-GA000190-JNCCMNCR10000021-2125741		NBNSYS0000175124	Joint Nature Conservation Committee	Accepted	NBNSYS0000175124				POLYGON((-6.70468 58.02082,-6.70468 58.02177,-6.70311 58.02177,-6.70311 58.02082,-6.70468 58.02082))						-14 to -14 m	OSGB Grid Reference NB223132			T-JNCCMNCR10811680	Sublittoral												
2934421743	139a966c-22d5-486b-bff2-cfcbccd6fdfc	bb108780-00da-49a7-ba12-40a25192a626		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-21T16:38:02.564+00:00	2024-07-21T16:46:54.650+00:00	326	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	58.247736	-5.055891			EUROPE	{}	1988.0	10.0	11.0	1988-10-11	285.0	285.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-21T16:46:54.650+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '755801f1-c100-44df-b8cf-9bfeabe67932'}]	[]	[]	[]			False	L Mark Davies		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	755801f1-c100-44df-b8cf-9bfeabe67932			Poll a'Ghamhna (Loch a'Ch rn Bh n)		2934421743	JNCCMNCR10000024	18321760			70.7	Scotland	NBN-GA000190-JNCCMNCR10000024-2126058		NBNSYS0000175124	Joint Nature Conservation Committee	Accepted	NBNSYS0000175124				POLYGON((-5.0567 58.24727,-5.0567 58.2482,-5.05508 58.2482,-5.05508 58.24727,-5.0567 58.24727))						-18.5 to -12.5 m	OSGB Grid Reference NC207328			T-JNCCMNCR10817290	Sublittoral												
4006475889	520237b3-b0b3-47b5-90e1-af12098d6128	ee45975b-3d89-42b5-ac7a-c03f47b6dcb4		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-15T18:24:32.795+00:00	2024-07-15T18:25:08.343+00:00	301	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.742173	-5.288748			EUROPE	{}	1986.0	8.0	22.0	1986-08-22	234.0	234.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-15T18:25:08.343+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '760c2cd8-3921-42bf-b033-1522662bb070'}]	[]	[]	[]			False	UNKNOWN OR ANONYMOUS		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	760c2cd8-3921-42bf-b033-1522662bb070			Pentapora foliacea, North Wall		4006475889	MRCCW10000000057	T-MRCCW10000045284			70.7	Wales	S15*7		NBNSYS0000175124	Natural Resources Wales	Accepted	NBNSYS0000175124				POLYGON((-5.28944 51.7417,-5.28944 51.74264,-5.28806 51.74264,-5.28806 51.7417,-5.28944 51.7417))							OSGB Grid Reference SM730099		SACFOR														
2434361181	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:44.527+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE						{}	1986.0			1986-01-01/1986-12-31	1.0	365.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2014-10-08T00:00:00.000+00:00	2024-07-23T00:33:44.527+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.517@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Tydeman Cape Verde isl. exp.			Pycnogonida		[]	[]			EUROPE	RMNH.PYC.517@CRS	RMNH.PYC.517		sta. 7.107		2434361181	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.517																										WholeOrganism (alcohol)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1986	Animalia|Tanystylidae						
