key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	verbatimLocality	coordinateUncertaintyInMeters	stateProvince	eventID	locationRemarks	taxonConceptID	http://unknown.org/rightsHolder	identificationVerificationStatus	taxonID	datasetID	http://unknown.org/language	http://unknown.org/modified	footprintWKT	originalNameUsage	county	nameAccordingTo	http://unknown.org/license	georeferenceVerificationStatus	verbatimDepth	informationWithheld	organismQuantity	organismQuantityType	recordNumber	habitat	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	sex	otherCatalogNumbers	dynamicProperties	waterBody	higherGeography	datasetName
3762705793	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.811+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516217', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	42.366183	8.541717	29.0	1.0	EUROPE	{'level0': {'gid': 'FRA', 'name': 'France'}, 'level1': {'gid': 'FRA.5_1', 'name': 'Corse'}, 'level2': {'gid': 'FRA.5.1_1', 'name': 'Corse-du-Sud'}, 'level3': {'gid': 'FRA.5.1.1_1', 'name': 'Ajaccio'}}	2021.0	5.0	11.0	2021-05-11	131.0	131.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:44.811+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-122'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-122	2021-122	MNHN	Entre l'île de Gargalo et l'île de Garganellu	CORSICABENTHOS 3/CS69	3762705793	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-122	10.15468/qgvvhd																																				
3762705718	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.190+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516215', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	41.453373	9.020849	24.0	2.0	EUROPE	{}	2020.0	10.0	21.0	2020-10-21	295.0	295.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:55.190+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-628'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-628	2020-628	MNHN	Sud Ile Bruzzi	CORSICABENTHOS 2/CR81	3762705718	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-628	10.15468/qgvvhd																																				
3762705696	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.183+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516216', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	41.453373	9.020849	26.0		EUROPE	{}	2020.0	10.0	21.0	2020-10-21	295.0	295.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:55.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-634'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-634	2020-634	MNHN	Sud Ile Bruzzi	CORSICABENTHOS 2/CS54	3762705696	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-634	10.15468/qgvvhd																																				
4007634415	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.770+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565181', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	42.99272	9.2929	42.0	1.0	EUROPE	{}	2019.0	5.0	22.0	2019-05-22	142.0	142.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.770+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1058'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1058	2019-1058	MNHN	Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CR45	4007634415	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1058	10.15468/qgvvhd	Nord-Ouest Cap Corse																																			
4007634410	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.769+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565182', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	43.00208	9.31145	110.0		EUROPE	{}	2019.0	5.0	16.0	2019-05-16	136.0	136.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.769+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1059'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1059	2019-1059	MNHN	Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CD30	4007634410	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1059	10.15468/qgvvhd	Nord-Ouest Cap Corse																																			
4007634409	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.770+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565183', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	42.78602	9.33012	51.0	1.0	EUROPE	{}	2019.0	5.0	15.0	2019-05-15	135.0	135.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:43.770+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1060'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1060	2019-1060	MNHN	Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CR24	4007634409	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1060	10.15468/qgvvhd	Sec de Nonza																																			
4007634408	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:43.769+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1881', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Endeis;Endeidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Dohrn, 1881)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565184', 'http://rs.tdwg.org/dwc/terms/family': 'Endeidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Endeis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'charybdaea', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|18475', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Endeis charybdaea (Dohrn, 1881)'}]}	PRESERVED_SPECIMEN	3.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	42.99212	9.28777	28.0			{}	2019.0	5.0	22.0	2019-05-22	142.0	142.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:43.769+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1061'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1061	2019-1061	MNHN	Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CS34	4007634408	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-1061	10.15468/qgvvhd	Nord-Ouest Cap Corse																																			
3055216658	9fad752d-4bf9-4adf-9535-3cf6339a70fb	db20bedc-20f1-42dd-9051-a445139f8e51		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-20T20:50:46.296+00:00	2024-07-20T21:10:00.612+00:00	167	{}	HUMAN_OBSERVATION	1.0	PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	54.43401	-5.591604			EUROPE	{}	2018.0	6.0	8.0	2018-06-08	159.0	159.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-20T21:10:00.612+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b88d17a1-676b-4a3e-89ca-c3890dd02c35'}]	[]	[]	[]			False	Diamond, D. Dawn|Bennett, S. Stephanie		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	b88d17a1-676b-4a3e-89ca-c3890dd02c35		CEDaR	2018 Strangford Lough dive survey - Dive collected samples		3055216658	MRDAER0100000025	T-MRDAER0100002420			70.7	Northern Ireland	MRDAER010000008B.001	Sublittoral	NBNSYS0000175124	Department of Agriculture Environment and Rural Affairs	Accepted - considered correct	NBNSYS0000175124																											
3473122305	6bcfbc19-4a2a-496f-ae62-5dcb36e335fb	1928bdf0-f5d2-11dc-8c12-b8a03c50a862		e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-20T13:44:25.742+00:00	2024-03-20T13:44:50.150+00:00	274	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	49.58528	-1.23527			EUROPE	{}	2012.0	3.0	10.0	2012-03-10	70.0	70.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-20T13:44:50.150+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '304CEA6C-A1DF-0593-E053-2614A8C02206'}]	[]	[]	[]			False	NOËL Pierre (NCB)	NOËL Pierre	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	304CEA6C-A1DF-0593-E053-2614A8C02206					3473122305		304CEA6C-A1DF-0593-E053-2614A8C02206			300.0		304CEA6C-A1DF-0593-E053-2614A8C02206				Invalide	587731	4A9DDA1F-B81B-3E13-E053-2614A8C02B7C	fr | en	2022-02-21	POINT(-1.23527 49.58528)	Endeis charybdaea	Manche (mer territoriale)	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																				
2956962364	52422715-c1db-40a0-ba16-b84a295d248a	5d662340-07fa-41b7-a3fc-e2e63ca50800		99552c70-f762-11e1-a439-00145eb45e9a	07f617d0-c688-11d8-bf62-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-22T11:52:51.725+00:00	2024-07-22T12:07:43.081+00:00	333	{}	HUMAN_OBSERVATION		PRESENT	5715383	1	54	354	9477065	3254678	2118150	5715383	5715383	Endeis charybdaea (Dohrn, 1881)	Endeis charybdaea (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Endeidae	Endeis	Endeis charybdaea	Endeis	charybdaea	SPECIES	ACCEPTED	NE	51.185	-4.658843			EUROPE	{}	2012.0	6.0	6.0	2012-06-06	158.0	158.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-07-22T12:07:43.081+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9cd4a400-9bd8-4303-9223-0e2c6505b8fa'}]	[]	[]	[]			False	Grant, A. Andrew		WGS84	Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	9cd4a400-9bd8-4303-9223-0e2c6505b8fa		Seasearch	Gull Rock		2956962364	MRMCS0150000004B	T-MRMCS01500007689			70.7	England	MRMCS015000003E3.05		NBNSYS0000175124	Seasearch	Accepted - considered correct	134672								https://creativecommons.org/licenses/by/4.0/legalcode																			
