key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	sex	decimalLatitude	decimalLongitude	depth	continent	stateProvince	waterBody	higherGeography	collectionKey	datasetName	geodeticDatum	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	institutionCode	locationID	collectionID	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	otherCatalogNumbers	acceptedNameUsage	eventRemarks
2434399585	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.281+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1994.0	4.0	1.0	1994-04-01	91.0	91.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:25.281+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.201548@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	K. Miyazaki	Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.201548@CRS	ZMA.PYC.201548	ICZN	Naturalis Biodiversity Center	01 apr 1994	2434399585	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.201548	Animalia|Austrodecidae																										
1322801360	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:57.592+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{'level0': {'gid': 'JPN', 'name': 'Japan'}, 'level1': {'gid': 'JPN.32_1', 'name': 'Okinawa'}, 'level2': {'gid': 'JPN.32.28_1', 'name': 'Onna'}}	1981.0	9.0	28.0	1981-09-28	271.0	271.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-12-07T11:06:00.000+00:00	2024-07-02T12:39:57.592+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f7b50002-3eb3-4f1c-98b5-fa87f6f4a888'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	R. Bolland	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA		http://n2t.net/ark:/65665/3f7b50002-3eb3-4f1c-98b5-fa87f6f4a888	USNM 233780		urn:lsid:biocol.org:col:34871	28 SEP 1981	1322801360	IZ	http://n2t.net/ark:/65665/3f7b50002-3eb3-4f1c-98b5-fa87f6f4a888	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Austrodecidae	FEMALE	26.5	127.848	73.0	ASIA	Okinawa	North Pacific Ocean	North Pacific Ocean, Japan, Okinawa	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	WGS84	unknown, from legacy	Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village	Degrees Minutes Seconds	BOLLAND/RFB 0927	USNM	RFB 0927	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6								
2434399270	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:27.482+00:00	393	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	9.0	1964-06-09	161.0	161.0	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:27.482+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200852@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MU	[]	[]	AFRICA	Mauritius	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200852@CRS	ZMA.PYC.200852	ICZN	Naturalis Biodiversity Center	09 jun 1964	2434399270	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200852	Animalia|Austrodecidae		-19.4	65.5								WGS84															
2434399644	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:25.991+00:00	393	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	9.0	1964-06-09	161.0	161.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:25.991+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200853@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MU	[]	[]	AFRICA	Mauritius	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200853@CRS	ZMA.PYC.200853	ICZN	Naturalis Biodiversity Center	09 jun 1964	2434399644	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200853	Animalia|Austrodecidae		-19.4	65.5								WGS84															
2434401044	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.454+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1170/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1170_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1170/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	9.0	1964-06-09	161.0	161.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:41.454+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1170@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1170_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1170/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			WholeOrganism (microscopic slide)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1170@CRS	ZMA.PYC.P.1170	ICZN	Naturalis Biodiversity Center	9 june 1964	2434401044	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1170	Animalia	MALE																									
2434399241	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:28.705+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1963.0	6.0	14.0	1963-06-14	165.0	165.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'PRESUMED_NEGATED_LONGITUDE', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:28.705+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200851@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		Stock J.H.	WholeOrganism (wet specimen)	Pycnogonida	MU	[]	[]	AFRICA	Mauritius	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200851@CRS	ZMA.PYC.200851	ICZN	Naturalis Biodiversity Center	14 jun 1963	2434399241	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200851	Animalia|Austrodecidae		-19.9	57.6		AFRICA						WGS84															
4055770257	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:19.657+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1914.0	4.0	26.0	1914-04-26	116.0	116.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:19.657+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_837'}]	[]	[]	[]		True				Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_837	sm_id_837				4055770257	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_837			35.25	139.42	183.0							WGS84		Pacific Ocean			WoRMS Editorial Board			HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=837	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240318	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Austrodecus tubiferum</i> Stock, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240318			
2434362497	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.739+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1185/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1185_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1185/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1914.0	4.0	26.0	1914-04-26	116.0	116.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:24.739+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1185@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1185_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1185/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True	Th. Mortensen		WholeOrganism (microscopic slide)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1185@CRS	ZMA.PYC.P.1185	ICZN	Naturalis Biodiversity Center	26.IV.1914	2434362497	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1185	Animalia|Austrodecidae	MALE					Sagami; Okinose													HOLOTYPE							
2434398925	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.571+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1186/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1186_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1186/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}	1914.0	4.0	26.0	1914-04-26	116.0	116.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:35.571+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1186@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1186_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1186/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True	Th. Mortensen		WholeOrganism (microscopic slide)	Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1186@CRS	ZMA.PYC.P.1186	ICZN	Naturalis Biodiversity Center	26.IV.1914	2434398925	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1186	Animalia|Austrodecidae	MALE					Sagami; Okinose													HOLOTYPE							
2012925719	58fc397b-eee4-4138-8a5f-50f9dfb00216	2e7df380-8356-4533-bcb3-5459e23c794e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	7b21b165-f4b0-4be4-b7dd-c2cbfc9c28a3	2e7df380-8356-4533-bcb3-5459e23c794e	DK	DWC_ARCHIVE	2024-07-21T09:59:22.110+00:00	2024-07-21T10:26:58.894+00:00	275	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/typeStatus': 'type', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/identificationID': 'f04a5fde-228e-d065-e999-bbf96c969028', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austrodecus tubiferum Stock, 1957'}]}	PRESERVED_SPECIMEN		PRESENT	2117926	1	54	354	9477065	6314	2117918	2117926	2117926	Austrodecus tubiferum Stock, 1957	Austrodecus tubiferum Stock, 1957	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus tubiferum	Austrodecus	tubiferum	SPECIES	ACCEPTED	NE	{}							[]	2013-06-17T00:00:00.000+00:00	2024-07-21T10:26:58.894+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '259111b4-401f-40b2-bc25-8f364620742e'}]	[]	[]	[]	68fcaba0-61fe-4e78-a460-4f37654d025d	True			various	Pycnogonida		[]	[]			EUROPE		259111b4-401f-40b2-bc25-8f364620742e	NHMD110630		http://grbio.org/cool/mci8-ehqk		2012925719	IV	259111b4-401f-40b2-bc25-8f364620742e										e4cac6b7-41e4-404d-b9b2-ea507703f671	Natural History Museum Denmark Invertebrate Zoology						NHMD			TYPE					PYC-000026	Austrodecus tubiferum	A station used for material with no information about the collecting event or where the information is untrustworthy (in the latter case this should be explained in the collection object remarks).
