key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	sex	occurrenceRemarks	identificationRemarks	modified	continent	lifeStage	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	elevation	stateProvince	references	combinationAuthors	verbatimScientificName	municipality	http://unknown.org/verbatimLabel	combinationYear	canonicalName	dateIdentified	datasetName	otherCatalogNumbers	associatedReferences	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	georeferenceSources	dynamicProperties	http://unknown.org/occurrenceDetails	http://unknown.org/language	originalNameUsage	county	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	associatedSequences	verbatimIdentification
4851017350	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.944+00:00	69	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-63.742664	-55.2064123	{}	Weddell Sea	2022.0	1.0	29.0	2022-01-29	29.0	29.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.944+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1598f41a-10b7-4d09-8c41-100fa09121ec'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003646_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003646_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7337	1598f41a-10b7-4d09-8c41-100fa09121ec	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Weddell Sea	7337	OBFc	4851017350	1598f41a-10b7-4d09-8c41-100fa09121ec	510.0 - 511.0 m	INV0003646	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																					
3386516954	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.766+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-61.5348	-46.9415	{}		2016.0	3.0	2.0	2016-03-02	62.0	62.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.766+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0169_04'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0169_04	https://ror.org/01rhff309		JR15005_9		3386516954	JR15005_0169_04		JR15005_0169_04	BAS				GOIPG/2019/4020	248.0	543.0	21.0	15.0	individuals	urn:lsid:marinespecies.org:taxname:239762	2/3/2016	LINESTRING (-46.93724 -61.53567, -46.9458 -61.53389)	en	PhysicalObject																																										
3386516493	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.350+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-61.5348	-46.9415	{}		2016.0	3.0	2.0	2016-03-02	62.0	62.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.350+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0169_04a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0169_04a	https://ror.org/01rhff309		JR15005_9		3386516493	JR15005_0169_04a		JR15005_0169_04a	BAS				GOIPG/2019/4020	248.0	543.0	21.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	2/3/2016	LINESTRING (-46.93724 -61.53567, -46.9458 -61.53389)	en	PhysicalObject																																										
3386517448	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.990+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-61.533	-46.9547	{}		2016.0	3.0	2.0	2016-03-02	62.0	62.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.990+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0212'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0212	https://ror.org/01rhff309		JR15005_10		3386517448	JR15005_0212		JR15005_0212	BAS				GOIPG/2019/4020	193.0	530.5	2.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	2/3/2016	LINESTRING (-46.95112 -61.53322, -46.95833 -61.53286)	en	PhysicalObject																																										
3386516349	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.101+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-62.1593	-44.988	{}		2016.0	3.0	5.0	2016-03-05	65.0	65.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.101+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0637_04'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0637_04	https://ror.org/01rhff309		JR15005_32		3386516349	JR15005_0637_04		JR15005_0637_04	BAS				GOIPG/2019/4020	270.0	527.0	3.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	5/3/2016	LINESTRING (-44.98773 -62.16168, -44.98834 -62.15685)	en	PhysicalObject	MALE	well developed larvae																																								
3386517078	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.821+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-62.1593	-44.988	{}		2016.0	3.0	5.0	2016-03-05	65.0	65.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.821+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0637_04a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0637_04a	https://ror.org/01rhff309		JR15005_32		3386517078	JR15005_0637_04a		JR15005_0637_04a	BAS				GOIPG/2019/4020	270.0	527.0	3.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	5/3/2016	LINESTRING (-44.98773 -62.16168, -44.98834 -62.15685)	en	PhysicalObject	MALE																																									
3386516974	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.775+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-62.152	-44.989	{}		2016.0	3.0	6.0	2016-03-06	66.0	66.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.775+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0706_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0706_03	https://ror.org/01rhff309		JR15005_33		3386516974	JR15005_0706_03		JR15005_0706_03	BAS				GOIPG/2019/4020	253.0	536.5	19.5	3.0	individuals	urn:lsid:marinespecies.org:taxname:239762	6/3/2016	LINESTRING (-44.99019 -62.15421, -44.98773 -62.14981)	en	PhysicalObject																																										
3386516671	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.565+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-62.152	-44.989	{}		2016.0	3.0	6.0	2016-03-06	66.0	66.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.565+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_0706_03a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_0706_03a	https://ror.org/01rhff309		JR15005_33		3386516671	JR15005_0706_03a		JR15005_0706_03a	BAS				GOIPG/2019/4020	253.0	536.5	19.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	6/3/2016	LINESTRING (-44.99019 -62.15421, -44.98773 -62.14981)	en	PhysicalObject																																										
3386517071	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.815+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-60.3567	-46.6863	{}		2016.0	3.0	9.0	2016-03-09	69.0	69.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.815+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_1092_05'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1092_05	https://ror.org/01rhff309		JR15005_61		3386517071	JR15005_1092_05		JR15005_1092_05	BAS				GOIPG/2019/4020	257.0	502.5	37.5	5.0	individuals	urn:lsid:marinespecies.org:taxname:239762	9/3/2016	LINESTRING (-46.68423 -60.35469, -46.68845 -60.3588)	en	PhysicalObject																																										
3386516684	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.586+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2117454	1	54	354	9477065	3254684	2117433	2117454	2117454	Pallenopsis hodgsoni Gordon, 1938	Pallenopsis hodgsoni Gordon, 1938	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis hodgsoni	Pallenopsis	hodgsoni	SPECIES	ACCEPTED	NE	-60.3567	-46.6863	{}		2016.0	3.0	9.0	2016-03-09	69.0	69.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.586+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_1092_05a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1092_05a	https://ror.org/01rhff309		JR15005_61		3386516684	JR15005_1092_05a		JR15005_1092_05a	BAS				GOIPG/2019/4020	257.0	502.5	37.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:239762	9/3/2016	LINESTRING (-46.68423 -60.35469, -46.68845 -60.3588)	en	PhysicalObject																																										
