key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	occurrenceRemarks	networkKeys	individualCount	depth	institutionKey	collectionKey	locality	fieldNumber	collectionID	higherGeography	preparations	institutionID	nomenclaturalCode	county	eventRemarks	language	type	locationID	higherClassification	verbatimDepth	sex	waterBody	recordNumber	bibliographicCitation	depthAccuracy	typeStatus	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	habitat	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	georeferencedBy	georeferencedDate	locationAccordingTo	organismID	previousIdentifications	identificationQualifier	identificationRemarks	accessRights	lifeStage	coordinatePrecision	dynamicProperties	georeferenceVerificationStatus	footprintWKT	disposition	footprintSRS	ownerInstitutionCode	georeferenceSources
3855746136	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:19.157+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE					NORTH_AMERICA	California	{}	1947.0	8.0	18.0	1947-08-18	230.0	230.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:19.157+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:229333'}]	[]	[]	[]	False					Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		urn:catalog:CAS:IZ:229333		18 Aug 1947		IZ	3855746136	urn:catalog:CAS:IZ:229333		229333	CAS					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	Dillon Beach, north rocks	092848	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America, United States, California	Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN	Marin County	PMS Accession #1173, IZ General Acc# 912.	en	Physical Object	058b2596-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
4601116367	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T22:59:59.987+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE					NORTH_AMERICA	California	{}	1939.0	12.0	25.0	1939-12-25	359.0	359.0	[]	2024-03-29T17:41:29.000+00:00	2024-07-22T22:59:59.987+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:15194'}]	[]	[]	[]	False					Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		urn:catalog:CAS:IZ:15194		25 Dec 1939		IZ	4601116367	urn:catalog:CAS:IZ:15194		15194	CAS					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	Tomales Bay	161342	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America, North Pacific Ocean, United States, California	Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN	Marin County	Data transcribed from catalogue card by Notes from Nature volunteers via Zooniverse.	en	Physical Object	b96edfef-5c7e-46d9-ba0e-e472ea8621aa	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
1322933385	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:37.500+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	11028882	1	54	354	9477065	6313	2118215	5166740	5166740	Ammothea spinosissima Hall, 1912	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Ammothea	spinosissima	SPECIES	SYNONYM	NE						California	{}	1938.0	3.0	27.0	1938-03-27	86.0	86.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:38:00.000+00:00	2024-07-02T12:39:37.500+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fd8f1aeb-0d63-4f1c-967b-53a0b1ebdad7'}]	[]	[]	[]	False	NMNH Extant Biology	G. Macgintie	Hedgpeth, J. W.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3fd8f1aeb-0d63-4f1c-967b-53a0b1ebdad7		27 MAR 1938		IZ	1322933385	http://n2t.net/ark:/65665/3fd8f1aeb-0d63-4f1c-967b-53a0b1ebdad7		USNM 78023	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	26.5	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Off Corona Del Mar		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		MALE	North Pacific Ocean			4.5	NEOTYPE																														
3855708162	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:19.186+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE	1972-08-09T00:00:00				NORTH_AMERICA	California	{}	1937.0	5.0		1937-05			['TAXON_MATCH_FUZZY']		2024-07-22T23:00:19.186+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:229341'}]	[]	[]	[]	False		G.E. MacGinitie	Kevin C. Myers		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		urn:catalog:CAS:IZ:229341		May 1937		IZ	3855708162	urn:catalog:CAS:IZ:229341		229341	CAS				Previously identified as Ammothella tuberculata by Hedgpeth.	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	Pacific Grove, Great TIde Pool, on Clavellina cluster	092885	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America, United States, California	Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN	Monterey County		en	Physical Object	06f49bfb-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
1319911840	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:40.132+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1934.0	12.0	20.0	1934-12-20	354.0	354.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:47:00.000+00:00	2024-07-02T12:37:40.132+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/377db0f8f-600d-4450-99b8-c22880d9aea3'}]	[]	[]	[]	False	NMNH Extant Biology	O. Hartmann	Hilton, W. A.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/377db0f8f-600d-4450-99b8-c22880d9aea3		20 DEC 1934		IZ	1319911840	http://n2t.net/ark:/65665/377db0f8f-600d-4450-99b8-c22880d9aea3		USNM 80923	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	5.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Tomales Bay, Dillon Beach		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California, Marin County	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		Marin County					Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																																		
1319002563	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:44.457+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1933.0	4.0	10.0	1933-04-10	100.0	100.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:37:44.457+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34f9f2129-5d65-487d-a0a7-c71083be5d31'}]	[]	[]	[]	False	NMNH Extant Biology	G. MacGinitie	Hilton, W. A.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/34f9f2129-5d65-487d-a0a7-c71083be5d31		10 APR 1933		IZ	1319002563	http://n2t.net/ark:/65665/34f9f2129-5d65-487d-a0a7-c71083be5d31		USNM 80925	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	121.0	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Off Balboa		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871						82	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean			0.0																															
1317572537	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.608+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1932.0	3.0	27.0	1932-03-27	87.0	87.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:38:27.608+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/31060cb8f-a46d-4657-b948-f5138479a2ed'}]	[]	[]	[]	False	NMNH Extant Biology	C. Duncan	Hedgpeth, J. W.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/31060cb8f-a46d-4657-b948-f5138479a2ed		27 MAR 1932		IZ	1317572537	http://n2t.net/ark:/65665/31060cb8f-a46d-4657-b948-f5138479a2ed		USNM 80950	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Carmel		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																																		
1319599300	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:56.545+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE		36.62	-121.9		NORTH_AMERICA	California	{}	1930.0	5.0	16.0	1930-05-16	136.0	136.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:38:56.545+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36a057b07-f2f9-41cc-9aac-9010e28a0b81'}]	[]	[]	[]	False	NMNH Extant Biology	W. Hilton	Hilton, W. A.	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/36a057b07-f2f9-41cc-9aac-9010e28a0b81		16 MAY 1930		IZ	1319599300	http://n2t.net/ark:/65665/36a057b07-f2f9-41cc-9aac-9010e28a0b81		USNM 80951	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Monterey Bay, Pacific Grove		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean					Getty Thesaurus of Geographic Names, May 2002	approximate	Degrees Minutes Seconds																											
1320775666	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:52.917+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1930.0	10.0	20.0	1930-10-20	293.0	293.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:37:52.917+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39e0dd5fc-f4e4-45a1-ba0e-eead673243cd'}]	[]	[]	[]	False	NMNH Extant Biology	E. Ricketts	Hilton, W. A.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/39e0dd5fc-f4e4-45a1-ba0e-eead673243cd		20 OCT 1930		IZ	1320775666	http://n2t.net/ark:/65665/39e0dd5fc-f4e4-45a1-ba0e-eead673243cd		USNM 80924	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Monterey Bay, Pacific Grove		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871						126.1	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	Intertidal		North Pacific Ocean																																		
1322856116	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:33.682+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1930.0	10.0	22.0	1930-10-22	295.0	295.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:38:33.682+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3fa2386ff-1802-4357-b922-70a5a68c6f71'}]	[]	[]	[]	False	NMNH Extant Biology	E. Ricketts	Hilton, W. A.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3fa2386ff-1802-4357-b922-70a5a68c6f71		22 OCT 1930		IZ	1322856116	http://n2t.net/ark:/65665/3fa2386ff-1802-4357-b922-70a5a68c6f71		USNM 80922	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Coast S Of Carmel		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871						126.3	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																																		
1322573139	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:20.157+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1919.0	5.0	18.0	1919-05-18	138.0	138.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:44:00.000+00:00	2024-07-02T12:38:20.157+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ed92d67c-949e-4c74-b7ca-9c3eef940ded'}]	[]	[]	[]	False	NMNH Extant Biology	E. Chace	Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3ed92d67c-949e-4c74-b7ca-9c3eef940ded		18 MAY 1919		IZ	1322573139	http://n2t.net/ark:/65665/3ed92d67c-949e-4c74-b7ca-9c3eef940ded		USNM 54153	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	San Pedro, Point White		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																																		
1320621228	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:18.002+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE		33.83	-118.38		NORTH_AMERICA	California	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.5_1', 'name': 'California'}, 'level2': {'gid': 'USA.5.19_1', 'name': 'Los Angeles'}}	1919.0	9.0	21.0	1919-09-21	264.0	264.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2019-03-11T14:16:00.000+00:00	2024-07-02T12:38:18.002+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3973ee894-27e4-40c9-832b-cc21e9ef3010'}]	[]	[]	[]	False	NMNH Extant Biology	E. Chace	Giltay, L.	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/3973ee894-27e4-40c9-832b-cc21e9ef3010		21 SEP 1919		IZ	1320621228	http://n2t.net/ark:/65665/3973ee894-27e4-40c9-832b-cc21e9ef3010		USNM 69490	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Redondo		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California, Los Angeles County	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871		Los Angeles County				475	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																																		
3855716165	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:19.396+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE	1972-08-04T00:00:00				NORTH_AMERICA	California	{}	1916.0	6.0	5.0	1916-06-05	157.0	157.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:19.396+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:229337'}]	[]	[]	[]	False		C. Hubbs	Kevin Myers		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		urn:catalog:CAS:IZ:229337		05 Jun 1916		IZ	3855716165	urn:catalog:CAS:IZ:229337		229337	CAS					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	San Luis Obispo County	092881	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America, United States, California	Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN	San Luis Obispo County		en	Physical Object	057825f3-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
