key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	http://unknown.org/nick	verbatimEventDate	verbatimLocality	collectionCode	gbifID	occurrenceID	taxonID	catalogNumber	institutionCode	eventTime	http://unknown.org/captive	identificationID	occurrenceRemarks	networkKeys	individualCount	depth	institutionKey	collectionKey	locality	fieldNumber	collectionID	higherGeography	preparations	institutionID	nomenclaturalCode	county	eventRemarks	language	type	locationID	higherClassification	verbatimDepth	sex	waterBody	recordNumber	bibliographicCitation	depthAccuracy	typeStatus	georeferenceProtocol	georeferenceRemarks	verbatimCoordinateSystem	habitat	distanceFromCentroidInMeters	datasetID	eventID	http://unknown.org/language	originalNameUsage	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	georeferencedBy	georeferencedDate	locationAccordingTo	organismID	previousIdentifications	identificationQualifier	identificationRemarks	accessRights	lifeStage	coordinatePrecision	dynamicProperties	georeferenceVerificationStatus	footprintWKT	disposition	footprintSRS	ownerInstitutionCode	georeferenceSources
1317506559	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:08.261+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}	1912.0	7.0		1912-07			['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T09:58:00.000+00:00	2024-07-02T12:37:08.261+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/30d783d73-0bc1-416c-8d98-20eb4d364367'}]	[]	[]	[]	False	NMNH Extant Biology	J. De Metz	Hall, H. V. M.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/30d783d73-0bc1-416c-8d98-20eb4d364367		-- JUL 1912		IZ	1317506559	http://n2t.net/ark:/65665/30d783d73-0bc1-416c-8d98-20eb4d364367		USNM 231863	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Laguna Beach, NW Of Pier		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871						L.9	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		FEMALE	North Pacific Ocean								In tide pool.																										
3855714175	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:19.035+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE	1972-08-01T00:00:00				NORTH_AMERICA	California	{}	1911.0	11.0	7.0	1911-11-07	311.0	311.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:19.035+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:229340'}]	[]	[]	[]	False			K.C. Myers		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		urn:catalog:CAS:IZ:229340		07 Nov 1911		IZ	3855714175	urn:catalog:CAS:IZ:229340		229340	CAS					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	Pacific Grove	092884	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America, United States, California	Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN	Monterey County		en	Physical Object	056595cc-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
3855745156	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:18.815+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE	1972-09-01T00:00:00						{}	1902.0	7.0	28.0	1902-07-28	209.0	209.0	['TAXON_MATCH_FUZZY']		2024-07-22T23:00:18.815+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:229334'}]	[]	[]	[]	False			Kevin C. Myers		Pycnogonida		[]	[]			NORTH_AMERICA		urn:catalog:CAS:IZ:229334		28 Jul 1902		IZ	3855745156	urn:catalog:CAS:IZ:229334		229334	CAS					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	No Locality Data Provided	092849	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470		Fluid-75% EtOH(1)	http://grscicoll.org/institution/california-academy-sciences	ICZN		Locality unknown, however, associated specimens are typical Central Californian species.	en	Physical Object	0565163c-2598-11ed-aace-005056be1b7a	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae																																					
4547798684	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:25.538+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE		3.91451	-53.24036	201286.0	SOUTH_AMERICA		{'level0': {'gid': 'GUF', 'name': 'French Guiana'}, 'level1': {'gid': 'GUF.2_1', 'name': 'Saint-Laurent-du-Maroni'}, 'level2': {'gid': 'GUF.2.8_1', 'name': 'Saül'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-03-21T10:14:25.538+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '105fdd25-adf0-400f-8af2-4c257e3c10d0'}]	[]	[]	[]	False				WGS84	Pycnogonida	GF	[]	[]	LATIN_AMERICA	French Guiana	EUROPE		105fdd25-adf0-400f-8af2-4c257e3c10d0					4547798684	105fdd25-adf0-400f-8af2-4c257e3c10d0	810795																			Guyane																	1051.8035488973435	EB6380B5-80AF-5935-E053-0514A8C08744	105fdd25-adf0-400f-8af2-4c257e3c10d0	fr | en	Nymphopsis spinosissimum (Hall, 1912)	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																		
3846929517	6ed43f52-25d1-4d56-a821-63a8564b81f6	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-23T18:06:52.356+00:00	2024-01-26T10:23:26.334+00:00	20	{}	HUMAN_OBSERVATION	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE		3.92404	-53.23477	201367.0	SOUTH_AMERICA		{'level0': {'gid': 'GUF', 'name': 'French Guiana'}, 'level1': {'gid': 'GUF.2_1', 'name': 'Saint-Laurent-du-Maroni'}, 'level2': {'gid': 'GUF.2.8_1', 'name': 'Saül'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:23:26.334+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '59862962-918c-4298-b8ce-9cc3446e9c56'}]	[]	[]	[]	False				WGS84	Pycnogonida	GF	[]	[]	LATIN_AMERICA	French Guiana	EUROPE		59862962-918c-4298-b8ce-9cc3446e9c56					3846929517	59862962-918c-4298-b8ce-9cc3446e9c56	810795																			Guyane																	691.9195758045128	B6BB40E7-FCE6-5E23-E053-5014A8C0B867	59862962-918c-4298-b8ce-9cc3446e9c56		Nymphopsis spinosissimum Hall, 1912		Invalid	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.																		
3935060619	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:37.255+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE		3.92404	-53.23477	201367.0	SOUTH_AMERICA		{'level0': {'gid': 'GUF', 'name': 'French Guiana'}, 'level1': {'gid': 'GUF.2_1', 'name': 'Saint-Laurent-du-Maroni'}, 'level2': {'gid': 'GUF.2.8_1', 'name': 'Saül'}}							['COUNTRY_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-26T10:11:37.255+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '69fdae00-500b-4256-807a-5862344e8354'}]	[]	[]	[]	False				WGS84	Pycnogonida	GF	[]	[]	LATIN_AMERICA	French Guiana	EUROPE		69fdae00-500b-4256-807a-5862344e8354					3935060619	69fdae00-500b-4256-807a-5862344e8354	810795																			Guyane																	691.9195758045128	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	69fdae00-500b-4256-807a-5862344e8354		Nymphopsis spinosissimum Hall, 1912	TaxREF	Probable	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	Pantopoda																	
1229699346	80ebe7f9-00ee-4fe3-80f6-303729cf5bac	d9699a79-4736-45c2-925c-f4033ac67d52	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-07-02T00:02:22.306+00:00	2024-07-02T00:02:49.763+00:00	437	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE	2015-11-05T00:00:00					California	{}				1900-01-01/2015-11-05	1.0	309.0	['TAXON_MATCH_FUZZY', 'AMBIGUOUS_INSTITUTION']	2024-06-14T14:22:00.017+00:00	2024-07-02T00:02:49.763+00:00	http://arctos.database.museum/guid/UAM:Inv:16947	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://arctos.database.museum/guid/UAM:Inv:16947?seid=3068453'}]	[]	[]	[]	False		Collector(s): unknown	Douglas L. Schamel		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://arctos.database.museum/guid/UAM:Inv:16947?seid=3068453		unknown	Central California	Inv	1229699346	http://arctos.database.museum/guid/UAM:Inv:16947?seid=3068453		UAM:Inv:16947	UAM	1900-01-01/2015-11-05				['1f2c0cbe-40df-43f6-ba07-e76133e78c31']					Central California		https://arctos.database.museum/collection/UAM:Inv	United States, California	whole organism (isopropanol)	UAM	ICZN		collection date unknown				Animalia, Arthropoda, Pycnogonida, Pantopoda, Ammotheidae, Nymphopsis,																					Angela R. Gastaldi	2015-11-05 00:00:00	Angela R. Gastaldi	http://arctos.database.museum/guid/UAM:Inv:16947	"[{""idby"": ""Douglas L. Schamel"", ""made_date"": ""2015-11-05"", ""concept_label"": null, ""short_citation"": null, ""scientific_name"": ""Nymphopsis spinosissima"", ""sensu_publication"": null, ""identification_taxa"": [{""taxon"": {""ftn"": ""Animalia, Arthropoda, Pycnogonida, Pantopoda, Ammotheidae, Nymphopsis, Nymphopsis spinosissima"", ""name"": ""Nymphopsis spinosissima"", ""ctrms"": [{""psn"": 1, ""typ"": ""kingdom"", ""term"": ""Animalia""}, {""psn"": 2, ""typ"": ""phylum"", ""term"": ""Arthropoda""}, {""psn"": 3, ""typ"": ""class"", ""term"": ""Pycnogonida""}, {""psn"": 4, ""typ"": ""order"", ""term"": ""Pantopoda""}, {""psn"": 5, ""typ"": ""family"", ""term"": ""Ammotheidae""}, {""psn"": 6, ""typ"": ""genus"", ""term"": ""Nymphopsis""}, {""psn"": 7, ""typ"": ""species"", ""term"": ""Nymphopsis spinosissima""}], ""nctrms"": [{""typ"": ""display_name"", ""term"": ""<i>Nymphopsis spinosissima</i>""}, {""typ"": ""nomenclatural_code"", ""term"": ""ICZN""}, {""typ"": ""remark"", ""term"": ""Imported from ITIS 6 Feb 2007""}, {""typ"": ""scientific_name"", ""term"": ""Nymphopsis spinosissima""}, {""typ"": ""source_authority"", ""term"": ""ITIS""}, {""typ"": ""taxon_status"", ""term"": ""valid""}], ""source"": ""Arctos"", ""classification_id"": ""https://arctos.database.museum/name/Nymphopsis spinosissima#Arctos""}, ""taxon_id"": ""https://arctos.database.museum/name/Nymphopsis spinosissima"", ""variable"": ""A""}], ""identification_order"": 1, ""identification_agents"": [{""agent_name"": ""Douglas L. Schamel"", ""agent_identifier"": ""https://arctos.database.museum/agent/7577"", ""identifier_order"": 1}], ""identification_remarks"": ""Former nature_of_id: legacy."", ""identification_attributes"": null}]"	A	Former nature_of_id: legacy.	http://vertnet.org/resources/norms.html									
1019678420	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:42.050+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1912', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphopsis;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hall, 1912', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|224803', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spinosissimum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25455', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Hilton, WA', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphopsis spinosissimum Hall, 1912'}]}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE							{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:01.000+00:00	2024-07-24T12:24:42.050+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5042'}]	[]	[]	[]	False			Hilton, WA		Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5042				IU	1019678420	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-5042		2009-5042	MNHN					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0		6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954			10.15468/qgvvhd																																															
1062375756	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.334+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1912', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Nymphopsis;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Hall, 1912', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|281085', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Nymphopsis', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'spinosissimum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25455', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Hilton, WA', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Nymphopsis spinosissimum Hall, 1912'}]}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE							{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2018-01-16T11:52:49.000+00:00	2024-07-24T12:24:44.334+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18583'}]	[]	[]	[]	False			Hilton, WA		Pycnogonida		[]	[]			EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18583				IU	1062375756	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18583		2013-18583	MNHN					['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0		6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954		No data	10.15468/qgvvhd																																															
1317714639	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:30.057+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	5166740	1	54	354	9477065	6313	2118215	5166740	5166740	Nymphopsis spinosissimum (Hall, 1912)	Nymphopsis spinosissimum (Hall, 1912)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Nymphopsis	Nymphopsis spinosissimum	Nymphopsis	spinosissimum	SPECIES	ACCEPTED	NE						California	{}							['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:47:00.000+00:00	2024-07-02T12:38:30.057+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/316a383ec-8357-4813-95ad-f99e2aaf2c5d'}]	[]	[]	[]	False	NMNH Extant Biology	W. Hilton	Hilton, W. A.		Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA		http://n2t.net/ark:/65665/316a383ec-8357-4813-95ad-f99e2aaf2c5d				IZ	1317714639	http://n2t.net/ark:/65665/316a383ec-8357-4813-95ad-f99e2aaf2c5d		USNM 80949	USNM					['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	10.0		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Laguna Beach		urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	North Pacific Ocean, United States, California	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871							Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae			North Pacific Ocean																										Juvenile								
