key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1320293945	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:38.686+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2118594	1	54	354	9477065	6313	2118593	2118594	2118594	Elassorhis laterospinata Child, 1982	Elassorhis laterospinata Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Elassorhis	Elassorhis laterospinata	Elassorhis	laterospinata	SPECIES	ACCEPTED	NE	-7.9	-34.2833	975.0	32.0	{}	South Atlantic Ocean	South Atlantic Ocean	1967	2	20	1967-02-20	51	51	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-17T10:17:00.000+00:00	2024-07-02T12:37:38.686+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/388c08b00-5afd-477a-b997-3199b36afb78'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	NORTH_AMERICA	http://n2t.net/ark:/65665/388c08b00-5afd-477a-b997-3199b36afb78	urn:lsid:biocol.org:col:34871	20 FEB 1967	unknown, from legacy	Off Recife on a transect from Dakar, Senegal to Recife, Brazil	IZ	1320293945	http://n2t.net/ark:/65665/388c08b00-5afd-477a-b997-3199b36afb78	USNM 181096	USNM	167	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
1322082520	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:45.478+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	MALE	2118594	1	54	354	9477065	6313	2118593	2118594	2118594	Elassorhis laterospinata Child, 1982	Elassorhis laterospinata Child, 1982	Animalia	Arthropoda	Pantopoda	Ammotheidae	Elassorhis	Elassorhis laterospinata	Elassorhis	laterospinata	SPECIES	ACCEPTED	NE	-7.9	-34.2833	975.0	32.0	{}	South Atlantic Ocean	South Atlantic Ocean	1967	2	20	1967-02-20	51	51	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-17T10:17:00.000+00:00	2024-07-02T12:38:45.478+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3d7e6a364-425d-4b75-9b04-a7d4064bc77e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	BR	[]	[]	LATIN_AMERICA	Brazil	NORTH_AMERICA	http://n2t.net/ark:/65665/3d7e6a364-425d-4b75-9b04-a7d4064bc77e	urn:lsid:biocol.org:col:34871	20 FEB 1967	unknown, from legacy	Off Recife on a transect from Dakar, Senegal to Recife, Brazil	IZ	1322082520	http://n2t.net/ark:/65665/3d7e6a364-425d-4b75-9b04-a7d4064bc77e	USNM 181095	USNM	167	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
