key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	identificationRemarks	http://unknown.org/species	nameAccordingTo	sex	stateProvince	samplingProtocol	depth	depthAccuracy	typeStatus	datasetName	preparations	scientificNameID	locationID	footprintWKT	language	modified	references	datasetID	recordNumber	locality	bibliographicCitation
1100787712	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.548+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.216	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	4.0	1980-01-04	4.0	4.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.548+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ba3f36dd-192c-4ebd-9aa3-0f20eedfef29'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253629|urn:catalog:AM:Invertebrates - Marine & Other:P.77969	Terrill, C. Peter|Australian Museum|Crustacea Department	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052284	ba3f36dd-192c-4ebd-9aa3-0f20eedfef29	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, west side of Davis Point	Invertebrates - Marine & Other	1100787712	ba3f36dd-192c-4ebd-9aa3-0f20eedfef29	P.77969	ecatalogue.LocCollectionEventLocal: [CA 108] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, west side of Davis Point (52° 34' S, 169° 13' E) 04/01/1980 - 04/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100764362	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.461+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.216	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	4.0	1980-01-04	4.0	4.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.461+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c27ec933-56f6-4683-9838-7e594db0c8bc'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1145731|urn:catalog:AM:Invertebrates - Marine & Other:P.44951	Lowry, J.K.|Terrill, P.C.	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052701	c27ec933-56f6-4683-9838-7e594db0c8bc	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, west side of Davis Point	Invertebrates - Marine & Other	1100764362	c27ec933-56f6-4683-9838-7e594db0c8bc	P.44951	ecatalogue.LocCollectionEventLocal: [CA 98] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, west side of Davis Point (52° 34' S, 169° 13' E) 04/01/1980 - 04/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100764438	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:08.490+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.533	169.2	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	12.0	1980-01-12	12.0	12.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:08.490+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e21d662d-ad9f-4f85-8718-0101b225f22e'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022868|urn:catalog:AM:Invertebrates - Marine & Other:P.44965	Lowry, J.K.|Terrill, P.C.	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052563	e21d662d-ad9f-4f85-8718-0101b225f22e	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs on north-west side of first bay north-west of Boulder Beach	Invertebrates - Marine & Other	1100764438	e21d662d-ad9f-4f85-8718-0101b225f22e	P.44965	ecatalogue.LocCollectionEventLocal: [CA 147] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs on north-west side of first bay north-w... (52° 32' S, 169° 12' E) 12/01/1980 - 12/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100787644	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:11.064+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.533	169.2	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	14.0	1980-01-14	14.0	14.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:11.064+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'eb3dcba6-7837-45f7-b490-5cc88a8ea188'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253706|urn:catalog:AM:Invertebrates - Marine & Other:P.77989	Terrill, C. Peter|Australian Museum|Crustacea Department	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052576	eb3dcba6-7837-45f7-b490-5cc88a8ea188	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, first bay north-west of boulder beach	Invertebrates - Marine & Other	1100787644	eb3dcba6-7837-45f7-b490-5cc88a8ea188	P.77989	ecatalogue.LocCollectionEventLocal: [CA 165] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, first bay north-west of boulder beach (52° 32' S, 169° 12' E) 14/01/1980 - 14/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
1100788039	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:00.232+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.533	169.2	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	9.0	1980-01-09	9.0	9.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:00.232+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f27c3749-3237-4356-a8c2-c057007666bb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1265679|urn:catalog:AM:Invertebrates - Marine & Other:P.78396	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052545	f27c3749-3237-4356-a8c2-c057007666bb	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/13,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach	Invertebrates - Marine & Other	1100788039	f27c3749-3237-4356-a8c2-c057007666bb	P.78396	ecatalogue.LocCollectionEventLocal: [CA-122] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach (52° 32' S, 169° 12' E) 09/01/1980 - 09/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
1100787707	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:11.582+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.533	169.2	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	9.0	1980-01-09	9.0	9.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:11.582+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fa4f0f86-c707-43f2-9294-8c162567bade'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253627|urn:catalog:AM:Invertebrates - Marine & Other:P.77967	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052295	fa4f0f86-c707-43f2-9294-8c162567bade	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/13,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach	Invertebrates - Marine & Other	1100787707	fa4f0f86-c707-43f2-9294-8c162567bade	P.77967	ecatalogue.LocCollectionEventLocal: [CA 120] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs on north-west side of Boulder Beach (52° 32' S, 169° 12' E) 09/01/1980 - 09/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100764414	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:17.073+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.6	169.15	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	2.0	1.0	1980-02-01	32.0	32.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:17.073+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '09d3126e-361f-48ff-b97c-e69ea5586a7c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022874|urn:catalog:AM:Invertebrates - Marine & Other:P.44988	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052397	09d3126e-361f-48ff-b97c-e69ea5586a7c	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, west side of Southeast Harbour	Invertebrates - Marine & Other	1100764414	09d3126e-361f-48ff-b97c-e69ea5586a7c	P.44988	ecatalogue.LocCollectionEventLocal: [CA 253] Southern Ocean, New Zealand, Campbell Island, west side of Southeast Harbour (52° 36' S, 169° 09' E) 01/02/1980 - 01/02/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100764431	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:02.060+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.6	169.15	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	2.0	1.0	1980-02-01	32.0	32.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:02.060+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1990ba4c-250c-43fe-9346-c171ff7e818e'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1145732|urn:catalog:AM:Invertebrates - Marine & Other:P.44987	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052619	1990ba4c-250c-43fe-9346-c171ff7e818e	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, west side of Southeast Harbour	Invertebrates - Marine & Other	1100764431	1990ba4c-250c-43fe-9346-c171ff7e818e	P.44987	ecatalogue.LocCollectionEventLocal: [CA-251] Southern Ocean, New Zealand, Campbell Island, west side of Southeast Harbour (52° 36' S, 169° 09' E) 01/02/1980 - 01/02/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100788170	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:21.858+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.6	169.15	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	2.0	2.0	1980-02-02	33.0	33.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:21.858+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d5bd613-1319-4e11-998a-262785e201fb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1265851|urn:catalog:AM:Invertebrates - Marine & Other:P.78469	Terrill, C. Peter|Australian Museum|Crustacea Department	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052401	5d5bd613-1319-4e11-998a-262785e201fb	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, middle of Southeast Harbour	Invertebrates - Marine & Other	1100788170	5d5bd613-1319-4e11-998a-262785e201fb	P.78469	ecatalogue.LocCollectionEventLocal: [CA 256] Southern Ocean, New Zealand, Campbell Island, middle of Southeast Harbour (52° 36' S, 169° 09' E) 02/02/1980 - 02/02/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
1100764432	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:44.099+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.6	169.15	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	2.0	1.0	1980-02-01	32.0	32.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:44.099+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7aae868f-0d77-4d90-965b-1dfe74accaf8'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1107095|urn:catalog:AM:Invertebrates - Marine & Other:P.44986	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052617	7aae868f-0d77-4d90-965b-1dfe74accaf8	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, west side of Southeast Harbour	Invertebrates - Marine & Other	1100764432	7aae868f-0d77-4d90-965b-1dfe74accaf8	P.44986	ecatalogue.LocCollectionEventLocal: [CA-250] Southern Ocean, New Zealand, Campbell Island, west side of Southeast Harbour (52° 36' S, 169° 09' E) 01/02/1980 - 01/02/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
