key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	identificationRemarks	http://unknown.org/species	nameAccordingTo	sex	stateProvince	samplingProtocol	depth	depthAccuracy	typeStatus	datasetName	preparations	scientificNameID	locationID	footprintWKT	language	modified	references	datasetID	recordNumber	locality	bibliographicCitation
1100764429	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:07.491+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.55	169.066	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	24.0	1980-01-24	24.0	24.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:07.491+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '25f76671-9daf-426c-a43f-4c23c0c9c39d'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022873|urn:catalog:AM:Invertebrates - Marine & Other:P.44980	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052596	25f76671-9daf-426c-a43f-4c23c0c9c39d	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, Northwest Bay, mouth of small cove east of Limestone Point	Invertebrates - Marine & Other	1100764429	25f76671-9daf-426c-a43f-4c23c0c9c39d	P.44980	ecatalogue.LocCollectionEventLocal: [CA-208] Southern Ocean, New Zealand, Campbell Island, Northwest Bay, mouth of small cove east of Limestone Point (52° 33' S, 169° 04' E) 24/01/1980 - 24/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802	ecatalogue.IdeComments: both sexes as well as immature;	Austrodecus enzoi	Clark, 1977																		
1100787637	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:03.636+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.55	169.066	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	24.0	1980-01-24	24.0	24.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:03.636+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2855c73d-56ba-4360-8ed5-f9e504fded0c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253700|urn:catalog:AM:Invertebrates - Marine & Other:P.77987	Terrill, C. Peter|Australian Museum|Crustacea Department	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052593	2855c73d-56ba-4360-8ed5-f9e504fded0c	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2017/1/19,verbatimUncertainty:1km-10km}	Campbell Island, Northwest Bay, mouth of small cove east of Limestone Point	Invertebrates - Marine & Other	1100787637	2855c73d-56ba-4360-8ed5-f9e504fded0c	P.77987	ecatalogue.LocCollectionEventLocal: [CA 205] Southern Ocean, New Zealand, Campbell Island, Northwest Bay, mouth of small cove east of Limestone Point (52° 33' S, 169° 04' E) 24/01/1980 - 24/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100764390	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:27.450+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.183	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	3.0	1980-01-03	3.0	3.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:27.450+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2fe2b03f-f64c-4354-ab30-ecee3f9d2f09'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022863|urn:catalog:AM:Invertebrates - Marine & Other:P.44949	Lowry, J.K.|Terrill, P.C.	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052696	2fe2b03f-f64c-4354-ab30-ecee3f9d2f09	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, caves east of Divers Point	Invertebrates - Marine & Other	1100764390	2fe2b03f-f64c-4354-ab30-ecee3f9d2f09	P.44949	ecatalogue.LocCollectionEventLocal: [CA-92] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, caves east of Divers Point (52° 34' S, 169° 11' E) 03/01/1980 - 03/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100764419	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:19.229+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.216	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	4.0	1980-01-04	4.0	4.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:19.229+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '467ac4ac-06a9-43e9-ae05-af9efe08ad32'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120621|urn:catalog:AM:Invertebrates - Marine & Other:P.44950	Lowry, J.K.|Terrill, P.C.	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052700	467ac4ac-06a9-43e9-ae05-af9efe08ad32	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, west side of Davis Point	Invertebrates - Marine & Other	1100764419	467ac4ac-06a9-43e9-ae05-af9efe08ad32	P.44950	ecatalogue.LocCollectionEventLocal: [CA 97] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, west side of Davis Point (52° 34' S, 169° 13' E) 04/01/1980 - 04/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100787635	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:16.708+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.55	169.066	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	22.0	1980-01-22	22.0	22.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:16.708+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '49726cdc-cbc8-448c-a148-8da536583253'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253697|urn:catalog:AM:Invertebrates - Marine & Other:P.77986	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052584	49726cdc-cbc8-448c-a148-8da536583253	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:1km-10km}	Campbell Island, Northwest Bay, east side of Windlass Bay	Invertebrates - Marine & Other	1100787635	49726cdc-cbc8-448c-a148-8da536583253	P.77986	ecatalogue.LocCollectionEventLocal: [CA-184] Southern Ocean, New Zealand, Campbell Island, Northwest Bay, east side of Windlass Bay (52° 33' S, 169° 04' E) 22/01/1980 - 22/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100764409	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:44.793+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.533	169.2	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	13.0	1980-01-13	13.0	13.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:44.793+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '7db34be2-5f57-444e-a058-f6df57dd12ec'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1022869|urn:catalog:AM:Invertebrates - Marine & Other:P.44968	Terrill, C. Peter|Australian Museum|Crustacea Department	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052566	7db34be2-5f57-444e-a058-f6df57dd12ec	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs on north-west side of first bay north-west of Boulder Beach	Invertebrates - Marine & Other	1100764409	7db34be2-5f57-444e-a058-f6df57dd12ec	P.44968	ecatalogue.LocCollectionEventLocal: [CA-150] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs on north-west side of first bay north-w... (52° 32' S, 169° 12' E) 13/01/1980 - 13/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	FEMALE																	
1100787619	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:38.748+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.55	169.066	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	23.0	1980-01-23	23.0	23.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:38.748+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '853c34d3-77d9-4c0e-abb0-645192c44677'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253677|urn:catalog:AM:Invertebrates - Marine & Other:P.77981	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052357	853c34d3-77d9-4c0e-abb0-645192c44677	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, Northwest Bay, mouth of Windlass Bay	Invertebrates - Marine & Other	1100787619	853c34d3-77d9-4c0e-abb0-645192c44677	P.77981	ecatalogue.LocCollectionEventLocal: [CA 190] Southern Ocean, New Zealand, Campbell Island, Northwest Bay, mouth of Windlass Bay (52° 33' S, 169° 04' E) 23/01/1980 - 23/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
1100764386	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:35.400+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.216	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	4.0	1980-01-04	4.0	4.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:35.400+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '856e855a-2be6-408b-82a4-41bef4a40b68'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1157603|urn:catalog:AM:Invertebrates - Marine & Other:P.44955	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052277	856e855a-2be6-408b-82a4-41bef4a40b68	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/28,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, west side of Davis Point	Invertebrates - Marine & Other	1100764386	856e855a-2be6-408b-82a4-41bef4a40b68	P.44955	ecatalogue.LocCollectionEventLocal: [CA 106] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, west side of Davis Point (52° 34' S, 169° 13' E) 04/01/1980 - 04/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100788088	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:59.268+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.566	169.216	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	1.0	1980-01-01	1.0	1.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:59.268+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ab8d2dda-5638-4594-9a3e-c300e7d40fae'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1265535|urn:catalog:AM:Invertebrates - Marine & Other:P.78384	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052493	ab8d2dda-5638-4594-9a3e-c300e7d40fae	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, Perseverance Harbour, west side of Davis Point	Invertebrates - Marine & Other	1100788088	ab8d2dda-5638-4594-9a3e-c300e7d40fae	P.78384	ecatalogue.LocCollectionEventLocal: [CA 67] Southern Ocean, New Zealand, Campbell Island, Perseverance Harbour, west side of Davis Point (52° 34' S, 169° 13' E) 01/01/1980 - 01/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977	MALE																	
1100787610	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:50.633+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	2117935	1	54	354	9477065	6314	2117918	2117935	2117935	Austrodecus enzoi Clark, 1971	Austrodecus enzoi Clark, 1971	Animalia	Arthropoda	Pantopoda	Austrodecidae	Austrodecus	Austrodecus enzoi	Austrodecus	enzoi	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-52.55	169.15	0.001	10000.0	OCEANIA	{'level0': {'gid': 'NZL', 'name': 'New Zealand'}, 'level1': {'gid': 'NZL.13_1', 'name': 'Southern Islands'}, 'level2': {'gid': 'NZL.13.4_1', 'name': 'Campbell Islands'}}	Southern Ocean	1980.0	1.0	13.0	1980-01-13	13.0	13.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:50.633+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ac77e82a-9142-4976-90a0-2fcebfa964fc'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1253645|urn:catalog:AM:Invertebrates - Marine & Other:P.77978	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA	urn:australianmuseum.net.au:Events:1052570	ac77e82a-9142-4976-90a0-2fcebfa964fc	Austrodecus enzoi Clark, 1977	7000	{dcterms:type:PhysicalObject,dcterms:modified:2016/10/20,verbatimUncertainty:1km-10km}	Campbell Island, Smoothwater Bay, cliffs west of East Cape	Invertebrates - Marine & Other	1100787610	ac77e82a-9142-4976-90a0-2fcebfa964fc	P.77978	ecatalogue.LocCollectionEventLocal: [CA-154] Southern Ocean, New Zealand, Campbell Island, Smoothwater Bay, cliffs west of East Cape (52° 33' S, 169° 09' E) 13/01/1980 - 13/01/1980;	AM	https://biodiversity.org.au/afd/taxa/07a64d54-f979-4731-8582-9612c9dc8802		Austrodecus enzoi	Clark, 1977																		
