key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	identifiedBy	typeStatus	sex	stateProvince	bibliographicCitation	otherCatalogNumbers	dynamicProperties
1321534686	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:47.198+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-64.8744	-63.5503	114.5	18.5	ANTARCTICA	{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1973.0	3.0	9.0	1973-03-09	68.0	68.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-18T13:50:00.000+00:00	2024-07-02T12:39:47.198+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3bf932d67-008d-4146-8b02-c1b1099fe919'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Maine	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3bf932d67-008d-4146-8b02-c1b1099fe919	urn:lsid:biocol.org:col:34871	09 MAR 1973	unknown, from legacy	Antarctic Peninsula, Palmer Archipelago, Doumer Island, SE of island	Degrees Minutes Seconds	USARP/HE/731/1937/UME	IZ	1321534686	http://n2t.net/ark:/65665/3bf932d67-008d-4146-8b02-c1b1099fe919	USNM 1122808	USNM	1937	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1321494753	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:21.012+00:00	395	{}	PRESERVED_SPECIMEN	18.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-36.0867	-52.2983	2460.0	20.0		{}	South Atlantic Ocean	South Atlantic Ocean, Uruguay	1971.0	3.0	27.0	1971-03-27	86.0	86.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-25T15:47:00.000+00:00	2024-07-02T12:39:21.012+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3bdcfedc1-59d9-44e4-83c9-2c2213730b0e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Woods Hole Oceanographic Institution	Alcohol (Ethanol)	WGS84	Pycnogonida	UY	[]	[]	LATIN_AMERICA	Uruguay	NORTH_AMERICA	http://n2t.net/ark:/65665/3bdcfedc1-59d9-44e4-83c9-2c2213730b0e	urn:lsid:biocol.org:col:34871	27 Mar 1971		Montevideo, southeast of	Degrees Minutes Seconds		IZ	1321494753	http://n2t.net/ark:/65665/3bdcfedc1-59d9-44e4-83c9-2c2213730b0e	USNM 181069	USNM	262	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)						
1322829998	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:40:04.038+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-62.295	-58.5767	66.5	11.5	ANTARCTICA	{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1971.0	12.0	21.0	1971-12-21	355.0	355.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-09-09T13:59:00.000+00:00	2024-07-02T12:40:04.038+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f8fb4afe-7041-4270-843f-5d477375dbc4'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3f8fb4afe-7041-4270-843f-5d477375dbc4	urn:lsid:biocol.org:col:34871	21 DEC 1971	unknown, from legacy	South Shetland Islands, King George Island, Stranger Point	Degrees Minutes Seconds	USARP/HE/721/704/SOSC	IZ	1322829998	http://n2t.net/ark:/65665/3f8fb4afe-7041-4270-843f-5d477375dbc4	USNM 1122807	USNM	704	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1319564926	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:35.468+00:00	395	{}	PRESERVED_SPECIMEN	9.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-64.075	-67.742	2790.5	27.5		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1962.0	10.0	20.0	1962-10-20	293.0	293.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:39:00.000+00:00	2024-07-02T12:37:35.468+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3688037fd-5f91-4c66-98a3-e5289541b203'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3688037fd-5f91-4c66-98a3-e5289541b203	urn:lsid:biocol.org:col:34871	20 OCT 1962	unknown, from legacy	Antarctic Peninsula	Degrees Minutes Seconds	USARP/EL/5/268/USC	IZ	1319564926	http://n2t.net/ark:/65665/3688037fd-5f91-4c66-98a3-e5289541b203	USNM 152764	USNM	268	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Hedgpeth, J. W.	PARATYPE					
1322580146	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:29.082+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-64.075	-67.742	2790.5	27.5		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1962.0	10.0	20.0	1962-10-20	293.0	293.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:38:00.000+00:00	2024-07-02T12:38:29.082+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3ede19f69-2e16-4e03-87c2-b847dc9c1734'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3ede19f69-2e16-4e03-87c2-b847dc9c1734	urn:lsid:biocol.org:col:34871	20 OCT 1962	unknown, from legacy	Antarctic Peninsula	Degrees Minutes Seconds	USARP/EL/5/268/USC	IZ	1322580146	http://n2t.net/ark:/65665/3ede19f69-2e16-4e03-87c2-b847dc9c1734	USNM 113004	USNM	268	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Fry, W. G.; Hedgpeth, J. W.	ALLOTYPE	FEMALE				
1322655412	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:20.989+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-64.075	-67.742	2790.5	27.5		{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1962.0	10.0	20.0	1962-10-20	293.0	293.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:38:00.000+00:00	2024-07-02T12:38:20.989+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3f138a64e-f745-44a2-a68b-4aa2fe204b71'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	University of Southern California	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/3f138a64e-f745-44a2-a68b-4aa2fe204b71	urn:lsid:biocol.org:col:34871	20 OCT 1962	unknown, from legacy	Antarctic Peninsula	Degrees Minutes Seconds	USARP/EL/5/268/USC	IZ	1322655412	http://n2t.net/ark:/65665/3f138a64e-f745-44a2-a68b-4aa2fe204b71	USNM 113003	USNM	268	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Fry, W. G.; Hedgpeth, J. W.	HOLOTYPE	MALE				
1317316749	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:49.243+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-55.025	-58.9	2452.0			{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1962.0	12.0	4.0	1962-12-04	338.0	338.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:40:00.000+00:00	2024-07-02T12:36:49.243+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3050ec274-d5e8-4cc3-bcd0-91a8ca1a0e0d'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Southern California	Alcohol (Ethanol)	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/3050ec274-d5e8-4cc3-bcd0-91a8ca1a0e0d	urn:lsid:biocol.org:col:34871	04 DEC 1962	unknown, from legacy	south of Burdwood Bank	Degrees Minutes Seconds	USARP/EL/6/350/USC	IZ	1317316749	http://n2t.net/ark:/65665/3050ec274-d5e8-4cc3-bcd0-91a8ca1a0e0d	USNM 1122795	USNM	350	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1328190901	f0c3a31b-df3b-4670-ac1d-0c58d13e1420	d6bc1312-f24f-4258-b117-a13243b915ff	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2bbcc64b-16bb-4f74-8dfc-64c93cf0e109	d6bc1312-f24f-4258-b117-a13243b915ff	AR	EML	2023-01-07T12:56:49.754+00:00	2024-01-25T02:14:53.879+00:00	108	{}	OCCURRENCE		PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-36.669998	-56.669998			SOUTH_AMERICA	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2015-09-01T09:17:00.000+00:00	2024-01-25T02:14:53.879+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1328190901'}]	[]	[]	[]			False				WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	LATIN_AMERICA	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-674				Cabo San Antonio			CNP-MARINEINVER	1328190901	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-674	CNP-MARINEINVER-674	CENPAT-CONICET							Buenos Aires	Larramendy, M.L. & Castellanos, Z., 1978. Sobre un nuevo picnogonido del Mar Argentino (Pycnogonida, Pallenidae). Neotropica, 24(72), 91-97.		
1057204744	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:00.875+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'http://purl.org/dc/terms/created': '1187782368000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]}	PRESERVED_SPECIMEN	2.0	PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE			3.0	0.0		{}									['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:00.875+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2234488'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1976 - 1984: page 90', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/300ae144-f4ad-418c-8ecc-9222ac2370b8'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True					Pycnogonida		[]	[]			EUROPE	2234488						Stn 268	ZOO	1057204744	5b8d0ab1-ba5a-4dba-9ad1-ed6698ce22ec	1979.41	NHMUK					PARATYPE				NHMUK:ecatalogue:2234488	"{""associatedMediaCount"": 1, ""barcode"": ""011040896"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1311783748000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Cilunculus acanthus Hedgpeth & Say"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057204744"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR06"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"
1055407484	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:59.899+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1962 - 1969: page 76', 'http://purl.org/dc/terms/created': '1187780273000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/32c96f2f-b601-4217-9ba9-3d0bdd4b3fc7'}]}	PRESERVED_SPECIMEN		PRESENT	2118520	1	54	354	9477065	6313	2118496	2118520	2118520	Cilunculus acanthus Fry & Hedgpeth, 1969	Cilunculus acanthus Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Cilunculus	Cilunculus acanthus	Cilunculus	acanthus	SPECIES	ACCEPTED	NE	-64.02	-67.735278				{}									['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:17:59.899+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '2244412'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1962 - 1969: page 76', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/32c96f2f-b601-4217-9ba9-3d0bdd4b3fc7'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e		True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	2244412						268	ZOO	1055407484	9fd63774-daed-43e9-8ec6-3ee593e334fb	1966.3.11.4-5	NHMUK		Arthropoda; Chelicerata; Pantopoda; Ammotheoidea; Ammotheidae			PARATYPE	MALE			NHMUK:ecatalogue:2244412	"{""associatedMediaCount"": 1, ""barcode"": ""011043048"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1313091041000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Cilunculus acanthus Hedgpeth & Fry, 1969"", ""determinationTypes"": null, ""donorName"": ""Hedgpeth"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1055407484"", ""gbifIssue"": [""COORDINATE_ROUNDED"", ""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR04"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": ""USNS Eltanin""}"
