key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	establishmentMeans	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceVerificationStatus	locality	eventRemarks	verbatimLocality	collectionCode	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	accessRights	higherClassification	collectionID	depth	organismQuantity	organismQuantityType	datasetID	eventID	recordNumber	scientificNameID	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	networkKeys	coordinateUncertaintyInMeters	depthAccuracy	samplingProtocol	footprintWKT	fieldNumber	occurrenceRemarks	datasetName	recordedBy	identifiedBy	locationID	georeferenceSources	dynamicProperties	associatedSequences	parentNameUsageID	organismID	dateIdentified	taxonRemarks	bibliographicCitation	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders
2416952171	a267b6a7-91f9-457c-889a-481e7aa920b6	b1b3786f-e9b0-4da6-8472-a21a2d7fe48c	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-04-29T00:06:57.207+00:00	2024-04-29T09:02:41.128+00:00	213	{}	PRESERVED_SPECIMEN	7.0	PRESENT	native	4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-77.84861	166.6702	ANTARCTICA	{}	Southern Ocean	Antarctica|Southern Ocean	2010.0	11.0	1.0	2010-11-01	305.0	305.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_FUZZY']	2019-09-12T00:00:00.000+00:00	2024-04-29T09:02:41.128+00:00	http://portal.vertnet.org/o/sio/bic?id=c11323	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:SIO:BIC:C11323'}]	[]	[]	[]	e14c227d-2864-4d0b-b555-e4933af0c69b	30a84bbe-5697-43ca-a319-5cc526856130	False	whole (fixed in 95% EtOH, preserved in 95% EtOH)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	urn:catalog:SIO:BIC:C11323	http://biocol.org/urn:lsid:biocol.org:14844	11/1/2010	requires verification	Cape Armitage, Antarctica.	Dayton 2010 collection; unknown locality informcation	Antarctica | Southern Ocean | Cape Armitage, Antarctica.	BIC	2416952171	en	urn:catalog:SIO:BIC:C11323	PhysicalObject	C11323	SIO	http://vertnet.org/resources/norms.html	Arthropoda | Pycnogonida | Pantopoda | Colossendeidae | Colossendeis	http://grbio.org/cool/t8vy-919z																																						
3466772692	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.155+00:00	273	{}	HUMAN_OBSERVATION		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE			ANTARCTICA	{}			2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-23T06:51:20.155+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6d3adfd9-5932-4be4-a1ab-8e2c33a36870'}]	[]	[]	[]			False			Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	6d3adfd9-5932-4be4-a1ab-8e2c33a36870		1/15/2008						3466772692		6d3adfd9-5932-4be4-a1ab-8e2c33a36870							472.4	1.0	Individuals	ASAC_3010_0645	SampleStation_ 22	IU-2007-51c	urn:lsid:marinespecies.org:taxname:240090	7000	https://biodiversity.org.au/afd/taxa/cb4671b5-020b-4414-89ce-9e0ce9f4e14a	Species	Colossendeis notialis	240090																										
1426810490	081facf0-b768-41ad-b692-3b30a1bcbb1b	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-05-29T01:32:01.002+00:00	2024-01-24T15:46:43.557+00:00	270	{}	HUMAN_OBSERVATION		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-73.1245	174.3205		{}	Southern Ocean		2008.0	2.0	9.0	2008-02-09T22:19	40.0	40.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2012-08-21T00:00:00.000+00:00	2024-01-24T15:46:43.557+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '47'}]	[]	[]	[]			True		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	47				site C1, shelf,  eastern Ross Sea			International Polar Year-CAML New Zealand	1426810490		47		IPY TAN0802/17 Colossendeis notialis	National Institute of Water and Atomspheric Reseach (NZ)				321.0						urn:lsid:marinespecies.org:taxname:240090						['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	10.0	0.0	GearType=Trawl, fish, bottom	LINESTRING (174.3205 -73.1245, 174.303 -73.133)	TAN0802/17	GearType=Trawl, fish, bottom																			
4081055401	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.723+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-73.1245	174.3205		{}			2008.0	2.0	9.0	2008-02-09	40.0	40.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']		2024-01-25T07:20:22.723+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5e91a10e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			True	Subsample(s), DNA subsample = 1; Specimen(s), Ethanol - no formalin = 1	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	5e91a10e-fa36-11e2-96b3-aa6f927c92a3				site C1, shelf,  eastern Ross Sea			NIWA	4081055401	en	5e91a10e-fa36-11e2-96b3-aa6f927c92a3		35411	NIWA Invertebrate Collection				321.0						urn:lsid:marinespecies.org:taxname:240090						['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	100.0		Trawl, Fish, Bottom	LINESTRING (174.3205 -73.1245, 174.303 -73.133)			NIWA Invertebrate Collection	IPY CAML	Arango, Claudia	TAN0802/17	GPS														
3466772435	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:16.855+00:00	273	{}	HUMAN_OBSERVATION		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE			ANTARCTICA	{}			2008.0	2.0	9.0	2008-02-09	40.0	40.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-23T06:51:16.855+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ebdd41b1-7c82-4d5d-befc-31e9f9aa531f'}]	[]	[]	[]			True	ETOH - No Formalin		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	ebdd41b1-7c82-4d5d-befc-31e9f9aa531f		2/9/2008						3466772435		ebdd41b1-7c82-4d5d-befc-31e9f9aa531f		35411					321.0	1.0	Individuals	ASAC_3010_0005	SampleStation_ TAN0802/17	NIWA.0005	urn:lsid:marinespecies.org:taxname:240090	7000	https://biodiversity.org.au/afd/taxa/cb4671b5-020b-4414-89ce-9e0ce9f4e14a	Species	Colossendeis notialis	240090				TF - Trawl, fish, bottom	LINESTRING (174.3205 -73.1245, 174.303 -73.133)					C. Arango			{materialSampleID:PL2A9}													
2382901817	968dfa3e-3614-4bab-a3b5-e9209bdd6078	c3ad790a-d426-4ac1-8e32-da61f81f0117	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2023-06-03T13:09:42.774+00:00	2024-01-24T22:36:15.210+00:00	159	{}	PRESERVED_SPECIMEN		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-73.124496	174.320007		{}	Ross Sea		2008.0	2.0	14.0	2008-02-14	45.0	45.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_COORDINATE_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-01-24T22:36:15.210+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	True	[{'identifier': 'OGL_MSC_NortheasternUniversity_S12165'}]	[]	[]	[]	8c116cac-9394-4c4e-be14-06184bdc62bd	0f00dede-1a1f-49e5-ae69-2bc40db635c5	False		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	OGL_MSC_NortheasternUniversity_S12165	8c116cac-9394-4c4e-be14-06184bdc62bd				Collection Event Notes: Collector name listed as R/VTANGAROA		OGL	2382901817		OGL_MSC_NortheasternUniversity_S12165		S12165	OGL			0f00dede-1a1f-49e5-ae69-2bc40db635c5				OGL_MSC_NortheasternUniversity	CE01695	35411; 67	urn:lsid:marinespecies.org:taxname:240090					T02253	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']			ND				Ocean Genome Legacy Collection		Claudia Arango	CL02390			BOLD ID: 35411	134586	S12165										
3466772716	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.211+00:00	273	{}	HUMAN_OBSERVATION		PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE			ANTARCTICA	{}			2007.0	12.0	30.0	2007-12-30	364.0	364.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']		2024-06-23T06:51:20.211+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9b92c52e-117c-4840-8775-d325c196633e'}]	[]	[]	[]			False			Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	9b92c52e-117c-4840-8775-d325c196633e		12/30/2007						3466772716		9b92c52e-117c-4840-8775-d325c196633e							200.37	1.0	Individuals	ASAC_3010_0570	SampleStation_ 47	IU-2007-35a	urn:lsid:marinespecies.org:taxname:240090	7000	https://biodiversity.org.au/afd/taxa/cb4671b5-020b-4414-89ce-9e0ce9f4e14a	Species	Colossendeis notialis	240090																										
1426807529	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:29.535+00:00	259	{}	HUMAN_OBSERVATION	7.0	PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-71.696667	172.073667		{}	Southern Ocean		2004.0	2.0	5.0	2004-02-05T00:11/2004-02-05T00:26	36.0	36.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:29.535+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1113'}]	[]	[]	[]			True		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	1113				Ross 3			MBIS BioRoss	1426807529	en	1113		TAN0402/9 Colossendeis notialis	NIWA				637.0						urn:lsid:marinespecies.org:taxname:240090						['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	30.0	10.0	Bottom trawl	LINESTRING (172.073667 -71.696667, 172.097167 -71.7065)	TAN0402/9	GearType= Bottom trawl			Johanna Nielsen							2005-06-20T00:00:00	Colossendeis notialis	Colossendeis notialis (MBIS BioRoss 1113)							
1426808231	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.749+00:00	259	{}	HUMAN_OBSERVATION	11.0	PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-71.711	172.044667		{}	Southern Ocean		2004.0	2.0	5.0	2004-02-05T01:33/2004-02-05T01:48	36.0	36.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.749+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1833'}]	[]	[]	[]			True		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	1833				Ross 3			MBIS BioRoss	1426808231	en	1833		TAN0402/10 Colossendeis notialis	NIWA				628.5						urn:lsid:marinespecies.org:taxname:240090						['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	30.0	7.5	Bottom trawl	LINESTRING (172.044667 -71.711, 172.0185 -71.7005)	TAN0402/10	GearType= Bottom trawl			Johanna Nielsen							2005-06-20T00:00:00	Colossendeis notialis	Colossendeis notialis (MBIS BioRoss 1833)							
1426808217	03e5566b-7802-45cc-a1be-bac840e2a133	c58ac019-b413-4613-8772-39e57acbeb8e	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2024-01-26T19:08:32.177+00:00	2024-01-29T08:17:30.751+00:00	259	{}	HUMAN_OBSERVATION	1.0	PRESENT		4338378	1	54	354	9477065	2012	2117538	4338378	4338378	Colossendeis notialis Child, 1995	Colossendeis notialis Child, 1995	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis notialis	Colossendeis	notialis	SPECIES	ACCEPTED	NE	-71.709833	171.827333		{}	Southern Ocean		2004.0	2.0	5.0	2004-02-05T06:25/2004-02-05T06:40	36.0	36.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2013-11-03T00:00:00.000+00:00	2024-01-29T08:17:30.751+00:00		http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1835'}]	[]	[]	[]			True		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	1835				Ross 3			MBIS BioRoss	1426808217	en	1835		TAN0402/13 Colossendeis notialis	NIWA				533.5						urn:lsid:marinespecies.org:taxname:240090						['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	30.0	1.5	Epibenthic sled	LINESTRING (171.827333 -71.709833, 171.820167 -71.713167)	TAN0402/13	GearType= Epibenthic sled			Johanna Nielsen							2005-06-20T00:00:00	Colossendeis notialis	Colossendeis notialis (MBIS BioRoss 1835)							
