key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1320466711	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:07.771+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2118088	1	54	354	9477065	2011	2118081	2118088	2118088	Cheilopallene gigantea Child, 1987	Cheilopallene gigantea Child, 1987	Animalia	Arthropoda	Pantopoda	Callipallenidae	Cheilopallene	Cheilopallene gigantea	Cheilopallene	gigantea	SPECIES	ACCEPTED	NE	-66.47	-57.43	595.5	14.5	{}	Antarctic Ocean	Antarctic Ocean, Antarctica	1970	8	17	1970-08-17	229	229	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2013-01-11T15:38:00.000+00:00	2024-07-02T12:39:07.771+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/39065290a-534a-4f4c-84c4-03dd7df38c4b'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=21035'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA	http://n2t.net/ark:/65665/39065290a-534a-4f4c-84c4-03dd7df38c4b	urn:lsid:biocol.org:col:34871	17 Aug 1970	unknown, from legacy	Antarctic Peninsula, Off Larsen Ice Shelf	Degrees Minutes Seconds	IZ	1320466711	http://n2t.net/ark:/65665/39065290a-534a-4f4c-84c4-03dd7df38c4b	USNM 233609	USNM	3-28D	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055742098	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:49.872+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2118088	1	54	354	9477065	2011	2118081	2118088	2118088	Cheilopallene gigantea Child, 1987	Cheilopallene gigantea Child, 1987	Animalia	Arthropoda	Pantopoda	Callipallenidae	Cheilopallene	Cheilopallene gigantea	Cheilopallene	gigantea	SPECIES	ACCEPTED	NE	-66.47	-57.43	595.5	14.5	{}			1970	8	17	1970-08-17	229	229	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:49.872+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1814'}]	[]	[]	[]			True				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1814				Weddell Sea		WoRMS type localities	4055742098	WoRMS Editorial Board:WoRMS type localities:sm_id_1814	sm_id_1814	WoRMS Editorial Board				http://www.marinespecies.org/aphia.php?p=specdetails&id=1814	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:173058	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cheilopallene gigantea</i> Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173058
