key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionID	verbatimEventDate	institutionCode	fieldNumber	gbifID	language	occurrenceID	type	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	waterBody	modified	footprintWKT	locality	occurrenceRemarks	collectionCode	sex	dynamicProperties	datasetName	recordedBy	locationID	georeferenceSources	associatedSequences	collectionKey	eventRemarks	parentNameUsageID	organismID	collectionID	dateIdentified	individualCount	verbatimDepth	ownerInstitutionCode	parentEventID	coordinatePrecision	stateProvince	otherCatalogNumbers	acceptedNameUsage	verbatimLocality	locationRemarks	nameAccordingTo	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	typeStatus	references	bibliographicCitation
4081186991	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.739+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-37.224166	177.234166	100.0	695.5	2.5	{}	2004.0	11.0	11.0	2004-11-11	316.0	316.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.739+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5d814a58-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5d814a58-fa36-11e2-96b3-aa6f927c92a3	17986	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection		4081186991	en	5d814a58-fa36-11e2-96b3-aa6f927c92a3												LINESTRING (177.234166 -37.224166, 177.237666 -37.2195)	Nukuhou Knoll		NIWA			NIWA Invertebrate Collection	NIWA; Seamount	TAN0413/63	GPS							2005-01-01T00:00:00																		
4081064127	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.757+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-44.03017	175.4175	500.0	490.0		{}	2001.0	1.0	17.0	2001-01-17	17.0	17.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.757+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5f0a979e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), None = 1		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5f0a979e-fa36-11e2-96b3-aa6f927c92a3	8089	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection	TAN0101/100	4081064127	en	5f0a979e-fa36-11e2-96b3-aa6f927c92a3												POINT (175.4175 -44.03017)			NIWA			NIWA Invertebrate Collection		Z10823																										
4081102005	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.251+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-42.786167	-179.985333	500.0	946.5	46.5	{}	2001.0	4.0	16.0	2001-04-16	106.0	106.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.251+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5cf87e8a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	Nielsen, Johanna	Specimen(s), Ethanol - no formalin = 1	Sled, epibenthic	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5cf87e8a-fa36-11e2-96b3-aa6f927c92a3	17995	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection	TAN0104/48	4081102005	en	5cf87e8a-fa36-11e2-96b3-aa6f927c92a3												POINT (-179.9853333 -42.7861667)	Diabolical Seamount		NIWA			NIWA Invertebrate Collection	NIWA; MFish	TAN0104/48								2005-01-01T00:00:00																		
4444205514	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.094+00:00	69		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-73.605	-22.316667				{}	1996.0	2.0	14.0	1996-02-14	45.0	45.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.094+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode			False	[{'identifier': '1e93d362-ba5b-4bde-8fea-51a3085b1a09'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/13	1e93d362-ba5b-4bde-8fea-51a3085b1a09	INV0003170		51e76603-9190-4d7e-9fa4-1ea3b4d4ff86		IORAS	39/13	4444205514		1e93d362-ba5b-4bde-8fea-51a3085b1a09										Weddell Sea			Weddell Sea		OBFc				RV Polarstern				fd699988-ab5d-4737-9443-9085cea191d2				fd699988-ab5d-4737-9443-9085cea191d2		2.0	620.0 - 610.0 m	IORAS	cruise ANT-XIII/3														
4081088900	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.267+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-44.1045	178.0723	500.0	1037.0	0.0	{}	1995.0	10.0	10.0	1995-10-10	283.0	283.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.267+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5c6ce10e-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), Unknown = 1		WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5c6ce10e-fa36-11e2-96b3-aa6f927c92a3	4997	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection	TAN9511/35	4081088900	en	5c6ce10e-fa36-11e2-96b3-aa6f927c92a3												POINT (178.0723 -44.1045)			NIWA			NIWA Invertebrate Collection		Z8672																										
4081080662	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.402+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-42.7762	-175.2218	500.0	1363.0	0.0	{}	1994.0	7.0	14.0	1994-07-14	195.0	195.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.402+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5fb40130-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), Unknown = 2	Trawl, Otter	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5fb40130-fa36-11e2-96b3-aa6f927c92a3	4998	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection		4081080662	en	5fb40130-fa36-11e2-96b3-aa6f927c92a3												POINT (-175.2218 -42.7762)			NIWA			NIWA Invertebrate Collection	NZOI	X536																										
1100784855	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:54.581+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-11.533	144.166	10000.0			{}	1979.0	2.0	12.0	1979-02-12	43.0	43.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:54.581+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'e48dbdac-01d1-48a4-a36b-9c6cb583a2b7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1055020	e48dbdac-01d1-48a4-a36b-9c6cb583a2b7	P.75265				AM		1100784855		e48dbdac-01d1-48a4-a36b-9c6cb583a2b7					7000	https://biodiversity.org.au/afd/taxa/4270e545-7c14-4698-aa99-65ee0115654b		Colossendeis longirostris							Invertebrates - Marine & Other		{dcterms:type:PhysicalObject,dcterms:modified:2011/11/23,verbatimUncertainty:1km-10km}		Australian Museum|Fish Department									2007-01-01T00:00:00					0.001	Queensland	ecatalogue.irn:1210458|urn:catalog:AM:Invertebrates - Marine & Other:P.75265	Colossendeis longirostris Gordon, 1938	16-17.5km north east of Raine Island	ecatalogue.LocCollectionEventLocal: [FNQ 79-33] Australia, Queensland, 16-17.5km north east of Raine Island (11° 32' S, 144° 10' E) 12/02/1979 - 12/02/1979;	Gordon, 1938							
4081156067	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.900+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-49.5	178.75	500.0	1004.0	0.0	{}	1979.0	3.0	18.0	1979-03-18	77.0	77.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.900+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '5f7f737a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False	Child, C, A	Specimen(s), Unknown = 1	Dredge, rock	WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	OCEANIA		5f7f737a-fa36-11e2-96b3-aa6f927c92a3	4983	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection		4081156067	en	5f7f737a-fa36-11e2-96b3-aa6f927c92a3												POINT (178.75 -49.5)			NIWA			NIWA Invertebrate Collection	NZOI	I694								1994-01-01T00:00:00																		
1321748298	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:36.354+00:00	395		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-45.525	147.217		2920.5	80.5	{}	1967.0	2.0	26.0	1967-02-26	57.0	57.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:36.354+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3c90e514f-8c2c-415f-9baa-f79a8b48bea6'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	Hedgpeth, J. W.	Alcohol (Ethanol)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	NORTH_AMERICA		http://n2t.net/ark:/65665/3c90e514f-8c2c-415f-9baa-f79a8b48bea6	USNM 141988		urn:lsid:biocol.org:col:34871	26 FEB 1967	USNM	USARP/EL/27/1986/USC	1321748298		http://n2t.net/ark:/65665/3c90e514f-8c2c-415f-9baa-f79a8b48bea6										South Pacific Ocean	2014-10-20T12:56:00.000+00:00				IZ			NMNH Extant Biology	University of Southern California	1986			0174f5b3-da29-4967-b8dc-ce75ed53e35d				urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		5.0					Tasmania						South Pacific Ocean, Australia, Tasmania	unknown, from legacy	Degrees Minutes Seconds	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Colossendeidae			
1100746415	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:49.085+00:00	384		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-64.566	127.133				{}	1914.0	1.0	6.0	1914-01-06	6.0	6.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:20:49.085+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '8287bffe-2eb6-40d6-99b8-ea4510346a90'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Gordon, Isabella			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1050762	8287bffe-2eb6-40d6-99b8-ea4510346a90	P.11044				AM		1100746415		8287bffe-2eb6-40d6-99b8-ea4510346a90					7000	https://biodiversity.org.au/afd/taxa/4270e545-7c14-4698-aa99-65ee0115654b		Colossendeis longirostris							Invertebrates - Marine & Other	FEMALE	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/27}		Australasian Antarctic Expedition														0.001		ecatalogue.irn:1094461|urn:catalog:AM:Invertebrates - Marine & Other:P.11044	Colossendeis longirostris Gordon, 1938	Antarctica	ecatalogue.LocCollectionEventLocal: [AAE 5] Antarctica (64° 34' S, 127° 08' E) 06/01/1914 - 06/01/1914;	Gordon, 1938							
4055769537	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:13.623+00:00	81		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-52.85	43.78		3109.0		{}	1914.0	1.0	6.0	1914-01-06	6.0	6.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:13.623+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_927'}]	[]	[]	[]		False				WGS84	Pycnogonida		[]	[]			EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_927	sm_id_927	urn:lsid:marinespecies.org:taxname:173193			WoRMS Editorial Board		4055769537		WoRMS Editorial Board:WoRMS type localities:sm_id_927			https://marineinfo.org/id/dataset/5184								2007-06-20T15:52:33.000+00:00		Indian Ocean		WoRMS type localities																													HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=927	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Colossendeis longirostris</i> Gordon, 1938. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173193
4081175253	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.392+00:00	166		{}	PRESERVED_SPECIMEN	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE						{}							['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.392+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': '600c8d0a-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]		False		Specimen(s), Ethanol - no formalin = 3			Pycnogonida		[]	[]			OCEANIA		600c8d0a-fa36-11e2-96b3-aa6f927c92a3	4999	urn:lsid:marinespecies.org:taxname:173193			NIWA Invertebrate Collection		4081175253	en	600c8d0a-fa36-11e2-96b3-aa6f927c92a3															NIWA			NIWA Invertebrate Collection	NIWA	Z4023																										
318005357	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.949+00:00	124		{}	OCCURRENCE	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-73.605	-22.3167		620.0	0.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.949+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21640'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			21640				BAS		318005357																	SOMBASE Pycnogonids																															
318005544	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.608+00:00	124		{}	OCCURRENCE	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-61.9166	-39.4		2542.5	423.5	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.608+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23487'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE			23487				BAS		318005544																	SOMBASE Pycnogonids																															
318005545	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.611+00:00	124		{}	OCCURRENCE	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-58.9	-53.85		3860.0	43.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.611+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23488'}]	[]	[]	[]		False				WGS84	Pycnogonida		[]	[]			EUROPE			23488				BAS		318005545																	SOMBASE Pycnogonids																															
318005546	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.612+00:00	124		{}	OCCURRENCE	PRESENT	2117566	1	54	354	9477065	2012	2117538	2117566	2117566	Colossendeis longirostris Gordon, 1938	Colossendeis longirostris Gordon, 1938	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis longirostris	Colossendeis	longirostris	SPECIES	ACCEPTED	NE	-41.75	178.0833		2639.0	29.0	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.612+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23489'}]	[]	[]	[]		False				WGS84	Pycnogonida	NZ	[]	[]	OCEANIA	New Zealand	EUROPE			23489				BAS		318005546																	SOMBASE Pycnogonids																															
