key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	higherClassification	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1322427628	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:28.149+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117731	1	54	354	9477065	2013	2117630	2117731	2117731	Nymphon setipedes Child, 1988	Nymphon setipedes Child, 1988	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon setipedes	Nymphon	setipedes	SPECIES	ACCEPTED	NE	16.8033	-88.075	24.4	0.0	NORTH_AMERICA	{}	North Atlantic Ocean, Caribbean Sea	North Atlantic Ocean, Caribbean Sea, Belize	1983	4	2	1983-04-02	92	92	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:17:00.000+00:00	2024-07-02T12:39:28.149+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e729ea54-ff1e-4d09-b524-dee68a3e53eb'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	G. Hendler	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	NORTH_AMERICA	http://n2t.net/ark:/65665/3e729ea54-ff1e-4d09-b524-dee68a3e53eb	urn:lsid:biocol.org:col:34871	02 APR 1983	unknown, from legacy	Carrie Bow Cay, Fore Reef Slope	Degrees Minutes Seconds	IZ	1322427628	http://n2t.net/ark:/65665/3e729ea54-ff1e-4d09-b524-dee68a3e53eb	USNM 233803	USNM	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6				
4055770309	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:20.236+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117731	1	54	354	9477065	2013	2117630	2117731	2117731	Nymphon setipedes Child, 1988	Nymphon setipedes Child, 1988	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon setipedes	Nymphon	setipedes	SPECIES	ACCEPTED	NE	16.8	-88.08	24.4		NORTH_AMERICA	{}			1983	4	2	1983-04-02	92	92	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:12:20.236+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_2067'}]	[]	[]	[]			True					WGS84	Pycnogonida	BZ	[]	[]	LATIN_AMERICA	Belize	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_2067				Caribbean Sea		WoRMS type localities	4055770309	WoRMS Editorial Board:WoRMS type localities:sm_id_2067	sm_id_2067	WoRMS Editorial Board			http://www.marinespecies.org/aphia.php?p=specdetails&id=2067	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239718	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon setipedes</i> Child, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239718
