key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	individualCount	establishmentMeans	decimalLatitude	decimalLongitude	waterBody	higherGeography	modified	references	institutionKey	collectionKey	recordedBy	preparations	geodeticDatum	institutionID	dynamicProperties	georeferenceVerificationStatus	locality	fieldNumber	collectionCode	verbatimLocality	language	type	verbatimDepth	catalogNumber	institutionCode	eventTime	accessRights	higherClassification	collectionID	networkKeys	dateIdentified	depthAccuracy	datasetName	identifiedBy	samplingProtocol	rightsHolder	nomenclaturalCode	locationID	ownerInstitutionCode	coordinateUncertaintyInMeters	vernacularName	sex	georeferenceProtocol	verbatimCoordinateSystem	island	lifeStage	footprintWKT	typeStatus	otherCatalogNumbers	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	nameAccordingTo	http://unknown.org/orders	coordinatePrecision
3466772478	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862	1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:17.812+00:00	273	{}	HUMAN_OBSERVATION	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	413.56	ANTARCTICA	{}	2008.0	1.0	15.0	2008-01-15	15.0	15.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:17.812+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	Individuals	False	[{'identifier': '6de6e7cf-f0cc-488e-9d87-b8b278ed6ee9'}]	[]	[]	[]	False	ASAC_3010_0623	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 18	IU-2007-42m,n	6de6e7cf-f0cc-488e-9d87-b8b278ed6ee9	urn:lsid:marinespecies.org:taxname:173039	1/15/2008	7000	https://biodiversity.org.au/afd/taxa/75934ded-dae5-4edd-90f3-403ee462c82f	Species	Austropallene calmani	3466772478	6de6e7cf-f0cc-488e-9d87-b8b278ed6ee9	173039																																																									
2416962430	a267b6a7-91f9-457c-889a-481e7aa920b6	b1b3786f-e9b0-4da6-8472-a21a2d7fe48c	a957a663-2f17-415f-b1c8-5cf6398df8ed	2053a639-84c3-4be5-b8bc-96b6d88a976c	US	EML	2024-04-29T00:06:57.207+00:00	2024-04-29T09:02:51.251+00:00	213	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	150.0		{}	2000.0	11.0	30.0	2000-11-30	335.0	335.0	['CONTINENT_COORDINATE_MISMATCH', 'INSTITUTION_MATCH_FUZZY']	2024-04-29T09:02:51.251+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'urn:catalog:SIO:BIC:C10502'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			urn:catalog:SIO:BIC:C10502		11/30/2000					2416962430	urn:catalog:SIO:BIC:C10502		7.0	native	-62.275	-58.445	Southern Ocean	Antarctica|Antarctica|Southern Ocean	2019-09-12T00:00:00.000+00:00	http://portal.vertnet.org/o/sio/bic?id=c10502	e14c227d-2864-4d0b-b555-e4933af0c69b	30a84bbe-5697-43ca-a319-5cc526856130	Baldwin & Lovell	whole (fixed in 8% formalin, preserved in 50% EtOH)	WGS84	http://biocol.org/urn:lsid:biocol.org:14844	"{""gear"":""16' Otter trawl"", ""ship"":""R/V L.M. Gould"" }"	requires verification	King George Is.	ERUPT V, sta. 595	BIC	Antarctica | Antarctica | Southern Ocean | King George Is.	en	PhysicalObject	150 150	C10502	SIO	1145	http://vertnet.org/resources/norms.html	Arthropoda | Pycnogonida | Pantopoda | Callipallenidae | Austropallene	http://grbio.org/cool/t8vy-919z																												
1272732782	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:34.064+00:00	381	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	691.5		{}	1993.0	2.0	18.0	1993-02-18	49.0	49.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T06:37:34.064+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': '8ae4efbb-1294-47b5-a34a-0902b5b763a5'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	AA93 158		8ae4efbb-1294-47b5-a34a-0902b5b763a5			7000	https://biodiversity.org.au/afd/taxa/75934ded-dae5-4edd-90f3-403ee462c82f		Austropallene calmani	1272732782	8ae4efbb-1294-47b5-a34a-0902b5b763a5		3.0		-68.9147	76.6172		Antarctica	2019-06-24T18:14:00.000+00:00		22c8fe88-400b-4e8a-92cd-f1c76683f5ba		O'Loughlin, P.M.|Australian National Antarctic Research Expeditions (ANARE)	Wet|ethanol 70%	WGS84	urn:lsid:biocol.org:col:34978			Eastern Prydz Bay, off the Larsemann Hills	AA93 158	Invertebrates	Eastern Prydz Bay, off the Larsemann Hills	en	PhysicalObject		J37971	NMV	06:32:00\06:42:00		Arthropoda | Chelicerata | Pycnogonida | Callipallenidae		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1994-01-01T00:00:00	24.5	AA93	D A. Staples - Museum Victoria (Sciences)	Epibenthic Sled	Museums Victoria	ICZN	AA93 158	NMV																		
147201939	86b7940e-f762-11e1-a439-00145eb45e9a	f69d71e9-a6a9-4531-90f1-5ae6b99f8dc2	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-23T08:46:34.124+00:00	2024-07-23T08:46:59.681+00:00	316	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	667.0		{}	1993.0	2.0	18.0	1993-02-18	49.0	49.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_NONE']	2024-07-23T08:46:59.681+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'cba0f1c7-f8ed-46d8-b061-9f166145efe3'}]	[]	[]	[]	True		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA			cba0f1c7-f8ed-46d8-b061-9f166145efe3			7000	https://biodiversity.org.au/afd/taxa/1609b1ce-fe27-4582-9356-9e61ee4ac5e7		Austropallene calmani	147201939	cba0f1c7-f8ed-46d8-b061-9f166145efe3				-68.914667	76.617167							UNKNOWN OR ANONYMOUS		WGS84				Prydz Bay		ABSD			PhysicalObject		ABSD-7255	AADC							0.0								500.0	Pycnogonid																
1319132533	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:50.557+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	655.0		{}	1982.0	3.0	25.0	1982-03-25	84.0	84.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:50.557+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3555d46e0-eed7-4f4d-9ab4-eed46c573a5f'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/3555d46e0-eed7-4f4d-9ab4-eed46c573a5f		25 MAR 1982					1319132533	http://n2t.net/ark:/65665/3555d46e0-eed7-4f4d-9ab4-eed46c573a5f		3.0		-64.625	-62.8533	Antarctic Ocean	Antarctic Ocean, Antarctica	2013-09-23T13:43:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	G. Hendler & Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			Antarctic Peninsula, Palmer Archipelago, Anvers Island, Ryswyck Point	USARP/HE/824/32-1/SOSC-H	IZ					USNM 233986	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		15.0	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				32-1				FEMALE	unknown, from legacy	Degrees Minutes Seconds													
1319539474	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:18.034+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	290.0		{}	1976.0	2.0	22.0	1976-02-22	53.0	53.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:18.034+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3675d7476-e199-414a-8708-88e59e8e2cf0'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/3675d7476-e199-414a-8708-88e59e8e2cf0		22 FEB 1976					1319539474	http://n2t.net/ark:/65665/3675d7476-e199-414a-8708-88e59e8e2cf0		1.0		-61.3017	-44.39	Antarctic Ocean, Scotia Sea	Antarctic Ocean, Scotia Sea, Antarctica	2013-10-29T09:26:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			South Orkney Islands, on continental shelf south of islands	USARP/IS/876/125/SOSC	IZ					USNM 233985	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		1.0	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				125				FEMALE	unknown, from legacy	Degrees Minutes Seconds													
1320783638	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:32.437+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	281.5		{}	1976.0	2.0	22.0	1976-02-22	53.0	53.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:32.437+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/39e68654b-ebeb-4f0b-8eb6-74862ac75977'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/39e68654b-ebeb-4f0b-8eb6-74862ac75977		22 FEB 1976					1320783638	http://n2t.net/ark:/65665/39e68654b-ebeb-4f0b-8eb6-74862ac75977		1.0		-61.3067	-44.3933	Antarctic Ocean, Scotia Sea	Antarctic Ocean, Scotia Sea, Antarctica	2013-10-29T09:23:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			South Orkney Islands, on continental shelf south of islands	USARP/IS/876/124/SOSC	IZ					USNM 233984	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		3.5	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				124				FEMALE	unknown, from legacy	Degrees Minutes Seconds													
1320955937	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:38.992+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	112.5		{}	1976.0	2.0	16.0	1976-02-16	47.0	47.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:38.992+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3a606085b-7451-4169-bf90-2bd59f10dfdb'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/3a606085b-7451-4169-bf90-2bd59f10dfdb		16 FEB 1976					1320955937	http://n2t.net/ark:/65665/3a606085b-7451-4169-bf90-2bd59f10dfdb		1.0		-60.4267	-46.4217	Antarctic Ocean, Scotia Sea	Antarctic Ocean, Scotia Sea, Antarctica	2013-10-28T15:01:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			South Orkney Islands, Coronation Island, NW of island	USARP/IS/876/111/SOSC	IZ					USNM 233983	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		15.5	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				111				MALE	unknown, from legacy	Degrees Minutes Seconds													
1321419277	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:37.714+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	123.5		{}	1976.0	2.0	16.0	1976-02-16	47.0	47.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:37.714+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/3ba7c34c7-bc62-4da5-beda-b203e26d08e7'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA			http://n2t.net/ark:/65665/3ba7c34c7-bc62-4da5-beda-b203e26d08e7		16 FEB 1976					1321419277	http://n2t.net/ark:/65665/3ba7c34c7-bc62-4da5-beda-b203e26d08e7		2.0		-60.4683	-46.4533	Antarctic Ocean, Scotia Sea	Antarctic Ocean, Scotia Sea, Antarctica	2013-10-28T14:44:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			South Orkney Islands, Coronation Island, NW of island	USARP/IS/876/110/SOSC	IZ					USNM 233982	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		8.5	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				110					unknown, from legacy	Degrees Minutes Seconds													
1319678377	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:17.700+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118074	1	54	354	9477065	2011	2118069	2118074	2118074	Austropallene calmani Gordon, 1944	Austropallene calmani Gordon, 1944	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene calmani	Austropallene	calmani	SPECIES	ACCEPTED	NE	131.5		{}	1975.0	5.0	14.0	1975-05-14	134.0	134.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:17.700+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode			False	[{'identifier': 'http://n2t.net/ark:/65665/36d8167af-6b1e-44d0-8cc6-bd53bcfa9dae'}]	[]	[]	[]	False		Pycnogonida	GS	[]	[]	ANTARCTICA	South Georgia and the South Sandwich Islands	NORTH_AMERICA			http://n2t.net/ark:/65665/36d8167af-6b1e-44d0-8cc6-bd53bcfa9dae		14 MAY 1975					1319678377	http://n2t.net/ark:/65665/36d8167af-6b1e-44d0-8cc6-bd53bcfa9dae		1.0		-53.6367	-38.0183	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	2014-10-21T10:17:00.000+00:00		586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Smithsonian Oceanographic Sorting Center	Alcohol (Ethanol)	WGS84	urn:lsid:biocol.org:col:34871			South Georgia Island	USARP/IS/575/16/SOSC	IZ					USNM 233981	USNM			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']		1.5	NMNH Extant Biology	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)				16				FEMALE	unknown, from legacy	Degrees Minutes Seconds													
