key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	gadm	year	month	eventDate	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	gbifID	collectionCode	occurrenceID	higherClassification	depthAccuracy	day	startDayOfYear	endDayOfYear	eventID	habitat	scientificNameID	identificationVerificationStatus	fieldNumber	verbatimIdentification	identificationRemarks	occurrenceRemarks	modified	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	typeStatus	references	datasetID	bibliographicCitation	collectionKey	collectionID
1056354443	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.895+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	35.5	-7.1333	955.0	{}	2000.0	7.0	2000-07	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.895+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3673075'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3673075	M Cunha	Dr Roger Bamber	WGS84	Pycnogonida	MA	[]	[]	AFRICA	Morocco	EUROPE	3673075	2001.299	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""011037368"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305346000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Hedgpethia atlantica (Stock, 1970)"", ""determinationTypes"": null, ""donorName"": ""M Cunha"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056354443"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84"", ""COUNTRY_DERIVED_FROM_COORDINATES""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS 80%"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Gulf of Cadiz (mud volcanoes).	1056354443	ZOO	7dd17de9-76a8-4338-b034-548db9891ac9	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Eupantopodida; Colossendeidoidea; Colossendeidae; Hedgpethiinae																								
3696589833	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:04:05.773+00:00	118	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	36.69	-14.28	240.0	{}	1987.0	10.0	1987-10-04	['GEODETIC_DATUM_ASSUMED_WGS84', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:04:05.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24239'}]	[]	[]	[]		False			Jan H. Stock	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24239	24239	SCSD		Josephine Seamount	3696589833	SeamountsOnline	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24239		5.0	4.0	277.0	277.0	SCSD_SeamountsOnline_Josephine_Seamount_537807	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134671	Validated	Station DW38	Hedgpethia atlantica (Stock, 1970)	WoRMS Match Type: exact	NA | NA												
3696589856	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:04:05.773+00:00	118	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	36.67	-14.27	214.5	{}	1987.0	10.0	1987-10-04	['GEODETIC_DATUM_ASSUMED_WGS84', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:04:05.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24240'}]	[]	[]	[]		False			Jan H. Stock	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24240	24240	SCSD		Josephine Seamount	3696589856	SeamountsOnline	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24240		7.5	4.0	277.0	277.0	SCSD_SeamountsOnline_Josephine_Seamount_537808	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134671	Validated	Station DE39	Hedgpethia atlantica (Stock, 1970)	WoRMS Match Type: exact	NA | NA												
3696589863	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:04:05.774+00:00	118	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	33.8	-14.37	253.0	{}	1987.0	10.0	1987-10-10	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:04:05.774+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24241'}]	[]	[]	[]		False			Jan H. Stock	WGS84	Pycnogonida	PT	[]	[]	EUROPE	Portugal	NORTH_AMERICA	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24241	24241	SCSD		Seine Seamount	3696589863	SeamountsOnline	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24241		3.0	10.0	283.0	283.0	SCSD_SeamountsOnline_Seine_Seamount_537834	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134671	Validated	Station DE80	Hedgpethia atlantica (Stock, 1970)	WoRMS Match Type: exact	NA | NA												
3696589852	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:04:05.773+00:00	118	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	42.84	-11.88	1117.5	{}	1987.0	10.0	1987-10-19	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:04:05.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24242'}]	[]	[]	[]		False			Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24242	24242	SCSD		Galicia Bank	3696589852	SeamountsOnline	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24242		7.5	19.0	292.0	292.0	SCSD_SeamountsOnline_Galicia_Bank_537852	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134671	Validated	Station DW108	Hedgpethia atlantica (Stock, 1970)	WoRMS Match Type: exact	NA | NA												
3696589854	2931765e-0682-4a38-85eb-032964cc3792	c3ad790a-d426-4ac1-8e32-da61f81f0117	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a9c3f3b6-1f98-49c3-ba50-7e6aa1c9de59	c3ad790a-d426-4ac1-8e32-da61f81f0117	US	EML	2024-07-02T10:01:43.848+00:00	2024-07-02T10:04:05.773+00:00	118	{}	PRESERVED_SPECIMEN	5.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	42.87	-11.84	992.5	{}	1987.0	10.0	1987-10-20	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'REFERENCES_URI_INVALID', 'INSTITUTION_MATCH_NONE']	2024-07-02T10:04:05.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24243'}]	[]	[]	[]		False			Jan H. Stock	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	NORTH_AMERICA	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24243	24243	SCSD		Galicia Bank	3696589854	SeamountsOnline	SeamountsOnline_urn:lsid:marinespecies.org:taxname:134671_24243		7.5	20.0	293.0	293.0	SCSD_SeamountsOnline_Galicia_Bank_537856	benthic/near bottom	urn:lsid:marinespecies.org:taxname:134671	Validated	Station DW116	Hedgpethia atlantica (Stock, 1970)	WoRMS Match Type: exact	NA | NA												
2434399491	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:30.597+00:00	393	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	42.848333	-11.885		{}	1987.0	10.0	1987-10-19	['COORDINATE_ROUNDED', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:30.597+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3414@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Stock J.H.	WGS84	Pycnogonida	ES	[]	[]	EUROPE	Spain	EUROPE	ZMA.PYC.3414@CRS	ZMA.PYC.3414				2434399491	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3414	Animalia|Hedgpethiinae		19.0	292.0	292.0									2019-03-08T00:00:00.000+00:00	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	19 okt 1987						
2434401102	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:35.961+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE				{}	1987.0	10.0	1987-10-04	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:35.961+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3418@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Stock J.H.		Pycnogonida		[]	[]			EUROPE	ZMA.PYC.3418@CRS	ZMA.PYC.3418				2434401102	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3418	Animalia|Hedgpethiinae		4.0	277.0	277.0									2019-03-08T00:00:00.000+00:00	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	04 okt 1987						
2434365432	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:36.388+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE	36.691667	-14.283333		{}	1987.0	10.0	1987-10-04	['COORDINATE_ROUNDED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:36.388+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3419@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Stock J.H.	WGS84	Pycnogonida		[]	[]			EUROPE	ZMA.PYC.3419@CRS	ZMA.PYC.3419				2434365432	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3419	Animalia|Hedgpethiinae		4.0	277.0	277.0									2019-03-08T00:00:00.000+00:00	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	04 okt 1987						
2434400904	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.733+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117610	1	54	354	9477065	2012	2117604	2117610	2117610	Hedgpethia atlantica (Stock, 1970)	Hedgpethia atlantica (Stock, 1970)	Animalia	Arthropoda	Pantopoda	Colossendeidae	Hedgpethia	Hedgpethia atlantica	Hedgpethia	atlantica	SPECIES	ACCEPTED	NE				{}	1987.0	10.0	1987-10-10	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:41.733+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.3424@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Stock J.H.		Pycnogonida		[]	[]			EUROPE	ZMA.PYC.3424@CRS	ZMA.PYC.3424				2434400904	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.3424	Animalia|Hedgpethiinae		10.0	283.0	283.0									2019-03-08T00:00:00.000+00:00	WholeOrganism (wet specimen)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	10 okt 1987						
