key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	eventRemarks	lifeStage	typeStatus	modified	references	datasetID	locality	collectionCode	bibliographicCitation
3386517175	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.865+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-63.8083	-58.0679	286.0	857.0	13.0	ANTARCTICA	{}	2018.0	3.0	6.0	2018-03-06	65.0	65.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.865+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR17003a_0332-10'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0332-10	urn:lsid:marinespecies.org:taxname:172920	https://ror.org/01rhff309	6/3/2018	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	JR17003a_046	en	3386517175	JR17003a_0332-10	PhysicalObject	JR17003a_0332-10	BAS	claw longer than description									
3386517416	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.981+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-63.8083	-58.0679	286.0	857.0	13.0	ANTARCTICA	{}	2018.0	3.0	6.0	2018-03-06	65.0	65.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.981+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR17003a_0332-5'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0332-5	urn:lsid:marinespecies.org:taxname:172920	https://ror.org/01rhff309	6/3/2018	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	JR17003a_046	en	3386517416	JR17003a_0332-5	PhysicalObject	JR17003a_0332-5	BAS										
3386517429	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.982+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-62.2057	-58.7349	45.0	118.0		ANTARCTICA	{}	2017.0	11.0	26.0	2017-11-26	330.0	330.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.982+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'ICEBERGS 2017_2'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17001.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17001-icebergs	ICEBERGS 2017_2	urn:lsid:marinespecies.org:taxname:172920	urn:lsid:biocol.org:col:34665	26/11/2017	LINESTRING (-58.73427 -62.20543, -58.7355 -62.206)	ICEBERGS 2017_48	en	3386517429	ICEBERGS 2017_2	PhysicalObject	ICEBERGS 2017_2	NHMUK		minimum depth was not recorded								
3386516608	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.513+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-67.986	-68.639	1000.0	521.11	0.0		{}	2009.0	12.0	3.0	2009-12-03	337.0	337.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.513+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR230_09_0092'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Claudia Arango	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr230.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0003-1098-830X'}]	ANTARCTICA	Antarctica	EUROPE	JR230	JR230_09_0092	urn:lsid:marinespecies.org:taxname:172920	https://ror.org/01rhff309	3/12/2009		JR230_BASWAP1-AGT-3C	en	3386516608	JR230_09_0092	PhysicalObject	JR230_09_0092	BAS										
3386516660	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.560+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-67.719	-70.058	1000.0	463.95	0.0		{}	2009.0	12.0	9.0	2009-12-09	343.0	343.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.560+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR230_09_0743_1'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Claudia Arango	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr230.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0003-1098-830X'}]	ANTARCTICA	Antarctica	EUROPE	JR230	JR230_09_0743_1	urn:lsid:marinespecies.org:taxname:172920	https://ror.org/01rhff309	9/12/2009		JR230_BASWAP5-AGT-19b	en	3386516660	JR230_09_0743_1	PhysicalObject	JR230_09_0743_1	BAS			Juvenile							
3386516306	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.098+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-67.692	-69.992	1000.0	472.02	0.0		{}	2009.0	12.0	9.0	2009-12-09	343.0	343.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.098+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR230_09_0769'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Claudia Arango	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr230.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0003-1098-830X'}]	ANTARCTICA	Antarctica	EUROPE	JR230	JR230_09_0769	urn:lsid:marinespecies.org:taxname:172920	https://ror.org/01rhff309	9/12/2009		JR230_BASWAP5-AGT-19c	en	3386516306	JR230_09_0769	PhysicalObject	JR230_09_0769	BAS										
4055769225	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:12:11.147+00:00	81		{}	PRESERVED_SPECIMEN	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-62.73	-60.45		50.0		ANTARCTICA	{}	1994.0	2.0	15.0	1994-02-15	46.0	46.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:12:11.147+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_665'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_665	urn:lsid:marinespecies.org:taxname:172920						4055769225	WoRMS Editorial Board:WoRMS type localities:sm_id_665		sm_id_665	WoRMS Editorial Board				HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=665	https://marineinfo.org/id/dataset/5184	South Atlantic	WoRMS type localities	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea hesperidensis</i> Munilla, 2000. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172920
318004168	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.836+00:00	124		{}	OCCURRENCE	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-62.7233	-60.443		50.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.836+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39608'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004168			39608	BAS									SOMBASE Pycnogonids	
318004169	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.836+00:00	124		{}	OCCURRENCE	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-62.6675	-60.5558		30.0	0.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.836+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39609'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004169			39609	BAS									SOMBASE Pycnogonids	
318004205	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.774+00:00	124		{}	OCCURRENCE	PRESENT	5720490	1	54	354	9477065	6313	2118547	5720490	5720490	Ammothea hesperidensis Munilla, 2000	Ammothea hesperidensis Munilla, 2000	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea hesperidensis	Ammothea	hesperidensis	SPECIES	ACCEPTED	NE	-62.7528	-60.5516		429.0	0.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.774+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39688'}]	[]	[]	[]		False				WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE									318004205			39688	BAS									SOMBASE Pycnogonids	
