key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	vernacularName	institutionCode	locality	county	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	waterBody	higherGeography	modified	collectionKey	datasetName	recordedBy	preparations	institutionID	verbatimEventDate	georeferenceProtocol	verbatimCoordinateSystem	verbatimDepth	higherClassification	collectionID	typeStatus	rightsHolder	nomenclaturalCode	depth	depthAccuracy	locationID	sex
4459279227	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:36.275+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	37.449611	130.874972	ASIA	Gyeongsangbuk-do	{}	2022	7	5.0	2022-07-05	186.0	186.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:36.275+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00253052'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00253052	MABIK CR00253052	송장바다거미	MABIK	Seo-myeon	Ulleung-gun	4459279227	CR	MABIK CR00253052																							
3970748646	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.821+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	34.885472	128.951214		Busan	{}	2021	7	12.0	2021-07-12	193.0	193.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.821+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252346'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252346	MABIK CR00252346	송장바다거미	MABIK		Saha-gu	3970748646	CR	MABIK CR00252346																							
3970748642	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:20.821+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	34.885472	128.951214		Busan	{}	2021	7	12.0	2021-07-12	193.0	193.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:20.821+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252347'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Kim Jungsoo	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252347	MABIK CR00252347	송장바다거미	MABIK		Saha-gu	3970748642	CR	MABIK CR00252347																							
3970759014	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.446+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	38.291417	128.58875	ASIA	Gangwon-do	{}	2021	10	14.0	2021-10-14	287.0	287.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.446+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248809'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248809	MABIK CR00248809	송장바다거미	MABIK	Jugwang-myeon	Goseong-gun	3970759014	CR	MABIK CR00248809																							
3970759033	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.448+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	38.291417	128.58875	ASIA	Gangwon-do	{}	2021	10	14.0	2021-10-14	287.0	287.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.448+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248810'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248810	MABIK CR00248810	송장바다거미	MABIK	Jugwang-myeon	Goseong-gun	3970759033	CR	MABIK CR00248810																							
3970759032	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:33.449+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	38.291417	128.58875	ASIA	Gangwon-do	{}	2021	10	14.0	2021-10-14	287.0	287.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:33.449+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00248811'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00248811	MABIK CR00248811	송장바다거미	MABIK	Jugwang-myeon	Goseong-gun	3970759032	CR	MABIK CR00248811																							
3970762776	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:22.039+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	34.646611	128.577667	ASIA	Gyeongsangnam-do	{'level0': {'gid': 'KOR', 'name': 'South Korea'}, 'level1': {'gid': 'KOR.10_1', 'name': 'Gyeongsangnam-do'}, 'level2': {'gid': 'KOR.10.16_2', 'name': 'Tongyeong'}, 'level3': {'gid': 'KOR.10.16.6_2', 'name': 'Hansan'}}	2019	8	2.0	2019-08-02	214.0	214.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:22.039+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252204'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252204	MABIK CR00252204	송장바다거미	MABIK	Hansan-myeon	Tongyeong-si	3970762776	CR	MABIK CR00252204																							
3970758897	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.765+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	37.250556	131.865861		Gyeongsangbuk-do	{}	2018	7	16.0	2018-07-16	197.0	197.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.765+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252053'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252053	MABIK CR00252053	송장바다거미	MABIK	Ulleung-eup	Ulleung-gun	3970758897	CR	MABIK CR00252053																							
4459276141	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:26.471+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	36.000411	129.586561	ASIA	Gyeongsangbuk-do	{}	2018	9	20.0	2018-09-20	263.0	263.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:26.471+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00245991'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00245991	MABIK CR00245991	송장바다거미	MABIK	Guryongpo-eup	Nam-gu, Pohang-si	4459276141	CR	MABIK CR00245991																							
3970758899	bef19e99-90a7-4b3d-a113-bdf4ea6c88f2	2b4e561b-0b1a-4c1b-b564-819bcfe006b8	9afa1395-6e93-4848-a42d-bce896f5195e	657b7bf0-766b-11d9-9f77-b8a03c50a862	KR	EML	2024-04-10T15:17:39.393+00:00	2024-04-10T15:19:21.767+00:00	116	{}	PRESERVED_SPECIMEN	PRESENT	2117222	1	54	354	9477065	2014	2117211	2117222	2117222	Pycnogonum uedai Nakamura & Child, 1983	Pycnogonum uedai Nakamura & Child, 1983	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum uedai	Pycnogonum	uedai	SPECIES	ACCEPTED	NE	33.239472	126.548889	ASIA	Jeju-do	{}	2017	1	9.0	2017-01-09	9.0	9.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'IDENTIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-04-10T15:19:21.767+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'MABIK CR00252051'}]	[]	[]	[]	a8264021-9b25-41bb-88b5-eaba3fc66193	False	Lee Damin	WGS84	Pycnogonida	KR	[]	[]	ASIA	Korea, Republic of	ASIA	MABIK CR00252051	MABIK CR00252051	송장바다거미	MABIK		Seogwipo-si	3970758899	CR	MABIK CR00252051																							
