key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	modified	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	dateIdentified	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	locationRemarks	nameAccordingTo	verbatimTaxonRank	sex	datasetName	rightsHolder	county	locationID	occurrenceRemarks	bibliographicCitation	higherClassification	island	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	references	originalNameUsage	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language	associatedSequences	verbatimIdentification
4851017336	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.099+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-63.742664	-55.2064123	{}	Weddell Sea	2022.0	1.0	29.0	2022-01-29	29.0	29.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.099+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'beaf291d-cef6-4e98-a160-6795327cb3ce'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003667_2.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003667_1.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 96%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7337	beaf291d-cef6-4e98-a160-6795327cb3ce	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Weddell Sea	7337	OBFc	4851017336	beaf291d-cef6-4e98-a160-6795327cb3ce	510.0 - 511.0 m	INV0003667	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2																																																		
3386516700	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.752+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-63.8083	-58.0679	{}		2018.0	3.0	6.0	2018-03-06	65.0	65.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.752+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR17003a_0333-2'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0333-2	https://ror.org/01rhff309		JR17003a_046		3386516700	JR17003a_0333-2		JR17003a_0333-2	BAS				GOIPG/2019/4020	286.0	857.0	13.0	ANTARCTICA	2.0	individuals	urn:lsid:marinespecies.org:taxname:172962	6/3/2018	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	en	PhysicalObject																																						
3386516766	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.751+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-63.8083	-58.0679	{}		2018.0	3.0	6.0	2018-03-06	65.0	65.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.751+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR17003a_0333-2a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr17003a.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR17003a	JR17003a_0333-2a	https://ror.org/01rhff309		JR17003a_046		3386516766	JR17003a_0333-2a		JR17003a_0333-2a	BAS				GOIPG/2019/4020	286.0	857.0	13.0	ANTARCTICA	1.0	individuals	urn:lsid:marinespecies.org:taxname:172962	6/3/2018	LINESTRING (-58.06523 -63.80603, -58.07064 -63.81058)	en	PhysicalObject																																						
1426047026	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.856+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|343717', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'juvenilis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23432', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus juvenilis Calman, 1915'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-66.665	139.991667	{}		2013.0	6.0		2013-06-12/2013-06-13	163.0	164.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.856+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6706'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Nebout coll.	Sabroux R.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6706			REVOLTA IV - hivernage/Jacobsen-REVO_860	IU	1426047026	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6706		2016-6706	MNHN			10.15468/qgvvhd			35.0		ANTARCTICA								2015-08-25T12:39:12.000+00:00																																					
1427576302	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.884+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|344570', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'juvenilis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23432', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arango C.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus juvenilis Calman, 1915'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-66.6333	140.0226	{}		2011.0	2.0	4.0	2011-02-04	35.0	35.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:44.884+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6509'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Améziane, Gallut & Lautrédou coll.	Arango C.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6509			REVOLTA II/REVO_048-REVO_220	IU	1427576302	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2016-6509		2016-6509	MNHN			10.15468/qgvvhd			89.0	1.0									2017-01-17T09:48:03.000+00:00																																					
3466772585	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:18.986+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE			{}		2008.0	1.0	4.0	2008-01-04	4.0	4.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:18.986+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'beec3b2e-070a-4393-b8a6-a2bc848a4d31'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 63	beec3b2e-070a-4393-b8a6-a2bc848a4d31					3466772585	beec3b2e-070a-4393-b8a6-a2bc848a4d31									430.18		ANTARCTICA	1.0	Individuals	urn:lsid:marinespecies.org:taxname:172962	1/4/2008					ASAC_3010_0349	IU-2007-165	7000	https://biodiversity.org.au/afd/taxa/4b9b8319-48ed-4f17-a501-4d5d455124aa	Species	Austroraptus juvenilis	172962																														
3466772740	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.274+00:00	273	{}	HUMAN_OBSERVATION		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE			{}		2007.0	12.0	27.0	2007-12-27	361.0	361.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:20.274+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '01d75e91-e5ef-47e0-9286-e8b7e22c6ea8'}]	[]	[]	[]			False						Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 7	01d75e91-e5ef-47e0-9286-e8b7e22c6ea8					3466772740	01d75e91-e5ef-47e0-9286-e8b7e22c6ea8									138.69		ANTARCTICA	1.0	Individuals	urn:lsid:marinespecies.org:taxname:172962	12/27/2007					ASAC_3010_0428	IU-2007-224	7000	https://biodiversity.org.au/afd/taxa/4b9b8319-48ed-4f17-a501-4d5d455124aa	Species	Austroraptus juvenilis	172962																														
4399690436	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.060+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-71.051667	-11.425	{}	Weddell Sea	1996.0	2.0	5.0	1996-02-05	36.0	36.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.060+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'f5452555-797b-46f0-9493-60177ae54167'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Polarstern	Turpaeva, Elena	EtOH 75%	Bottom Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Polarstern_cruise ANT-XIII/3_st.39/01	f5452555-797b-46f0-9493-60177ae54167	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Weddell Sea	39/01	OBFc	4399690436	f5452555-797b-46f0-9493-60177ae54167	462.0 - 481.0 m	INV0001876	IORAS	IORAS	cruise ANT-XIII/3	fd699988-ab5d-4737-9443-9085cea191d2																																																		
240909955	7b52e794-f762-11e1-a439-00145eb45e9a	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2023-01-08T06:21:55.654+00:00	2024-01-24T20:20:58.930+00:00	242	{}	HUMAN_OBSERVATION		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-71.051667	-11.425	{}		1996.0	2.0	5.0	1996-02-05	36.0	36.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-24T20:20:58.930+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:478'}]	[]	[]	[]			True					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:478		Kapp Norvegia area		Weddell Sea macrozoobenthos EASIZ I	240909955	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:478		478	AWI						462.0	0.0				urn:lsid:marinespecies.org:taxname:172962					2010-05-11T18:09:00.000+00:00	IMIS:dasid:2432																																				
1100763826	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:56.897+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-72.29666	170.233	{}		1972.0	1.0	17.0	1972-01-17	17.0	17.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:56.897+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e57ca3db-0e31-4cb9-8ffb-d75b5e702d06'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1052752	e57ca3db-0e31-4cb9-8ffb-d75b5e702d06				Invertebrates - Marine & Other	1100763826	e57ca3db-0e31-4cb9-8ffb-d75b5e702d06		P.44137	AM					5.0			ANTARCTICA											7000	https://biodiversity.org.au/afd/taxa/4b9b8319-48ed-4f17-a501-4d5d455124aa		Austroraptus juvenilis		2008-01-01T00:00:00	1e-05	ecatalogue.irn:1063532|urn:catalog:AM:Invertebrates - Marine & Other:P.44137	Austroraptus aff. juvenilis Calman, 1915	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	Moubray Bay, Cape Hallett	ecatalogue.LocCollectionEventLocal: [CH 6] Antarctica, Moubray Bay, Cape Hallett (72° 17' 48 S, 170° 14' E) 17/01/1972 - 17/01/1972;	Calman, 1915	species																					
