key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	coordinateUncertaintyInMeters	depth	depthAccuracy	continent	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	modified	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	dateIdentified	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	verbatimLocality	locationRemarks	nameAccordingTo	verbatimTaxonRank	sex	datasetName	rightsHolder	county	locationID	occurrenceRemarks	bibliographicCitation	higherClassification	island	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	typeStatus	references	originalNameUsage	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language	associatedSequences	verbatimIdentification
1100763811	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:35.255+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.216	166.433	{}		1971.0	12.0	14.0	1971-12-14	348.0	348.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:35.255+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '73312f2f-a970-42a4-b66c-c3b81644fa9a'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1072399	73312f2f-a970-42a4-b66c-c3b81644fa9a				Invertebrates - Marine & Other	1100763811	73312f2f-a970-42a4-b66c-c3b81644fa9a		P.44146	AM								ANTARCTICA											7000	https://biodiversity.org.au/afd/taxa/4b9b8319-48ed-4f17-a501-4d5d455124aa		Austroraptus juvenilis		2008-01-01T00:00:00	0.001	ecatalogue.irn:1063538|urn:catalog:AM:Invertebrates - Marine & Other:P.44146	Austroraptus juvenilis Calman, 1915	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	McMurdo Sound, Ross Island, Cape Bird	ecatalogue.LocCollectionEventLocal: [Stn B6-B7] Antarctica, McMurdo Sound, Ross Island, Cape Bird (77° 13' S, 166° 26' E) 14/12/1971 - 14/12/1971;	Calman, 1915		MALE																				
1100763790	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:57.753+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.25	166.433	{}		1971.0	12.0	14.0	1971-12-14	348.0	348.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:57.753+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd3447f4e-4920-4a43-b692-d7cfba027595'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Lowry, James Kenneth|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	urn:australianmuseum.net.au:Events:1072413	d3447f4e-4920-4a43-b692-d7cfba027595				Invertebrates - Marine & Other	1100763790	d3447f4e-4920-4a43-b692-d7cfba027595		P.44145	AM								ANTARCTICA											7000	https://biodiversity.org.au/afd/taxa/4b9b8319-48ed-4f17-a501-4d5d455124aa		Austroraptus juvenilis		2008-01-01T00:00:00	0.001	ecatalogue.irn:1063537|urn:catalog:AM:Invertebrates - Marine & Other:P.44145	Austroraptus juvenilis Calman, 1915	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19}	McMurdo Sound, Ross Island, Cape Bird	ecatalogue.LocCollectionEventLocal: [Stn C3-C4] Antarctica, McMurdo Sound, Ross Island, Cape Bird (77° 15' S, 166° 26' E) 14/12/1971 - 14/12/1971;	Calman, 1915		MALE																				
1804345097	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862		1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:22.591+00:00	337	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-62.6667	-60.3667	{'level0': {'gid': 'ATA', 'name': 'Antarctica'}}		1970.0	2.0	5.0	1970-02-05	36.0	36.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-04T18:50:22.591+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c782eb0a-0c39-c394-5e9f-bba7f75fa4f5'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	False	Mills, Eric L.	Bamber, Roger N.	fluid		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		c782eb0a-0c39-c394-5e9f-bba7f75fa4f5	http://biocol.org/urn:lsid:biocol.org:col:34935	South Bay		CMNC	1804345097	c782eb0a-0c39-c394-5e9f-bba7f75fa4f5		CMNC 1994-0160	CMN			http://grbio.org/cool/sjd8-70zp					ANTARCTICA				1970-02-05		en	PhysicalObject	2021-05-28T20:25:00.000+00:00								1993-10-12T00:00:00									MALE	Crustacea	Canadian Museum of Nature	Livingston I.	Mills-19700205	carrying eggs; carrying eggs\nPrior Description: false	(CMNC 1994-0160)	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae; Austroraptus;													
1019677882	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.082+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1915', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Austroraptus;Ammotheidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Calman, 1915', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|207640', 'http://rs.tdwg.org/dwc/terms/family': 'Ammotheidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Austroraptus', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'juvenilis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|23432', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Austroraptus juvenilis Calman, 1915'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-63.005	-60.52167	{}		1969.0	12.0	19.0	1969-12-19	353.0	353.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_INVALID', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:40.082+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4182'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False		Arnaud F.			WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE		http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4182		Ile de la Déception	ANTARCTIQUE CHILIENNE 1969-70/70-23 (Isla D.)	IU	1019677882	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-4182		2009-4182	MNHN			10.15468/qgvvhd			50.0		ANTARCTICA								2016-06-29T17:13:14.000+00:00													Baie Foster												Iles Shetland du Sud												
4081067784	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.895+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-74.3833	-179.4333	{}		1960.0	2.0	7.0	1960-02-07	38.0	38.0	['CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.895+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5f51e676-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Dredge, Devonport	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5f51e676-fa36-11e2-96b3-aa6f927c92a3		Ross Sea		NIWA	4081067784	5f51e676-fa36-11e2-96b3-aa6f927c92a3		4934	NIWA Invertebrate Collection					500.0	265.5	4.5				urn:lsid:marinespecies.org:taxname:172962		POINT (-179.4333 -74.3833)	en																			FEMALE	NIWA Invertebrate Collection			A528																
4081103433	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.311+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-76.699833	179.733167	{}		1959.0	1.0	11.0	1959-01-11	11.0	11.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.311+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5c9c5f88-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5c9c5f88-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081103433	5c9c5f88-fa36-11e2-96b3-aa6f927c92a3		4937	NIWA Invertebrate Collection					500.0	417.0	47.0				urn:lsid:marinespecies.org:taxname:172962		LINESTRING (179.7331667 -76.6998333, 179.8831667 -76.5998333)	en																			FEMALE	NIWA Invertebrate Collection			A450_Trawl																
4081180960	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.213+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-76.699833	179.733167	{}		1959.0	1.0	11.0	1959-01-11	11.0	11.0	['COORDINATE_ROUNDED', 'CONTINENT_COORDINATE_MISMATCH', 'RECORDED_DATE_INVALID', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.213+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5cfa5f84-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Trawl, Agassiz small	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5cfa5f84-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081180960	5cfa5f84-fa36-11e2-96b3-aa6f927c92a3		4946	NIWA Invertebrate Collection					500.0	417.0	47.0				urn:lsid:marinespecies.org:taxname:172962		LINESTRING (179.7331667 -76.6998333, 179.8831667 -76.5998333)	en																			FEMALE	NIWA Invertebrate Collection			A450_Trawl																
4081110239	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:22.772+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.4167	169.4667	{}		1959.0	1.0	26.0	1959-01-26	26.0	26.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:22.772+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5d8c176c-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Dredge, naturalists	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5d8c176c-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081110239	5d8c176c-fa36-11e2-96b3-aa6f927c92a3		4945	NIWA Invertebrate Collection					500.0	134.0	46.0				urn:lsid:marinespecies.org:taxname:172962		POINT (169.4667 -77.4167)	en																				NIWA Invertebrate Collection			A467																
4081145652	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:25.703+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.4167	169.4667	{}		1959.0	1.0	26.0	1959-01-26	26.0	26.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:25.703+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5eb7b4a2-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Dredge, naturalists	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5eb7b4a2-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081145652	5eb7b4a2-fa36-11e2-96b3-aa6f927c92a3		4944	NIWA Invertebrate Collection					500.0	134.0	46.0				urn:lsid:marinespecies.org:taxname:172962		POINT (169.4667 -77.4167)	en																				NIWA Invertebrate Collection			A467																
4081143088	4d0b1b2a-3209-49ce-bb93-7503e4868019	c58ac019-b413-4613-8772-39e57acbeb8e	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f0d34585-ddcb-4915-9332-6043585e831a	c58ac019-b413-4613-8772-39e57acbeb8e	NZ	EML	2023-06-07T18:53:24.650+00:00	2024-01-25T07:20:23.157+00:00	166	{}	PRESERVED_SPECIMEN		PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.4167	169.4667	{}		1959.0	1.0	26.0	1959-01-26	26.0	26.0	['CONTINENT_COORDINATE_MISMATCH', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_NONE']	2024-01-25T07:20:23.157+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '5eea46f6-fa36-11e2-96b3-aa6f927c92a3'}]	[]	[]	[]			False	NZOI		Specimen(s), Unknown = 1	Dredge, naturalists	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA		5eea46f6-fa36-11e2-96b3-aa6f927c92a3				NIWA	4081143088	5eea46f6-fa36-11e2-96b3-aa6f927c92a3		4941	NIWA Invertebrate Collection					500.0	134.0	46.0				urn:lsid:marinespecies.org:taxname:172962		POINT (169.4667 -77.4167)	en																			FEMALE	NIWA Invertebrate Collection			A467																
1320132644	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:44.413+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-65.93	110.467	{}	Antarctic Ocean	1958.0	1.0	27.0	1958-01-27	27.0	27.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:44.413+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/38198af96-b015-4e3c-89a6-5c401a165617'}]	[{'references': 'https://collections.nmnh.si.edu/media/?i=91579'}]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	L. Wilson	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol); Slide		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/38198af96-b015-4e3c-89a6-5c401a165617	urn:lsid:biocol.org:col:34871	Wilkes Land, Knox Coast, Vincennes Bay		IZ	1320132644	http://n2t.net/ark:/65665/38198af96-b015-4e3c-89a6-5c401a165617		USNM 122316	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			59.0	0.0					27 JAN 1958				2024-02-06T10:57:00.000+00:00																	FEMALE	NMNH Extant Biology			28			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Antarctic Ocean, Antarctica	unknown, from legacy	Degrees Minutes Seconds									
1318926955	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:07.280+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.43	169.52	{}	Antarctic Ocean, Ross Sea	1956.0	2.0	18.0	1956-02-18	49.0	49.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:07.280+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/34c4419dd-89ba-4fc6-a4ee-58c41fb5abee'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	J. Tierney	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol); Slide		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/34c4419dd-89ba-4fc6-a4ee-58c41fb5abee	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound		IZ	1318926955	http://n2t.net/ark:/65665/34c4419dd-89ba-4fc6-a4ee-58c41fb5abee		USNM 122314	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			321.0	0.0									2024-02-06T10:56:00.000+00:00																	FEMALE	NMNH Extant Biology			ED-8			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Antarctic Ocean, Ross Sea, Antarctica	unknown, from legacy	Degrees Minutes Seconds									
1319955748	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.693+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118546	1	54	354	9477065	6313	2118541	2118546	2118546	Austroraptus juvenilis Calman, 1915	Austroraptus juvenilis Calman, 1915	Animalia	Arthropoda	Pantopoda	Ammotheidae	Austroraptus	Austroraptus juvenilis	Austroraptus	juvenilis	SPECIES	ACCEPTED	NE	-77.43	169.52	{}	Antarctic Ocean, Ross Sea	1956.0	2.0	18.0	1956-02-18	49.0	49.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:58.693+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/379ce84b1-d4a2-4f10-8e83-9c034812de68'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	J. Tierney	Fry, W. G.; Hedgpeth, J. W.	Alcohol (Ethanol); Slide		WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	NORTH_AMERICA		http://n2t.net/ark:/65665/379ce84b1-d4a2-4f10-8e83-9c034812de68	urn:lsid:biocol.org:col:34871	Victoria Land, Mcmurdo Sound		IZ	1319955748	http://n2t.net/ark:/65665/379ce84b1-d4a2-4f10-8e83-9c034812de68		USNM 122315	USNM			urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6			321.0	0.0									2024-02-06T10:56:00.000+00:00																	FEMALE	NMNH Extant Biology			ED-8			Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae		Antarctic Ocean, Ross Sea, Antarctica	unknown, from legacy	Degrees Minutes Seconds									
