key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	sex	dateIdentified	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	recordedBy	identificationRemarks	verbatimTaxonRank	higherGeography	datasetName	preparations	rightsHolder	institutionID	nomenclaturalCode	language	type	locationID	ownerInstitutionCode	higherClassification	verbatimEventDate	depthAccuracy	island	references	associatedSequences	occurrenceRemarks	taxonID
442597108	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:40.667+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1963', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pycnogonum;Pycnogonidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'W.C. Clark, 1963', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|75633', 'http://rs.tdwg.org/dwc/terms/family': 'Pycnogonidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pycnogonum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tuberculatum', 'http://rs.tdwg.org/dwc/terms/dateIdentified': '2011-02-01', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25318', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum tuberculatum W.C. Clark, 1963'}], 'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415853845496EHhzS363nUtRHhua'}, {'http://purl.org/dc/terms/creator': 'Corbari L. & Leprieur S.', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'cc-by-nc-nd', 'http://purl.org/dc/terms/identifier': 'http://mediaphoto.mnhn.fr/media/1415854107846jHUBLKSTgOaHOVCK'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-24.996334	47.095665	22.0	AFRICA	{}	2010.0	4.0	30.0	2010-04-30	120.0	120.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-05-07T16:46:22.000+00:00	2024-07-24T12:24:40.667+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-685'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415854107846jHUBLKSTgOaHOVCK'}, {'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Corbari L. & Leprieur S.', 'license': 'http://creativecommons.org/licenses/by-nc-nd/4.0/', 'identifier': 'http://mediaphoto.mnhn.fr/media/1415853845496EHhzS363nUtRHhua'}]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	False	Sabroux R.	WGS84	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-685	2011-685	MNHN	Pointe Evatra	ATIMO VATAE/TB01	442597108	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-685	10.15468/qgvvhd																																					
1065330773	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.241+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1963', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Pycnogonum;Pycnogonidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'W.C. Clark, 1963', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|284638', 'http://rs.tdwg.org/dwc/terms/family': 'Pycnogonidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Pycnogonum', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'tuberculatum', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|25318', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Pycnogonum tuberculatum W.C. Clark, 1963'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-15.59025	166.985871		OCEANIA	{}	2006.0	10.0	10.0	2006-10-10	283.0	283.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2015-06-19T19:23:00.000+00:00	2024-07-24T12:24:44.241+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18654'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	True	Sabroux R.	WGS84	Pycnogonida	VU	[]	[]	OCEANIA	Vanuatu	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18654	2013-18654	MNHN	W Tangoa I.	SANTO 2006/FB64	1065330773	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2013-18654	10.15468/qgvvhd																																					
2973691584	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:22.639+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-30.00833	153.25622		OCEANIA	{}	2005.0	4.0	29.0	2005-04-29	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:22.639+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '588b9d58-d931-41d3-ae1d-3a50ecb45078'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	588b9d58-d931-41d3-ae1d-3a50ecb45078	P.104470	AM			2973691584	Invertebrates - Marine & Other	588b9d58-d931-41d3-ae1d-3a50ecb45078		MALE	2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:2464626|urn:catalog:AM:Invertebrates - Marine & Other:P.104470	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090390	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	Chopper Rock, north west of North West Solitary Island	ecatalogue.LocCollectionEventLocal: [NSW 2778] Australia, New South Wales, Chopper Rock, north west of North West Solitary Island (30° 00' 30 S, 153° 15' 22 E) 29/04/2005 - 29/04/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Collector), hand collected on SCUBA,;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963																					
2973691935	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:57.948+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-30.00833	153.25622		OCEANIA	{}	2005.0	4.0	29.0	2005-04-29	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:57.948+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'c8c26375-f3b2-4bc6-951b-7fedccde99e2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	c8c26375-f3b2-4bc6-951b-7fedccde99e2	P.104505	AM			2973691935	Invertebrates - Marine & Other	c8c26375-f3b2-4bc6-951b-7fedccde99e2			2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:2464661|urn:catalog:AM:Invertebrates - Marine & Other:P.104505	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090297	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	Chopper Rock, north west of North West Solitary Island	ecatalogue.LocCollectionEventLocal: [NSW 2766] Australia, New South Wales, Chopper Rock, north west of North West Solitary Island (30° 00' 30 S, 153° 15' 22 E) 29/04/2005 - 29/04/2005, Keable, Dr Stephen John - Australian Museum - Marine Invertebrates(Collector), hand collected on SCUBA,;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963																					
1100783976	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:12.104+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-30.00833	153.25622		OCEANIA	{}	2005.0	4.0	29.0	2005-04-29	119.0	119.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:12.104+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'f436c90b-050e-4021-b4e4-852251aa2400'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	f436c90b-050e-4021-b4e4-852251aa2400	P.73445	AM			1100783976	Invertebrates - Marine & Other	f436c90b-050e-4021-b4e4-852251aa2400			2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:1197886|urn:catalog:AM:Invertebrates - Marine & Other:P.73445	airlift	urn:australianmuseum.net.au:Events:1090296	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	Chopper Rock, north west of North West Solitary Island	ecatalogue.LocCollectionEventLocal: [NSW 2765] Australia, New South Wales, Chopper Rock, north west of North West Solitary Island (30° 00' 30 S, 153° 15' 22 E) 29/04/2005 - 29/04/2005, Attwood, Kathryn B - Australian Museum - Marine Invertebrates(Collector), airlift, Field Collected - Aqu;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Attwood, B. Kathryn|Australian Museum|Invertebrates, Marine																				
1100784044	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:29.183+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.8301	150.23355		OCEANIA	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:29.183+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '66f2c8db-98c7-46a5-abe5-4a8a23ee96ea'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	66f2c8db-98c7-46a5-abe5-4a8a23ee96ea	P.73561	AM			1100784044	Invertebrates - Marine & Other	66f2c8db-98c7-46a5-abe5-4a8a23ee96ea		FEMALE	2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:1198234|urn:catalog:AM:Invertebrates - Marine & Other:P.73561	airlift on SCUBA	urn:australianmuseum.net.au:Events:1090575	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	ecatalogue.LocCollectionEventLocal: [NSW 2515] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, airlift on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual trip - Bat;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784152	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:37.430+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.8301	150.23355		OCEANIA	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:37.430+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '80cf24bc-45f9-488f-ae0f-a1bde07c5d50'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	80cf24bc-45f9-488f-ae0f-a1bde07c5d50	P.73580	AM			1100784152	Invertebrates - Marine & Other	80cf24bc-45f9-488f-ae0f-a1bde07c5d50		FEMALE	2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:1198299|urn:catalog:AM:Invertebrates - Marine & Other:P.73580	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090560	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	ecatalogue.LocCollectionEventLocal: [NSW 2511] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784164	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:42.523+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.8301	150.23355		OCEANIA	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:42.523+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '9a994ddb-57f6-4c66-8b0b-af93b83eee20'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	9a994ddb-57f6-4c66-8b0b-af93b83eee20	P.73583	AM			1100784164	Invertebrates - Marine & Other	9a994ddb-57f6-4c66-8b0b-af93b83eee20			2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:1198316|urn:catalog:AM:Invertebrates - Marine & Other:P.73583	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090556	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	ecatalogue.LocCollectionEventLocal: [NSW 2499] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party	ecatalogue.IdeComments: Pycnogonidae instars;																			
1100784204	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:50.938+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.8301	150.23355		OCEANIA	{}	2004.0	3.0	23.0	2004-03-23	83.0	83.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:50.938+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd4190848-b402-4db5-bcaa-c8481ab90a35'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	d4190848-b402-4db5-bcaa-c8481ab90a35	P.73614	AM			1100784204	Invertebrates - Marine & Other	d4190848-b402-4db5-bcaa-c8481ab90a35			2019-01-01T00:00:00	1e-05	1000.0	New South Wales	ecatalogue.irn:1198337|urn:catalog:AM:Invertebrates - Marine & Other:P.73614	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090562	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:100m-1km}	north side of Burrewarra Point, south of Batemans Bay	ecatalogue.LocCollectionEventLocal: [NSW 2513] Australia, New South Wales, north side of Burrewarra Point, south of Batemans Bay (35° 49' 48 S, 150° 14' 01 E) 23/03/2004 - 23/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party	ecatalogue.IdeComments: Pycnogonidae larvae;																			
1100784047	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:58.529+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.82959	150.23257		OCEANIA	{}	2004.0	3.0	24.0	2004-03-24	84.0	84.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:58.529+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ebea2178-6f31-4b7c-9201-efb937c6a6d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	ebea2178-6f31-4b7c-9201-efb937c6a6d7	P.73562	AM			1100784047	Invertebrates - Marine & Other	ebea2178-6f31-4b7c-9201-efb937c6a6d7		MALE	2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198236|urn:catalog:AM:Invertebrates - Marine & Other:P.73562	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090576	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	south of Batemans Bay, north side of Burrewarra Point	ecatalogue.LocCollectionEventLocal: [NSW 2545] Australia, New South Wales, south of Batemans Bay, north side of Burrewarra Point (35° 49' 47 S, 150° 13' 57 E) 24/03/2004 - 24/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum Party																				
