key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	fieldNumber	gbifID	collectionCode	occurrenceID	collectionID	sex	dateIdentified	coordinatePrecision	coordinateUncertaintyInMeters	stateProvince	otherCatalogNumbers	samplingProtocol	eventID	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	locationRemarks	taxonConceptID	http://unknown.org/species	nameAccordingTo	recordedBy	identificationRemarks	verbatimTaxonRank	higherGeography	datasetName	preparations	rightsHolder	institutionID	nomenclaturalCode	language	type	locationID	ownerInstitutionCode	higherClassification	verbatimEventDate	depthAccuracy	island	references	associatedSequences	occurrenceRemarks	taxonID
1100784131	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:12.893+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-35.82959	150.23257		OCEANIA	{}	2004.0	3.0	24.0	2004-03-24	84.0	84.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:12.893+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ff14d4ce-a806-45a5-9dc8-4290786fb79d'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	ff14d4ce-a806-45a5-9dc8-4290786fb79d	P.73575	AM			1100784131	Invertebrates - Marine & Other	ff14d4ce-a806-45a5-9dc8-4290786fb79d			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198294|urn:catalog:AM:Invertebrates - Marine & Other:P.73575	hand collected on SCUBA	urn:australianmuseum.net.au:Events:1090598	Pycnogonum cf. tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	south of Batemans Bay, north side of Burrewarra Point	ecatalogue.LocCollectionEventLocal: [NSW 2535] Australia, New South Wales, south of Batemans Bay, north side of Burrewarra Point (35° 49' 47 S, 150° 13' 57 E) 24/03/2004 - 24/03/2004, hand collected on SCUBA, Field Collected - Aquatic, Marine Invertebrates Collection Management annual tri;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum Party		species																		
1100784104	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:01.700+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.18633	152.53833		OCEANIA	{}	2003.0	3.0	19.0	2003-03-19	78.0	78.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:01.700+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '222ecd14-f8ad-481a-a218-40c14977d1a4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	222ecd14-f8ad-481a-a218-40c14977d1a4	P.73537	AM			1100784104	Invertebrates - Marine & Other	222ecd14-f8ad-481a-a218-40c14977d1a4			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198159|urn:catalog:AM:Invertebrates - Marine & Other:P.73537	hand collected on scuba	urn:australianmuseum.net.au:Events:1090429	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, south east of Bennett Head	ecatalogue.LocCollectionEventLocal: [NSW 2173] Australia, New South Wales, Forster, south east of Bennett Head (32° 11' 11 S, 152° 32' 18 E) 19/03/2003 - 19/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784090	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:27.721+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.18633	152.53833		OCEANIA	{}	2003.0	3.0	19.0	2003-03-19	78.0	78.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:27.721+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6b098c6a-442b-45be-9a95-e417b5db47df'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	6b098c6a-442b-45be-9a95-e417b5db47df	P.73487	AM			1100784090	Invertebrates - Marine & Other	6b098c6a-442b-45be-9a95-e417b5db47df		MALE	2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198098|urn:catalog:AM:Invertebrates - Marine & Other:P.73487	hand collected on scuba	urn:australianmuseum.net.au:Events:1090399	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, south east of Bennett Head	ecatalogue.LocCollectionEventLocal: [NSW 2179] Australia, New South Wales, Forster, south east of Bennett Head (32° 11' 11 S, 152° 32' 18 E) 19/03/2003 - 19/03/2003, hand collected on scuba, Field Collected - Aquatic, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784078	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:30.324+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.21016	152.565		OCEANIA	{}	2003.0	3.0	20.0	2003-03-20	79.0	79.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:30.324+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '72fdc619-f466-4503-97a8-399e5c614688'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	72fdc619-f466-4503-97a8-399e5c614688	P.73526	AM			1100784078	Invertebrates - Marine & Other	72fdc619-f466-4503-97a8-399e5c614688			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198144|urn:catalog:AM:Invertebrates - Marine & Other:P.73526	airlift	urn:australianmuseum.net.au:Events:1090432	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, north-west side of Latitude Rock	ecatalogue.LocCollectionEventLocal: [NSW 2210] Australia, New South Wales, Forster, north-west side of Latitude Rock (32° 12' 37 S, 152° 33' 54 E) 20/03/2003 - 20/03/2003, airlift, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784086	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:35.335+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.21083	152.56832		OCEANIA	{}	2003.0	3.0	18.0	2003-03-18	77.0	77.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:35.335+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '96693997-5e3e-4622-81a1-bbfd283c1e06'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	96693997-5e3e-4622-81a1-bbfd283c1e06	P.73485	AM			1100784086	Invertebrates - Marine & Other	96693997-5e3e-4622-81a1-bbfd283c1e06		MALE	2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198096|urn:catalog:AM:Invertebrates - Marine & Other:P.73485	hand collected on scuba	urn:australianmuseum.net.au:Events:1062255	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, outer Latitude Rock	ecatalogue.LocCollectionEventLocal: [NSW 2151] Australia, New South Wales, Forster, outer Latitude Rock (32° 12' 39 S, 152° 34' 06 E) 18/03/2003 - 18/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784102	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:52.268+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.21083	152.56832		OCEANIA	{}	2003.0	3.0	18.0	2003-03-18	77.0	77.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:52.268+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'b2bca3dc-e853-42ca-95e5-819dcd1d3c66'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	b2bca3dc-e853-42ca-95e5-819dcd1d3c66	P.73536	AM			1100784102	Invertebrates - Marine & Other	b2bca3dc-e853-42ca-95e5-819dcd1d3c66			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198158|urn:catalog:AM:Invertebrates - Marine & Other:P.73536	hand collected on scuba	urn:australianmuseum.net.au:Events:1090414	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, outer Latitude Rock	ecatalogue.LocCollectionEventLocal: [NSW 2163] Australia, New South Wales, Forster, outer Latitude Rock (32° 12' 39 S, 152° 34' 06 E) 18/03/2003 - 18/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784026	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:12.718+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.18633	152.53833		OCEANIA	{}	2003.0	3.0	19.0	2003-03-19	78.0	78.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:12.718+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ea082720-40e9-4ebb-9846-cc321d2d2c28'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	ea082720-40e9-4ebb-9846-cc321d2d2c28	P.73510	AM			1100784026	Invertebrates - Marine & Other	ea082720-40e9-4ebb-9846-cc321d2d2c28			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198128|urn:catalog:AM:Invertebrates - Marine & Other:P.73510	hand collected on scuba	urn:australianmuseum.net.au:Events:1090429	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, south east of Bennett Head	ecatalogue.LocCollectionEventLocal: [NSW 2173] Australia, New South Wales, Forster, south east of Bennett Head (32° 11' 11 S, 152° 32' 18 E) 19/03/2003 - 19/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1100784037	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:13.831+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-32.21083	152.56832		OCEANIA	{}	2003.0	3.0	18.0	2003-03-18	77.0	77.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:13.831+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ff8ea5ef-a310-43a4-b52b-51232e5244d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Arango, Dr Claudia - Queensland Museum	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	ff8ea5ef-a310-43a4-b52b-51232e5244d7	P.73514	AM			1100784037	Invertebrates - Marine & Other	ff8ea5ef-a310-43a4-b52b-51232e5244d7			2019-01-01T00:00:00	1e-05	100.0	New South Wales	ecatalogue.irn:1198132|urn:catalog:AM:Invertebrates - Marine & Other:P.73514	hand collected on scuba	urn:australianmuseum.net.au:Events:1062256	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2020/8/12,verbatimUncertainty:10m-100m}	Forster, outer Latitude Rock	ecatalogue.LocCollectionEventLocal: [NSW 2155] Australia, New South Wales, Forster, outer Latitude Rock (32° 12' 39 S, 152° 34' 06 E) 18/03/2003 - 18/03/2003, hand collected on scuba, Marine Invertebrate Collection Management Trip March 2003;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Australian Museum party																				
1272743231	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:15.094+00:00	381	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/creator': 'Patullo, Blair', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '108adcd1-be50-44c9-bd39-90263c1324cc', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=718d6b01-a191-4139-8bb7-d9552ca3c280'}]}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-42.5667	148.1	50.0	OCEANIA	{}	1985.0	4.0	23.0	1985-04-23	113.0	113.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-05-23T09:07:00.000+00:00	2024-07-02T06:37:15.094+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '108adcd1-be50-44c9-bd39-90263c1324cc'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'creator': 'Patullo, Blair', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'identifier': 'https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=718d6b01-a191-4139-8bb7-d9552ca3c280'}]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba		False	D A. Staples - Museum Victoria (Sciences)	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	108adcd1-be50-44c9-bd39-90263c1324cc	J48814	NMV	Maria Island 2 km E of Cape Boulanger	TAS 29	1272743231	Invertebrates	108adcd1-be50-44c9-bd39-90263c1324cc			2001-01-01T00:00:00			Tasmania		WHOI epibenthic sled	TAS 29		7000		Maria Island 2 km E of Cape Boulanger		https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum		Museum Victoria			Australia|Tasmania	TAS	Wet|ethanol 70%	Museums Victoria	urn:lsid:biocol.org:col:34978	ICZN	en	PhysicalObject	TAS 29	NMV	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Pycnogonidae							
1100783008	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:46.241+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-14.666	145.466		OCEANIA	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.7_1', 'name': 'Queensland'}, 'level2': {'gid': 'AUS.7.20_1', 'name': 'Cook'}}	1982.0	1.0	11.0	1982-01-11	11.0	11.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:46.241+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'bfbd8c16-742a-46fc-bcb7-ccde4208adae'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922		False	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	bfbd8c16-742a-46fc-bcb7-ccde4208adae	P.71953	AM			1100783008	Invertebrates - Marine & Other	bfbd8c16-742a-46fc-bcb7-ccde4208adae			2005-01-01T00:00:00	0.001	100000.0	Queensland	ecatalogue.irn:1181233|urn:catalog:AM:Invertebrates - Marine & Other:P.71953		urn:australianmuseum.net.au:Events:1051885	Pycnogonum tuberculatum Clark, 1963	7000	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4}	Lizard Island, North Point	ecatalogue.LocCollectionEventLocal: [BK-114] Australia, Queensland, Lizard Island, North Point (14° 40' S, 145° 28' E) 11/01/1982 - 11/01/1982;	https://biodiversity.org.au/afd/taxa/04ed0353-e5c7-41ff-8269-48201ebb0db1	Pycnogonum tuberculatum	Clark, 1963	Kensley, B.F.	ecatalogue.IdeComments: ex P.45156; vial B;																			
2434363459	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:23.508+00:00	393	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117240	1	54	354	9477065	2014	2117211	2117240	2117240	Pycnogonum tuberculatum Clark, 1963	Pycnogonum tuberculatum Clark, 1963	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum tuberculatum	Pycnogonum	tuberculatum	SPECIES	ACCEPTED	NE	-3.383333	143.67		OCEANIA	{}	1979.0	6.0	21.0	1979-06-21	172.0	172.0	['COORDINATE_ROUNDED', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:23.508+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200855@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92		False	Stock J.H.	WGS84	Pycnogonida	ID	[]	[]	ASIA	Indonesia	EUROPE	ZMA.PYC.200855@CRS	ZMA.PYC.200855				2434363459	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200855																							WholeOrganism (wet specimen)	Naturalis Biodiversity Center	Naturalis Biodiversity Center	ICZN					Animalia|Pycnogonidae	21 jun 1979						
