key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID
1321437536	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:12.172+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117643	1	54	354	9477065	2013	2117630	2117643	2117643	Nymphon forticulum Child, 1995	Nymphon forticulum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon forticulum	Nymphon	forticulum	SPECIES	ACCEPTED	NE	-54.9992	-64.8125	493.0	55.0	Tierra del Fuego	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina, Tierra del Fuego	1971.0	11.0	3.0	1971-11-03	307.0	307.0	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:25:00.000+00:00	2024-07-02T12:38:12.172+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3bb499319-a442-4fe9-8b99-a1b37e105b9b'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/3bb499319-a442-4fe9-8b99-a1b37e105b9b	urn:lsid:biocol.org:col:34871	03 NOV 1971	unknown, from legacy	Staten Island	Degrees Minutes Seconds	USARP/HE/715/895/SOSC	IZ	1321437536	http://n2t.net/ark:/65665/3bb499319-a442-4fe9-8b99-a1b37e105b9b	USNM 234682	USNM	895	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6
318007689	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.226+00:00	124	{}	OCCURRENCE		PRESENT		2117643	1	54	354	9477065	2013	2117630	2117643	2117643	Nymphon forticulum Child, 1995	Nymphon forticulum Child, 1995	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon forticulum	Nymphon	forticulum	SPECIES	ACCEPTED	NE	-54.9983	-64.8333	493.0	55.0		{}										['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:23.226+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:23008'}]	[]	[]	[]			False					WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	EUROPE								SOMBASE Pycnogonids	318007689		23008	BAS			
