key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	verbatimLocality	collectionCode	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	coordinatePrecision	coordinateUncertaintyInMeters	continent	otherCatalogNumbers	eventID	acceptedNameUsage	dynamicProperties	locationRemarks	nameAccordingTo	verbatimTaxonRank	sex	depth	typeStatus	originalNameUsage	depthAccuracy	waterBody	collectionKey	datasetName	verbatimEventDate	locationID	collectionID	references	datasetID	scientificNameID	bibliographicCitation
1272741632	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:31.253+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	2000-01-01T00:00:00	-41.13	144.538	Tasmania	{}	Australia|Tasmania	1996.0	3.0	15.0	1996-03-15	75.0	75.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-25T16:15:00.000+00:00	2024-07-02T06:37:31.253+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '53a2bda2-5f98-43a5-a76c-43d587cae11a'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Timewell, C.	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	hand	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	53a2bda2-5f98-43a5-a76c-43d587cae11a	urn:lsid:biocol.org:col:34978	ICZN	7000	Hawley Beach, Port Sorell	Hawley Beach, Port Sorell	Invertebrates	1272741632	en	53a2bda2-5f98-43a5-a76c-43d587cae11a	PhysicalObject	J47134	NMV	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639	NMV	Propallene cyathus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae																									
1100763561	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:01.582+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-42.27832	148.31166	Tasmania	{}		1991.0	5.0	1.0	1991-05-01	121.0	121.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:01.582+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd57fefb5-ddee-4c73-bfec-4962ce0a0fd2'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		d57fefb5-ddee-4c73-bfec-4962ce0a0fd2			7000		Freycinet Peninsula, Joes Bight	Invertebrates - Marine & Other	1100763561		d57fefb5-ddee-4c73-bfec-4962ce0a0fd2		P.43747	AM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus		1e-05	1000.0	OCEANIA	ecatalogue.irn:1063325|urn:catalog:AM:Invertebrates - Marine & Other:P.43747	urn:australianmuseum.net.au:Events:1074826	Propallene cf cyathus Staples, 1979	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [TAS 345] Australia, Tasmania, Freycinet Peninsula, Joes Bight (42° 16' 42 S, 148° 18' 42 E) 01/05/1991 - 01/05/1991;	Staples, 1979	species															
1100783932	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:26.892+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	2006-01-01T00:00:00	-19.47166	118.91999	Western Australia	{}		1983.0	8.0	31.0	1983-08-31	243.0	243.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:26.892+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2df1f5e5-fbda-4022-8cf6-087254ac9ae9'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False		Arango, C - Australian Museum - Marine Invertebrates			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2df1f5e5-fbda-4022-8cf6-087254ac9ae9			7000		North West Shelf	Invertebrates - Marine & Other	1100783932		2df1f5e5-fbda-4022-8cf6-087254ac9ae9		P.73387	AM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus		1e-05	10000.0		ecatalogue.irn:1197688|urn:catalog:AM:Invertebrates - Marine & Other:P.73387	urn:australianmuseum.net.au:Events:1066104	Propallene cf. cyathus Staples, 1979	{dcterms:type:PhysicalObject,dcterms:modified:2018/7/4,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: [04-B9-S] Australia, Western Australia, North West Shelf (19° 28' 18 S, 118° 55' 12 E) 31/08/1983 - 31/08/1983, CSIRO North-West Shelf project;	Staples, 1979	species	MALE														
1100756681	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:04.152+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.78499	151.27999	New South Wales	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.5_1', 'name': 'New South Wales'}, 'level2': {'gid': 'AUS.5.88_1', 'name': 'Manly'}}		1980.0	10.0	26.0	1980-10-26	300.0	300.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:04.152+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '2b0b9e6a-f727-4441-900c-555d1ed314fb'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Murray, Anna|Australian Museum|Invertebrates, Marine	Krapp, F			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		2b0b9e6a-f727-4441-900c-555d1ed314fb			7000		Queenscliff,  Queenscliff Lagoon, near bridge	Invertebrates - Marine & Other	1100756681		2b0b9e6a-f727-4441-900c-555d1ed314fb		P.31039	AM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus		1e-05	1000.0	OCEANIA	ecatalogue.irn:1150711|urn:catalog:AM:Invertebrates - Marine & Other:P.31039	urn:australianmuseum.net.au:Events:1039127	Propallene cyathus Staples, 1979	{dcterms:type:PhysicalObject,dcterms:modified:2018/6/27,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: Australia, New South Wales, Queenscliff,  Queenscliff Lagoon, near bridge (33° 47' 06 S, 151° 16' 48 E) 26/10/1980 - 26/10/1980;	Staples, 1979		FEMALE														
1272746884	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:30.810+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1981-01-01T00:00:00	-38.38	147.18	Victoria	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.72_1', 'name': 'Wellington'}}	Australia|Victoria	1977.0	3.0	15.0	1977-03-15	74.0	74.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:55:00.000+00:00	2024-07-02T06:37:30.810+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '6bd2e909-c955-45f7-81a7-408cff825b16'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Watson, J.E.	D A. Staples - Museum Victoria (Sciences)	Wet		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	6bd2e909-c955-45f7-81a7-408cff825b16	urn:lsid:biocol.org:col:34978	ICZN	7000	Seaspray, SW of, 1 km offshore	Seaspray, SW of, 1 km offshore	Invertebrates	1272746884	en	6bd2e909-c955-45f7-81a7-408cff825b16	PhysicalObject	J5223	NMV	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639	NMV	Propallene cyathus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae			OCEANIA								MALE	13.0	HOLOTYPE												
1100755319	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:00.277+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE		-38.383	147.183	Victoria	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.72_1', 'name': 'Wellington'}}		1977.0	11.0	16.0	1977-11-16	320.0	320.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:19:00.277+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '10507d03-10ab-4a29-ab9b-d6d3f4baaed1'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Watson, N.W.	Staples, Dr David A - Museum Victoria - Sciences Department			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		10507d03-10ab-4a29-ab9b-d6d3f4baaed1			7000		south west of Seaspray, Bass Strait	Invertebrates - Marine & Other	1100755319		10507d03-10ab-4a29-ab9b-d6d3f4baaed1		P.27894	AM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus		0.001		OCEANIA	ecatalogue.irn:1158678|urn:catalog:AM:Invertebrates - Marine & Other:P.27894	urn:australianmuseum.net.au:Events:1036449	Propallene cyathus Staples, 1979	{dcterms:type:PhysicalObject,dcterms:modified:2020/2/27}	ecatalogue.LocCollectionEventLocal: Australia, Victoria, south west of Seaspray, Bass Strait (38° 23' S, 147° 11' E) 16/11/1977 - 16/11/1977;	Staples, 1979		MALE														
1916765124	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:14:50.810+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1979-01-01T00:00:00	-38.4	147.2	Victoria	{}		1977.0	11.0	16.0	1977-11-16	320.0	320.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-10T00:00:00.000+00:00	2024-07-02T17:14:50.810+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '145d86be-6bc5-4685-955e-c100125199fe'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True	Watson, N.W.	Staples, D.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		145d86be-6bc5-4685-955e-c100125199fe			7000			ARACH	1916765124		145d86be-6bc5-4685-955e-c100125199fe	PhysicalObject	10499	WAM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus				OCEANIA	78/582				SW. of Seaspray, 1 km offshore			FEMALE		PARATYPE												
1272746915	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:23.428+00:00	381	{}	PRESERVED_SPECIMEN		PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1981-01-01T00:00:00	-38.38	147.18	Victoria	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.10_1', 'name': 'Victoria'}, 'level2': {'gid': 'AUS.10.72_1', 'name': 'Wellington'}}	Australia|Victoria	1977.0	11.0	16.0	1977-11-16	320.0	320.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T14:46:00.000+00:00	2024-07-02T06:37:23.428+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3288b02b-820a-46eb-905a-490d450c9fa9'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	True	Watson, J.E.	D A. Staples - Museum Victoria (Sciences)	Wet		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	3288b02b-820a-46eb-905a-490d450c9fa9	urn:lsid:biocol.org:col:34978	ICZN	7000	Seaspray, SW of, 1 km offshore	Seaspray, SW of, 1 km offshore	Invertebrates	1272746915	en	3288b02b-820a-46eb-905a-490d450c9fa9	PhysicalObject	J5225	NMV	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639	NMV	Propallene cyathus	Arthropoda | Chelicerata | Pycnogonida | Callipallenidae			OCEANIA									13.0	PARATYPE												
1916835260	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:05.929+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1979-01-01T00:00:00	-38.4	147.2	Victoria	{}		1977.0	11.0	16.0	1977-11-16	320.0	320.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-10T00:00:00.000+00:00	2024-07-02T17:15:05.929+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '35337512-edfb-44cc-bb13-95afa0f70ab9'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True	Watson, N.W.	Staples, D.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		35337512-edfb-44cc-bb13-95afa0f70ab9			7000			ARACH	1916835260		35337512-edfb-44cc-bb13-95afa0f70ab9	PhysicalObject	10497	WAM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus				OCEANIA	78/580				SW. of Seaspray, 1 km offshore			MALE		PARATYPE												
1916785163	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:04.806+00:00	2024-07-02T17:15:02.923+00:00	380	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118051	1	54	354	9477065	2011	2118047	2118051	2118051	Propallene cyathus Staples, 1979	Propallene cyathus Staples, 1979	Animalia	Arthropoda	Pantopoda	Callipallenidae	Propallene	Propallene cyathus	Propallene	cyathus	SPECIES	ACCEPTED	NE	1979-01-01T00:00:00	-38.4	147.2	Victoria	{}		1977.0	11.0	16.0	1977-11-16	320.0	320.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	1992-09-10T00:00:00.000+00:00	2024-07-02T17:15:02.923+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '3c74a6a5-c9ac-44f2-bc8c-1f2a8b953684'}]	[]	[]	[]	09d260e0-a509-40c7-bef5-b0f5444be84a	True	Watson, N.W.	Staples, D.A.	wet (in ethanol or some other preservative)		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		3c74a6a5-c9ac-44f2-bc8c-1f2a8b953684			7000			ARACH	1916785163		3c74a6a5-c9ac-44f2-bc8c-1f2a8b953684	PhysicalObject	10501	WAM	https://biodiversity.org.au/afd/taxa/41f6f376-a9a8-4dfa-b087-f237676ba639		Propallene cyathus				OCEANIA	78/584				SW. of Seaspray, 1 km offshore			FEMALE		PARATYPE												
