key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	sex	verbatimDepth
1319314124	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:14.472+00:00	395	{}	PRESERVED_SPECIMEN	5	PRESENT	2118239	1	54	354	9477065	6313	2118237	2118239	2118239	Tanystylum dowi Child, 1979	Tanystylum dowi Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum dowi	Tanystylum	dowi	SPECIES	ACCEPTED	NE	8.9458	-79.5292	0.5	0.5	NORTH_AMERICA	Canal Zone	{}	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	1971	11	6	1971-11-06	310	310	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:21:00.000+00:00	2024-07-02T12:39:14.472+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/35d6dd365-7e2b-43fe-a0d4-42baa4da61b5'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/35d6dd365-7e2b-43fe-a0d4-42baa4da61b5	urn:lsid:biocol.org:col:34871	06 NOV 1971	unknown, from legacy	Panama Bay, Panama City, Old French Fort	Degrees Minutes Seconds	IZ	1319314124	http://n2t.net/ark:/65665/35d6dd365-7e2b-43fe-a0d4-42baa4da61b5	USNM 170497	USNM	58- 1-4	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6		
1319939645	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:58.478+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2118239	1	54	354	9477065	6313	2118237	2118239	2118239	Tanystylum dowi Child, 1979	Tanystylum dowi Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum dowi	Tanystylum	dowi	SPECIES	ACCEPTED	NE	8.9458	-79.5292	0.5	0.5	NORTH_AMERICA	Canal Zone	{}	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama, Canal Zone	1971	11	6	1971-11-06	310	310	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-09-30T11:19:00.000+00:00	2024-07-02T12:38:58.478+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/379158e3f-4e0f-4784-b5ee-f9c1ab43bbff'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/379158e3f-4e0f-4784-b5ee-f9c1ab43bbff	urn:lsid:biocol.org:col:34871	06 NOV 1971	unknown, from legacy	Panama Bay, Panama City, Old French Fort	Degrees Minutes Seconds	IZ	1319939645	http://n2t.net/ark:/65665/379158e3f-4e0f-4784-b5ee-f9c1ab43bbff	USNM 170496	USNM	58- 1-4	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	
1319418337	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:39.781+00:00	395	{}	PRESERVED_SPECIMEN	1	PRESENT	2118239	1	54	354	9477065	6313	2118237	2118239	2118239	Tanystylum dowi Child, 1979	Tanystylum dowi Child, 1979	Animalia	Arthropoda	Pantopoda	Ammotheidae	Tanystylum	Tanystylum dowi	Tanystylum	dowi	SPECIES	ACCEPTED	NE	8.97	-79.5			NORTH_AMERICA		{}	North Pacific Ocean, Gulf of Panama	North Pacific Ocean, Gulf of Panama, Panama	1970	11	28	1970-11-28	332	332	PARATYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2016-10-26T13:59:00.000+00:00	2024-07-02T12:37:39.781+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/36205f134-26eb-4663-ae6d-5952eb799d1e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Tropical Research Institute	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	PA	[]	[]	LATIN_AMERICA	Panama	NORTH_AMERICA	http://n2t.net/ark:/65665/36205f134-26eb-4663-ae6d-5952eb799d1e	urn:lsid:biocol.org:col:34871	28 NOV 1970		Panama Bay, Punta Paitilla, Abietinaria Zone		IZ	1319418337	http://n2t.net/ark:/65665/36205f134-26eb-4663-ae6d-5952eb799d1e	USNM 170498	USNM	2-6	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ammotheidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	MALE	Intertidal
