key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	continent	stateProvince	gadm	higherGeography	typeStatus	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	verbatimLocality	collectionCode	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	decimalLatitude	decimalLongitude	geodeticDatum	sex
1272743256	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:30.608+00:00	381	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117259	1	54	354	9477065	2014	2117211	2117259	2117259	Pycnogonum clarki Staples, 2002	Pycnogonum clarki Staples, 2002	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum clarki	Pycnogonum	clarki	SPECIES	ACCEPTED	NE	2001-01-01T00:00:00	OCEANIA	New South Wales	{}	Australia|New South Wales	PARATYPE	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T15:50:00.000+00:00	2024-07-02T06:37:30.608+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '58c215b7-fb3d-4e2f-83fb-cc6cc2063aaa'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Hooper, N. John	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	58c215b7-fb3d-4e2f-83fb-cc6cc2063aaa	urn:lsid:biocol.org:col:34978	ICZN	7000	Arrawarra Headland	Arrawarra Headland	Invertebrates	1272743256	en	58c215b7-fb3d-4e2f-83fb-cc6cc2063aaa	PhysicalObject	J48817	NMV	https://biodiversity.org.au/afd/taxa/2827054f-e2f8-4199-a947-28e01e9a00c0	NMV	Pycnogonum clarki	Arthropoda | Chelicerata | Pycnogonida | Pycnogonidae				
90258814	8598edb6-f762-11e1-a439-00145eb45e9a	ff6a9550-c5c3-11d9-b4b2-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	60022950-f762-11e1-a439-00145eb45e9a	ff6a9550-c5c3-11d9-b4b2-b8a03c50a862	IN	DWC_ARCHIVE	2024-07-16T20:02:33.066+00:00	2024-07-16T20:02:54.192+00:00	304	{}	OCCURRENCE		PRESENT	2117259	1	54	354	9477065	2014	2117211	2117259	2117259	Pycnogonum clarki Staples, 2002	Pycnogonum clarki Staples, 2002	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum clarki	Pycnogonum	clarki	SPECIES	ACCEPTED	NE				{}			['ZERO_COORDINATE', 'GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-07-16T20:02:54.192+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '90258814'}]	[]	[]	[]		False				Pycnogonida		[]	[]			ASIA						Timor sea		INDOBIS-DATASET1	90258814				112430	NCL					0.0	0.0	WGS84	
1272743218	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:40.617+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117259	1	54	354	9477065	2014	2117211	2117259	2117259	Pycnogonum clarki Staples, 2002	Pycnogonum clarki Staples, 2002	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum clarki	Pycnogonum	clarki	SPECIES	ACCEPTED	NE	2001-01-01T00:00:00	OCEANIA	New South Wales	{}	Australia|New South Wales	HOLOTYPE	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2023-03-15T15:50:00.000+00:00	2024-07-02T06:37:40.617+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'be04381d-4fc6-4e2f-8056-3996c7160c47'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Hooper, N. John	D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	be04381d-4fc6-4e2f-8056-3996c7160c47	urn:lsid:biocol.org:col:34978	ICZN	7000	Arrawarra Headland	Arrawarra Headland	Invertebrates	1272743218	en	be04381d-4fc6-4e2f-8056-3996c7160c47	PhysicalObject	J48812	NMV	https://biodiversity.org.au/afd/taxa/2827054f-e2f8-4199-a947-28e01e9a00c0	NMV	Pycnogonum clarki	Arthropoda | Chelicerata | Pycnogonida | Pycnogonidae				MALE
