key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	references	license	isSequenced	associatedSequences	identifiers	media	facts	relations	isInCluster	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	taxonConceptID	locality	gbifID	occurrenceRemarks	occurrenceID	taxonID	networkKeys	individualCount	depth	depthAccuracy	stateProvince	waterBody	higherGeography	modified	institutionKey	collectionKey	datasetName	recordedBy	identifiedBy	preparations	catalogNumber	institutionID	verbatimEventDate	institutionCode	collectionCode	higherClassification	collectionID	decimalLatitude	decimalLongitude	continent	geodeticDatum	georeferenceProtocol	verbatimCoordinateSystem	locationID	sex	lifeStage	vernacularName	county	language	type	rightsHolder	nomenclaturalCode
3351198385	d8cd16ba-bb74-4420-821e-083f2bac17c2	ada9d123-ddb4-467d-8891-806ea8d94230	17a83780-3060-4851-9d6f-029d5fcb81c9	fbca90e3-8aed-48b1-84e3-369afbd000ce	GB	EML	2024-07-20T12:06:08.628+00:00	2024-07-20T12:49:43.582+00:00	175	{}	MATERIAL_SAMPLE	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	2013.0	1.0	17.0	2013-01-17	17.0	17.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-07-20T12:49:43.582+00:00	https://www.ebi.ac.uk/ena/browser/view/LC010684	http://creativecommons.org/licenses/by/4.0/legalcode	True	https://www.ebi.ac.uk/ena/browser/api/embl/LC010684	[{'identifier': 'LC010684'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	EUROPE	LC010684	https://www.ebi.ac.uk/ena/browser/view/Taxon:424459	Chiba, Tateyama	3351198385	Ascorhynchus glaberrimus gene for 18S rRNA, partial sequence.	LC010684	ASV:488d128982bcf915a6088dad4a84ffb5																																				
1321735631	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:09.298+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1973.0	8.0	18.0	1973-08-18	230.0	230.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:09.298+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3c87ec2b3-8c29-4fbc-9d8d-c12cb190609b'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3c87ec2b3-8c29-4fbc-9d8d-c12cb190609b		Honshu Island, Sagami Bay, Off Shimoda	1321735631		http://n2t.net/ark:/65665/3c87ec2b3-8c29-4fbc-9d8d-c12cb190609b		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	4.0	30.0	0.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183911	urn:lsid:biocol.org:col:34871	18 AUG 1973	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6															
1322794659	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:01.287+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1973.0	8.0	8.0	1973-08-08	220.0	220.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:01.287+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3f76a87d1-049e-48f8-879b-3a1fb674f2fb'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3f76a87d1-049e-48f8-879b-3a1fb674f2fb		Honshu Island, Sagami Bay, Off Shimoda	1322794659		http://n2t.net/ark:/65665/3f76a87d1-049e-48f8-879b-3a1fb674f2fb		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	4.0	30.0	0.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183910	urn:lsid:biocol.org:col:34871	08 AUG 1973	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6															
1321535756	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:46.186+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1971.0	2.0	1.0	1971-02-01	32.0	32.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:46.186+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3bf9f4313-0a24-4ea2-bd48-7ffccfdff75a'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3bf9f4313-0a24-4ea2-bd48-7ffccfdff75a		Honshu Island, Sagami Bay	1321535756		http://n2t.net/ark:/65665/3bf9f4313-0a24-4ea2-bd48-7ffccfdff75a		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	5.0	295.0	5.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2020-03-02T14:00:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183907	urn:lsid:biocol.org:col:34871	01 FEB 1971	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	34.9767	139.173	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	KT71-2-29								
1322730664	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:55.832+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1971.0	2.0	2.0	1971-02-02	33.0	33.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:55.832+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3f490653f-2fc5-4e31-a719-e9b67d3bca84'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3f490653f-2fc5-4e31-a719-e9b67d3bca84		Honshu Island, Sagami Bay	1322730664		http://n2t.net/ark:/65665/3f490653f-2fc5-4e31-a719-e9b67d3bca84		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	165.0	5.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183906	urn:lsid:biocol.org:col:34871	02 FEB 1971	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	34.77	139.075	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	KT71-2-23	MALE							
1317387845	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:49.746+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1970.0	5.0	21.0	1970-05-21	141.0	141.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:36:49.746+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/30831302d-fd59-4df8-934b-327afd4d57c8'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/30831302d-fd59-4df8-934b-327afd4d57c8		Honshu Island, Sagami Bay,Nabeta Bay	1317387845		http://n2t.net/ark:/65665/30831302d-fd59-4df8-934b-327afd4d57c8		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	11.0	4.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183908	urn:lsid:biocol.org:col:34871	21 MAY 1970	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									Juvenile						
1322446821	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:27.352+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1970.0	5.0	22.0	1970-05-22	142.0	142.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:38:27.352+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3e80008b6-3899-401e-b496-6db65c27d633'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3e80008b6-3899-401e-b496-6db65c27d633		Honshu Island, Sagami Bay, Off Kisami	1322446821		http://n2t.net/ark:/65665/3e80008b6-3899-401e-b496-6db65c27d633		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	7.0	30.0	0.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183912	urn:lsid:biocol.org:col:34871	22 MAY 1970	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6															
1322130234	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:24.422+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1970.0	8.0	13.0	1970-08-13	225.0	225.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:24.422+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/3da007a1b-759e-4da6-be2e-5f31ba139745'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/3da007a1b-759e-4da6-be2e-5f31ba139745		Honshu Island, Sagami Bay,Nabeta Bay	1322130234		http://n2t.net/ark:/65665/3da007a1b-759e-4da6-be2e-5f31ba139745		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	11.0	4.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183909	urn:lsid:biocol.org:col:34871	13 AUG 1970	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6									Juvenile						
1320766242	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:07.390+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1970.0	9.0	1.0	1970-09-01	244.0	244.0	['TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:07.390+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/39da4d97c-0a11-4e29-99ed-2baca5e2d1be'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/39da4d97c-0a11-4e29-99ed-2baca5e2d1be		Honshu Island, Sagami Bay, Off Kisami	1320766242		http://n2t.net/ark:/65665/39da4d97c-0a11-4e29-99ed-2baca5e2d1be		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	30.0	30.0	0.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2020-03-02T14:00:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	K. Nakamura	Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183913	urn:lsid:biocol.org:col:34871	01 SEP 1970	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6															
1319302161	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:31.119+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	2118364	1	54	354	9477065	4338615	2118315	2118364	2118364	Ascorhynchus glaberrimus Schimkewitsch, 1913	Ascorhynchus glaberrimus Schimkewitsch, 1913	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	Ascorhynchus	glaberrimus	SPECIES	ACCEPTED	NE	{}	1969.0	7.0	17.0	1969-07-17	198.0	198.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:31.119+00:00		http://creativecommons.org/publicdomain/zero/1.0/legalcode	False		[{'identifier': 'http://n2t.net/ark:/65665/35ce2effa-50b5-444c-a32b-2d840b545344'}]	[]	[]	[]	False	Pycnogonida	JP	[]	[]	ASIA	Japan	NORTH_AMERICA	http://n2t.net/ark:/65665/35ce2effa-50b5-444c-a32b-2d840b545344		Honshu Island, Sagami Bay	1319302161		http://n2t.net/ark:/65665/35ce2effa-50b5-444c-a32b-2d840b545344		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	2.0	113.0	0.0	Shizuoka	North Pacific Ocean	North Pacific Ocean, Japan, Shizuoka	2014-10-20T15:15:00.000+00:00	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology		Nakamura, K.; Child, C. A.	Alcohol (Ethanol)	USNM 183904	urn:lsid:biocol.org:col:34871	17 JUL 1969	USNM	IZ	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Ascorhynchidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	35.015	139.143	ASIA	WGS84	unknown, from legacy	Degrees Minutes Seconds	KT69-12-21	FEMALE							
