key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	networkKeys	individualCount	collectionKey	recordedBy	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	modified	datasetID	rightsHolder	language	type	taxonID	verbatimIdentification	continent	stateProvince	county	locationID	bibliographicCitation	higherClassification	dateIdentified	recordNumber	verbatimEventDate	projectId	higherGeography	acceptedNameUsage	locationRemarks	sex	dynamicProperties	locationAccordingTo	identificationRemarks	verbatimLocality	georeferenceProtocol	verbatimCoordinateSystem	lifeStage	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	nomenclaturalCode	disposition	parentNameUsage	materialEntityID	otherCatalogNumbers	habitat	georeferenceRemarks	occurrenceRemarks	typeStatus
3756610451	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.316+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '188710059001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.186786579038395', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '188710059001005', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	80.17916	22.130568	199.81	5.069999999999993	{}	Barents Sea	2018.0	8.0	28.0	2018-08-28T20:18Z/2018-08-28T20:23Z	240.0	240.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.316+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '188710059001005'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2018109 Sample: 59	188710059001005	188710059001005	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(22.130568 80.17916,22.12961 80.181235)	20:18Z/20:23Z	MAREANO Reference Station: 1887	catchId: 5	3756610451	IMRMarbunnBenthos	188710059001005																																																			
3756613782	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.908+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '6', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '164910018001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.831235622034471', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '164910018001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	74.997	25.9995	208.005	0.4449999999999932	{}	Barents Sea	2016.0	9.0	28.0	2016-09-28T00:41Z/2016-09-28T00:46Z	272.0	272.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.908+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '164910018001011'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2016113 Sample: 18	164910018001011	164910018001011	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(25.9995 74.997,25.9995 74.994833)	00:41Z/00:46Z	MAREANO Reference Station: 1649	catchId: 11	3756613782	IMRMarbunnBenthos	164910018001011																																																			
2240585573	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.883+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '149210536001017', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.658989951265796', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '149210536001017', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	73.599333	36.573833	256.67499999999995	0.6550000000000011	{}	Barents Sea	2015.0	6.0	14.0	2015-06-14T11:58Z/2015-06-14T12:03Z	165.0	165.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.883+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '149210536001017'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida		[]	[]			EUROPE	Cruise: 58GS-2015109 Sample: 536	149210536001017	149210536001017	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(36.573833 73.599333,36.580548 73.600205)	11:58Z/12:03Z	MAREANO Reference Station: 1492	catchId: 17	2240585573	IMRMarbunnBenthos	149210536001017																																																			
4851017310	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.769+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	7787774	1	54	354	9477065	2011	2117983	2118005	2118005	Cordylochele brevicolis Sars, 1981	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Cordylochele	brevicolis	SPECIES	SYNONYM	NE	79.3218543	73.1097726			{}	Arctic Ocean	2014.0	8.0	27.0	2014-08-27	239.0	239.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.769+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'b33dcbf7-298b-4164-a9da-074b27fd261a'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Professor Shtokman_cruise_128_st.128-44	b33dcbf7-298b-4164-a9da-074b27fd261a	INV0003591		IORAS			Arctic Ocean	128-44	4851017310	OBFc	b33dcbf7-298b-4164-a9da-074b27fd261a	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Professor Shtokman	Dudnik, Zoya	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	473.0 - 471.0 m	IORAS	cruise 128	fd699988-ab5d-4737-9443-9085cea191d2																																								
1837989990	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.833+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.7205181854605353', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '125710477001016', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	62.882	4.309167	656.95	1.8599999999999568	{}	Norwegian Sea	2013.0	9.0	28.0	2013-09-28T01:40Z/2013-09-28T01:45Z	271.0	271.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.833+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '125710477001016'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 477	125710477001016	125710477001016	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(4.309167 62.882,4.3125 62.880667)	01:40Z/01:45Z	MAREANO Reference Station: 1257	catchId: 16	1837989990	IMRMarbunnBenthos	125710477001016																																																			
1837990193	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.298+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0587823958743062', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '126110478001011', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	63.032167	4.682	765.65	0.37999999999999545	{}	Norwegian Sea	2013.0	9.0	29.0	2013-09-29T20:34Z/2013-09-29T20:39Z	272.0	272.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.298+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '126110478001011'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 478	126110478001011	126110478001011	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(4.682 63.032167,4.679333 63.0305)	20:34Z/20:39Z	MAREANO Reference Station: 1261	catchId: 11	1837990193	IMRMarbunnBenthos	126110478001011																																																			
1837990313	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:32.413+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0472023450297439', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '127110479001009', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	63.312667	5.0935	1057.3000000000002	0.12999999999999545	{}	Norwegian Sea	2013.0	10.0	2.0	2013-10-02T21:35Z/2013-10-02T21:40Z	275.0	275.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:32.413+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '127110479001009'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2013112 Sample: 479	127110479001009	127110479001009	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(5.0935 63.312667,5.092167 63.310667)	21:35Z/21:40Z	MAREANO Reference Station: 1271	catchId: 9	1837990313	IMRMarbunnBenthos	127110479001009																																																			
4399690742	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.114+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT	7787774	1	54	354	9477065	2011	2117983	2118005	2118005	Cordylochele brevicolis Sars, 1981	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Cordylochele	brevicolis	SPECIES	SYNONYM	NE	78.4925555	72.8019728			{}	Kara Sea	2011.0	9.0	27.0	2011-09-27	270.0	270.0	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.114+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '57632c1f-da3f-4268-b428-31daade6adda'}]	[]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	False		Sigsbee Trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Akademik Mstislav Keldysh_cruise 59_st.5042	57632c1f-da3f-4268-b428-31daade6adda	INV0002099		IORAS			Kara Sea	5042	4399690742	OBFc	57632c1f-da3f-4268-b428-31daade6adda	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	fd699988-ab5d-4737-9443-9085cea191d2	RV Akademik Mstislav Keldysh	Turpaeva, Elena	EtOH 75%	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	472.0 - 472.0 m	IORAS	cruise 59	fd699988-ab5d-4737-9443-9085cea191d2																																								
1265445177	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:24.547+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '500', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '061890431004000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.5', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '061890431004000', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	70.697333	21.044333	259.33	0.0	{}	Barents Sea	2010.0	9.0	20.0	2010-09-20T12:30Z	263.0	263.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:45:24.547+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '061890431004000'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	grab_2006-2022	VVgrab020,Subsample method: Sieve content - Mesh size (mm): 1.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2010112 Sample: 431	061890431004000	061890431004000	urn:lsid:marinespecies.org:taxname:134654	IMR		12:30Z	MAREANO Reference Station: 618	catchId: 0	1265445177	IMRMarbunnBenthos	061890431004000																																																			
1265467382	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.284+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '063610376009027', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00443780302567191', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '063610376009027', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2118005	1	54	354	9477065	2011	2117983	2118005	2118005	Pseudopallene brevicollis (Sars, 1888)	Pseudopallene brevicollis (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene brevicollis	Pseudopallene	brevicollis	SPECIES	ACCEPTED	NE	70.623667	20.0945	293.15999999999997	4.570000000000022	{}	Barents Sea	2010.0	9.0	23.0	2010-09-23T07:02Z/2010-09-23T07:08Z	266.0	266.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.284+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '063610376009027'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2010112 Sample: 376	063610376009027	063610376009027	urn:lsid:marinespecies.org:taxname:134654	IMR	LINESTRING(20.0945 70.623667,20.101833 70.623667)	07:02Z/07:08Z	MAREANO Reference Station: 636	catchId: 27	1265467382	IMRMarbunnBenthos	063610376009027																																																			
