key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetName	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	catalogNumber	scientificNameID	institutionCode	footprintWKT	eventTime	locality	fieldNumber	gbifID	collectionCode	occurrenceID	modified	datasetID	recordedBy	elevation	organismQuantity	organismQuantityType	networkKeys	individualCount	collectionKey	identifiedBy	preparations	institutionID	verbatimDepth	ownerInstitutionCode	parentEventID	collectionID	coordinatePrecision	rightsHolder	language	type	sex	dateIdentified	continent	stateProvince	otherCatalogNumbers	county	verbatimIdentification	higherGeography	georeferenceProtocol	verbatimCoordinateSystem	locationID	higherClassification	verbatimEventDate	bibliographicCitation	projectId	acceptedNameUsage	locationRemarks	taxonID	coordinateUncertaintyInMeters	habitat	dynamicProperties	locationAccordingTo	identificationRemarks	verbatimLocality	lifeStage	georeferencedDate	georeferenceRemarks	eventRemarks	occurrenceRemarks	georeferencedBy	references	nomenclaturalCode	georeferenceVerificationStatus	higherGeographyID	disposition	georeferenceSources	municipality	associatedReferences	taxonRemarks	vernacularName	previousIdentifications	accessRights	typeStatus	associatedSequences	taxonConceptID
4604576221	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.622+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '240110004001015', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00404367165386171', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '240110004001015', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	65.332847	7.419912	349.14	0.8799999999999955	{}	Norwegian Sea	2021.0	4.0	12.0	2021-04-12T09:22Z/2021-04-12T09:29Z	102.0	102.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.622+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '240110004001015'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 4	240110004001015	240110004001015	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(7.419912 65.332847,7.420767 65.335493)	09:22Z/09:29Z	MAREANO Reference Station: 2401	catchId: 15	4604576221	IMRMarbunnBenthos	240110004001015																																																																	
4604575457	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:35.216+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '2', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243810006001013', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0208591491119372', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '243810006001013', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	65.356407	6.475417	418.58500000000004	2.0250000000000057	{}	Norwegian Sea	2021.0	4.0	16.0	2021-04-16T00:15Z/2021-04-16T00:20Z	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:35.216+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '243810006001013'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 6	243810006001013	243810006001013	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(6.475417 65.356407,6.470677 65.35549)	00:15Z/00:20Z	MAREANO Reference Station: 2438	catchId: 13	4604575457	IMRMarbunnBenthos	243810006001013																																																																	
4604576346	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.804+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0145920311296664', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '244310007001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	65.249015	6.724548	315.995	2.634999999999991	{}	Norwegian Sea	2021.0	4.0	16.0	2021-04-16T15:38Z/2021-04-16T15:43Z	106.0	106.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.804+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '244310007001010'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 7	244310007001010	244310007001010	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(6.724548 65.249015,6.725613 65.24684)	15:38Z/15:43Z	MAREANO Reference Station: 2443	catchId: 10	4604576346	IMRMarbunnBenthos	244310007001010																																																																	
4604575845	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:33.050+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '3', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '245410008001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.023211491393491962', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '245410008001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	65.034545	6.342495	409.58	0.12999999999999545	{}	Norwegian Sea	2021.0	4.0	17.0	2021-04-17T17:48Z/2021-04-17T17:53Z	107.0	107.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:33.050+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '245410008001010'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 8	245410008001010	245410008001010	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(6.342495 65.034545,6.340715 65.036658)	17:48Z/17:53Z	MAREANO Reference Station: 2454	catchId: 10	4604575845	IMRMarbunnBenthos	245410008001010																																																																	
4430028980	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:29.324+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0139532031034377', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '247210011001043', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	62.41476	2.882168	389.94	0.3199999999999932	{}	Norwegian Sea	2021.0	4.0	20.0	2021-04-20T12:35Z/2021-04-20T12:42Z	110.0	110.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:29.324+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '247210011001043'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021103 Sample: 11	247210011001043	247210011001043	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(2.882168 62.41476,2.875885 62.414378)	12:35Z/12:42Z	MAREANO Reference Station: 2472	catchId: 43	4430028980	IMRMarbunnBenthos	247210011001043																																																																	
4430029093	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.459+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '254610018001028', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0243198547294011', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '254610018001028', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	62.315765	1.578893	487.0	1.0	{}	Norwegian Sea	2021.0	5.0	5.0	2021-05-05T06:22Z/2021-05-05T06:28Z	125.0	125.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.459+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '254610018001028'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2021104 Sample: 18	254610018001028	254610018001028	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(1.578893 62.315765,1.575918 62.318172)	06:22Z/06:28Z	MAREANO Reference Station: 2546	catchId: 28	4430029093	IMRMarbunnBenthos	254610018001028																																																																	
3756611210	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:30.071+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00640138408304498', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '198210006001029', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	74.997732	15.697952	497.825	3.045000000000016	{}	Norwegian Sea	2019.0	4.0	12.0	2019-04-12T13:11Z/2019-04-12T13:17Z	102.0	102.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:30.071+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '198210006001029'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2019106 Sample: 6	198210006001029	198210006001029	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(15.697952 74.997732,15.702494 74.995412)	13:11Z/13:17Z	MAREANO Reference Station: 1982	catchId: 29	3756611210	IMRMarbunnBenthos	198210006001029																																																																	
3756610333	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:28.501+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.00692219545847852', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '198710007001065', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	74.936947	15.358575	881.595	6.904999999999973	{}	Norwegian Sea	2019.0	4.0	13.0	2019-04-13T03:35Z/2019-04-13T03:44Z	103.0	103.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:28.501+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '198710007001065'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	SJ	[]	[]	EUROPE	Svalbard and Jan Mayen	EUROPE	Cruise: 58GS-2019106 Sample: 7	198710007001065	198710007001065	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(15.358575 74.936947,15.343776 74.93681)	03:35Z/03:44Z	MAREANO Reference Station: 1987	catchId: 65	3756610333	IMRMarbunnBenthos	198710007001065																																																																	
2240585467	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:31.498+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '148510533001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0238480361660653', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '148510533001010', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	73.55532	35.478468	251.43	0.5799999999999983	{}	Barents Sea	2015.0	6.0	13.0	2015-06-13T07:41Z/2015-06-13T07:46Z	164.0	164.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:31.498+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '148510533001010'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2015109 Sample: 533	148510533001010	148510533001010	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(35.478468 73.55532,35.475107 73.55337)	07:41Z/07:46Z	MAREANO Reference Station: 1485	catchId: 10	2240585467	IMRMarbunnBenthos	148510533001010																																																																	
2240586143	99006141-bf02-4821-8e6e-5818a1cbf70a	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:43:11.848+00:00	2024-04-11T12:43:34.760+00:00	330	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '4', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '152410544001021', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0.0483154870723426', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '152410544001021', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE	PRESENT	2117655	1	54	354	9477065	2013	2117630	2117655	2117655	Nymphon macrum Wilson, 1880	Nymphon macrum Wilson, 1880	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon macrum	Nymphon	macrum	SPECIES	ACCEPTED	NE	64.0715	6.226167	353.70500000000004	0.835000000000008	{}	Norwegian Sea	2015.0	8.0	23.0	2015-08-23T19:12Z/2015-08-23T19:17Z	235.0	235.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-04-11T12:43:34.760+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '152410544001021'}]	[]	[]	[]	1711d910-22c6-415c-bb34-9f226ec314ca	False	beamtrawl_2006-2022	Beamtrawl,Subsample method: Sieve content - Mesh size (mm): 5.0	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	Cruise: 58GS-2015113 Sample: 544	152410544001021	152410544001021	urn:lsid:marinespecies.org:taxname:150523	IMR	LINESTRING(6.226167 64.0715,6.2215 64.071167)	19:12Z/19:17Z	MAREANO Reference Station: 1524	catchId: 21	2240586143	IMRMarbunnBenthos	152410544001021																																																																	
