key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	projectId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	depth	depthAccuracy	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	scientificNameID	institutionID	verbatimEventDate	footprintWKT	fieldNumber	language	gbifID	occurrenceID	type	catalogNumber	institutionCode	identificationRemarks	continent	datasetID	recordNumber	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	taxonID	sex	dynamicProperties	datasetName	recordedBy	locationID	locality	collectionCode	georeferenceSources	waterBody	modified	occurrenceRemarks	associatedSequences	collectionKey	eventRemarks	parentNameUsageID	organismID	collectionID	locationRemarks	dateIdentified	higherGeography	rightsHolder	nomenclaturalCode	verbatimLocality	ownerInstitutionCode	eventTime	higherClassification	lifeStage	otherCatalogNumbers	disposition	parentNameUsage	materialEntityID	individualCount	acceptedNameUsage	nameAccordingTo	bibliographicCitation	coordinatePrecision	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	http://unknown.org/language
3386516376	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.266+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338450	1	54	354	9477065	3254684	2117433	4338450	4338450	Pallenopsis spicata Hodgson, 1914	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Pallenopsis	spicata	SPECIES	ACCEPTED	NE	-64.0198	-55.9284	247.0	404.0	1.0	{}	2019.0	3.0	12.0	2019-03-12	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.266+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'PS118_0079_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0079_02	urn:lsid:marinespecies.org:taxname:240268	https://ror.org/01rhff309	12/3/2019	LINESTRING (-55.923616 -64.02054, -55.9331 -64.01901)	PS118_9_8	en	3386516376	PS118_0079_02	PhysicalObject	PS118_0079_02	BAS																																																			
3386517323	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.952+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338450	1	54	354	9477065	3254684	2117433	4338450	4338450	Pallenopsis spicata Hodgson, 1914	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Pallenopsis	spicata	SPECIES	ACCEPTED	NE	-74.6768	-29.4526	59.0	577.2049999999999	3.785000000000025	{}	2012.0	2.0	29.0	2012-02-29	60.0	60.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.952+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1282.8'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1282.8	urn:lsid:marinespecies.org:taxname:240268	https://ror.org/01rhff309	29/02/2012	LINESTRING (-29.45447 -74.67694, -29.45068 -74.67659)	JR275_86	en	3386517323	JR275_1282.8	PhysicalObject	JR275_1282.8	BAS																																																			
3386517343	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.957+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338450	1	54	354	9477065	3254684	2117433	4338450	4338450	Pallenopsis spicata Hodgson, 1914	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Pallenopsis	spicata	SPECIES	ACCEPTED	NE	-74.6746	-29.4295	34.0	597.49	4.779999999999973	{}	2012.0	2.0	29.0	2012-02-29	60.0	60.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.957+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1316.6'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1316.6	urn:lsid:marinespecies.org:taxname:240268	https://ror.org/01rhff309	29/02/2012	LINESTRING (-29.43061 -74.67467, -29.42842 -74.67446)	JR275_88	en	3386517343	JR275_1316.6	PhysicalObject	JR275_1316.6	BAS	dorsal tubercles on legs with bristles not mentioned in original description but they are in Pushkin 1993																																																		
3386516748	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.580+00:00	97	GOIPG/2019/4020	{}	PRESERVED_SPECIMEN	PRESENT	4338450	1	54	354	9477065	3254684	2117433	4338450	4338450	Pallenopsis spicata Hodgson, 1914	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Pallenopsis	spicata	SPECIES	ACCEPTED	NE	-74.706	-29.5074	73.0	405.83500000000004	4.164999999999992	{}	2012.0	2.0	29.0	2012-02-29	60.0	60.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.580+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	individuals	False	[{'identifier': 'JR275_1344.2_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb	False	Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr275.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR275	JR275_1344.2_01	urn:lsid:marinespecies.org:taxname:240268	https://ror.org/01rhff309	29/02/2012	LINESTRING (-29.50822 -74.70666, -29.50656 -74.70542)	JR275_91	en	3386516748	JR275_1344.2_01	PhysicalObject	JR275_1344.2_01	BAS																																																			
3466773036	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.382+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2118147	1	54	354	9477065	3254684	2117433	4338450	4338450	Clavigeropallene spicata Hodgson, 1915	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Clavigeropallene	spicata	SPECIES	SYNONYM	NE				232.56		{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:22.382+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '19d3355b-5ec5-431f-8c57-824410078ac0'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 2	19d3355b-5ec5-431f-8c57-824410078ac0	urn:lsid:marinespecies.org:taxname:240114		1/12/2008				3466773036	19d3355b-5ec5-431f-8c57-824410078ac0					ANTARCTICA	ASAC_3010_0475	IU-2007-267	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240114																																										
3466772921	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:21.759+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2118147	1	54	354	9477065	3254684	2117433	4338450	4338450	Clavigeropallene spicata Hodgson, 1915	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Clavigeropallene	spicata	SPECIES	SYNONYM	NE				206.72		{}	2008.0	1.0	13.0	2008-01-13	13.0	13.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:21.759+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '23c26e5e-7e48-4c9b-8dab-a16c91f2d597'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 10	23c26e5e-7e48-4c9b-8dab-a16c91f2d597	urn:lsid:marinespecies.org:taxname:240114		1/13/2008				3466772921	23c26e5e-7e48-4c9b-8dab-a16c91f2d597					ANTARCTICA	ASAC_3010_0383	IU-2007-194	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240114																																										
3466772359	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:13.864+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2118147	1	54	354	9477065	3254684	2117433	4338450	4338450	Clavigeropallene spicata Hodgson, 1915	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Clavigeropallene	spicata	SPECIES	SYNONYM	NE				212.96		{}	2008.0	1.0	14.0	2008-01-14	14.0	14.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:13.864+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '244d95a1-b88e-4965-ac8e-28f4e95d1d32'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 13	244d95a1-b88e-4965-ac8e-28f4e95d1d32	urn:lsid:marinespecies.org:taxname:240114		1/14/2008				3466772359	244d95a1-b88e-4965-ac8e-28f4e95d1d32					ANTARCTICA	ASAC_3010_0531	IU-2007-308	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240114																																										
3466772645	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:19.521+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2118147	1	54	354	9477065	3254684	2117433	4338450	4338450	Clavigeropallene spicata Hodgson, 1915	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Clavigeropallene	spicata	SPECIES	SYNONYM	NE				425.0		{}	2008.0	1.0	18.0	2008-01-18	18.0	18.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:19.521+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '681c4e48-6fc7-4ec9-87b7-ca03e8d770b5'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 79	681c4e48-6fc7-4ec9-87b7-ca03e8d770b5	urn:lsid:marinespecies.org:taxname:240114		1/18/2008				3466772645	681c4e48-6fc7-4ec9-87b7-ca03e8d770b5					ANTARCTICA	ASAC_3010_0353	IU-2007-16k	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240114																																										
3466772698	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:20.169+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	2118147	1	54	354	9477065	3254684	2117433	4338450	4338450	Clavigeropallene spicata Hodgson, 1915	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Clavigeropallene	spicata	SPECIES	SYNONYM	NE				232.56		{}	2008.0	1.0	12.0	2008-01-12	12.0	12.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED', 'SCIENTIFIC_NAME_AND_ID_INCONSISTENT', 'TAXON_MATCH_NAME_AND_ID_AMBIGUOUS']	2024-06-23T06:51:20.169+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	2.0	Individuals	False	[{'identifier': '8fd68f8f-de1c-4d6e-9f9e-376cea33c231'}]	[]	[]	[]		False					Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ 2	8fd68f8f-de1c-4d6e-9f9e-376cea33c231	urn:lsid:marinespecies.org:taxname:240114		1/12/2008				3466772698	8fd68f8f-de1c-4d6e-9f9e-376cea33c231					ANTARCTICA	ASAC_3010_0745	IU-2007-89	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240114																																										
3466773016	149e44e7-fb0b-4db0-a40a-86e64eb8baf3	3693ff90-4c16-11d8-b290-b8a03c50a862		1cbabffe-9073-4007-ba1e-40ebcda6e302	3693ff90-4c16-11d8-b290-b8a03c50a862	AU	DWC_ARCHIVE	2024-06-23T06:50:21.823+00:00	2024-06-23T06:51:22.224+00:00	273		{}	HUMAN_OBSERVATION	PRESENT	4338450	1	54	354	9477065	3254684	2117433	4338450	4338450	Pallenopsis spicata Hodgson, 1914	Pallenopsis spicata Hodgson, 1914	Animalia	Arthropoda	Pantopoda	Pallenopsidae	Pallenopsis	Pallenopsis spicata	Pallenopsis	spicata	SPECIES	ACCEPTED	NE				447.0	0.0	{}	2008.0	2.0	17.0	2008-02-17	48.0	48.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-06-23T06:51:22.224+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	1.0	Individuals	False	[{'identifier': '4891c71b-8789-4d6b-8c33-a22e0babbf8c'}]	[]	[]	[]		True	C. Arango	ETOH - No Formalin	TF - Trawl, fish, bottom		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	OCEANIA	SampleStation_ TAN0802/94	4891c71b-8789-4d6b-8c33-a22e0babbf8c	urn:lsid:marinespecies.org:taxname:240268		2/17/2008	LINESTRING (176.2961111 -76.1930556, 176.2438889 -76.205)			3466773016	4891c71b-8789-4d6b-8c33-a22e0babbf8c		36816			ANTARCTICA	ASAC_3010_0044	NIWA.0044	7000	https://biodiversity.org.au/afd/taxa/4700be0a-6e38-45f9-8ddd-bec2baf8240c	Species	Pallenopsis spicata	240268	FEMALE	{materialSampleID:PL1C9}																																								
