key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	stateProvince	gadm	typeStatus	issues	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	isInCluster	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	basionymAuthors	identifier	verbatimScientificName	locality	basionymYear	gbifID	occurrenceID	http://unknown.org/verbatimLabel	taxonID	http://unknown.org/canonicalName	continent	countryCode	gbifRegion	country	decimalLatitude	decimalLongitude	geodeticDatum	elevation	collectionCode
1802552346	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.719+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Sao Paulo	{}	HOLOTYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.719+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FE2EFC1DFDC943C5'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FE2EFC1DFDC943C5	Anoplodactylus marcusi (Mello-Leitão, 1949)	Sao Paulo	1949	1802552346	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FE2EFC1DFDC943C5	São Paulo	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi									
1802552331	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.613+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE		{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.613+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FAB5FE54453D'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FAB5FE54453D	Anoplodactylus marcusi (Mello-Leitão, 1949)	Magero	1949	1802552331	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FAB5FE54453D	Type locality: Magero, Norway.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	EUROPE	NO	EUROPE	Norway					
1802552353	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.706+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Baia	{}	HOLOTYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.706+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FC1DFE4843C5'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FC1DFE4843C5	Anoplodactylus marcusi (Mello-Leitão, 1949)	Baia	1949	1802552353	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FC1DFE4843C5	Type locality: Baia de Santos	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi									
1802552348	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.657+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Rio de Janeiro	{}	HOLOTYPE	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.657+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FD3DFD4D42A5'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FD3DFD4D42A5	Anoplodactylus marcusi (Mello-Leitão, 1949)	Rio de Janeiro	1949	1802552348	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FD3DFD4D42A5	Type locality: off Rio de Janeiro (23 ° 59 ' S 43 ° 01 ' W).	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi		BR	LATIN_AMERICA	Brazil	-23.983334	-43.016666	WGS84		
1802552347	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.572+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE		{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.572+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDADFD0A4215'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDADFD0A4215	Anoplodactylus marcusi (Mello-Leitão, 1949)	Oresundsbroen Strait	1949	1802552347	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDADFD0A4215	Type locality: Øresundsbroen Strait, Denmark.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	EUROPE	DK	EUROPE	Denmark					
1802552320	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.561+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Rio de Janeiro	{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-01-24T18:43:07.561+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDEAFE4A4288'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDEAFE4A4288	Anoplodactylus marcusi (Mello-Leitão, 1949)	Rio de Janeiro	1949	1802552320	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFC9FFA7FF54FDEAFE4A4288	Anoplodactylus spurius Stock, 1992: 132 – 134, figs 65 – 75 (Brazil: off Rio de Janeiro, Espírito Santo, 1 – 220 m). Holotype: ZMA. PYC. P. 1105.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	SOUTH_AMERICA	BR	LATIN_AMERICA	Brazil				111.0	ZMA
1802552338	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.372+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE		{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.372+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F8BCFDCF4725'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F8BCFDCF4725	Anoplodactylus marcusi (Mello-Leitão, 1949)	Santa Marta Bay	1949	1802552338	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F8BCFDCF4725	Type locality: Santa Marta Bay, Curaçao.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	SOUTH_AMERICA	CW	LATIN_AMERICA	Curaçao					
1802552351	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.671+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Paraiba	{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.671+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F9B8FD5A4620'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F9B8FD5A4620	Anoplodactylus marcusi (Mello-Leitão, 1949)	Barra de Mamanguape	1949	1802552351	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54F9B8FD5A4620	Type locality: Barra de Mamanguape, Paraíba, Brazil.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	SOUTH_AMERICA	BR	LATIN_AMERICA	Brazil					
1802552336	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:07.315+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Amapa	{}	HOLOTYPE	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-01-24T18:43:07.315+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FA90FD684558'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FA90FD684558	Anoplodactylus marcusi (Mello-Leitão, 1949)	Amapa	1949	1802552336	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FA90FD684558	Type locality: off Amapá (02 ° 28.0 ' N 48 ° 13.5 ' W).	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi		BR	LATIN_AMERICA	Brazil	2.466667	-48.225	WGS84		
1802552330	5dac3069-b21b-4198-b011-4ec91199dbad	7ce8aef0-9e92-11dc-8738-b8a03c50a862	7ce8aef1-9e92-11dc-8740-b8a03c50a999	7ce8aef0-9e92-11dc-8738-b8a03c50a862	CH	DWC_ARCHIVE	2023-01-06T23:32:27.019+00:00	2024-01-24T18:43:06.760+00:00	234	{}	MATERIAL_CITATION	1	PRESENT	2117315	1	54	354	9477065	6316	2117290	2117315	2117315	Anoplodactylus marcusi (Mello-Leitao, 1949)	Anoplodactylus marcusi (Mello-Leitao, 1949)	Animalia	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus marcusi	Anoplodactylus	marcusi	SPECIES	ACCEPTED	NE	Amapa	{}	HOLOTYPE	['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_NONE']	2024-01-24T18:43:06.760+00:00	http://treatment.plazi.org/id/03A57B37FFCEFFA7FF54FCB2FE54453D	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FB59FE4D453D'}]	[]	[]	[]	False	Pycnogonida	[]	[]	EUROPE	Mello-Leitao	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FB59FE4D453D	Anoplodactylus marcusi (Mello-Leitão, 1949)	Amapa	1949	1802552330	03A57B37FFCEFFA7FF54FCB2FE54453D.mc.3B64C07CFFCEFFA0FF54FB59FE4D453D	Anoplodactylus massiliformis Stock, 1974: 1063 – 1066, figs 48 – 49 (Brazil: off Amapá, 85 m). Holotype: ZMA. PYC. P. 1091.	03A57B37FFCEFFA7FF54FCB2FE54453D.taxon	Anoplodactylus marcusi	SOUTH_AMERICA	BR	LATIN_AMERICA	Brazil				85.0	ZMA
