key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	islandGroup	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	collectionID	networkKeys
4415991305	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:44.964+00:00	141	{}	PRESERVED_SPECIMEN	2	PRESENT	2117646	1	54	354	9477065	2013	2117630	2117646	2117646	Nymphon kurilocompactum Turpaeva, 2004	Nymphon kurilocompactum Turpaeva, 2004	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon kurilocompactum	Nymphon	kurilocompactum	SPECIES	ACCEPTED	NE	48.0548872	153.2934159	ASIA	{}	Sea of Okhotsk	1987	8	20	1987-08-20	232	232	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-04-16T14:00:44.964+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0846f03c-1017-431d-87e7-91a411a7130c'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001232label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001232.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Tihookeanskii	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Tihookeanskii__st.311	0846f03c-1017-431d-87e7-91a411a7130c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kuril Islands	Yurlov Cape, Matua Is., Sea of Okhotsk	311	OBFc	4415991305	0846f03c-1017-431d-87e7-91a411a7130c	50.0 m	INV0001232	IORAS	IORAS	Turpaeva, E.P. (2004). Shallow-water sea spiders (Pycnogonida) from the Kuril, commander and Yamskii Islands 3.1. Zoologichesky Zhurnal. 83(9) : 1086-1100.	fd699988-ab5d-4737-9443-9085cea191d2	
4399691506	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.020+00:00	69	{}	PRESERVED_SPECIMEN	2	PRESENT	2117646	1	54	354	9477065	2013	2117630	2117646	2117646	Nymphon kurilocompactum Turpaeva, 2004	Nymphon kurilocompactum Turpaeva, 2004	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon kurilocompactum	Nymphon	kurilocompactum	SPECIES	ACCEPTED	NE	48.0548872	153.2934159	ASIA	{}	Sea of Okhotsk	1987	8	20	1987-08-20	232	232	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.020+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0846f03c-1017-431d-87e7-91a411a7130c'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001232label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001232.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Tihookeanskii	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Tihookeanskii__st.311	0846f03c-1017-431d-87e7-91a411a7130c	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kuril Islands	Yurlov Cape, Matua Is., Sea of Okhotsk	311	OBFc	4399691506	0846f03c-1017-431d-87e7-91a411a7130c	50.0 m	INV0001232	IORAS	IORAS	Turpaeva, E.P. (2004). Shallow-water sea spiders (Pycnogonida) from the Kuril, commander and Yamskii Islands 3.1. Zoologichesky Zhurnal. 83(9): 1086-1100.	fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']
