key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	islandGroup	locality	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	collectionID	networkKeys	waterBody
4406604394	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:43.734+00:00	141	{}	PRESERVED_SPECIMEN	1	PRESENT	2117219	1	54	354	9477065	2014	2117211	2117219	2117219	Pycnogonum aleuticum Turpaeva, 1994	Pycnogonum aleuticum Turpaeva, 1994	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum aleuticum	Pycnogonum	aleuticum	SPECIES	ACCEPTED	NE	52.8750995	-169.7926162	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.2_1', 'name': 'Alaska'}, 'level2': {'gid': 'USA.2.2_1', 'name': 'Aleutians West'}}	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-04-16T14:00:43.734+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '22188e1b-c525-4b22-bb68-c40feeb50713'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001343label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001343.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Vulkanolog	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	RV Vulkanolog__st.NA	22188e1b-c525-4b22-bb68-c40feeb50713	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Aleutian Islands	Isls of Four Mountains	NA	OBFc	4406604394	22188e1b-c525-4b22-bb68-c40feeb50713	INV0001343	IORAS	IORAS	Turpaeva, E.P. (1994). Sea spiders (Pycnogonida) from the North Pacific Basin. Trudy Instituta Okeanologii 131 : 126-138.	fd699988-ab5d-4737-9443-9085cea191d2		
4399691334	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.949+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117219	1	54	354	9477065	2014	2117211	2117219	2117219	Pycnogonum aleuticum Turpaeva, 1994	Pycnogonum aleuticum Turpaeva, 1994	Animalia	Arthropoda	Pantopoda	Pycnogonidae	Pycnogonum	Pycnogonum aleuticum	Pycnogonum	aleuticum	SPECIES	ACCEPTED	NE	52.8750995	-169.7926162	NORTH_AMERICA	{'level0': {'gid': 'USA', 'name': 'United States'}, 'level1': {'gid': 'USA.2_1', 'name': 'Alaska'}, 'level2': {'gid': 'USA.2.2_1', 'name': 'Aleutians West'}}	HOLOTYPE	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.949+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '22188e1b-c525-4b22-bb68-c40feeb50713'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001343label.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001343.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Vulkanolog	Turpaeva, Elena	EtOH 75%	WGS84	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	EUROPE	RV Vulkanolog__st.NA	22188e1b-c525-4b22-bb68-c40feeb50713	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Aleutian Islands	Isls of Four Mountains	NA	OBFc	4399691334	22188e1b-c525-4b22-bb68-c40feeb50713	INV0001343	IORAS	IORAS	Turpaeva, E.P. (1994). Sea spiders (Pycnogonida) from the North Pacific Basin. Trudy Instituta Okeanologii 131 : 126-138.	fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	Pacific Ocean
