key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	depth	depthAccuracy	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	institutionID	nomenclaturalCode	http://unknown.org/taxonRankID	locality	collectionCode	verbatimLocality	gbifID	language	occurrenceID	type	catalogNumber	institutionCode	taxonConceptID	ownerInstitutionCode	http://unknown.org/species	higherClassification	coordinateUncertaintyInMeters	organismQuantity	organismQuantityType	eventID	scientificNameID	footprintWKT	fieldNumber	occurrenceRemarks	coordinatePrecision	otherCatalogNumbers	acceptedNameUsage	dynamicProperties	locationRemarks	eventTime	nameAccordingTo	recordNumber	bibliographicCitation	sex	datasetName	locationID	verbatimTaxonRank	collectionKey	collectionID	identificationRemarks	verbatimEventDate	fieldNotes	waterBody	island	datasetID	originalNameUsage	county	associatedReferences	identificationVerificationStatus	http://unknown.org/orders	taxonID	http://unknown.org/language
1272754870	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:42.657+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	2015-01-01T00:00:00	-38.27	145.3	7.0	1.0	OCEANIA	Victoria	{}	Australia|Victoria	2009.0	6.0	16.0	2009-06-16	167.0	167.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-30T14:07:00.000+00:00	2024-07-02T06:37:42.657+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'e6a5ae32-46ca-47bb-bc0d-d386d8da11db'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False	Gowlett-Holmes, K.	David Staples - Museums Victoria	Whole|Wet|formalin 10%|ethanol 70%	SCUBA	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	e6a5ae32-46ca-47bb-bc0d-d386d8da11db	urn:lsid:biocol.org:col:34978	ICZN	7000	Crawfish Rock, Western Port	Invertebrates	Crawfish Rock, Western Port	1272754870	en	e6a5ae32-46ca-47bb-bc0d-d386d8da11db	PhysicalObject	J59543	NMV	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce	NMV	Parapallene australiensis	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Callipallenidae																																				
3908321781	51c51934-43f1-467c-b1b5-2e1c48fdd51b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:39:48.308+00:00	2024-07-02T09:40:52.818+00:00	334	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-14-661028-33011016-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-14-661028-33011016', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200510-14-661028-33011016-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200510-14-661028-33011016', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	1.0	PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE		-33.0371	114.8165	97.0	2.0			{}		2005.0	11.0	20.0	2005-11-20T04:06:50Z	324.0	324.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2022-08-24T00:40:22.000+00:00	2024-07-02T09:40:52.818+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200510-14-661028-33011016'}]	[]	[]	[]		True					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		CC-SS200510-14-661028-33011016				Survey area	CMAR_WA_2005		3908321781		CC-SS200510-14-661028-33011016			CSIRO, Australia					500.0	1.0	individuals	SS200510:14	urn:lsid:marinespecies.org:taxname:240383	LINE (114.8200  -33.0364, 114.8130  -33.0378)	SS200510:14	Occurrence Type: Catch composition Catch method: Catch																												
1100783596	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:07.328+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	2009-01-01T00:00:00	-33.0371	114.8165				Western Australia	{}		2005.0	11.0	20.0	2005-11-20	324.0	324.0	['TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:07.328+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'dd3dfec0-a0e8-429f-b9a5-94bf36a32b26'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	True	Berents, Penelope Blackburne|Australian Museum|Invertebrates, Marine	Arango, Dr Claudia - Queensland Museum		Sherman sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		dd3dfec0-a0e8-429f-b9a5-94bf36a32b26			7000		Invertebrates - Marine & Other	Bunbury	1100783596		dd3dfec0-a0e8-429f-b9a5-94bf36a32b26		P.73035	AM	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce		Parapallene australiensis		10000.0			urn:australianmuseum.net.au:Events:1088228					1e-05	ecatalogue.irn:1193401|urn:catalog:AM:Invertebrates - Marine & Other:P.73035	Parapallene australiensis (Hoek, 1881)	{dcterms:type:PhysicalObject,dcterms:modified:2012/4/2,verbatimUncertainty:1km-10km}	ecatalogue.LocCollectionEventLocal: [SS10/2005/014] Australia, Western Australia, Bunbury (33° 02' 11 S, 114° 49' 12 E) 20/11/2005 - 20/11/2005, Berents, Dr Penelope Blackburne - Australian Museum - Marine Invertebrates(Participant), Sherman sled, Field Collected - Aquatic, Voyage of Disc;	12:6	(Hoek, 1881)																					
4147429587	cb01f1fc-42c4-4267-a5db-475b40ef199b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2023-12-14T07:50:20.096+00:00	2024-01-25T00:29:26.547+00:00	32	"{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240383', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04770', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'Landing page', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04770', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Image Catalogue', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene australiensis'}, {'http://rs.tdwg.org/ac/terms/physicalSetting': 'Artificial', 'http://rs.tdwg.org/dwc/terms/scientificNameID': 'urn:lsid:marinespecies.org:taxname:240383', 'http://rs.tdwg.org/ac/terms/taxonCount': '1', 'http://ns.adobe.com/exif/1.0/PixelYDimension': '150', 'http://rs.tdwg.org/ac/terms/subjectPart': 'Whole', 'http://rs.tdwg.org/ac/terms/accessURI': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011016-SS200510-014-150-Parapallene-australiensis.jpg', 'http://purl.org/dc/elements/1.1/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/caption': 'Parapallene australiensis [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04770"">view details</a>]', 'http://ns.adobe.com/exif/1.0/PixelXDimension': '150', 'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://purl.org/dc/terms/format': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:Thumbnail', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Karen Gowlett-Holmes', 'http://purl.org/dc/terms/identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011016-SS200510-014-150-Parapallene-australiensis.jpg', 'http://rs.tdwg.org/ac/terms/variantDescription': 'Thumbnail for external use.', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene australiensis'}]}"	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE		-33.0364	114.82	99.3	0.0			{}		2005.0	11.0	21.0	2005-11-21T00:00	325.0	325.0	['COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2023-07-11T05:57:33.000+00:00	2024-01-25T00:29:26.547+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:csiro:MIIC:MIIC-04770'}]	"[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'Parapallene australiensis [<a href=""https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04770"">view details</a>]', 'identifier': 'https://www.marine.csiro.au/datacentre/caab/images/MIIC/thumbs/33011016-SS200510-014-150-Parapallene-australiensis.jpg'}, {'type': 'StillImage', 'format': 'text/html', 'identifier': 'https://www.marine.csiro.au/data/caab/image_details.cfm?catalog_number=MIIC-04770'}]"	[]	[]	cd1bb9e8-49b5-4266-8871-a44a992153d5	False	Karen Gowlett-Holmes	Karen Gowlett-Holmes			WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		urn:csiro:MIIC:MIIC-04770					MIIC		4147429587		urn:csiro:MIIC:MIIC-04770		MIIC-04770	CSIRO					200.0	1.0	individuals		urn:lsid:marinespecies.org:taxname:240383	POINT (114.82000 -33.03640)	SS200510-014									SS200510_014_150	CSIRO Marine Invertebrate Image Collection (MIIC)																			
1272743413	39905320-6c8a-11de-8226-b8a03c50a862	4cff2aca-5ce5-4028-88e6-d79b6449173a	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:21:32.799+00:00	2024-07-02T06:37:25.778+00:00	381	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	2001-01-01T00:00:00	-33.2667	130.61	141.5	1.5		South Australia	{}	Australia|South Australia	2000.0	5.0	10.0	2000-05-10	131.0	131.0	['RECORDED_DATE_INVALID', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'DEPTH_MIN_MAX_SWAPPED', 'INSTITUTION_COLLECTION_MISMATCH']	2019-10-25T16:36:00.000+00:00	2024-07-02T06:37:25.778+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '4a2604ab-89e3-461b-bceb-b0fbcc4a86f2'}]	[]	[]	[]	22c8fe88-400b-4e8a-92cd-f1c76683f5ba	False		D A. Staples - Museum Victoria (Sciences)	Wet|ethanol 70%	Epibenthic Sled	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	Museums Victoria	4a2604ab-89e3-461b-bceb-b0fbcc4a86f2	urn:lsid:biocol.org:col:34978	ICZN	7000	Great Australian Bight	Invertebrates	Great Australian Bight	1272743413	en	4a2604ab-89e3-461b-bceb-b0fbcc4a86f2	PhysicalObject	J48902	NMV	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce	NMV	Parapallene australiensis	Arthropoda | Cheliceriformes | Pycnogonida | Pantopoda | Callipallenidae				SS01/00 350			SS01/00 350											FEMALE	SS01/00	SS01/00 350																
3908319092	c83a2438-0703-47fa-8b95-17d84e8c762f	5fa89f68-9af0-4a0d-8998-ea39695c1db9	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	729a7375-b120-4e4f-bb81-ad9badcca81b	5fa89f68-9af0-4a0d-8998-ea39695c1db9	AU	EML	2024-07-02T09:31:13.075+00:00	2024-07-02T09:31:27.979+00:00	335	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200001-350-258969-33011016-catch-count', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200001-350-258969-33011016', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Count'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'kilogram', 'http://rs.tdwg.org/dwc/terms/measurementID': 'CC-SS200001-350-258969-33011016-weight', 'http://rs.tdwg.org/dwc/terms/measurementValue': '0', 'http://rs.tdwg.org/dwc/terms/occurrenceID': 'CC-SS200001-350-258969-33011016', 'http://rs.iobis.org/obis/terms/measurementUnitID': 'http://vocab.nerc.ac.uk/collection/P06/current/KGXX', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Weight'}]}	HUMAN_OBSERVATION	1.0	PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE		-33.25453	130.61565	141.5	1.5			{}		2000.0	5.0	10.0	2000-05-10T20:10Z	131.0	131.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'FOOTPRINT_WKT_INVALID']	2022-08-24T01:10:19.000+00:00	2024-07-02T09:31:27.979+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'CC-SS200001-350-258969-33011016'}]	[]	[]	[]		False					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		CC-SS200001-350-258969-33011016				Survey area	CMAR_SS200001		3908319092		CC-SS200001-350-258969-33011016			CSIRO, Australia					500.0	1.0	individuals	SS200001:350	urn:lsid:marinespecies.org:taxname:240383	LINE (130.6000  -33.2546, 130.6313  -33.2545)	SS200001:350	Occurrence Type: Catch composition Catch method: Benthic Sled																												
1100787698	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:02.668+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	2008-01-01T00:00:00	-30.25	153.17499			OCEANIA	New South Wales	{}		1992.0	6.0	23.0	1992-06-23	175.0	175.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:02.668+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e7c6c9bf-3efc-467d-949e-34d9d19b3fd7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, Dr Franz - Zoologisches Forschungsinstitut und Museum Alexander Koenig		hand collected on scuba	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		e7c6c9bf-3efc-467d-949e-34d9d19b3fd7			7000		Invertebrates - Marine & Other	100 m south of Split Solitary Island	1100787698		e7c6c9bf-3efc-467d-949e-34d9d19b3fd7		P.77964	AM	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce		Parapallene australiensis		1000.0			urn:australianmuseum.net.au:Events:1062501					1e-05	ecatalogue.irn:1253615|urn:catalog:AM:Invertebrates - Marine & Other:P.77964	Parapallene cf. australiensis (Hoek, 1881)	{dcterms:type:PhysicalObject,dcterms:modified:2014/10/16,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [NSW 446] Australia, New South Wales, 100 m south of Split Solitary Island (30° 15' S, 153° 10' 30 E) 23/06/1992 - 23/06/1992, hand collected on scuba;		(Hoek, 1881)						species															
1100762819	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:56.651+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.97916	151.18383			OCEANIA	New South Wales	{}		1992.0	7.0		1992-07-27/1992-07-28	209.0	210.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:18:56.651+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '117266c6-1eb8-482e-8ed5-a55a01efa1d7'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Australian Museum party	Krapp, F		Smith-McIntyre Grab	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		117266c6-1eb8-482e-8ed5-a55a01efa1d7			7000		Invertebrates - Marine & Other	Botany Bay, 800-1000 m off Port Botany	1100762819		117266c6-1eb8-482e-8ed5-a55a01efa1d7		P.42836	AM	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce		Parapallene australiensis		100.0			urn:australianmuseum.net.au:Events:1063088					1e-05	ecatalogue.irn:1062903|urn:catalog:AM:Invertebrates - Marine & Other:P.42836	Parapallene australiensis (Hoek, 1881)	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [NSW-769] Australia, New South Wales, Botany Bay, 800-1000 m off Port Botany (33° 58' 45 S, 151° 11' 02 E) 27/07/1992 - 28/07/1992, Smith-McIntyre Grab;		(Hoek, 1881)			MALE																		
1100762803	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:21:17.238+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-33.97216	151.17032			OCEANIA	New South Wales	{}		1992.0	7.0		1992-07-27/1992-07-28	209.0	210.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:21:17.238+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'fdcf41af-db11-491a-88f6-5773786bbb18'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Australian Museum party	Krapp, F		Smith-McIntyre Grab	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		fdcf41af-db11-491a-88f6-5773786bbb18			7000		Invertebrates - Marine & Other	Botany Bay, 800 m west-south-west of tip of airport runway extension	1100762803		fdcf41af-db11-491a-88f6-5773786bbb18		P.42838	AM	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce		Parapallene australiensis		100.0			urn:australianmuseum.net.au:Events:1063115					1e-05	ecatalogue.irn:1062905|urn:catalog:AM:Invertebrates - Marine & Other:P.42838	Parapallene australiensis (Hoek, 1881)	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:10m-100m}	ecatalogue.LocCollectionEventLocal: [NSW-771] Australia, New South Wales, Botany Bay, 800 m west-south-west of tip of airport runway extension (33° 58' 20 S, 151° 10' 13 E) 27/07/1992 - 28/07/1992, Smith-McIntyre Grab;		(Hoek, 1881)			MALE																		
1100763144	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:20:14.773+00:00	384	{}	PRESERVED_SPECIMEN		PRESENT	2118036	1	54	354	9477065	2011	2118026	2118036	2118036	Parapallene australiensis (Hoek, 1881)	Parapallene australiensis (Hoek, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene australiensis	Parapallene	australiensis	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.06333	150.75666			OCEANIA	New South Wales	{}		1989.0	11.0	9.0	1989-11-09	313.0	313.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-07-02T07:20:14.773+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'ff4bed0a-ecd0-427f-80c4-1d960f8c2c62'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	Hutchings, P.A.|Party	Krapp, F		Smith-McIntyre Grab	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA		ff4bed0a-ecd0-427f-80c4-1d960f8c2c62			7000		Invertebrates - Marine & Other	Jervis Bay, Honeymoon Bay	1100763144		ff4bed0a-ecd0-427f-80c4-1d960f8c2c62		P.43186	AM	https://biodiversity.org.au/afd/taxa/23a95444-3793-4596-825f-6ad7aac889ce		Parapallene australiensis		1000.0			urn:australianmuseum.net.au:Events:1047533					1e-05	ecatalogue.irn:1063086|urn:catalog:AM:Invertebrates - Marine & Other:P.43186	Parapallene australiensis (Hoek, 1881)	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	ecatalogue.LocCollectionEventLocal: [site 2 #1] Australia, New South Wales, Jervis Bay, Honeymoon Bay (35° 03' 48 S, 150° 45' 24 E) 09/11/1989 - 09/11/1989, Smith-McIntyre Grab;		(Hoek, 1881)			MALE																		
