key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	parentEventID	collectionID	projectId	sex	coordinateUncertaintyInMeters	depth	depthAccuracy	organismQuantity	organismQuantityType	scientificNameID	verbatimEventDate	footprintWKT	language	type	occurrenceRemarks
4851017409	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.251+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-61.1975806	-47.1030223	{}	2022.0	2.0	7.0	2022-02-07	38.0	38.0	['COORDINATE_REPROJECTED', 'COUNTRY_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.251+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '624feaf2-4cc0-4127-bfba-c2c9ad6130c7'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003598_1.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0003598_2.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	False	RV Akademik Mstislav Keldysh	Dudnik, Zoya	EtOH 75%	Sigsbee Trawl	WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE	RV Akademik Mstislav Keldysh_cruise_87_st.7371	624feaf2-4cc0-4127-bfba-c2c9ad6130c7	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Powell Basin, NW slope of the South Orkney Plateau	7371	OBFc	4851017409	624feaf2-4cc0-4127-bfba-c2c9ad6130c7	1459.0 - 1493.0 m	INV0003598	IORAS	IORAS	cruise 87	fd699988-ab5d-4737-9443-9085cea191d2													
3386517255	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.934+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.8805	-48.9356	{}	2019.0	4.0	2.0	2019-04-02	92.0	92.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.934+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'PS118_0221_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0221_03	https://ror.org/01rhff309		PS118_77_2		3386517255	PS118_0221_03		PS118_0221_03	BAS				GOIPG/2019/4020	MALE	905.0	1042.0	6.0	11.0	individuals	urn:lsid:marinespecies.org:taxname:173044	2/4/2019	LINESTRING (-48.919577 -60.88278, -48.95157 -60.87825)	en	PhysicalObject	1 with eggs on both ovigers, one with larvae
3386517297	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.949+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.8805	-48.9356	{}	2019.0	4.0	2.0	2019-04-02	92.0	92.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.949+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'PS118_0221_03a'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0221_03a	https://ror.org/01rhff309		PS118_77_2		3386517297	PS118_0221_03a		PS118_0221_03a	BAS				GOIPG/2019/4020	MALE	905.0	1042.0	6.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173044	2/4/2019	LINESTRING (-48.919577 -60.88278, -48.95157 -60.87825)	en	PhysicalObject	
3386517302	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.944+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.8805	-48.9356	{}	2019.0	4.0	2.0	2019-04-02	92.0	92.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.944+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'PS118_0221_03b'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	PS118	PS118_0221_03b	https://ror.org/01rhff309		PS118_77_2		3386517302	PS118_0221_03b		PS118_0221_03b	BAS				GOIPG/2019/4020	MALE	905.0	1042.0	6.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173044	2/4/2019	LINESTRING (-48.919577 -60.88278, -48.95157 -60.87825)	en	PhysicalObject	
3386516786	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.728+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.361	-46.526	{}	2016.0	3.0	11.0	2016-03-11	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.728+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_1560_02'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1560_02	https://ror.org/01rhff309		JR15005_75		3386516786	JR15005_1560_02		JR15005_1560_02	BAS				GOIPG/2019/4020		321.0	1202.0	153.0	2.0	individuals	urn:lsid:marinespecies.org:taxname:173044	11/3/2016	LINESTRING (-46.52691 -60.36389, -46.52515 -60.3582)	en	PhysicalObject	
3386517625	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:25.239+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.3609	-46.5314	{}	2016.0	3.0	11.0	2016-03-11	71.0	71.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:25.239+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_1573_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_1573_01	https://ror.org/01rhff309		JR15005_76		3386517625	JR15005_1573_01		JR15005_1573_01	BAS				GOIPG/2019/4020		327.0	1149.0	163.0	1.0	individuals	urn:lsid:marinespecies.org:taxname:173044	11/3/2016	LINESTRING (-46.53158 -60.36383, -46.53119 -60.35797)	en	PhysicalObject	
3386517338	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.953+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.4735	-44.7209	{}	2016.0	3.0	13.0	2016-03-13	73.0	73.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.953+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_2001_20'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_2001_20	https://ror.org/01rhff309		JR15005_94		3386517338	JR15005_2001_20		JR15005_2001_20	BAS				GOIPG/2019/4020		345.0	1010.0	18.0	3.0	individuals	urn:lsid:marinespecies.org:taxname:173044	13/03/2016	LINESTRING (-44.71575 -60.4717, -44.72595 -60.47529)	en	PhysicalObject	
3386517157	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.853+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.4575	-44.7095	{}	2016.0	3.0	13.0	2016-03-13	73.0	73.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.853+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_2056_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_2056_01	https://ror.org/01rhff309		JR15005_95		3386517157	JR15005_2056_01		JR15005_2056_01	BAS				GOIPG/2019/4020		318.0	1105.5	43.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:173044	13/03/2016	LINESTRING (-44.70438 -60.45885, -44.71463 -60.45621)	en	PhysicalObject	
3386517162	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.853+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.4561	-44.3186	{}	2016.0	3.0	14.0	2016-03-14	74.0	74.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.853+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_2209_01'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_2209_01	https://ror.org/01rhff309		JR15005_105		3386517162	JR15005_2209_01		JR15005_2209_01	BAS				GOIPG/2019/4020		411.0	1465.0	18.0	6.0	individuals	urn:lsid:marinespecies.org:taxname:173044	14/03/2016	LINESTRING (-44.31148 -60.45717, -44.32573 -60.45497)	en	PhysicalObject	
3386516701	1e7b6980-0842-4c4a-8b14-541b95d2ed3c	104e9c96-791b-4f14-978c-f581cb214912	['8534dd20-c368-4a1f-bdaf-e6b390710f89', '2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	27c24cba-13c5-47d1-96a1-16abd8f11437	fb10a11f-4417-41c8-be6a-13a5c8535122	GB	EML	2024-01-23T14:13:17.412+00:00	2024-01-26T10:52:24.727+00:00	97	{}	PRESERVED_SPECIMEN		PRESENT	2118072	1	54	354	9477065	2011	2118069	2118072	2118072	Austropallene spinicornis Pushkin, 1993	Austropallene spinicornis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Callipallenidae	Austropallene	Austropallene spinicornis	Austropallene	spinicornis	SPECIES	ACCEPTED	NE	-60.7206	-43.0074	{}	2016.0	3.0	16.0	2016-03-16	76.0	76.0	['COLLECTION_MATCH_NONE']	2024-01-26T10:52:24.727+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'JR15005_2675_03'}]	[]	[]	[]	da671615-9a15-4844-9d5e-ef66382192fb		False		Jamie Maxwell	96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr15005.pdf	WGS84	Pycnogonida	AQ	[]	[{'type': 'ORCID', 'value': 'https://orcid.org/0000-0001-5705-2811'}]	ANTARCTICA	Antarctica	EUROPE	JR15005	JR15005_2675_03	https://ror.org/01rhff309		JR15005_125		3386516701	JR15005_2675_03		JR15005_2675_03	BAS				GOIPG/2019/4020		336.0	1086.5	52.5	1.0	individuals	urn:lsid:marinespecies.org:taxname:173044	16/03/2016	LINESTRING (-43.00217 -60.72222, -43.01253 -60.71896)	en	PhysicalObject	
