key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	identifiedBy	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	identifier	catalogNumber	institutionCode	dynamicProperties	locality	fieldNumber	gbifID	collectionCode	occurrenceID	higherClassification	sex	depth	decimalLatitude	decimalLongitude	depthAccuracy	waterBody	higherGeography	typeStatus	modified	collectionKey	datasetName	preparations	geodeticDatum	countryCode	gbifRegion	country	institutionID	georeferenceProtocol	verbatimCoordinateSystem	locationID	collectionID	coordinateUncertaintyInMeters	references	datasetID	scientificNameID	footprintWKT	bibliographicCitation	rightsHolder	nomenclaturalCode	verbatimEventDate	recordedBy
1057400343	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.828+00:00	391	{}	PRESERVED_SPECIMEN	13.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1972.0	7.0	27.0	1972-07-27	209.0	209.0	['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.828+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666967'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3666967	Dr Roger Bamber	Pycnogonida	[]	[]	EUROPE	3666967	1998.2336-2345	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""010984732"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304711000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon caementarium Stock, 1975"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057400343"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Northwestern African coasts, Cape  Verde Slope, 261-297m.	Station 8020	1057400343	ZOO	446f721a-c86b-4854-a1d7-cfa6c3c925ba	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae																															
1056465424	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.828+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1972.0	7.0	25.0	1972-07-25	207.0	207.0	['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.828+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666970'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3666970	Dr Roger Bamber	Pycnogonida	[]	[]	EUROPE	3666970	1998.2346	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""010984727"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304712000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon caementarium Stock, 1975"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056465424"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Northwestern African coasts, Cape  Verde Slope.	Station 8005	1056465424	ZOO	0a7d1fbd-bf02-4b21-bbec-dcacc308b26c	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae	MALE	101.0																													
1057435142	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:12.899+00:00	391	{}	PRESERVED_SPECIMEN	26.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1972.0	7.0	22.0	1972-07-22	204.0	204.0	['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:12.899+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666973'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3666973	Dr Roger Bamber	Pycnogonida	[]	[]	EUROPE	3666973	1998.2347-2356	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""010984734"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304712000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon caementarium Stock, 1975"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057435142"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Northwestern African coasts, Cape  Verde Slope, 25%18.31'N,16%00.55'W to 25%19.25'N,16%00.78'W,  183-177m.	Station 7986	1057435142	ZOO	686a4fec-9873-4016-b5a6-33d993abbf90	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae																															
1056755982	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.796+00:00	391	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1972.0	7.0	23.0	1972-07-23	205.0	205.0	['TAXON_MATCH_FUZZY', 'MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:18:11.796+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3666976'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	NHMUK:ecatalogue:3666976	Dr Roger Bamber	Pycnogonida	[]	[]	EUROPE	3666976	1998.2357-2358	NHMUK	"{""associatedMediaCount"": null, ""barcode"": ""011093694"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180304712000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Nymphon caementarium Stock, 1975"", ""determinationTypes"": null, ""donorName"": ""Dr Roger Bamber"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056755982"", ""gbifIssue"": [""TAXON_MATCH_FUZZY""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Minor phyla"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"	Northwestern African coasts, Cape  Verde Slope, 24%12.08'N, 17%07.14'W to 24%14.51'N,17%06.77'W,  1500-1520 m.	Station 7991	1056755982	ZOO	7c66d244-4078-4b41-b53d-d32ae073ddec	Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Nymphonidae																															
1318673023	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:19.682+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	1.0	1964-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:19.682+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3410b6b26-2c59-4643-a274-6a9d36bd9587'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	True		Stock, Jan H., Zoological Museum Amsterdam	Pycnogonida	[]	[]	NORTH_AMERICA	http://n2t.net/ark:/65665/3410b6b26-2c59-4643-a274-6a9d36bd9587	USNM 149235	USNM		Grand Lahou, SW of	P60	1318673023	IZ	http://n2t.net/ark:/65665/3410b6b26-2c59-4643-a274-6a9d36bd9587	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	MALE	80.5	4.9167	-5.575	1.5	North Atlantic Ocean, Gulf of Guinea	North Atlantic Ocean, Gulf of Guinea, Ivory Coast	HOLOTYPE	2017-07-07T16:37:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	NMNH Extant Biology	Alcohol (Ethanol)	WGS84	CI	AFRICA	Côte d’Ivoire	urn:lsid:biocol.org:col:34871	unknown, from legacy	Degrees Minutes Seconds	60	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6										
4055737453	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:52.475+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	1.0	1964-06-01	153.0	153.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:06:52.475+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1036'}]	[]	[]	[]		True			Pycnogonida	[]	[]	EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1036	sm_id_1036	WoRMS Editorial Board		Atlantic Ocean		4055737453	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1036			80.5	4.91	-5.6	1.5			HOLOTYPE	2007-06-20T15:52:33.000+00:00				WGS84	CI	AFRICA	Côte d’Ivoire						2477.71	http://www.marinespecies.org/aphia.php?p=specdetails&id=1036	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239416	POLYGON ((-5.58 4.92, -5.58 4.9, -5.62 4.9, -5.62 4.92, -5.58 4.92))	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon caementarum</i> Stock, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239416				
2434400976	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:39.579+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1260/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1260_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1260/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	3.0	1964-06-03	155.0	155.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:39.579+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1260@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1260_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1260/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True			Pycnogonida	[]	[]	EUROPE	ZMA.PYC.P.1260@CRS	ZMA.PYC.P.1260					2434400976	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1260	Animalia	MALE							PARATYPE	2020-04-03T00:00:00.000+00:00			WholeOrganism (microscopic slide)					Naturalis Biodiversity Center											Naturalis Biodiversity Center	ICZN	3.VI.1964	
2434361505	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:43.112+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1265/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1265_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1265/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}	1964.0	6.0	1.0	1964-06-01	153.0	153.0	['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:43.112+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1265@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1265_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1265/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True			Pycnogonida	[]	[]	EUROPE	ZMA.PYC.P.1265@CRS	ZMA.PYC.P.1265					2434361505	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1265	Animalia	MALE							HOLOTYPE	2020-04-03T00:00:00.000+00:00			WholeOrganism (microscopic slide)					Naturalis Biodiversity Center											Naturalis Biodiversity Center	ICZN	1.VI.1964	
2434361078	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:18.762+00:00	393	{}	PRESERVED_SPECIMEN		PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}							['COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:18.762+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.514@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida	[]	[]	EUROPE	RMNH.PYC.514@CRS	RMNH.PYC.514			sta. 0.22		2434361078	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.514	Animalia|Nymphonidae									2014-10-08T00:00:00.000+00:00			WholeOrganism (alcohol)					Naturalis Biodiversity Center											Naturalis Biodiversity Center	ICZN		Tyro Mauritania II exp. 1988
2434366480	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:41.042+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117803	1	54	354	9477065	2013	2117630	2117803	2117803	Nymphon caementarum Stock, 1975	Nymphon caementarum Stock, 1975	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon caementarum	Nymphon	caementarum	SPECIES	ACCEPTED	NE	{}							['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:41.042+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.515@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida	[]	[]	EUROPE	RMNH.PYC.515@CRS	RMNH.PYC.515			sta. 020		2434366480	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.515	Animalia|Nymphonidae									2014-10-08T00:00:00.000+00:00			WholeOrganism (alcohol)					Naturalis Biodiversity Center											Naturalis Biodiversity Center	ICZN		Tyro Mauritania II exp. 1988
