key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	county	gbifID	collectionCode	occurrenceID	fieldNotes	dateIdentified	references	institutionKey	preparations	rightsHolder	acceptedNameUsage	institutionID	locality	parentNameUsageID	previousIdentifications	acceptedNameUsageID	identificationQualifier	identificationRemarks	verbatimElevation	higherClassification	collectionID	parentNameUsage	depth	depthAccuracy	waterBody	datasetName	samplingProtocol	eventID	scientificNameID	footprintWKT	eventTime	fieldNumber	taxonConceptID	http://unknown.org/rightsHolder	identificationVerificationStatus	http://unknown.org/license	networkKeys	datasetID	ownerInstitutionCode	language	parentEventID	type	collectionKey	verbatimDepth	occurrenceRemarks	verbatimEventDate	locationID	bibliographicCitation	projectId	higherGeography	locationRemarks	otherCatalogNumbers	dynamicProperties	locationAccordingTo	taxonID	verbatimIdentification	nomenclaturalCode	recordNumber	habitat	georeferenceRemarks	lifeStage	sex	georeferenceProtocol	verbatimCoordinateSystem	georeferencedBy	georeferencedDate	verbatimLocality	organismID	accessRights	organismQuantity	organismQuantityType	disposition	materialEntityID	footprintSRS	coordinatePrecision	georeferenceVerificationStatus	georeferenceSources	typeStatus	eventRemarks	taxonRemarks	vernacularName
1416927772	eaf9401e-a5e3-4a27-89ad-2d6ac6559167	a41250f0-7c3e-11d8-a19c-b8a03c50a862	7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2023-12-14T00:46:43.088+00:00	2024-01-25T01:41:46.894+00:00	300	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	60.566667	-67.583333						{}	1977.0	8.0	6.0	1977-08-06	218.0	218.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-01-25T01:41:46.894+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cmn-arctic-marine-benthos-1561'}]	[]	[]	[]	True	MacLaren Plansearch Inc.	"""Bamber, Roger N."""	WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	cmn-arctic-marine-benthos-1561	CMNC 1993-0211	CMN		1416927772	CMNC	cmn-arctic-marine-benthos-1561				c146edb6-3a82-473c-b337-4acaa92f9513		Copyright © Canadian Museum of Nature / Musée canadien de la nature	Pseudopallene circularis	http://biocol.org/urn:lsid:biocol.org:col:34935									http://biocol.org/institutional-collection/crustacea-collection		71.0		Hudson Bay Complex	Natural history museum data on Canadian Arctic marine benthos			urn:lsid:marinespecies.org:taxname:134655													PhysicalObject	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830			77-08-06			cmn-arctic-marine-benthos	North America: Canada, Nunavut, Ungava Bay	Shelf																														
1057260261	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.964+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE						EUROPE	England	{}	1976.0	5.0	4.0	1976-05-04	125.0	125.0	['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:11.964+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3671110'}]	[]	[]	[]	False		Dr Roger Bamber		Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	3671110	2000.814	NHMUK		1057260261	ZOO	497f40be-2be5-4c61-ac8e-334e60432f57				1d808a7c-1f9e-4379-9616-edb749ecf10e					The Trink, Circa. 55  deg 15' N; 1 deg 21'W (AKA 10 miles at 30 deg from Blyth  Lighthouse)							Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae																	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']													Europe; United Kingdom; England; Northumberland		NHMUK:ecatalogue:3671110	"{""associatedMediaCount"": null, ""barcode"": ""011163508"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305143000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pseudopallene circularis (Goodsir, 1842)"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057260261"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS 80%"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"																												
4399691477	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.014+00:00	69	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	64.4162182	-173.3966652				ASIA		{'level0': {'gid': 'RUS', 'name': 'Russia'}, 'level1': {'gid': 'RUS.12_1', 'name': 'Chukot'}, 'level2': {'gid': 'RUS.12.7_1', 'name': 'Providenskiy rayon'}, 'level3': {'gid': 'RUS.12.7.1_1', 'name': ''}}	1976.0	9.0	10.0	1976-09-10	254.0	254.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']		2024-06-18T12:44:59.014+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '2156a071-5c41-4a5b-a55f-629c6ebf296b'}]	[]	[]	[]	False		Turpaeva, Elena	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	2156a071-5c41-4a5b-a55f-629c6ebf296b	INV0000931	IORAS		4399691477	OBFc	2156a071-5c41-4a5b-a55f-629c6ebf296b				51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	EtOH 75%			51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Providence Bay								fd699988-ab5d-4737-9443-9085cea191d2				Bering Sea							NA					['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']		IORAS				fd699988-ab5d-4737-9443-9085cea191d2																																						
1057260258	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:18:11.964+00:00	391	{}	PRESERVED_SPECIMEN	1.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE						EUROPE	England	{}	1974.0			1974			['MODIFIED_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-23T06:18:11.964+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '3671107'}]	[]	[]	[]	False		Dr Roger Bamber		Pycnogonida	GB	[]	[]	EUROPE	United Kingdom of Great Britain and Northern Ireland	EUROPE	3671107	2000.813	NHMUK		1057260258	ZOO	a7eb9969-6717-4b38-afb7-cd92c1dbde76				1d808a7c-1f9e-4379-9616-edb749ecf10e					The Trink, Circa. 55  deg 15' N; 1 deg 21'W (AKA 10 miles at 30 deg from Blyth  Lighthouse)							Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae																	['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']													Europe; United Kingdom; England; Northumberland		NHMUK:ecatalogue:3671107	"{""associatedMediaCount"": null, ""barcode"": ""011163506"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1180305143000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Pseudopallene circularis (Goodsir, 1842)"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057260258"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": ""wet"", ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": ""IMS 80%"", ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""INEA"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"																												
3127726178	31c8db7d-098d-4339-a77b-901865139f1c	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2023-01-05T00:21:31.123+00:00	2024-01-24T17:14:10.638+00:00	56	{}	HUMAN_OBSERVATION		PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.65	-68.392				NORTH_AMERICA		{}	1969.0	8.0	23.0	1969-08-23	235.0	235.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INDIVIDUAL_COUNT_INVALID']	2021-06-03T00:00:00.000+00:00	2024-01-24T17:14:10.638+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_ABS_Zoobenthos_R164_1872'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_ABS_Zoobenthos_R164_1872	1872	Arctic Biological Station		3127726178	Can Data Rep Fish Aquat Sci No. 164	DFO_ABS_Zoobenthos_R164_1872						Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans		DFO-ABS	Frobisher Bay					NA					31.0	0.0		DFO Zoobenthos data from upper Frobisher Bay, 1967 to 1973	Pettersen grab sampler		urn:lsid:marinespecies.org:taxname:134655			5c-23-8-1969						DFO_ABS_Zoobenthos_R164									23370						SampleSize=Numbers per square metre; VESSEL: MV Calanus and from surface of ice in winter; VerbatimNAME=Pseudopallene circularis; Biomass (g/m2)=0.0005	marineregions.org MRGID																											
3127724754	31c8db7d-098d-4339-a77b-901865139f1c	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2023-01-05T00:21:31.123+00:00	2024-01-24T17:14:08.852+00:00	56	{}	HUMAN_OBSERVATION	6.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.667	-68.405				NORTH_AMERICA		{}	1968.0	2.0	13.0	1968-02-13	44.0	44.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2021-06-03T00:00:00.000+00:00	2024-01-24T17:14:08.852+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_ABS_Zoobenthos_R164_204'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_ABS_Zoobenthos_R164_204	204	Arctic Biological Station		3127724754	Can Data Rep Fish Aquat Sci No. 164	DFO_ABS_Zoobenthos_R164_204						Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans		DFO-ABS	Frobisher Bay					NA					30.0	0.0		DFO Zoobenthos data from upper Frobisher Bay, 1967 to 1973	Pettersen grab sampler		urn:lsid:marinespecies.org:taxname:134655			5a-13-2-1968						DFO_ABS_Zoobenthos_R164									23370						SampleSize=Numbers per square metre; VESSEL: MV Calanus and from surface of ice in winter; VerbatimNAME=Pseudopallene circularis; Biomass (g/m2)=0.0027	marineregions.org MRGID																											
3127658521	93efc16a-7eb1-4792-bdec-de1ea69b8c65	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-17T23:36:27.118+00:00	2024-07-17T23:36:43.593+00:00	160	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.666667	-68.45				NORTH_AMERICA		{}	1968.0	2.0	12.0	1968-02-12	43.0	43.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-17T23:36:43.593+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_MLI_MuseumCollection_6584'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_MLI_MuseumCollection_6584	6584	IML		3127658521	MuseumCollection	DFO_MLI_MuseumCollection_6584				2ae7293d-9c89-46ee-9aa8-ea116dacad3f		His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans		https://edmo.seadatanet.org/report/4160	Cairn Island										26.0	0.0		DFO Quebec Region MLI museum collection			urn:lsid:marinespecies.org:taxname:134655			SAB 68-5A						dfo_que_mli_museum		en		PhysicalObject													083_01801	Pseudopallene circularis																									
3127726894	31c8db7d-098d-4339-a77b-901865139f1c	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2023-01-05T00:21:31.123+00:00	2024-01-24T17:14:11.169+00:00	56	{}	HUMAN_OBSERVATION		PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.667	-68.405				NORTH_AMERICA		{}	1968.0	4.0	30.0	1968-04-30	121.0	121.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INDIVIDUAL_COUNT_INVALID']	2021-06-03T00:00:00.000+00:00	2024-01-24T17:14:11.169+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_ABS_Zoobenthos_R164_579'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_ABS_Zoobenthos_R164_579	579	Arctic Biological Station		3127726894	Can Data Rep Fish Aquat Sci No. 164	DFO_ABS_Zoobenthos_R164_579						Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans		DFO-ABS	Frobisher Bay					NA					26.0	0.0		DFO Zoobenthos data from upper Frobisher Bay, 1967 to 1973	Pettersen grab sampler		urn:lsid:marinespecies.org:taxname:134655			5a-30-4-1968						DFO_ABS_Zoobenthos_R164									23370						SampleSize=Numbers per square metre; VESSEL: MV Calanus and from surface of ice in winter; VerbatimNAME=Pseudopallene circularis; Biomass (g/m2)=0.0035	marineregions.org MRGID																											
3127658505	93efc16a-7eb1-4792-bdec-de1ea69b8c65	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2024-07-17T23:36:27.118+00:00	2024-07-17T23:36:43.592+00:00	160	{}	PRESERVED_SPECIMEN	4.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.666667	-68.45				NORTH_AMERICA		{}	1968.0	4.0	30.0	1968-04-30	121.0	121.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_ID_IGNORED', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']		2024-07-17T23:36:43.592+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_MLI_MuseumCollection_6583'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_MLI_MuseumCollection_6583	6583	IML		3127658505	MuseumCollection	DFO_MLI_MuseumCollection_6583				2ae7293d-9c89-46ee-9aa8-ea116dacad3f		His Majesty the King in right of Canada, as represented by the Minister of Fisheries and Oceans		https://edmo.seadatanet.org/report/4160	Cairn Island										26.0	0.0		DFO Quebec Region MLI museum collection			urn:lsid:marinespecies.org:taxname:134655			SAB 68-5A						dfo_que_mli_museum		en		PhysicalObject													083_01801	Pseudopallene circularis																									
3127725663	31c8db7d-098d-4339-a77b-901865139f1c	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2023-01-05T00:21:31.123+00:00	2024-01-24T17:14:10.329+00:00	56	{}	HUMAN_OBSERVATION	5.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.67	-68.398				NORTH_AMERICA		{}	1968.0	7.0	23.0	1968-07-23	205.0	205.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES']	2021-06-03T00:00:00.000+00:00	2024-01-24T17:14:10.329+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_ABS_Zoobenthos_R164_1238'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_ABS_Zoobenthos_R164_1238	1238	Arctic Biological Station		3127725663	Can Data Rep Fish Aquat Sci No. 164	DFO_ABS_Zoobenthos_R164_1238						Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans		DFO-ABS	Frobisher Bay					NA					45.0	0.0		DFO Zoobenthos data from upper Frobisher Bay, 1967 to 1973	Pettersen grab sampler		urn:lsid:marinespecies.org:taxname:134655			5-23-7-1968						DFO_ABS_Zoobenthos_R164									23370						SampleSize=Numbers per square metre; VESSEL: MV Calanus and from surface of ice in winter; VerbatimNAME=Pseudopallene circularis; Biomass (g/m2)=0.0013	marineregions.org MRGID																											
1883349418	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862	1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:17.952+00:00	337	{}	PRESERVED_SPECIMEN	3.0	PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	62.65	-65.6667					Nunavut (Terr.)	{}	1968.0	8.0	12.0	1968-08-12	225.0	225.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2021-05-28T20:46:00.000+00:00	2024-07-04T18:50:17.952+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '09e0698d-4cc6-cc64-c48e-33875d3ad8fa'}]	[]	[]	[]	False	Fife, Jack		WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	09e0698d-4cc6-cc64-c48e-33875d3ad8fa	CMNC 2018-2406	CMN	Baffin I.	1883349418	CMNC	09e0698d-4cc6-cc64-c48e-33875d3ad8fa				c146edb6-3a82-473c-b337-4acaa92f9513	fluid	Canadian Museum of Nature		http://biocol.org/urn:lsid:biocol.org:col:34935	Arctic Ocean, Frobisher Bay							Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae; Pseudopallene;	http://grbio.org/cool/sjd8-70zp					Crustacea														en		PhysicalObject	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830			1968-08-12	ABS Frobisher Bay St. 68-3 1968-08-12 70-80m	(CMNC 2018-2406)																																	
3127726351	31c8db7d-098d-4339-a77b-901865139f1c	c98a8d0d-cab2-4506-8c0f-c91a5e4996b9	5ff1c992-5c84-40aa-bd9a-c1743a870c32	09a9c196-cb5b-4fa1-afc2-3499b868b225	CA	EML	2023-01-05T00:21:31.123+00:00	2024-01-24T17:14:10.795+00:00	56	{}	HUMAN_OBSERVATION		PRESENT	2118000	1	54	354	9477065	2011	2117983	2118000	2118000	Pseudopallene circularis (Goodsir, 1842)	Pseudopallene circularis (Goodsir, 1842)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Pseudopallene	Pseudopallene circularis	Pseudopallene	circularis	SPECIES	ACCEPTED	NE	63.667	-68.405				NORTH_AMERICA		{}	1968.0	8.0	20.0	1968-08-20	233.0	233.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INDIVIDUAL_COUNT_INVALID']	2021-06-03T00:00:00.000+00:00	2024-01-24T17:14:10.795+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'DFO_ABS_Zoobenthos_R164_464'}]	[]	[]	[]	False			WGS84	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	DFO_ABS_Zoobenthos_R164_464	464	Arctic Biological Station		3127726351	Can Data Rep Fish Aquat Sci No. 164	DFO_ABS_Zoobenthos_R164_464						Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans		DFO-ABS	Frobisher Bay					NA					32.0	0.0		DFO Zoobenthos data from upper Frobisher Bay, 1967 to 1973	Pettersen grab sampler		urn:lsid:marinespecies.org:taxname:134655			5a-20-8-1968						DFO_ABS_Zoobenthos_R164									23370						SampleSize=Numbers per square metre; VESSEL: MV Calanus and from surface of ice in winter; VerbatimNAME=Pseudopallene circularis; Biomass (g/m2)=0.0035	marineregions.org MRGID																											
