key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	catalogNumber	nomenclaturalCode	institutionID	verbatimEventDate	gbifID	collectionCode	occurrenceID	higherClassification	depth	typeStatus	references	datasetID	scientificNameID	institutionCode	locality	bibliographicCitation	recordedBy
2434364455	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:39.697+00:00	393	{}	PRESERVED_SPECIMEN	2.0	PRESENT	2117735	1	54	354	9477065	2013	2117630	2117735	2117735	Nymphon biformidens Stock, 1974	Nymphon biformidens Stock, 1974	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon biformidens	Nymphon	biformidens	SPECIES	ACCEPTED	NE	-9.495833	147.113333	OCEANIA	{}	1979	6	11	1979-06-11	162	162	['COORDINATE_ROUNDED', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2019-03-08T00:00:00.000+00:00	2024-07-23T00:33:39.697+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.200865@CRS'}]	[]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Stock J.H.	WholeOrganism (wet specimen)	WGS84	Pycnogonida	PG	[]	[]	OCEANIA	Papua New Guinea	EUROPE	Naturalis Biodiversity Center	ZMA.PYC.200865@CRS	ZMA.PYC.200865	ICZN	Naturalis Biodiversity Center	11 jun 1979	2434364455	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.200865	Animalia|Nymphonidae									
4055737724	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:06:55.418+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT	2117735	1	54	354	9477065	2013	2117630	2117735	2117735	Nymphon biformidens Stock, 1974	Nymphon biformidens Stock, 1974	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon biformidens	Nymphon	biformidens	SPECIES	ACCEPTED	NE	-13.44	48.38	AFRICA	{}	1964	1	15	1964-01-15	15	15	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:06:55.418+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1023'}]	[]	[]	[]		True			WGS84	Pycnogonida	MG	[]	[]	AFRICA	Madagascar	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1023	sm_id_1023				4055737724	WoRMS type localities	WoRMS Editorial Board:WoRMS type localities:sm_id_1023		1.0	HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1023	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:239793	WoRMS Editorial Board	Indian Ocean	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon biformidens</i> Stock, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239793	
2434401984	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:37.000+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1261/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1261_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1261/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN		PRESENT	2117735	1	54	354	9477065	2013	2117630	2117735	2117735	Nymphon biformidens Stock, 1974	Nymphon biformidens Stock, 1974	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon biformidens	Nymphon	biformidens	SPECIES	ACCEPTED	NE				{}	1964	1	15	1964-01-15	15	15	['COUNTRY_INVALID', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2020-04-03T00:00:00.000+00:00	2024-07-23T00:33:37.000+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1261@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1261_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1261/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True		WholeOrganism (microscopic slide)		Pycnogonida		[]	[]			EUROPE	Naturalis Biodiversity Center	ZMA.PYC.P.1261@CRS	ZMA.PYC.P.1261	ICZN	Naturalis Biodiversity Center	15.I.1964	2434401984	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1261	Animalia		HOLOTYPE					East Ambariobe; Nossi-Be		J.J. Rudloe
