key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	depth	continent	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	organismQuantity	organismQuantityType	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	recordNumber	identifier	scientificNameID	verbatimEventDate	http://unknown.org/taxonRankID	taxonConceptID	identificationQualifier	http://unknown.org/species	gbifID	occurrenceID	taxonID	networkKeys	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	datasetName	recordedBy	preparations	geodeticDatum	catalogNumber	institutionCode	locationID	footprintWKT	locality	fieldNumber	language	collectionCode	individualCount	depthAccuracy	modified	institutionKey	collectionKey	identifiedBy	collectionID	waterBody	higherGeography	institutionID	georeferenceProtocol	verbatimCoordinateSystem	higherClassification	dateIdentified	coordinatePrecision	otherCatalogNumbers	samplingProtocol	verbatimLocality	type
318003491	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.519+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	354.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.519+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21850'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003491				-71.3833	171.2					WGS84	21850	BAS						SOMBASE Pycnogonids		3.0																	
318003492	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.515+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	451.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.515+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21851'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003492				-72.1666	171.3666					WGS84	21851	BAS						SOMBASE Pycnogonids		3.0																	
318003493	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.515+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	499.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.515+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21852'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003493				-73.8166	-178.2166					WGS84	21852	BAS						SOMBASE Pycnogonids		4.0																	
318003494	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.517+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	336.5		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.517+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21853'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003494				-75.0	176.7					WGS84	21853	BAS						SOMBASE Pycnogonids		1.5																	
318003495	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.518+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	535.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.518+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21854'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003495				-74.65	172.3					WGS84	21854	BAS						SOMBASE Pycnogonids		0.0																	
318003496	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.516+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	216.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.516+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21855'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003496				-63.4166	-60.85					WGS84	21855	BAS						SOMBASE Pycnogonids		1.0																	
318003497	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.516+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	205.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.516+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:21856'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003497				-62.145	-57.8166					WGS84	21856	BAS						SOMBASE Pycnogonids		20.0																	
318003768	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.456+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	1270.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.456+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37376'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003768				-66.4966	59.4916					WGS84	37376	BAS						SOMBASE Pycnogonids		730.0																	
318003773	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.394+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	750.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.394+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37575'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003773				-69.35	14.1					WGS84	37575	BAS						SOMBASE Pycnogonids		80.0																	
318003785	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.187+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	255.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.187+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37704'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318003785				-62.8466	-54.2666					WGS84	37704	BAS						SOMBASE Pycnogonids		0.0																	
318004126	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.684+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	228.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.684+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39220'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004126				-71.12	-11.4411					WGS84	39220	BAS						SOMBASE Pycnogonids		0.0																	
318004135	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.710+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	668.0	ANTARCTICA	{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.710+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39286'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004135				-72.8083	-19.5266					WGS84	39286	BAS						SOMBASE Pycnogonids		0.0																	
318004185	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.714+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	235.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.714+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39668'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004185				-62.7288	-60.5245					WGS84	39668	BAS						SOMBASE Pycnogonids		0.0																	
318004186	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.717+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	429.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.717+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39669'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004186				-62.7528	-60.5516					WGS84	39669	BAS						SOMBASE Pycnogonids		0.0																	
318004187	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.713+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	600.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.713+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39670'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004187				-62.8285	-60.4095					WGS84	39670	BAS						SOMBASE Pycnogonids		0.0																	
318004188	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.712+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	92.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.712+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39671'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004188				-63.9541	-60.9681					WGS84	39671	BAS						SOMBASE Pycnogonids		0.0																	
318004189	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.707+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	427.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.707+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39672'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004189				-62.7611	-60.5376					WGS84	39672	BAS						SOMBASE Pycnogonids		0.0																	
318004190	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.706+00:00	124	{}	OCCURRENCE	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE	234.0		{}							['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:22.706+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:39673'}]	[]	[]	[]	False		Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE										318004190				-62.729	-60.5215					WGS84	39673	BAS						SOMBASE Pycnogonids		0.0																	
1059591998	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862	6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:05.798+00:00	213	{}	PRESERVED_SPECIMEN	PRESENT	5166771	1	54	354	9477065	6313	2118547	5166771	5166771	Ammothea allopodes Fry & Hedgpeth, 1969	Ammothea allopodes Fry & Hedgpeth, 1969	Animalia	Arthropoda	Pantopoda	Ammotheidae	Ammothea	Ammothea allopodes	Ammothea	allopodes	SPECIES	ACCEPTED	NE			{}							['INSTITUTION_MATCH_NONE']	2024-01-25T09:13:05.798+00:00	http://creativecommons.org/licenses/by/4.0/legalcode			False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:183353'}]	[]	[]	[]	False		Pycnogonida		[]	[]			EUROPE										1059591998								Polarstern Exp.			183353	ZMB/Pyc						Museum für Naturkunde, Berlin - Pycnogonida																			
