key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	waterBody	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	identifiedBy	preparations	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	institutionID	locality	fieldNumber	collectionCode	gbifID	occurrenceID	verbatimDepth	catalogNumber	institutionCode	ownerInstitutionCode	nameAccordingTo	parentEventID	collectionID	networkKeys
4406604420	062b1492-5e8a-4b56-89f9-300bc06bba5d	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-04-16T14:00:19.862+00:00	2024-04-16T14:00:45.093+00:00	141	{}	PRESERVED_SPECIMEN	1	PRESENT	2117652	1	54	354	9477065	2013	2117630	2117652	2117652	Nymphon apertum Turpaeva, 2004	Nymphon apertum Turpaeva, 2004	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon apertum	Nymphon	apertum	SPECIES	ACCEPTED	NE	46.6332058	152.0016707	{}	Pacific Ocean	1966	7	12	1966-07-12	193	193	HOLOTYPE	['COORDINATE_REPROJECTED']	2024-04-16T14:00:45.093+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0b94745f-abd0-4faa-85b6-9496c33bd6e8'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001231.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001231label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 39_st.5593	0b94745f-abd0-4faa-85b6-9496c33bd6e8	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	northwest Pacific	5593	OBFc	4406604420	0b94745f-abd0-4faa-85b6-9496c33bd6e8	800.0-1025.0 m	INV0001231	IORAS	IORAS	Turpaeva, E. P. (2004). Shallow-water sea spiders (Pycnogonida) from the Kuril, commander and Yamskii Islands. Zoologichesky Zhurnal. 83(9) : 1086-1100	cruise 39	fd699988-ab5d-4737-9443-9085cea191d2	
4399690913	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.145+00:00	69	{}	PRESERVED_SPECIMEN	1	PRESENT	2117652	1	54	354	9477065	2013	2117630	2117652	2117652	Nymphon apertum Turpaeva, 2004	Nymphon apertum Turpaeva, 2004	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon apertum	Nymphon	apertum	SPECIES	ACCEPTED	NE	46.6332058	152.0016707	{}	Pacific Ocean	1966	7	12	1966-07-12	193	193	HOLOTYPE	['COORDINATE_REPROJECTED']	2024-06-18T12:44:59.145+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '0b94745f-abd0-4faa-85b6-9496c33bd6e8'}]	[{'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001231.png'}, {'type': 'StillImage', 'format': 'image/png', 'identifier': 'https://gbif.ocean.ru/attachments/inv0001231label.png'}]	[]	[]	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	True	RV Vityaz	Turpaeva, Elena	EtOH 75%	Sigsbee trawl	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	RV Vityaz_cruise 39_st.5593	0b94745f-abd0-4faa-85b6-9496c33bd6e8	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kurile Isls	5593	OBFc	4399690913	0b94745f-abd0-4faa-85b6-9496c33bd6e8	800.0 - 1025.0 m	INV0001231	IORAS	IORAS	Turpaeva, E.P. (2004). Shallow-water sea spiders (Pycnogonida) from the Kuril, commander and Yamskii Islands 3.1. Zoologichesky Zhurnal. 83(9): 1086-1100.	cruise 39	fd699988-ab5d-4737-9443-9085cea191d2	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']
