key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	typeStatus	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	locality	gbifID	collectionCode	occurrenceID	taxonID	networkKeys	individualCount	depth	depthAccuracy	modified	collectionKey	identifiedBy	fieldNumber	collectionID	stateProvince	waterBody	higherGeography	datasetName	preparations	institutionID	verbatimCoordinateSystem	locationID	higherClassification	sex	rightsHolder	nomenclaturalCode	verbatimEventDate	continent	otherCatalogNumbers	dynamicProperties
3924096040	3e0e4ec9-1905-4cae-9691-c0fa79361ac3	2e72d790-2a3f-4cd8-a2e2-428c34ecee47	06d75b22-fc7a-42ff-a14f-65a25cd0f3ab	cdcc4ce1-7f6e-4ed2-b47c-eb451925b038	PT	EML	2023-11-25T06:27:35.248+00:00	2024-01-24T17:38:24.330+00:00	75	{}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE	-23.981	35.65283	{}	2009.0	4.0	15.0	2009-04-15	105.0	105.0	HOLOTYPE	['TAXON_MATCH_TAXON_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-01-24T17:38:24.330+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '87e5df82-08bf-497d-8fd0-cb90dd178fec'}]	[]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False	J B. Wells	WGS84	Pycnogonida	MZ	[]	[]	AFRICA	Mozambique	EUROPE	87e5df82-08bf-497d-8fd0-cb90dd178fec	1967.8.4.83	NHMUK	Inhambane transect	3924096040	ZOO	87e5df82-08bf-497d-8fd0-cb90dd178fec	2118039																									
731838456	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:53.166+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1908', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Parapallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Loman, 1908', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|164326', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Parapallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'hospitalis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17323', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene hospitalis Loman, 1908'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE	-23.981	35.65283	{}	2009.0	4.0	15.0	2009-04-15	105.0	105.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:53.166+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-796'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False	Bouchet, Rosado & Strong coll.	WGS84	Pycnogonida	ZZ	[]	[]		unknown or invalid	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-796	2012-796	MNHN	Inhambane transect	731838456	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-796		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0	208.0	2.0	2015-09-14T11:48:00.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Sabroux R.	MAINBAZA/CC3160	10.15468/qgvvhd																
1318254618	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:29.343+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4338582	1	54	354	9477065	2011	2118026	2118039	2118039	Pseudopallene hospitalis (Loman, 1908)	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Pseudopallene	hospitalis	SPECIES	SYNONYM	NE	6.7458	121.8	{}	1908.0	2.0	7.0	1908-02-07	38.0	38.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:37:29.343+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/32e877a82-35a7-4835-99c8-9d5de945bc5e'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA	http://n2t.net/ark:/65665/32e877a82-35a7-4835-99c8-9d5de945bc5e	USNM 78568	USNM	Basilan Island, Basilan City, North of	1318254618	IZ	http://n2t.net/ark:/65665/32e877a82-35a7-4835-99c8-9d5de945bc5e		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	26.0	46.0	0.0	2015-04-17T16:34:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.	USFC/A5134	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Zamboanga del Sur	North Pacific Ocean, Sulu Sea	North Pacific Ocean, Sulu Sea, Philippines, Zamboanga del Sur	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	Degrees Minutes Seconds	5134	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae							
1321473212	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:39:16.666+00:00	395	{}	PRESERVED_SPECIMEN	PRESENT	4338582	1	54	354	9477065	2011	2118026	2118039	2118039	Pseudopallene hospitalis (Loman, 1908)	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Pseudopallene	hospitalis	SPECIES	SYNONYM	NE	4.5375	119.379	{}	1908.0	2.0	27.0	1908-02-27	58.0	58.0		['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2024-07-02T12:39:16.666+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3bcda77b8-3ea0-4b25-8731-d3c203d9fdb1'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	False	United States Fish Commission	WGS84	Pycnogonida	PH	[]	[]	ASIA	Philippines	NORTH_AMERICA	http://n2t.net/ark:/65665/3bcda77b8-3ea0-4b25-8731-d3c203d9fdb1	USNM 78569	USNM	Sibutu Group, Sibutu Island, Tumindao Reef, South of	1321473212	IZ	http://n2t.net/ark:/65665/3bcda77b8-3ea0-4b25-8731-d3c203d9fdb1		['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	1.0	18.0	0.0	2015-07-20T13:26:00.000+00:00	0174f5b3-da29-4967-b8dc-ce75ed53e35d	Hedgpeth, J. W.	USFC/A5169	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	Sulu	North Pacific Ocean	North Pacific Ocean, Philippines, Sulu	NMNH Extant Biology	Alcohol (Ethanol)	urn:lsid:biocol.org:col:34871	Degrees Minutes Seconds	5169	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Callipallenidae	FEMALE						
2434361135	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:28.771+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.24/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'RMNH.PYC.24_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.24/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE			{}	1906.0			1906-01-01/1906-12-31	1.0	365.0		['COUNTRY_INVALID', 'TAXON_MATCH_FUZZY', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:28.771+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'RMNH.PYC.24@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'RMNH.PYC.24_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/RMNH.PYC.24/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False	Buitendijk P.		Pycnogonida		[]	[]			EUROPE	RMNH.PYC.24@CRS	RMNH.PYC.24			2434361135	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.PYC.24		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	1.0			2021-01-28T00:00:00.000+00:00									WholeOrganism (alcohol)	Naturalis Biodiversity Center			Animalia|Nymphonidae	MALE	Naturalis Biodiversity Center	ICZN	1906			
1056405488	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	60277b56-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	GB	DWC_ARCHIVE	2024-07-23T03:26:56.939+00:00	2024-07-23T06:17:55.552+00:00	391	{'http://rs.gbif.org/terms/1.0/Multimedia': [{'http://purl.org/dc/terms/type': 'StillImage', 'http://purl.org/dc/terms/title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 200', 'http://purl.org/dc/terms/created': '1187779665000', 'http://purl.org/dc/terms/license': 'http://creativecommons.org/licenses/by/4.0/', 'http://purl.org/dc/terms/rightsHolder': 'The Trustees of the Natural History Museum, London', 'http://purl.org/dc/terms/identifier': 'https://data.nhm.ac.uk/media/b0aac602-e1f8-4b46-b2b0-71c77454408f'}]}	PRESERVED_SPECIMEN	PRESENT	4338582	1	54	354	9477065	2011	2118026	2118039	2118039	Pseudopallene hospitalis (Loman, 1908)	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Pseudopallene	hospitalis	SPECIES	SYNONYM	NE			{}								['MODIFIED_DATE_INVALID', 'MULTIMEDIA_DATE_INVALID', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-23T06:17:55.552+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': '1248206'}]	[{'type': 'StillImage', 'title': 'Zoology Accessions Register: Crustacea: 1935 - 1962: page 200', 'license': 'http://creativecommons.org/licenses/by/4.0/', 'rightsHolder': 'The Trustees of the Natural History Museum, London', 'identifier': 'https://data.nhm.ac.uk/media/b0aac602-e1f8-4b46-b2b0-71c77454408f'}]	[]	[]	1d808a7c-1f9e-4379-9616-edb749ecf10e	False			Pycnogonida	SG	[]	[]	ASIA	Singapore	EUROPE	1248206	1960.11.21.1	NHMUK	Suttan Shoal	1056405488	ZOO	9f6141c4-8c45-402f-826b-72f4d449d133		['17abcf75-2f1e-46dd-bf75-a5b21dd02655', '99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']						W C. Clark					Asia; Singapore						Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Callipallenidae	FEMALE				ASIA	NHMUK:ecatalogue:1248206	"{""associatedMediaCount"": 1, ""barcode"": ""011144096"", ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1296125064000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Pseudopallene hospitalis (Loman)"", ""determinationTypes"": null, ""donorName"": ""G A. Herklots"", ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1056405488"", ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": ""CR03"", ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""LS Chelicerata and Myriapoda"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}"
473961389	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.170+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1908', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Parapallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': 'Loman, 1908', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|124298', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Parapallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'hospitalis', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|17323', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Arnaud F.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Parapallene hospitalis Loman, 1908'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE			{}								['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2024-07-24T12:24:55.170+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1753'}]	[]	[]	[]	6a6ac6c5-1b8a-48db-91a2-f8661274ff80	False			Pycnogonida		[]	[]			EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1753	2009-1753	MNHN		473961389	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2009-1753		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	2.0			2016-06-29T17:15:01.000+00:00	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	Arnaud F.	No data	10.15468/qgvvhd																
2434402636	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:27.477+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1393/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1393_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1393/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE			{}								['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:27.477+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1393@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1393_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1393/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1393@CRS	ZMA.PYC.P.1393		@	2434402636	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1393		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']				2020-04-03T00:00:00.000+00:00									WholeOrganism (microscopic slide)	Naturalis Biodiversity Center			Animalia	MALE	Naturalis Biodiversity Center	ICZN				
2434402001	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:29.801+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1394/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1394_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1394/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE			{}								['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:29.801+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1394@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1394_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1394/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1394@CRS	ZMA.PYC.P.1394			2434402001	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1394		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']				2020-04-03T00:00:00.000+00:00									WholeOrganism (microscopic slide)	Naturalis Biodiversity Center			Animalia	MALE	Naturalis Biodiversity Center	ICZN				
2434399686	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:24.880+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1395/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1395_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1395/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	2118039	1	54	354	9477065	2011	2118026	2118039	2118039	Parapallene hospitalis Loman, 1908	Parapallene hospitalis Loman, 1908	Animalia	Arthropoda	Pantopoda	Callipallenidae	Parapallene	Parapallene hospitalis	Parapallene	hospitalis	SPECIES	ACCEPTED	NE			{}								['TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:24.880+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1395@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1395_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1395/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False			Pycnogonida		[]	[]			EUROPE	ZMA.PYC.P.1395@CRS	ZMA.PYC.P.1395			2434399686	Chelicerata and Myriapoda	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1395		['17abcf75-2f1e-46dd-bf75-a5b21dd02655']				2020-04-03T00:00:00.000+00:00									WholeOrganism (microscopic slide)	Naturalis Biodiversity Center			Animalia	FEMALE	Naturalis Biodiversity Center	ICZN				
