key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	depth	depthAccuracy	gadm	waterBody	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	datasetName	recordedBy	identifiedBy	preparations	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	verbatimEventDate	georeferenceProtocol	locality	verbatimCoordinateSystem	fieldNumber	collectionCode	gbifID	occurrenceID	catalogNumber	institutionCode	locationID	higherClassification	collectionID	typeStatus	references	datasetID	scientificNameID	bibliographicCitation	coordinateUncertaintyInMeters	footprintWKT
1318619374	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:41.607+00:00	395	{}	PRESERVED_SPECIMEN	8.0	PRESENT	MALE	2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-47.2883	-47.7617	5741.5	56.5	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea, Falkland Islands	1975.0	5.0	8.0	1975-05-08	128.0	128.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:25:00.000+00:00	2024-07-02T12:37:41.607+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33eab01b0-bfe2-4c07-80a1-29736c61b090'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	Smithsonian Oceanographic Sorting Center	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	FK	[]	[]	LATIN_AMERICA	Falkland Islands (Malvinas)	NORTH_AMERICA	http://n2t.net/ark:/65665/33eab01b0-bfe2-4c07-80a1-29736c61b090	urn:lsid:biocol.org:col:34871	08 MAY 1975	unknown, from legacy	NE of Islands	Degrees Minutes Seconds	USARP/IS/575/4/SOSC	IZ	1318619374	http://n2t.net/ark:/65665/33eab01b0-bfe2-4c07-80a1-29736c61b090	USNM 234659	USNM	4	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1317697352	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:44.430+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	MALE	2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-38.4967	-52.1517	4435.0	0.0	{}	South Atlantic Ocean	South Atlantic Ocean	1971.0	3.0	22.0	1971-03-22	81.0	81.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-25T15:41:00.000+00:00	2024-07-02T12:38:44.430+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/315e1b4d6-7316-44d9-8306-f42e7680c7b2'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	http://n2t.net/ark:/65665/315e1b4d6-7316-44d9-8306-f42e7680c7b2	urn:lsid:biocol.org:col:34871	22 MAR 1971	unknown, from legacy	Argentine Basin, Off Rio De La Plata	Degrees Minutes Seconds		IZ	1317697352	http://n2t.net/ark:/65665/315e1b4d6-7316-44d9-8306-f42e7680c7b2	USNM 181080	USNM	252	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	HOLOTYPE						
1322412693	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:38:25.020+00:00	395	{}	PRESERVED_SPECIMEN	3.0	PRESENT	MALE	2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-38.4967	-52.1517	4435.0	0.0	{}	South Atlantic Ocean	South Atlantic Ocean	1971.0	3.0	22.0	1971-03-22	81.0	81.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2017-08-25T15:41:00.000+00:00	2024-07-02T12:38:25.020+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3e67e340f-c78a-4004-853a-4cacefc4afac'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology	Woods Hole Oceanographic Institution	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	http://n2t.net/ark:/65665/3e67e340f-c78a-4004-853a-4cacefc4afac	urn:lsid:biocol.org:col:34871	22 MAR 1971	unknown, from legacy	Argentine Basin, Off Rio De La Plata	Degrees Minutes Seconds		IZ	1322412693	http://n2t.net/ark:/65665/3e67e340f-c78a-4004-853a-4cacefc4afac	USNM 181081	USNM	252	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	PARATYPE						
1318526893	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:37:13.194+00:00	395	{}	PRESERVED_SPECIMEN	4.0	PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-59.025	-51.875	3260.0	250.0	{}	South Atlantic Ocean, Scotia Sea	South Atlantic Ocean, Scotia Sea	1966.0	1.0	26.0	1966-01-26	26.0	26.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-21T10:25:00.000+00:00	2024-07-02T12:37:13.194+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/33a93b509-ef22-495c-a093-97dc266eccff'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	False	NMNH Extant Biology	University of Southern California	Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida		[]	[]			NORTH_AMERICA	http://n2t.net/ark:/65665/33a93b509-ef22-495c-a093-97dc266eccff	urn:lsid:biocol.org:col:34871	26 JAN 1966	unknown, from legacy		Degrees Minutes Seconds	USARP/EL/22/1511/USC	IZ	1318526893	http://n2t.net/ark:/65665/33a93b509-ef22-495c-a093-97dc266eccff	USNM 234661	USNM	1511	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6							
1317339215	821cc27a-e3bb-4bc5-ac34-89ada245069d	bc092ff0-02e4-11dc-991f-b8a03c50a862	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	b2ff19b5-d74f-40d2-82f1-ec5db01e8e31	bc092ff0-02e4-11dc-991f-b8a03c50a862	US	EML	2024-07-02T10:46:41.039+00:00	2024-07-02T12:36:48.525+00:00	395	{}	PRESERVED_SPECIMEN	1.0	PRESENT	FEMALE	2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-44.55	-49.3167	5332.0	2.0	{}	South Atlantic Ocean	South Atlantic Ocean, Argentina	1961.0	5.0	27.0	1961-05-27	147.0	147.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_COORDINATE_MISMATCH', 'CONTINENT_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2014-10-20T15:15:00.000+00:00	2024-07-02T12:36:48.525+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://n2t.net/ark:/65665/3060b1486-9015-4b58-af08-59653a0fcbb8'}]	[]	[]	[]	586ee56e-b0fe-4dff-b7f9-aeb104f3308a	0174f5b3-da29-4967-b8dc-ce75ed53e35d	True	NMNH Extant Biology		Child, C. Allan, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	Alcohol (Ethanol)	WGS84	Pycnogonida	AR	[]	[]	LATIN_AMERICA	Argentina	NORTH_AMERICA	http://n2t.net/ark:/65665/3060b1486-9015-4b58-af08-59653a0fcbb8	urn:lsid:biocol.org:col:34871		unknown, from legacy	Argentine Basin, Off Rio De La Plata	Degrees Minutes Seconds	V-17-81	IZ	1317339215	http://n2t.net/ark:/65665/3060b1486-9015-4b58-af08-59653a0fcbb8	USNM 184021	USNM	81	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Nymphonidae	urn:uuid:f14c21a9-8cbf-4c8b-817f-d19d427e2dd6	PARATYPE						
4055741287	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:38.654+00:00	81	{}	PRESERVED_SPECIMEN		PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-43.97	-52.15	5781.0		{}			1961.0	5.0	26.0	1961-05-26	146.0	146.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'INSTITUTION_MATCH_NONE']	2007-06-20T15:52:33.000+00:00	2024-07-02T17:07:38.654+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1999'}]	[]	[]	[]			True					WGS84	Pycnogonida		[]	[]			EUROPE	WoRMS Editorial Board:WoRMS type localities:sm_id_1999				Atlantic Ocean			WoRMS type localities	4055741287	WoRMS Editorial Board:WoRMS type localities:sm_id_1999	sm_id_1999	WoRMS Editorial Board				HOLOTYPE	http://www.marinespecies.org/aphia.php?p=specdetails&id=1999	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:173425	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon hadale</i> Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173425		
1328191056	f0c3a31b-df3b-4670-ac1d-0c58d13e1420	d6bc1312-f24f-4258-b117-a13243b915ff	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2bbcc64b-16bb-4f74-8dfc-64c93cf0e109	d6bc1312-f24f-4258-b117-a13243b915ff	AR	EML	2023-01-07T12:56:49.754+00:00	2024-01-25T02:14:55.475+00:00	108	{}	OCCURRENCE		PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-45.279999	-60.32			{}									['GEODETIC_DATUM_ASSUMED_WGS84']	2015-09-01T09:17:00.000+00:00	2024-01-25T02:14:55.475+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '1328191056'}]	[]	[]	[]			False					WGS84	Pycnogonida		[]	[]			LATIN_AMERICA	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-790				Costa Argentina			CNP-MARINEINVER	1328191056	urn:catalog:CENPAT-CONICET:CNP-MARINEINVER:CNP-MARINEINVER-790	CNP-MARINEINVER-790	CENPAT-CONICET								Larramendy, M.L. & Castellanos, Z., 1978. Sobre un nuevo picnogonido del Mar Argentino (Pycnogonida, Pallenidae). Neotropica, 24(72), 91-97.	1160000.0	POLYGON ((-55.439999 -35.400002, -65.199997 -35.400002, -65.199997 -55.16, -55.439999 -55.16, -55.439999 -35.400002))
318007679	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.958+00:00	124	{}	OCCURRENCE		PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-62.6666	-64.1	3733.5	18.5	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.958+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22980'}]	[]	[]	[]			False					WGS84	Pycnogonida	AQ	[]	[]	ANTARCTICA	Antarctica	EUROPE								SOMBASE Pycnogonids	318007679		22980	BAS										
318007680	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.958+00:00	124	{}	OCCURRENCE		PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-59.0166	-52.0	3260.0	250.0	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.958+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22981'}]	[]	[]	[]			False					WGS84	Pycnogonida		[]	[]			EUROPE								SOMBASE Pycnogonids	318007680		22981	BAS										
318007681	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862		6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:22.958+00:00	124	{}	OCCURRENCE		PRESENT		2117688	1	54	354	9477065	2013	2117630	2117688	2117688	Nymphon hadale Child, 1982	Nymphon hadale Child, 1982	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon hadale	Nymphon	hadale	SPECIES	ACCEPTED	NE	-47.2883	-47.7616	5741.5	56.5	{}									['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']		2024-01-24T20:26:22.958+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:22982'}]	[]	[]	[]			False					WGS84	Pycnogonida		[]	[]			EUROPE								SOMBASE Pycnogonids	318007681		22982	BAS										
