key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	gadm	typeStatus	issues	modified	lastInterpreted	references	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	datasetID	otherCatalogNumbers	preparations	class	recordedByIDs	identifiedByIDs	publishedByGbifRegion	rightsHolder	identifier	nomenclaturalCode	dynamicProperties	locality	associatedReferences	language	collectionCode	gbifID	occurrenceID	type	taxonRemarks	disposition	catalogNumber	vernacularName	previousIdentifications	institutionCode	ownerInstitutionCode	identificationRemarks	occurrenceRemarks	bibliographicCitation	accessRights	higherClassification
1039231110	854e35e6-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	a974d1b0-37fa-442b-bf5e-47159b201779	2e167bb0-4441-11db-9ba2-b8a03c50a862	US	EML	2024-07-24T13:18:05.048+00:00	2024-07-24T13:22:41.575+00:00	2311	{}	PRESERVED_SPECIMEN	1	PRESENT	2118287	1	54	354	9477065	4338615	2118286	2118287	2118287	Calypsopycnon georgiae Hedgpeth, 1948	Calypsopycnon georgiae Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Calypsopycnon	Calypsopycnon georgiae	Calypsopycnon	georgiae	SPECIES	ACCEPTED	NE	{}	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-03-08T14:54:02.000+00:00	2024-07-24T13:22:41.575+00:00	http://collections.peabody.yale.edu/search/Record/YPM-IZ-009528.CR	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:uuid:1d80f9b8-69c5-43ed-b436-20f7e5651c46'}]	[]	[]	[]	75f50140-830d-4630-a290-3d6e951a7c29	False	1	7308	microslide	Pycnogonida	[]	[]	NORTH_AMERICA	Yale Peabody Museum	urn:uuid:1d80f9b8-69c5-43ed-b436-20f7e5651c46	ICZN	"{ ""irn"": ""536450"", ""original_num"": ""7308"" }"	No locality data available	HOLOTYPE. Note: Author states specimen found without data amongst articles of Verrill's estate by S.C. Ball in 1934; YPM 7805 used erroneously.	en	IZ	1039231110	urn:uuid:1d80f9b8-69c5-43ed-b436-20f7e5651c46	PhysicalObject	Animals and Plants: Invertebrates - Other	in collection	YPM IZ 009528.CR	sea spiders; arthropods; animals	Calypsopycnon georgiae	YPM	YPM	Author states specimen found without data amongst articles of Verrill's estate by S.C. Ball in 1934; YPM 7805 used erroneously.	IZ number 9528; lot count 1; original catalog number 7308	Calypsopycnon georgiae (YPM IZ 009528.CR)	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Animalia; Arthropoda; Pycnogonida; Ammotheidae
1039244371	854e35e6-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862	a974d1b0-37fa-442b-bf5e-47159b201779	2e167bb0-4441-11db-9ba2-b8a03c50a862	US	EML	2024-07-24T13:18:05.048+00:00	2024-07-24T13:22:42.471+00:00	2311	{}	PRESERVED_SPECIMEN	1	PRESENT	2118287	1	54	354	9477065	4338615	2118286	2118287	2118287	Calypsopycnon georgiae Hedgpeth, 1948	Calypsopycnon georgiae Hedgpeth, 1948	Animalia	Arthropoda	Pantopoda	Ascorhynchidae	Calypsopycnon	Calypsopycnon georgiae	Calypsopycnon	georgiae	SPECIES	ACCEPTED	NE	{}	HOLOTYPE	['OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-03-08T14:45:34.000+00:00	2024-07-24T13:22:42.471+00:00	http://collections.peabody.yale.edu/search/Record/YPM-IZ-007308.PN	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:uuid:500e08a9-e3b2-4b5f-b148-d73e2b9747b6'}]	[]	[]	[]	75f50140-830d-4630-a290-3d6e951a7c29	False	1		microslide	Pycnogonida	[]	[]	NORTH_AMERICA	Yale Peabody Museum	urn:uuid:500e08a9-e3b2-4b5f-b148-d73e2b9747b6	ICZN	"{ ""irn"": ""558448"" }"		HOLOTYPE.	en	IZ	1039244371	urn:uuid:500e08a9-e3b2-4b5f-b148-d73e2b9747b6	PhysicalObject	Animals and Plants: Invertebrates - Other	in collection	YPM IZ 007308.PN	sea spiders; arthropods; animals	Calypsopycnon georgiae	YPM	YPM		IZ number 7308; lot count 1; Microslide 01, balsam, whole mount	Calypsopycnon georgiae (YPM IZ 007308.PN)	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Animalia; Arthropoda; Pycnogonida; Ammotheidae
